,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
PAPEL PAMPA,otras vacunaciones,covid 1ra dosis,2021-06-01,41,23,7,5,48,28,76
PASORAPA,otras vacunaciones,covid 1ra dosis,2021-06-01,68,67,6,4,74,71,145
PATACAMAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,158,173,7,6,165,179,344
PAZÑA,otras vacunaciones,covid 1ra dosis,2021-06-01,29,32,13,18,42,50,92
PELECHUCO,otras vacunaciones,covid 1ra dosis,2021-06-01,24,20,33,24,57,44,101
POCONA,otras vacunaciones,covid 1ra dosis,2021-06-01,93,66,0,0,93,66,159
POJO (CBBA),otras vacunaciones,covid 1ra dosis,2021-06-01,75,68,0,0,75,68,143
POOPO,otras vacunaciones,covid 1ra dosis,2021-06-01,98,110,0,0,98,110,208
PORCO,otras vacunaciones,covid 1ra dosis,2021-06-01,162,123,8,7,170,130,300
POROMA,otras vacunaciones,covid 1ra dosis,2021-06-01,62,61,71,66,133,127,260
PORONGO,otras vacunaciones,covid 1ra dosis,2021-06-01,513,520,0,0,513,520,1033
PORTACHUELO,otras vacunaciones,covid 1ra dosis,2021-06-01,1174,1189,0,0,1174,1189,2363
PORVENIR,otras vacunaciones,covid 1ra dosis,2021-06-01,63,61,35,17,98,78,176
POSTRER VALLE,otras vacunaciones,covid 1ra dosis,2021-06-01,77,54,25,21,102,75,177
POTOSI,otras vacunaciones,covid 1ra dosis,2021-06-01,4165,4331,12,20,4177,4351,8528
PRESTO,otras vacunaciones,covid 1ra dosis,2021-06-01,29,27,13,17,42,44,86
PUCARA,otras vacunaciones,covid 1ra dosis,2021-06-01,86,60,0,0,86,60,146
PUCARANI,otras vacunaciones,covid 1ra dosis,2021-06-01,110,104,4,4,114,108,222
PUERTO ACOSTA,otras vacunaciones,covid 1ra dosis,2021-06-01,80,73,32,43,112,116,228
PUERTO CARABUCO,otras vacunaciones,covid 1ra dosis,2021-06-01,101,128,153,56,254,184,438
PUERTO GONZALO MORENO,otras vacunaciones,covid 1ra dosis,2021-06-01,169,117,77,32,246,149,395
PUERTO RICO,otras vacunaciones,covid 1ra dosis,2021-06-01,69,39,322,336,391,375,766
PUERTO SILES,otras vacunaciones,covid 1ra dosis,2021-06-01,65,48,0,0,65,48,113
PUERTO VILLARROEL,otras vacunaciones,covid 1ra dosis,2021-06-01,291,202,9,1,300,203,503
PUNA,otras vacunaciones,covid 1ra dosis,2021-06-01,60,103,26,47,86,150,236
PUNATA,otras vacunaciones,covid 1ra dosis,2021-06-01,559,661,0,0,559,661,1220
QUIABAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,1,0,25,24,26,24,50
QUILLACOLLO,otras vacunaciones,covid 1ra dosis,2021-06-01,2294,2545,2,0,2296,2545,4841
QUIME,otras vacunaciones,covid 1ra dosis,2021-06-01,48,49,88,33,136,82,218
QUIRUSILLAS,otras vacunaciones,covid 1ra dosis,2021-06-01,87,82,7,9,94,91,185
RAQAYPAMPA(ETA),otras vacunaciones,covid 1ra dosis,2021-06-01,24,34,22,34,46,68,114
RAVELO,otras vacunaciones,covid 1ra dosis,2021-06-01,51,67,17,16,68,83,151
REYES,otras vacunaciones,covid 1ra dosis,2021-06-01,108,107,0,0,108,107,215
RIBERALTA,otras vacunaciones,covid 1ra dosis,2021-06-01,968,756,35,25,1003,781,1784
ROBORE,otras vacunaciones,covid 1ra dosis,2021-06-01,440,521,0,0,440,521,961
RURRENABAQUE,otras vacunaciones,covid 1ra dosis,2021-06-01,338,353,46,58,384,411,795
SABAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,9,9,0,0,9,9,18
SACABA,otras vacunaciones,covid 1ra dosis,2021-06-01,1007,1128,63,2,1070,1130,2200
SACABAMBA,otras vacunaciones,covid 1ra dosis,2021-06-01,37,41,0,0,37,41,78
SACACA,otras vacunaciones,covid 1ra dosis,2021-06-01,84,99,36,22,120,121,241
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2021-06-01,49,44,29,35,78,79,157
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2021-06-01,192,179,288,261,480,440,920
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2021-06-01,13,21,0,0,13,21,34
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2021-06-01,151,88,81,66,232,154,386
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-06-01,46,22,34,45,80,67,147
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2021-06-01,15,17,13,12,28,29,57
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2021-06-01,101,102,9,9,110,111,221
SAN BENITO,otras vacunaciones,covid 1ra dosis,2021-06-01,130,179,0,0,130,179,309
SAN BORJA,otras vacunaciones,covid 1ra dosis,2021-06-01,385,317,52,44,437,361,798
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2021-06-01,70,67,10,3,80,70,150
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2021-06-01,54,56,0,0,54,56,110
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2021-06-01,199,214,114,63,313,277,590
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-06-01,666,674,34,26,700,700,1400
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2021-06-01,54,58,10,10,64,68,132
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2021-06-01,257,228,28,32,285,260,545
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2021-06-01,73,73,0,0,73,73,146
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2021-06-01,636,646,0,0,636,646,1282
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2021-06-01,265,265,0,0,265,265,530
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2021-06-01,399,329,30,20,429,349,778
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2021-06-01,31,45,78,59,109,104,213
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2021-06-01,990,1051,0,0,990,1051,2041
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2021-06-01,529,580,0,0,529,580,1109
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2021-06-01,558,568,0,0,558,568,1126
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2021-06-01,67,59,0,0,67,59,126
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2021-06-01,28,22,2,2,30,24,54
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2021-06-01,373,343,121,30,494,373,867
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-06-01,74,69,55,60,129,129,258
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2021-06-01,69,50,18,24,87,74,161
SAN PEDRO DE QUEMES,otras vacunaciones,covid 1ra dosis,2021-06-01,8,11,0,0,8,11,19
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2021-06-01,8,4,23,23,31,27,58
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2021-06-01,300,300,0,0,300,300,600
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,68,78,68,78,146
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2021-06-01,239,247,0,0,239,247,486
SANTA ANA,otras vacunaciones,covid 1ra dosis,2021-06-01,12,12,57,75,69,87,156
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2021-06-01,35846,37933,18941,19093,54787,57026,111813
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2021-06-01,308,285,146,132,454,417,871
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2021-06-01,323,240,83,94,406,334,740
SANTIAGO DE CALLAPA,otras vacunaciones,covid 1ra dosis,2021-06-01,12,21,0,0,12,21,33
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2021-06-01,34,32,75,78,109,110,219
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2021-06-01,59,40,87,83,146,123,269
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2021-06-01,54,54,8,18,62,72,134
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2021-06-01,145,144,0,0,145,144,289
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2021-06-01,3,13,26,34,29,47,76
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2021-06-01,59,69,38,37,97,106,203
SENA,otras vacunaciones,covid 1ra dosis,2021-06-01,0,0,21,23,21,23,44
SHINAOTA,otras vacunaciones,covid 1ra dosis,2021-06-01,167,131,0,0,167,131,298
SICA SICA (VILLA AROMA),otras vacunaciones,covid 1ra dosis,2021-06-01,54,43,28,37,82,80,162
SICAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,39,40,25,28,64,68,132
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2021-06-01,125,147,0,0,125,147,272
SOPACHUY,otras vacunaciones,covid 1ra dosis,2021-06-01,65,61,0,0,65,61,126
SORACACHI,otras vacunaciones,covid 1ra dosis,2021-06-01,95,60,13,11,108,71,179
SORATA,otras vacunaciones,covid 1ra dosis,2021-06-01,56,48,96,89,152,137,289
SUCRE,otras vacunaciones,covid 1ra dosis,2021-06-01,6371,6964,1494,1524,7865,8488,16353
TACACHI,otras vacunaciones,covid 1ra dosis,2021-06-01,32,35,0,0,32,35,67
TACACOMA,otras vacunaciones,covid 1ra dosis,2021-06-01,51,46,43,22,94,68,162
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2021-06-01,26,26,103,116,129,142,271
TACOPAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,19,21,37,35,56,56,112
TAHUA,otras vacunaciones,covid 1ra dosis,2021-06-01,15,14,10,11,25,25,50
TAPACARI,otras vacunaciones,covid 1ra dosis,2021-06-01,299,302,37,25,336,327,663
TARABUCO,otras vacunaciones,covid 1ra dosis,2021-06-01,60,81,39,31,99,112,211
TARACO,otras vacunaciones,covid 1ra dosis,2021-06-01,45,57,24,12,69,69,138
TARATA,otras vacunaciones,covid 1ra dosis,2021-06-01,145,160,0,0,145,160,305
TARIJA,otras vacunaciones,covid 1ra dosis,2021-06-01,7625,8046,2874,3313,10499,11359,21858
TARVITA,otras vacunaciones,covid 1ra dosis,2021-06-01,60,69,17,14,77,83,160
TEOPONTE,otras vacunaciones,covid 1ra dosis,2021-06-01,116,80,68,49,184,129,313
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2021-06-01,69,64,5,2,74,66,140
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,136,153,68,96,204,249,453
TIPUANI,otras vacunaciones,covid 1ra dosis,2021-06-01,154,128,9,9,163,137,300
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2021-06-01,363,396,0,0,363,396,759
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2021-06-01,139,103,0,0,139,103,242
TOCO,otras vacunaciones,covid 1ra dosis,2021-06-01,55,69,0,0,55,69,124
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2021-06-01,40,15,0,0,40,15,55
TOLATA,otras vacunaciones,covid 1ra dosis,2021-06-01,96,109,0,0,96,109,205
TOLEDO,otras vacunaciones,covid 1ra dosis,2021-06-01,80,89,1,0,81,89,170
TOMAVE,otras vacunaciones,covid 1ra dosis,2021-06-01,137,150,114,139,251,289,540
TORO TORO,otras vacunaciones,covid 1ra dosis,2021-06-01,53,49,0,1,53,50,103
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2021-06-01,80,61,0,0,80,61,141
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2021-06-01,21,23,23,17,44,40,84
TRIGAL,otras vacunaciones,covid 1ra dosis,2021-06-01,20,28,64,49,84,77,161
TRINIDAD,otras vacunaciones,covid 1ra dosis,2021-06-01,588,684,707,820,1295,1504,2799
TUPIZA,otras vacunaciones,covid 1ra dosis,2021-06-01,661,758,405,388,1066,1146,2212
TURCO,otras vacunaciones,covid 1ra dosis,2021-06-01,203,117,0,0,203,117,320
UMALA,otras vacunaciones,covid 1ra dosis,2021-06-01,19,21,22,22,41,43,84
UNCIA,otras vacunaciones,covid 1ra dosis,2021-06-01,165,154,16,21,181,175,356
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2021-06-01,415,444,0,0,415,444,859
URUBICHA,otras vacunaciones,covid 1ra dosis,2021-06-01,123,108,0,0,123,108,231
UYUNI,otras vacunaciones,covid 1ra dosis,2021-06-01,539,563,18,10,557,573,1130
VACAS,otras vacunaciones,covid 1ra dosis,2021-06-01,73,64,0,0,73,64,137
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2021-06-01,623,701,130,113,753,814,1567
VIACHA,otras vacunaciones,covid 1ra dosis,2021-06-01,11,18,4,6,15,24,39
VILA VILA,otras vacunaciones,covid 1ra dosis,2021-06-01,21,9,86,80,107,89,196
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2021-06-01,139,158,84,121,223,279,502
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2021-06-01,500,624,321,304,821,928,1749
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2021-06-01,35,13,14,13,49,26,75
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2021-06-01,78,97,0,0,78,97,175
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2021-06-01,6,7,0,0,6,7,13
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2021-06-01,425,322,59,32,484,354,838
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2021-06-01,85,65,5,2,90,67,157
VILLAZON,otras vacunaciones,covid 1ra dosis,2021-06-01,657,766,505,557,1162,1323,2485
VINTO,otras vacunaciones,covid 1ra dosis,2021-06-01,104,142,0,0,104,142,246
VITICHI,otras vacunaciones,covid 1ra dosis,2021-06-01,77,111,20,52,97,163,260
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2021-06-01,12,4,8,6,20,10,30
WARNES,otras vacunaciones,covid 1ra dosis,2021-06-01,3,2,0,0,3,2,5
YACO,otras vacunaciones,covid 1ra dosis,2021-06-01,24,20,52,45,76,65,141
YACUIBA,otras vacunaciones,covid 1ra dosis,2021-06-01,1913,1927,397,383,2310,2310,4620
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2021-06-01,115,149,34,40,149,189,338
YANACACHI,otras vacunaciones,covid 1ra dosis,2021-06-01,121,97,29,27,150,124,274
YAPACANI,otras vacunaciones,covid 1ra dosis,2021-06-01,682,616,0,0,682,616,1298
YOCALLA,otras vacunaciones,covid 1ra dosis,2021-06-01,50,56,3,8,53,64,117
YOTALA,otras vacunaciones,covid 1ra dosis,2021-06-01,60,62,9,19,69,81,150
YUNCHARA,otras vacunaciones,covid 1ra dosis,2021-06-01,84,113,63,89,147,202,349
YUNGUYO DE LITORAL,otras vacunaciones,covid 1ra dosis,2021-06-01,1,1,0,0,1,1,2
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2021-06-01,261,174,8,8,269,182,451
ACACIO,otras vacunaciones,covid 1ra dosis,2021-07-01,41,52,10,8,51,60,111
ACHACACHI,otras vacunaciones,covid 1ra dosis,2021-07-01,161,144,109,124,270,268,538
ACHOCALLA,otras vacunaciones,covid 1ra dosis,2021-07-01,429,433,15,22,444,455,899
AIQUILE,otras vacunaciones,covid 1ra dosis,2021-07-01,1250,1362,0,0,1250,1362,2612
ALALAY,otras vacunaciones,covid 1ra dosis,2021-07-01,20,26,0,0,20,26,46
ALCALA,otras vacunaciones,covid 1ra dosis,2021-07-01,72,78,233,217,305,295,600
ALTO BENI,otras vacunaciones,covid 1ra dosis,2021-07-01,79,58,83,91,162,149,311
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2021-07-01,77,64,3,7,80,71,151
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-07-01,59,71,0,0,59,71,130
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2021-07-01,207,177,0,0,207,177,384
ANZALDO,otras vacunaciones,covid 1ra dosis,2021-07-01,101,99,0,0,101,99,200
APOLO,otras vacunaciones,covid 1ra dosis,2021-07-01,456,230,63,69,519,299,818
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2021-07-01,12,11,54,61,66,72,138
ARANI,otras vacunaciones,covid 1ra dosis,2021-07-01,189,197,0,0,189,197,386
ARBIETO,otras vacunaciones,covid 1ra dosis,2021-07-01,449,503,0,0,449,503,952
ARQUE,otras vacunaciones,covid 1ra dosis,2021-07-01,84,100,51,71,135,171,306
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2021-07-01,65,75,459,389,524,464,988
ATOCHA,otras vacunaciones,covid 1ra dosis,2021-07-01,340,366,27,25,367,391,758
AUCAPATA,otras vacunaciones,covid 1ra dosis,2021-07-01,28,17,22,24,50,41,91
AYATA,otras vacunaciones,covid 1ra dosis,2021-07-01,72,76,26,30,98,106,204
AYO AYO,otras vacunaciones,covid 1ra dosis,2021-07-01,78,86,3,8,81,94,175
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2021-07-01,191,174,172,183,363,357,720
AZURDUY,otras vacunaciones,covid 1ra dosis,2021-07-01,348,306,148,197,496,503,999
BATALLAS,otras vacunaciones,covid 1ra dosis,2021-07-01,168,153,4,14,172,167,339
BAURES,otras vacunaciones,covid 1ra dosis,2021-07-01,131,83,13,7,144,90,234
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2021-07-01,52,62,0,0,52,62,114
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2021-07-01,7,12,1,4,8,16,24
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2021-07-01,7,7,45,26,52,33,85
BERMEJO,otras vacunaciones,covid 1ra dosis,2021-07-01,109,87,0,0,109,87,196
BETANZOS,otras vacunaciones,covid 1ra dosis,2021-07-01,355,389,92,119,447,508,955
BOLIVAR,otras vacunaciones,covid 1ra dosis,2021-07-01,9,11,2,4,11,15,26
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2021-07-01,4,8,8,5,12,13,25
BOYUIBE,otras vacunaciones,covid 1ra dosis,2021-07-01,78,94,0,0,78,94,172
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2021-07-01,1308,1282,6,15,1314,1297,2611
CABEZAS,otras vacunaciones,covid 1ra dosis,2021-07-01,2272,1802,135,118,2407,1920,4327
CAIROMA,otras vacunaciones,covid 1ra dosis,2021-07-01,55,63,52,67,107,130,237
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2021-07-01,82,109,117,71,199,180,379
CAJUATA,otras vacunaciones,covid 1ra dosis,2021-07-01,87,79,34,31,121,110,231
CALACOTO,otras vacunaciones,covid 1ra dosis,2021-07-01,10,6,26,22,36,28,64
CALAMARCA,otras vacunaciones,covid 1ra dosis,2021-07-01,175,179,10,11,185,190,375
CAMARGO,otras vacunaciones,covid 1ra dosis,2021-07-01,191,196,874,979,1065,1175,2240
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2021-07-01,157,177,37,36,194,213,407
CAMIRI,otras vacunaciones,covid 1ra dosis,2021-07-01,462,344,0,0,462,344,806
CAPINOTA,otras vacunaciones,covid 1ra dosis,2021-07-01,388,534,0,0,388,534,922
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2021-07-01,54,54,18,28,72,82,154
CARACOLLO,otras vacunaciones,covid 1ra dosis,2021-07-01,406,417,12,20,418,437,855
CARANAVI,otras vacunaciones,covid 1ra dosis,2021-07-01,575,596,673,304,1248,900,2148
CARAPARI,otras vacunaciones,covid 1ra dosis,2021-07-01,621,560,1065,89,1686,649,2335
CARIPUYO,otras vacunaciones,covid 1ra dosis,2021-07-01,65,59,61,80,126,139,265
CATACORA,otras vacunaciones,covid 1ra dosis,2021-07-01,15,12,6,18,21,30,51
CHACARILLA,otras vacunaciones,covid 1ra dosis,2021-07-01,21,7,6,13,27,20,47
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2021-07-01,322,372,180,193,502,565,1067
CHAQUI,otras vacunaciones,covid 1ra dosis,2021-07-01,74,75,12,28,86,103,189
CHARAGUA,otras vacunaciones,covid 1ra dosis,2021-07-01,1327,1347,116,154,1443,1501,2944
CHARAÑA,otras vacunaciones,covid 1ra dosis,2021-07-01,21,29,22,34,43,63,106
CHAYANTA,otras vacunaciones,covid 1ra dosis,2021-07-01,112,138,15,29,127,167,294
CHIMORE,otras vacunaciones,covid 1ra dosis,2021-07-01,759,500,17,17,776,517,1293
CHIPAYA,otras vacunaciones,covid 1ra dosis,2021-07-01,12,16,0,0,12,16,28
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2021-07-01,32,24,0,0,32,24,56
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2021-07-01,69,46,131,72,200,118,318
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2021-07-01,211,262,122,148,333,410,743
CHUMA,otras vacunaciones,covid 1ra dosis,2021-07-01,47,49,139,171,186,220,406
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2021-07-01,36,44,15,19,51,63,114
CKOCHAS,otras vacunaciones,covid 1ra dosis,2021-07-01,113,112,42,37,155,149,304
CLIZA,otras vacunaciones,covid 1ra dosis,2021-07-01,719,913,0,0,719,913,1632
COBIJA,otras vacunaciones,covid 1ra dosis,2021-07-01,506,520,236,164,742,684,1426
COCAPATA,otras vacunaciones,covid 1ra dosis,2021-07-01,125,137,0,0,125,137,262
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2021-07-01,51681,53411,116,28,51797,53439,105236
COIPASA,otras vacunaciones,covid 1ra dosis,2021-07-01,8,14,0,0,8,14,22
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2021-07-01,1044,1164,527,678,1571,1842,3413
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2021-07-01,540,368,142,56,682,424,1106
COLLANA,otras vacunaciones,covid 1ra dosis,2021-07-01,63,59,19,23,82,82,164
COLOMI,otras vacunaciones,covid 1ra dosis,2021-07-01,446,277,0,0,446,277,723
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2021-07-01,432,454,0,0,432,454,886
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2021-07-01,22,40,50,63,72,103,175
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2021-07-01,143,155,0,0,143,155,298
COLQUIRI,otras vacunaciones,covid 1ra dosis,2021-07-01,59,43,73,61,132,104,236
COMANCHE,otras vacunaciones,covid 1ra dosis,2021-07-01,44,39,11,24,55,63,118
COMBAYA,otras vacunaciones,covid 1ra dosis,2021-07-01,10,8,9,30,19,38,57
CONCEPCION,otras vacunaciones,covid 1ra dosis,2021-07-01,703,735,47,49,750,784,1534
COPACABANA,otras vacunaciones,covid 1ra dosis,2021-07-01,5,6,11,10,16,16,32
CORIPATA,otras vacunaciones,covid 1ra dosis,2021-07-01,262,311,7,11,269,322,591
CORO CORO,otras vacunaciones,covid 1ra dosis,2021-07-01,87,71,35,38,122,109,231
COROICO,otras vacunaciones,covid 1ra dosis,2021-07-01,276,291,73,95,349,386,735
CORQUE,otras vacunaciones,covid 1ra dosis,2021-07-01,208,205,0,0,208,205,413
COTAGAITA,otras vacunaciones,covid 1ra dosis,2021-07-01,269,327,106,155,375,482,857
COTOCA,otras vacunaciones,covid 1ra dosis,2021-07-01,8738,8825,0,0,8738,8825,17563
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2021-07-01,14,24,0,0,14,24,38
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2021-07-01,540,471,82,47,622,518,1140
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2021-07-01,145,44,0,0,145,44,189
CUEVO,otras vacunaciones,covid 1ra dosis,2021-07-01,474,330,35,44,509,374,883
CULPINA,otras vacunaciones,covid 1ra dosis,2021-07-01,404,471,1,3,405,474,879
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2021-07-01,55,63,2,4,57,67,124
CURVA,otras vacunaciones,covid 1ra dosis,2021-07-01,9,34,7,6,16,40,56
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2021-07-01,57,56,1,3,58,59,117
EL ALTO,otras vacunaciones,covid 1ra dosis,2021-07-01,18413,18812,7878,7794,26291,26606,52897
EL CHORO,otras vacunaciones,covid 1ra dosis,2021-07-01,148,143,0,0,148,143,291
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2021-07-01,540,516,5,13,545,529,1074
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2021-07-01,642,709,116,145,758,854,1612
EL TORNO,otras vacunaciones,covid 1ra dosis,2021-07-01,6507,6407,0,0,6507,6407,12914
EL VILLAR,otras vacunaciones,covid 1ra dosis,2021-07-01,0,0,257,214,257,214,471
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2021-07-01,1676,1679,185,321,1861,2000,3861
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2021-07-01,985,553,0,0,985,553,1538
ESCARA,otras vacunaciones,covid 1ra dosis,2021-07-01,34,46,0,0,34,46,80
ESCOMA,otras vacunaciones,covid 1ra dosis,2021-07-01,48,42,16,30,64,72,136
ESMERALDA,otras vacunaciones,covid 1ra dosis,2021-07-01,29,27,0,0,29,27,56
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2021-07-01,88,82,2,2,90,84,174
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2021-07-01,20,10,67,60,87,70,157
EXALTACION,otras vacunaciones,covid 1ra dosis,2021-07-01,16,21,0,0,16,21,37
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2021-07-01,550,512,0,2,550,514,1064
FILADELFIA,otras vacunaciones,covid 1ra dosis,2021-07-01,21,15,91,76,112,91,203
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2021-07-01,718,766,0,2,718,768,1486
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2021-07-01,72,88,56,58,128,146,274
GUANAY,otras vacunaciones,covid 1ra dosis,2021-07-01,62,53,140,144,202,197,399
GUAQUI,otras vacunaciones,covid 1ra dosis,2021-07-01,110,92,3,1,113,93,206
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2021-07-01,427,391,5,10,432,401,833
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2021-07-01,168,193,9,7,177,200,377
HUACARETA,otras vacunaciones,covid 1ra dosis,2021-07-01,687,677,217,187,904,864,1768
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2021-07-01,133,111,31,25,164,136,300
HUACHACALLA,otras vacunaciones,covid 1ra dosis,2021-07-01,1,3,0,0,1,3,4
HUANUNI,otras vacunaciones,covid 1ra dosis,2021-07-01,552,539,0,0,552,539,1091
HUARACAJE,otras vacunaciones,covid 1ra dosis,2021-07-01,63,73,0,0,63,73,136
HUARINA,otras vacunaciones,covid 1ra dosis,2021-07-01,59,63,53,51,112,114,226
HUATAJATA,otras vacunaciones,covid 1ra dosis,2021-07-01,33,41,13,9,46,50,96
