,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ORURO,otras vacunaciones,covid 2da dosis,2021-06-01,4792,4769,0,1,4792,4770,9562
PADCAYA,otras vacunaciones,covid 2da dosis,2021-06-01,397,407,34,51,431,458,889
PADILLA,otras vacunaciones,covid 2da dosis,2021-06-01,372,382,0,0,372,382,754
PAILON,otras vacunaciones,covid 2da dosis,2021-06-01,539,364,0,0,539,364,903
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2021-06-01,348,255,108,97,456,352,808
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2021-06-01,71,71,7,8,78,79,157
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2021-06-01,60,68,196,190,256,258,514
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2021-06-01,46,45,25,32,71,77,148
PASORAPA,otras vacunaciones,covid 2da dosis,2021-06-01,164,169,3,4,167,173,340
PATACAMAYA,otras vacunaciones,covid 2da dosis,2021-06-01,186,175,25,34,211,209,420
PAZÑA,otras vacunaciones,covid 2da dosis,2021-06-01,88,90,19,27,107,117,224
PELECHUCO,otras vacunaciones,covid 2da dosis,2021-06-01,48,50,25,13,73,63,136
POCONA,otras vacunaciones,covid 2da dosis,2021-06-01,107,107,0,0,107,107,214
POJO (CBBA),otras vacunaciones,covid 2da dosis,2021-06-01,152,135,0,0,152,135,287
POOPO,otras vacunaciones,covid 2da dosis,2021-06-01,206,201,0,0,206,201,407
PORCO,otras vacunaciones,covid 2da dosis,2021-06-01,136,105,0,0,136,105,241
POROMA,otras vacunaciones,covid 2da dosis,2021-06-01,7,19,0,0,7,19,26
PORONGO,otras vacunaciones,covid 2da dosis,2021-06-01,613,583,0,0,613,583,1196
PORTACHUELO,otras vacunaciones,covid 2da dosis,2021-06-01,982,833,3,0,985,833,1818
PORVENIR,otras vacunaciones,covid 2da dosis,2021-06-01,73,63,47,9,120,72,192
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2021-06-01,65,63,50,38,115,101,216
POTOSI,otras vacunaciones,covid 2da dosis,2021-06-01,77,78,14,25,91,103,194
PRESTO,otras vacunaciones,covid 2da dosis,2021-06-01,87,92,21,28,108,120,228
PUCARA,otras vacunaciones,covid 2da dosis,2021-06-01,102,92,0,0,102,92,194
PUCARANI,otras vacunaciones,covid 2da dosis,2021-06-01,88,91,1,4,89,95,184
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2021-06-01,138,90,113,157,251,247,498
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2021-06-01,151,129,120,46,271,175,446
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2021-06-01,110,97,47,40,157,137,294
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2021-06-01,0,109,0,0,0,109,109
PUERTO RICO,otras vacunaciones,covid 2da dosis,2021-06-01,33,24,510,242,543,266,809
PUERTO SILES,otras vacunaciones,covid 2da dosis,2021-06-01,56,57,0,0,56,57,113
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2021-06-01,142,120,53,36,195,156,351
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2021-06-01,873,673,0,0,873,673,1546
PUNA,otras vacunaciones,covid 2da dosis,2021-06-01,144,219,15,14,159,233,392
PUNATA,otras vacunaciones,covid 2da dosis,2021-06-01,918,1045,0,0,918,1045,1963
QUIABAYA,otras vacunaciones,covid 2da dosis,2021-06-01,7,7,16,14,23,21,44
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2021-06-01,3091,3422,1,3,3092,3425,6517
QUIME,otras vacunaciones,covid 2da dosis,2021-06-01,117,104,142,62,259,166,425
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2021-06-01,72,80,4,2,76,82,158
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2021-06-01,142,197,70,82,212,279,491
RAVELO,otras vacunaciones,covid 2da dosis,2021-06-01,54,56,36,49,90,105,195
REYES,otras vacunaciones,covid 2da dosis,2021-06-01,8,23,0,0,8,23,31
RIBERALTA,otras vacunaciones,covid 2da dosis,2021-06-01,663,654,194,21,857,675,1532
ROBORE,otras vacunaciones,covid 2da dosis,2021-06-01,327,366,0,0,327,366,693
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2021-06-01,274,197,45,37,319,234,553
SABAYA,otras vacunaciones,covid 2da dosis,2021-06-01,89,84,0,0,89,84,173
SACABA,otras vacunaciones,covid 2da dosis,2021-06-01,2657,2967,558,644,3215,3611,6826
SACABAMBA,otras vacunaciones,covid 2da dosis,2021-06-01,66,84,0,0,66,84,150
SACACA,otras vacunaciones,covid 2da dosis,2021-06-01,37,40,6,8,43,48,91
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 2da dosis,2021-06-01,139,155,39,40,178,195,373
SAMAIPATA,otras vacunaciones,covid 2da dosis,2021-06-01,133,119,340,310,473,429,902
SAN AGUSTIN,otras vacunaciones,covid 2da dosis,2021-06-01,65,94,0,0,65,94,159
SAN ANDRES,otras vacunaciones,covid 2da dosis,2021-06-01,81,38,60,67,141,105,246
SAN ANDRES DE MACHACA,otras vacunaciones,covid 2da dosis,2021-06-01,34,17,55,45,89,62,151
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 2da dosis,2021-06-01,5,4,8,5,13,9,22
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 2da dosis,2021-06-01,120,115,0,0,120,115,235
SAN BENITO,otras vacunaciones,covid 2da dosis,2021-06-01,300,376,0,0,300,376,676
SAN BORJA,otras vacunaciones,covid 2da dosis,2021-06-01,261,255,29,18,290,273,563
SAN BUENA VENTURA,otras vacunaciones,covid 2da dosis,2021-06-01,117,130,17,24,134,154,288
SAN CARLOS,otras vacunaciones,covid 2da dosis,2021-06-01,80,76,0,0,80,76,156
SAN IGNACIO,otras vacunaciones,covid 2da dosis,2021-06-01,330,284,86,57,416,341,757
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 2da dosis,2021-06-01,0,1,0,0,0,1,1
SAN JAVIER(BNI),otras vacunaciones,covid 2da dosis,2021-06-01,29,22,3,1,32,23,55
SAN JAVIER(STC),otras vacunaciones,covid 2da dosis,2021-06-01,372,39,345,36,717,75,792
SAN JOAQUIN,otras vacunaciones,covid 2da dosis,2021-06-01,73,73,0,0,73,73,146
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 2da dosis,2021-06-01,316,356,0,0,316,356,672
SAN JUAN DE YAPACANI,otras vacunaciones,covid 2da dosis,2021-06-01,198,274,7,4,205,278,483
SAN JULIAN,otras vacunaciones,covid 2da dosis,2021-06-01,1321,1117,58,42,1379,1159,2538
SAN LORENZO(TJA),otras vacunaciones,covid 2da dosis,2021-06-01,579,618,0,0,579,618,1197
SAN LUCAS,otras vacunaciones,covid 2da dosis,2021-06-01,518,591,0,0,518,591,1109
SAN MATIAS,otras vacunaciones,covid 2da dosis,2021-06-01,558,568,0,0,558,568,1126
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 2da dosis,2021-06-01,0,1,0,0,0,1,1
SAN PABLO DE LIPEZ,otras vacunaciones,covid 2da dosis,2021-06-01,31,35,3,4,34,39,73
SAN PEDRO,otras vacunaciones,covid 2da dosis,2021-06-01,235,190,59,50,294,240,534
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-06-01,58,44,4,5,62,49,111
SAN PEDRO DE MACHA,otras vacunaciones,covid 2da dosis,2021-06-01,31,32,23,18,54,50,104
SAN PEDRO DE QUEMES,otras vacunaciones,covid 2da dosis,2021-06-01,15,22,0,0,15,22,37
SAN PEDRO(PND),otras vacunaciones,covid 2da dosis,2021-06-01,6,9,70,52,76,61,137
SAN RAFAEL,otras vacunaciones,covid 2da dosis,2021-06-01,1,0,0,0,1,0,1
SAN RAMON BENI,otras vacunaciones,covid 2da dosis,2021-06-01,0,0,72,75,72,75,147
SAN RAMON SCZ,otras vacunaciones,covid 2da dosis,2021-06-01,311,248,0,0,311,248,559
SANTA ANA,otras vacunaciones,covid 2da dosis,2021-06-01,4,5,7,21,11,26,37
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 2da dosis,2021-06-01,13274,14742,5588,6510,18862,21252,40114
SANTA ROSA,otras vacunaciones,covid 2da dosis,2021-06-01,312,312,160,135,472,447,919
SANTA ROSA DEL SARA,otras vacunaciones,covid 2da dosis,2021-06-01,517,388,165,145,682,533,1215
SANTIAGO DE CALLAPA,otras vacunaciones,covid 2da dosis,2021-06-01,21,17,0,0,21,17,38
SANTIAGO DE HUARI,otras vacunaciones,covid 2da dosis,2021-06-01,86,60,113,131,199,191,390
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2021-06-01,59,54,51,42,110,96,206
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2021-06-01,64,68,16,30,80,98,178
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2021-06-01,200,183,0,0,200,183,383
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2021-06-01,34,44,97,90,131,134,265
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2021-06-01,99,94,27,24,126,118,244
SHINAOTA,otras vacunaciones,covid 2da dosis,2021-06-01,409,366,2,1,411,367,778
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2021-06-01,143,169,126,135,269,304,573
SICAYA,otras vacunaciones,covid 2da dosis,2021-06-01,20,16,4,11,24,27,51
SIPE SIPE,otras vacunaciones,covid 2da dosis,2021-06-01,595,643,0,0,595,643,1238
SOPACHUY,otras vacunaciones,covid 2da dosis,2021-06-01,65,91,0,0,65,91,156
SORACACHI,otras vacunaciones,covid 2da dosis,2021-06-01,207,175,37,42,244,217,461
SORATA,otras vacunaciones,covid 2da dosis,2021-06-01,92,75,124,99,216,174,390
SUCRE,otras vacunaciones,covid 2da dosis,2021-06-01,5061,5323,655,696,5716,6019,11735
TACACHI,otras vacunaciones,covid 2da dosis,2021-06-01,41,61,0,0,41,61,102
TACACOMA,otras vacunaciones,covid 2da dosis,2021-06-01,43,36,73,49,116,85,201
TACOBAMBA,otras vacunaciones,covid 2da dosis,2021-06-01,28,34,84,132,112,166,278
TACOPAYA,otras vacunaciones,covid 2da dosis,2021-06-01,25,24,11,15,36,39,75
TAHUA,otras vacunaciones,covid 2da dosis,2021-06-01,24,28,17,16,41,44,85
TAPACARI,otras vacunaciones,covid 2da dosis,2021-06-01,461,399,23,32,484,431,915
TARABUCO,otras vacunaciones,covid 2da dosis,2021-06-01,64,88,35,37,99,125,224
TARACO,otras vacunaciones,covid 2da dosis,2021-06-01,40,37,22,16,62,53,115
TARATA,otras vacunaciones,covid 2da dosis,2021-06-01,331,352,0,0,331,352,683
TARIJA,otras vacunaciones,covid 2da dosis,2021-06-01,3160,3407,2399,2815,5559,6222,11781
TARVITA,otras vacunaciones,covid 2da dosis,2021-06-01,156,181,76,83,232,264,496
TEOPONTE,otras vacunaciones,covid 2da dosis,2021-06-01,95,88,79,53,174,141,315
TIAHUANACU,otras vacunaciones,covid 2da dosis,2021-06-01,88,80,0,0,88,80,168
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2021-06-01,43,43,15,26,58,69,127
TIPUANI,otras vacunaciones,covid 2da dosis,2021-06-01,325,211,2,1,327,212,539
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2021-06-01,767,917,0,0,767,917,1684
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2021-06-01,170,124,0,0,170,124,294
TOCO,otras vacunaciones,covid 2da dosis,2021-06-01,119,136,0,0,119,136,255
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2021-06-01,5,10,0,0,5,10,15
TOLATA,otras vacunaciones,covid 2da dosis,2021-06-01,125,155,0,0,125,155,280
TOLEDO,otras vacunaciones,covid 2da dosis,2021-06-01,118,113,2,1,120,114,234
TOMAVE,otras vacunaciones,covid 2da dosis,2021-06-01,112,139,139,160,251,299,550
TOMINA,otras vacunaciones,covid 2da dosis,2021-06-01,67,65,2,4,69,69,138
TORO TORO,otras vacunaciones,covid 2da dosis,2021-06-01,76,67,6,3,82,70,152
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2021-06-01,120,129,0,0,120,129,249
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2021-06-01,95,104,42,48,137,152,289
TRIGAL,otras vacunaciones,covid 2da dosis,2021-06-01,5,7,84,84,89,91,180
TRINIDAD,otras vacunaciones,covid 2da dosis,2021-06-01,35,38,21,18,56,56,112
TUPIZA,otras vacunaciones,covid 2da dosis,2021-06-01,327,338,46,53,373,391,764
TURCO,otras vacunaciones,covid 2da dosis,2021-06-01,148,148,0,0,148,148,296
UMALA,otras vacunaciones,covid 2da dosis,2021-06-01,39,33,14,22,53,55,108
UNCIA,otras vacunaciones,covid 2da dosis,2021-06-01,187,218,4,9,191,227,418
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2021-06-01,442,496,0,0,442,496,938
URUBICHA,otras vacunaciones,covid 2da dosis,2021-06-01,67,67,0,0,67,67,134
UYUNI,otras vacunaciones,covid 2da dosis,2021-06-01,549,571,28,20,577,591,1168
VACAS,otras vacunaciones,covid 2da dosis,2021-06-01,104,87,0,0,104,87,191
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2021-06-01,569,680,39,45,608,725,1333
VIACHA,otras vacunaciones,covid 2da dosis,2021-06-01,0,4,29,33,29,37,66
VILA VILA,otras vacunaciones,covid 2da dosis,2021-06-01,35,52,135,134,170,186,356
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2021-06-01,130,149,44,78,174,227,401
VILLA MONTES,otras vacunaciones,covid 2da dosis,2021-06-01,485,507,314,286,799,793,1592
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2021-06-01,54,39,19,16,73,55,128
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2021-06-01,109,107,0,0,109,107,216
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2021-06-01,78,84,23,12,101,96,197
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2021-06-01,1410,1146,59,40,1469,1186,2655
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2021-06-01,240,210,2,1,242,211,453
VILLAZON,otras vacunaciones,covid 2da dosis,2021-06-01,525,544,2,4,527,548,1075
VINTO,otras vacunaciones,covid 2da dosis,2021-06-01,530,671,0,2,530,673,1203
VITICHI,otras vacunaciones,covid 2da dosis,2021-06-01,91,135,13,37,104,172,276
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2021-06-01,38,26,9,12,47,38,85
WARNES,otras vacunaciones,covid 2da dosis,2021-06-01,248,226,0,0,248,226,474
YACO,otras vacunaciones,covid 2da dosis,2021-06-01,54,50,58,53,112,103,215
YACUIBA,otras vacunaciones,covid 2da dosis,2021-06-01,2056,2152,251,241,2307,2393,4700
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2021-06-01,82,98,46,94,128,192,320
YANACACHI,otras vacunaciones,covid 2da dosis,2021-06-01,128,95,29,17,157,112,269
YAPACANI,otras vacunaciones,covid 2da dosis,2021-06-01,929,887,0,0,929,887,1816
YOCALLA,otras vacunaciones,covid 2da dosis,2021-06-01,68,91,0,0,68,91,159
YOTALA,otras vacunaciones,covid 2da dosis,2021-06-01,125,158,130,147,255,305,560
YUNCHARA,otras vacunaciones,covid 2da dosis,2021-06-01,51,50,56,89,107,139,246
YUNGUYO DE LITORAL,otras vacunaciones,covid 2da dosis,2021-06-01,4,4,0,0,4,4,8
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2021-06-01,168,139,4,1,172,140,312
ACACIO,otras vacunaciones,covid 2da dosis,2021-07-01,31,28,12,12,43,40,83
ACHACACHI,otras vacunaciones,covid 2da dosis,2021-07-01,164,134,104,127,268,261,529
ACHOCALLA,otras vacunaciones,covid 2da dosis,2021-07-01,176,194,3,6,179,200,379
AIQUILE,otras vacunaciones,covid 2da dosis,2021-07-01,1184,1393,0,0,1184,1393,2577
ALALAY,otras vacunaciones,covid 2da dosis,2021-07-01,53,60,0,0,53,60,113
ALCALA,otras vacunaciones,covid 2da dosis,2021-07-01,58,64,130,130,188,194,382
ALTO BENI,otras vacunaciones,covid 2da dosis,2021-07-01,7,9,15,6,22,15,37
ANCORAIMES,otras vacunaciones,covid 2da dosis,2021-07-01,46,46,6,5,52,51,103
ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-07-01,48,58,0,0,48,58,106
ANTEQUERA,otras vacunaciones,covid 2da dosis,2021-07-01,262,208,0,0,262,208,470
ANZALDO,otras vacunaciones,covid 2da dosis,2021-07-01,95,106,0,0,95,106,201
APOLO,otras vacunaciones,covid 2da dosis,2021-07-01,127,132,60,60,187,192,379
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2021-07-01,5,4,34,40,39,44,83
ARANI,otras vacunaciones,covid 2da dosis,2021-07-01,232,269,0,0,232,269,501
ARBIETO,otras vacunaciones,covid 2da dosis,2021-07-01,534,687,0,0,534,687,1221
ARQUE,otras vacunaciones,covid 2da dosis,2021-07-01,97,99,68,73,165,172,337
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2021-07-01,48,74,247,196,295,270,565
ATOCHA,otras vacunaciones,covid 2da dosis,2021-07-01,196,214,22,17,218,231,449
AUCAPATA,otras vacunaciones,covid 2da dosis,2021-07-01,16,14,8,5,24,19,43
AYATA,otras vacunaciones,covid 2da dosis,2021-07-01,76,76,58,78,134,154,288
AYO AYO,otras vacunaciones,covid 2da dosis,2021-07-01,53,58,1,4,54,62,116
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2021-07-01,375,424,472,528,847,952,1799
AZURDUY,otras vacunaciones,covid 2da dosis,2021-07-01,145,146,18,26,163,172,335
BATALLAS,otras vacunaciones,covid 2da dosis,2021-07-01,98,107,3,5,101,112,213
BAURES,otras vacunaciones,covid 2da dosis,2021-07-01,177,114,0,0,177,114,291
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2021-07-01,29,26,0,0,29,26,55
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2021-07-01,0,0,2,2,2,2,4
BELLA FLOR,otras vacunaciones,covid 2da dosis,2021-07-01,25,14,116,90,141,104,245
BERMEJO,otras vacunaciones,covid 2da dosis,2021-07-01,79,79,0,0,79,79,158
BETANZOS,otras vacunaciones,covid 2da dosis,2021-07-01,256,286,106,114,362,400,762
BOLIVAR,otras vacunaciones,covid 2da dosis,2021-07-01,32,22,13,13,45,35,80
BOLPEBRA,otras vacunaciones,covid 2da dosis,2021-07-01,27,16,12,7,39,23,62
BOYUIBE,otras vacunaciones,covid 2da dosis,2021-07-01,148,176,1,0,149,176,325
BUENA VISTA,otras vacunaciones,covid 2da dosis,2021-07-01,594,539,7,7,601,546,1147
CABEZAS,otras vacunaciones,covid 2da dosis,2021-07-01,511,470,21,28,532,498,1030
CAIROMA,otras vacunaciones,covid 2da dosis,2021-07-01,47,71,93,86,140,157,297
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2021-07-01,58,71,14,17,72,88,160
CAJUATA,otras vacunaciones,covid 2da dosis,2021-07-01,118,114,58,27,176,141,317
CALACOTO,otras vacunaciones,covid 2da dosis,2021-07-01,11,13,74,69,85,82,167
CALAMARCA,otras vacunaciones,covid 2da dosis,2021-07-01,127,120,10,11,137,131,268
CAMARGO,otras vacunaciones,covid 2da dosis,2021-07-01,91,113,571,691,662,804,1466
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2021-07-01,100,101,22,34,122,135,257
CAMIRI,otras vacunaciones,covid 2da dosis,2021-07-01,4655,5509,519,211,5174,5720,10894
CAPINOTA,otras vacunaciones,covid 2da dosis,2021-07-01,322,317,0,0,322,317,639
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2021-07-01,63,52,32,45,95,97,192
CARACOLLO,otras vacunaciones,covid 2da dosis,2021-07-01,404,409,5,4,409,413,822
CARANAVI,otras vacunaciones,covid 2da dosis,2021-07-01,506,443,78,55,584,498,1082
CARAPARI,otras vacunaciones,covid 2da dosis,2021-07-01,412,338,329,112,741,450,1191
CARIPUYO,otras vacunaciones,covid 2da dosis,2021-07-01,22,13,28,30,50,43,93
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2021-07-01,27,14,0,0,27,14,41
CATACORA,otras vacunaciones,covid 2da dosis,2021-07-01,17,9,9,18,26,27,53
CHACARILLA,otras vacunaciones,covid 2da dosis,2021-07-01,6,8,11,9,17,17,34
CHALLAPATA,otras vacunaciones,covid 2da dosis,2021-07-01,678,542,308,317,986,859,1845
CHAQUI,otras vacunaciones,covid 2da dosis,2021-07-01,39,45,20,22,59,67,126
CHARAGUA,otras vacunaciones,covid 2da dosis,2021-07-01,650,676,110,126,760,802,1562
CHARAÑA,otras vacunaciones,covid 2da dosis,2021-07-01,15,10,65,57,80,67,147
CHAYANTA,otras vacunaciones,covid 2da dosis,2021-07-01,73,47,6,8,79,55,134
CHIMORE,otras vacunaciones,covid 2da dosis,2021-07-01,701,435,70,66,771,501,1272
CHIPAYA,otras vacunaciones,covid 2da dosis,2021-07-01,17,18,0,0,17,18,35
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2021-07-01,13,13,0,0,13,13,26
CHUA COCANI,otras vacunaciones,covid 2da dosis,2021-07-01,0,0,111,68,111,68,179
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2021-07-01,166,172,41,37,207,209,416
CHUMA,otras vacunaciones,covid 2da dosis,2021-07-01,21,19,108,124,129,143,272
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2021-07-01,19,21,39,44,58,65,123
CKOCHAS,otras vacunaciones,covid 2da dosis,2021-07-01,35,31,27,20,62,51,113
CLIZA,otras vacunaciones,covid 2da dosis,2021-07-01,681,869,0,0,681,869,1550
COBIJA,otras vacunaciones,covid 2da dosis,2021-07-01,3578,3616,2583,2114,6161,5730,11891
COCAPATA,otras vacunaciones,covid 2da dosis,2021-07-01,190,217,0,0,190,217,407
COCHABAMBA,otras vacunaciones,covid 2da dosis,2021-07-01,30973,32133,2,4,30975,32137,63112
COIPASA,otras vacunaciones,covid 2da dosis,2021-07-01,16,19,0,0,16,19,35
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2021-07-01,893,992,1,1,894,993,1887
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2021-07-01,1467,1139,67,77,1534,1216,2750
COLLANA,otras vacunaciones,covid 2da dosis,2021-07-01,36,36,17,15,53,51,104
COLOMI,otras vacunaciones,covid 2da dosis,2021-07-01,213,185,8,12,221,197,418
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2021-07-01,356,431,0,0,356,431,787
COLQUECHACA,otras vacunaciones,covid 2da dosis,2021-07-01,19,20,18,17,37,37,74
COLQUENCHA,otras vacunaciones,covid 2da dosis,2021-07-01,111,98,0,0,111,98,209
COLQUIRI,otras vacunaciones,covid 2da dosis,2021-07-01,41,27,346,293,387,320,707
COMANCHE,otras vacunaciones,covid 2da dosis,2021-07-01,36,44,29,22,65,66,131
COMBAYA,otras vacunaciones,covid 2da dosis,2021-07-01,7,5,8,9,15,14,29
CONCEPCION,otras vacunaciones,covid 2da dosis,2021-07-01,596,630,32,26,628,656,1284
COPACABANA,otras vacunaciones,covid 2da dosis,2021-07-01,3,6,4,2,7,8,15
CORIPATA,otras vacunaciones,covid 2da dosis,2021-07-01,325,274,3,6,328,280,608
CORO CORO,otras vacunaciones,covid 2da dosis,2021-07-01,39,47,49,65,88,112,200
COROICO,otras vacunaciones,covid 2da dosis,2021-07-01,165,179,28,25,193,204,397
CORQUE,otras vacunaciones,covid 2da dosis,2021-07-01,195,225,0,0,195,225,420
COTAGAITA,otras vacunaciones,covid 2da dosis,2021-07-01,135,176,68,113,203,289,492
COTOCA,otras vacunaciones,covid 2da dosis,2021-07-01,1314,1459,0,0,1314,1459,2773
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2021-07-01,13,21,0,0,13,21,34
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2021-07-01,398,306,110,48,508,354,862
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2021-07-01,60,87,0,0,60,87,147
CUEVO,otras vacunaciones,covid 2da dosis,2021-07-01,138,175,13,16,151,191,342
CULPINA,otras vacunaciones,covid 2da dosis,2021-07-01,330,386,1,0,331,386,717
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2021-07-01,152,68,0,0,152,68,220
CURVA,otras vacunaciones,covid 2da dosis,2021-07-01,7,8,18,18,25,26,51
DESAGUADERO,otras vacunaciones,covid 2da dosis,2021-07-01,69,75,4,10,73,85,158
EL ALTO,otras vacunaciones,covid 2da dosis,2021-07-01,14311,14993,4248,4508,18559,19501,38060
EL CHORO,otras vacunaciones,covid 2da dosis,2021-07-01,64,62,0,1,64,63,127
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2021-07-01,284,241,1,2,285,243,528
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2021-07-01,238,258,18,21,256,279,535
EL TORNO,otras vacunaciones,covid 2da dosis,2021-07-01,1133,1306,0,0,1133,1306,2439
EL VILLAR,otras vacunaciones,covid 2da dosis,2021-07-01,0,0,172,156,172,156,328
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2021-07-01,518,578,66,87,584,665,1249
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2021-07-01,908,506,0,0,908,506,1414
ESCARA,otras vacunaciones,covid 2da dosis,2021-07-01,40,46,0,0,40,46,86
ESCOMA,otras vacunaciones,covid 2da dosis,2021-07-01,56,57,23,22,79,79,158
ESMERALDA,otras vacunaciones,covid 2da dosis,2021-07-01,26,23,0,0,26,23,49
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2021-07-01,127,122,0,0,127,122,249
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2021-07-01,5,10,40,31,45,41,86
EXALTACION,otras vacunaciones,covid 2da dosis,2021-07-01,6,11,0,0,6,11,17
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2021-07-01,87,79,0,0,87,79,166
FILADELFIA,otras vacunaciones,covid 2da dosis,2021-07-01,141,126,225,206,366,332,698
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2021-07-01,411,487,2,4,413,491,904
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2021-07-01,80,88,75,67,155,155,310
