,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,6,7,0,3,16
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,18,17,0,1,36
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,11,9,1,4,25
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,3,2,0,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,42,60,2,0,104
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,3,0,5,0,8
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,7,5,8,7,27
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,5,7,4,4,20
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,297,278,1,5,581
TACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,0,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,11,10,3,1,25
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,3,5,2,2,12
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,2,1,0,1,4
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,12,13,5,7,37
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,10,7,11,32
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,0,2,0,0,2
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,10,11,2,2,25
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,173,187,5,5,370
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,6,3,3,5,17
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,5,12,4,1,22
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,9,4,0,2,15
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,15,10,16,9,50
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,6,8,1,0,15
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,57,60,11,6,134
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,14,10,7,12,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,1,0,1,3
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,5,5,1,0,11
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,5,2,2,0,9
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,0,0,2,5,7
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,6,8,6,2,22
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,2,5,3,3,13
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,3,5,4,4,16
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,8,12,9,6,35
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,3,3,2,0,8
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,135,110,6,5,256
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,35,40,5,8,88
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,2,2,0,5
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,2,1,1,8
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,8,16,8,5,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,13,16,2,1,32
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,8,0,0,0,8
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,23,19,1,4,47
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,2,8,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,10,12,0,0,22
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,35,54,3,3,95
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,0,4,2,1,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,7,9,3,7,26
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,37,45,6,6,94
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,1,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,7,6,2,19
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,7,8,1,0,16
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,50,48,11,11,120
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,5,5,3,2,15
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,31,36,5,4,76
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,58,52,17,19,146
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,4,3,3,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,2,0,0,6
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,113,110,6,6,235
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,2,4,0,0,6
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,79,66,8,8,161
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,5,1,3,10
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,2,5,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,28,25,25,13,91
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,2,6,3,3,14
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,6,2,2,14
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,1,1,5,8,15
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,0,0,0,1,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-04-01,4,3,1,6,14
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,3,3,4,11
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,18,22,9,6,55
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,8,3,7,22
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,12,17,5,7,41
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,0,1,0,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,0,1,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,5,0,1,12
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,8,9,2,4,23
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,1,0,0,2
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,2,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,4,3,5,12
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,18,3,4,35
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,1,4,3,9
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,8,5,3,1,17
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,11,7,4,32
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,7,18,3,8,36
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,28,36,0,1,65
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,10,2,2,20
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,0,1,1,4
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,1,3,3,10
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,4,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,13,10,17,11,51
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,3,5,1,12
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,10,0,0,20
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,0,2,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,0,2,1,3
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,2,1,2,5
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,21,25,1,7,54
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,18,18,7,7,50
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,2,3,2,10
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,0,2,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,4,0,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,15,8,1,2,26
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,20,24,16,13,73
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,6,6,6,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,8,1,3,16
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,8,7,1,0,16
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,0,0,1,1
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,8,3,3,2,16
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,7,2,1,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,1,0,1,3
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,34,34,0,2,70
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,16,18,2,3,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,5,4,0,1,10
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,19,11,7,1,38
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,30,30,6,5,71
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,15,7,4,2,28
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,4,1,3,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,3,4,1,11
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,0,0,4,5
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,19,26,0,3,48
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,9,6,2,0,17
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,24,14,11,7,56
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,1,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,15,6,1,4,26
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,19,14,3,4,40
CHOQUE COTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,3,1,0,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,14,11,0,2,27
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,5,2,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,3,5,2,13
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,7,7,6,8,28
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,9,0,2,21
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,55,70,11,6,142
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,4,12,14,40
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,609,608,6,3,1226
COIPASA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,40,31,2,1,74
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,8,7,2,1,18
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,17,12,1,2,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,4,0,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,15,24,27,18,84
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,13,7,0,0,20
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,5,3,14,28
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,0,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,19,20,2,1,42
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,2,0,1,4
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,20,17,0,1,38
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,6,5,3,20
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,18,13,0,1,32
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,4,1,5,14
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,3,2,1,12
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,4,0,1,6
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,18,15,6,3,42
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,57,43,7,5,112
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,24,21,5,2,52
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,0,0,1,1
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,6,1,1,11
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,8,6,5,6,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,2,0,0,5
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,0,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,9,3,0,1,13
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,622,623,187,168,1600
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,1,1,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,15,13,2,1,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,5,7,1,1,14
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,39,46,3,4,92
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,17,10,4,4,35
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,54,45,2,1,102
ESCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,1,0,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,2,1,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,0,2,2,4
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,0,2,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,12,7,2,0,21
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,4,4,7,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,14,16,2,0,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,2,3,2,11
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,7,12,5,4,28
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,1,0,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,42,42,1,1,86
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,4,8,11,26
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,11,2,2,21
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,0,0,3,4
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,20,22,0,1,43
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,5,1,0,8
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,2,0,1,4
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,1,1,1,6
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,0,1,1,3
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,6,3,3,15
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,7,6,5,3,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,0,2,2,6
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,2,8,4,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,10,2,6,22
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,9,4,0,2,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,3,0,1,8
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,47,36,5,7,95
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,78,79,0,0,157
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,581,565,8,6,1160
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,5,4,3,2,14
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,11,11,0,7,29
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,3,2,3,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,1,0,2,5
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,20,25,34,26,105
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,5,0,0,9
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,2,0,0,8
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,6,7,3,3,19
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,4,3,0,0,7
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,2,1,1,6
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,10,12,4,4,30
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,16,12,1,0,29
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,0,0,0,2
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,11,9,1,1,22
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,7,4,4,1,16
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,26,16,2,2,46
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,23,12,14,7,56
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,2,3,5,1,11
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,1,3,1,2,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,25,15,4,0,44
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,122,146,1,1,270
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,5,1,0,0,6
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,0,2,8,7,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2016-05-01,3,0,1,0,4
