,group,variable,month,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA DENTRO,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTAL ANTIAMARÍLICA DOSIS ÚNICA FUERA,TOTALES
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,2,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,3,4,8
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,6,5,1,0,12
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,2,3,7
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,1,0,0,4
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,4,0,1,6
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,7,3,10
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,0,0,0,2
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,0,2
CHUMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,4,2,1,1,8
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,8,1,0,0,9
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,4,5,7,19
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,4,4,9
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,42,65,3,11,121
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,2,0,4,8
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,1,2
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,1,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,2,1,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,1,0,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,1,3
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,1,2
COROICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,7,5,0,14
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,41,32,50,49,172
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,2,2,5
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,1,6,0,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,4,1,0,0,5
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,5,1,8,4,18
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,4,0,0,4
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,2,4
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,1,2,0,6
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,6,3,5,3,17
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,30,17,0,0,47
LAJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,46,47,9,3,105
LLICA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,3,5
LORETO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,0,8,5,16
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,6,0,0,7
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,1,2
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,0,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,9,13,2,1,25
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,2,2,5
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,2,2
OCURI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,6,8
ORURO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,29,20,6,6,61
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,2,22,25,50
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,2,0,0,3
POJO (CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,0,1,0,4
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,22,33,3,4,62
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,4,3,4,6,17
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,1,0,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,6,6,2,17
RAVELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,4,3,7
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,40,33,6,10,89
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,1,2
SABAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,3,1,4
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,8,6,6,2,22
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,2,3,6
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,2,14,9,25
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,0,0,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,8,2,2,6,18
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,2,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,1,4,1,9
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,2,0,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,3,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,0,1,5,9
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,0,2,4,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,169,144,39,42,394
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
SENA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,2,0,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,1,1,0,5
SORATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,3,3
SUCRE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,82,104,0,0,186
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,1,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,25,23,1,3,52
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,0,0,0,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
TOMINA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,11,4,9,7,31
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,0,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,4,1,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,0,2
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,1,0,1,2
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,0,2
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,2,1,4,1,8
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,0,0,0,1
VINTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,3,3,3,4,13
VITICHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,21,14,4,9,48
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,5,3,2,2,12
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,1,1,0,0,2
YOCALLA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,2,1,3
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-10-01,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,0,1,1,4
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
APOLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
ARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,2,0,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,1,0,0,2
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
CAIROMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,8,9
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,3,4,1,2,10
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,3,0,3
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,5,7
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,7,0,7
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,5,1,4,12
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,1,1,3
CHUMA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,0,5,3,10
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,2,1,0,4
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,35,49,11,3,98
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,2,3,4,10
COLOMI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,1,0,2
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,4,4,8
COMARAPA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,1,0,2
COROICO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,5,4,22,14,45
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,1,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,43,40,42,42,167
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,3,0,0,0,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,3,5,2,0,10
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,3,2,0,0,5
ESMERALDA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,2,3
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,1,0,0,3
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,3,3,6
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,5,4,1,10
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,2,0,0,4
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
IXIAMAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,4,0,4
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,5,3,4,0,12
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,27,19,6,7,59
LA RIVERA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
LAJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,1,3
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,1,0,0,3
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,6,0,6
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,10,9,4,4,27
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
OCURI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,2,2
ORURO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,14,10,4,8,36
PAILON,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,3,2,20,26,51
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,6,1,0,2,9
PAZÑA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,3,3
POCONA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
POOPO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,3,0,3
PORONGO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,2,0,0,3
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,18,10,72,84,184
PUCARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,1,0,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,3,0,0,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,7,2,3,3,15
PUNATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,3,0,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,4,5,8,14,31
REYES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,3,0,0,4
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,15,10,12,8,45
SACABA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,5,2,0,0,7
SAIPINA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,1,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,0,1,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,1,2,0,5
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,2,0,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,6,3,12,15,36
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,2,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,2,6,5,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,4,2,7
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,2,1,1,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,6,4,10
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,0,2,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,4,5,5,14
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,1,4,1,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,125,130,26,27,308
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,2,1,1,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,0,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total antiamarilica dosis unica,2015-11-01,1,0,0,0,1
