,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES
EL CHORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,15,12,27
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,0,1,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,5,3,0,10
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,2,3,2,10
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,0,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,4,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,2,4,6
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,7,4,0,4,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,2,2,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,32,28,51,49,160
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,10,15,10,9,44
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,4,8,14
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,4,2,3,11
HUAYLLAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,1,0,2
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,2,6,10,18
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,6,8,14
JESUS DE MACHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,3,1,3,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,45,37,2,2,86
LA RIVERA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,1,2
LAJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,46,80,129
LLICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,4,2,2,1,9
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,61,69,25,19,174
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,4,0,0,6
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,4,3,4,12,23
MOJINETE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,1,0,1,4
MONTEAGUDO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,0,1
MONTERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,27,19,8,8,62
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,2,0,0,5
OMEREQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,0,1
ORURO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,74,55,125,136,390
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,6,4,5,1,16
PAILON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,7,6,11,27
PALCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,4,2,8
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,3,1,4
POCONA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,1,2,6
POOPO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,7,3,11
PORONGO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,8,8,0,0,16
PORVENIR,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,1,2
POTOSI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,31,41,79,62,213
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,4,1,0,0,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,22,27,0,0,49
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,6,2,0,0,8
PUNA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,5,4,10
PUNATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,0,0,0,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,3,1,7
QUIME,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,2,2,4
RAVELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,5,11,16
REYES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,0,2,1,5
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,13,13,4,5,35
SABAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,0,3,3
SACABA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,41,40,21,18,120
SACACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,6,4,10
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,9,3,2,15
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,5,7,36,38,86
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,3,0,0,5
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,0,0,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,0,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,2,2,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,11,25,26,15,77
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,3,4,7
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,72,80,80,76,308
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,0,3,3,8
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,24,23,18,27,92
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,4,0,4
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,1,2,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,1,2
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,38,36,0,2,76
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,2,4,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,743,709,186,199,1837
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,1,0,0,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,3,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,1,1,3
SAPAHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,8,4,11,1,24
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,1,0,2,5
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,2,2,6
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,2,4,1,9
SORACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,1,1,3,7
SUCRE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,87,95,20,26,228
TACACOMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,9,10,22,17,58
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,9,5,47,38,99
TAPACARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,2,9,13,25
TARACO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,2,0,2,7
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,7,5,6,9,27
TIPUANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,8,11,19
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,7,14,1,2,24
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,5,6,11
TRIGAL,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,0,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,8,10,0,0,18
TUPIZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,4,0,1,5
TURCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,1,0,1,2
UNCIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,31,26,5,20,82
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,2,3
URUBICHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,23,22,6,4,55
UYUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,5,0,0,7
VIACHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,2,0,0,1,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,0,1,1,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,5,4,1,0,10
VILLAZON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,1,1,0,0,2
VINTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,0,3,2,2,7
VITICHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,3,11,15,7,36
WARNES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,30,22,10,10,72
YACUIBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,5,2,2,2,11
YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-09-01,7,9,9,10,35
ACACIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,18,19,37
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,0,0,0,2
AIQUILE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,1,2
ALALAY,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,7,5,12
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
APOLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,7,5,1,16
ARBIETO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
ARQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,2,3,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,45,52,1,3,101
ATOCHA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,5,4,1,12
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,1,6,8,17
BATALLAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,2,0,0,3
BAURES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,4,1,7
BELEN DE URMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,7,5,5,4,21
BETANZOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,17,12,70,50,149
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,2,0,4
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,12,3,10,6,31
CABEZAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,3,9,5,17
"CAIZA ""D""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,19,18,1,2,40
CAJUATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,3,0,0,4
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,2,0,0,3
CAMIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,55,32,3,8,98
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,4,2,6
CARANAVI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,1,0,0,4
CARANGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,2,1,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,2,15,17,36
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,2,1,0,3
CHAQUI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,9,0,0,13
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,5,59,60,128
CHARAÑA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,2,0,0,2
CHIMORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,2,8,7,19
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,12,5,17
CHUMA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,3,0,2,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,11,14,17,15,57
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,19,29,1,2,51
COBIJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,5,4,5,5,19
COCAPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,3,4,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,77,83,25,21,206
COIPASA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,6,2,0,0,8
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,2,1,5
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,0,1
COLLANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,2,1,5
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,4,1,5
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,24,11,68,69,172
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,0,3,5,10
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,1,0,3
COPACABANA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,6,4,7,5,22
CORIPATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
COROICO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
CORQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,2,2
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,2,5,4,12
COTOCA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,7,5,0,14
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,53,46,39,45,183
EL ALTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,101,89,76,89,355
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,1,2,4
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,3,2,6
EL TORNO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,3,1,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,1,0,0,5
EXALTACION,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,2,5,9,17
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,11,0,0,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,2,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,53,48,10,12,123
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,3,6,9,20
HUACARETA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,6,0,0,7
HUANUNI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,4,0,1,5
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,17,13,9,9,48
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,10,8,1,7,26
INQUISIVI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,3,2,5
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,3,2,0,9
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,8,2,4,3,17
LA PAZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,27,37,8,12,84
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,7,6,82,74,169
LLICA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,3,5,8
LORETO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,17,16,11,48
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,20,24,17,10,71
MAPIRI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,5,0,0,7
MECAPACA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,1,1,3
MIZQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,7,10,7,9,33
MONTERO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,18,13,9,5,45
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,1,5,6,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,2,4,7
NAZACARA DE PACAJES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,2,2,4
OCURI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,10,10,20
OKINAWA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,6,5,0,0,11
ORURO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,44,31,6,7,88
PADCAYA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,5,0,0,9
PADILLA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,4,1,1,6
PAILON,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,3,21,33,60
PAMPA AULLAGAS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,0,0,0,1
POCONA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,1,0,2,6
POOPO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,0,2,0,4
PORCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,8,10,49,54,121
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,0,1,0,5
POTOSI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,48,50,152,140,390
PRESTO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,1,1,0,4
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,22,14,3,1,40
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,5,1,0,0,6
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,7,5,5,11,28
PUNATA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,1,2,0,1,4
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,6,7,4,20
RAVELO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,4,3,7
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,61,43,32,28,164
ROBORE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,4,3,7
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,5,11,2,5,23
SACABA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,48,36,25,30,139
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,0,0,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,3,1,1,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,10,4,19,24,57
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,12,7,4,2,25
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,4,3,11,15,33
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,0,0,0,2
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,2,2,3,1,8
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,7,2,1,6,16
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,1,2,0,3
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,66,50,48,66,230
SAN LORENZO(PND),vacunaciones en ninos de 2 a 3 anos,total srp dosis unica,2015-10-01,0,0,1,0,1
