municipality,group,variable,month,Niños de 1 año a menores de 5 años con 1ra dosis vitamina A,TOTAL
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,34,34
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,213,213
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,82,82
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,114,114
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,87,87
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,1355,1355
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,11,11
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,188,188
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,553,553
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,129,129
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,116,116
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,50,50
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,211,211
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,346,346
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,12,12
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,3,3
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,40,40
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,5,5
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,80,80
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,74,74
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,106,106
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,49,49
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,5723,5723
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,133,133
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,180,180
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,13,13
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,59,59
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,28,28
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,64,64
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,29,29
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,98,98
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,15,15
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,141,141
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,10,10
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,261,261
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,103,103
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,149,149
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,123,123
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,4756,4756
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,6,6
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,38,38
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,122,122
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,107,107
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,254,254
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,155,155
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,6,6
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,104,104
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,1138,1138
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,221,221
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,63,63
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,67,67
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,267,267
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,40,40
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,350,350
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,152,152
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,7,7
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,71,71
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,8,8
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,35,35
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,49,49
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,91,91
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,55,55
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,160,160
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,149,149
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,46,46
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,12,12
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,679,679
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,362,362
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,33,33
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,91,91
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,417,417
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,83,83
URUBICHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,169,169
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,4,4
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,74,74
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,124,124
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,209,209
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,23,23
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,497,497
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,19,19
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,33,33
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,183,183
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,571,571
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,81,81
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,219,219
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,200,200
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,45,45
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,6,6
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,886,886
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,43,43
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,684,684
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,128,128
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,26,26
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,300,300
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,158,158
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,60,60
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,65,65
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-04-01,82,82
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,44,44
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,273,273
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,25,25
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,196,196
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,27,27
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,35,35
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,81,81
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,27,27
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,21,21
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,47,47
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,207,207
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,52,52
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,67,67
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,108,108
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,96,96
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,22,22
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,86,86
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,42,42
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,43,43
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,30,30
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,190,190
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,93,93
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,73,73
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,37,37
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,10,10
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,1,1
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,369,369
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,266,266
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,77,77
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,11,11
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,31,31
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,109,109
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,127,127
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,51,51
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,57,57
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,54,54
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,49,49
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,51,51
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,208,208
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,11,11
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,258,258
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,105,105
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,29,29
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,72,72
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,485,485
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,51,51
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,118,118
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,15,15
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,23,23
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,133,133
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,36,36
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,249,249
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,23,23
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,248,248
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,193,193
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,13,13
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,54,54
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,45,45
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,78,78
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,298,298
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,2100,2100
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,5,5
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,149,149
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,134,134
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,15,15
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,92,92
COLPA BELGICA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,83,83
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2009-05-01,266,266
