municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento complementario: Nutribebé,TOTAL
YOCALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-04-01,124,124
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-04-01,119,119
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-04-01,209,209
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-04-01,199,199
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,142,142
AIQUILE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,654,654
ALALAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,67,67
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,82,82
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,84,84
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,65,65
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,56,56
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,401,401
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,208,208
ARBIETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,69,69
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,296,296
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,17,17
AYO AYO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,83,83
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,571,571
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,30,30
BAURES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,39,39
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,10,10
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,29,29
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,767,767
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,802,802
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,226,226
BOLPEBRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,31,31
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,8,8
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,207,207
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,117,117
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,316,316
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,58,58
CAPINOTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,206,206
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,177,177
CARANAVI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,7,7
CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,2,2
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,335,335
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,46,46
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,592,592
CHAQUI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,134,134
CHARAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,9,9
CHAYANTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,59,59
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,19,19
CHUMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,308,308
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,160,160
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,511,511
COIPASA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,14,14
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,285,285
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,183,183
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,10,10
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,103,103
COLPA BELGICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,20,20
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,930,930
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,86,86
COLQUIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,251,251
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,57,57
COPACABANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,101,101
CORO CORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,182,182
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,117,117
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,499,499
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,13,13
CUEVO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,94,94
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,301,301
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,106,106
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,19,19
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,4875,4875
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,153,153
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,196,196
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,288,288
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,89,89
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,662,662
ESMERALDA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,9,9
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,149,149
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,31,31
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,61,61
FILADELFIA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,48,48
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,76,76
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,20,20
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,12,12
HUARACAJE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,6,6
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,54,54
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,113,113
INCAHUASI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,110,110
JESUS DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,37,37
LA RIVERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,7,7
LAGUNILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,7,7
LAS CARRERAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,78,78
LICOMA PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,38,38
LLALLAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,541,541
LLICA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,66,66
LORETO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,1,1
LURIBAY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,88,88
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,67,67
MACHARETI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,60,60
MAIRANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,155,155
MALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,67,67
MAPIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,8,8
MECAPACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,1,1
MIZQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,372,372
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,141,141
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,640,640
MORO MORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,51,51
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,508,508
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,42,42
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,6,6
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,579,579
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,508,508
PADCAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,540,540
PADILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,258,258
PAPEL PAMPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,11,11
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,140,140
PELECHUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,96,96
POCOATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,675,675
POCONA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,261,261
POJO (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,299,299
PORCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,38,38
POROMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,397,397
PORVENIR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,86,86
POSTRER VALLE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,24,24
POTOSI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,2,2
PRESTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,144,144
PUCARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,11,11
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,33,33
PUERTO RICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,130,130
PUNA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,525,525
PUNATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,439,439
QUIABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,29,29
QUIRUSILLAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,30,30
RAVELO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,637,637
REYES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,64,64
RIBERALTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,2156,2156
ROBORE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,236,236
SABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,30,30
SACABA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,1397,1397
SACABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,44,44
SACACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,502,502
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento complementario: nutribebe,2009-05-01,239,239
