municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis completa de hierro,TOTAL
SUCRE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2240,2240
TACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,5,5
TACACOMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,22,22
TACOBAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,82,82
TACOPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,73,73
TAPACARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,151,151
TARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,170,170
TARACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,15,15
TARATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,12,12
TARIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,655,655
TARVITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,145,145
TEOPONTE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,9,9
TIAWANACU,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,8,8
TINGUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,190,190
TIPUANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,32,32
TIQUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,613,613
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,142,142
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,7,7
TOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,23,23
TODOS SANTOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,2,2
TOLATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,46,46
TOLEDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,39,39
TOMAVE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,88,88
TOMINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,282,282
TORO TORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,58,58
TOTORA(CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,71,71
TOTORA(ORR),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,31,31
TRIGAL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,327,327
TUPIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,376,376
TURCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,24,24
UMALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,8,8
UNCIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,99,99
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,87,87
UYUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,107,107
VACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,32,32
VALLEGRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,44,44
VIACHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,76,76
VILA VILA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,46,46
VILLA MONTES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,170,170
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,26,26
VILLA RIVERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,10,10
VILLA SERRANO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,171,171
VILLA TUNARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,216,216
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,144,144
VILLAZON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,212,212
VINTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,111,111
VITICHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,59,59
WARNES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,312,312
YACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,29,29
YACUIBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,223,223
YAMPARAEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,108,108
YANACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,7,7
YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,107,107
YOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,30,30
YOTALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,79,79
YUNCHARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,31,31
ZUDAÑEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-03-01,103,103
ACACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,65,65
ACHACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,127,127
ACHOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,2,2
AIQUILE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,194,194
ALALAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,80,80
ALCALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,13,13
ANCORAIMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,68,68
ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,29,29
ANTEQUERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,14,14
ANZALDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,63,63
APOLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,35,35
ARAMPAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,24,24
ARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,73,73
ARBIETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,78,78
ARQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,190,190
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,616,616
ATOCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,35,35
AUCAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,4,4
AYATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,22,22
AYO AYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,27,27
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,136,136
AZURDUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,86,86
BATALLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,16,16
BAURES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,17,17
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,6,6
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,9,9
BELLA FLOR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,2,2
BERMEJO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,247,247
BETANZOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,237,237
BOLIVAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,56,56
BOLPEBRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,7,7
BOYUIBE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,33,33
BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,120,120
CABEZAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,137,137
CAIROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,33,33
"CAIZA ""D""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,28,28
CAJUATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,32,32
CALACOTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,3,3
CALAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,49,49
CAMARGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,104,104
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,5,5
CAMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,71,71
CAPINOTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,72,72
CAQUIAVIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,2,2
CARACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,64,64
CARANAVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,116,116
CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,2,2
CARAPARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,166,166
CARIPUYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,136,136
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,14,14
CATACORA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,18,18
CHALLAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,273,273
CHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,43,43
CHARAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,176,176
CHARAÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,1,1
CHAYANTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,165,165
CHIMORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,91,91
CHIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,21,21
CHOQUE COTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,6,6
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,29,29
CHUMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,7,7
CLIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,119,119
COBIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,238,238
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,826,826
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,3,3
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,199,199
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,1,1
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,99,99
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,34,34
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,231,231
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,33,33
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,91,91
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,39,39
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,17,17
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,39,39
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,36,36
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,19,19
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,12,12
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,27,27
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,72,72
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,239,239
COTOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,163,163
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,204,204
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,19,19
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,31,31
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,150,150
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis completa de hierro,2009-04-01,26,26
