municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis vitamina A,TOTAL
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,162,162
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,74,74
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,63,63
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,29,29
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,18,18
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,259,259
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,108,108
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,44,44
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,946,946
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,37,37
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,133,133
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,48,48
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,340,340
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,47,47
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,11,11
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,646,646
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,21,21
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,79,79
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,37,37
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,23,23
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,10,10
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,30,30
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,218,218
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,21,21
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,48,48
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,3,3
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,57,57
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,6,6
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,104,104
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4,4
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,28,28
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,51,51
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,808,808
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,15,15
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,9,9
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,3,3
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,9,9
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,44,44
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,49,49
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,5,5
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,197,197
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,38,38
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,43,43
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,6,6
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,37,37
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,34,34
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,69,69
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,153,153
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,2,2
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,21,21
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,34,34
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,869,869
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,22,22
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,47,47
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,39,39
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,204,204
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,178,178
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,4,4
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,20,20
TODOS SANTOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,25,25
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,14,14
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,42,42
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,35,35
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,11,11
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,330,330
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,70,70
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,10,10
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,32,32
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,139,139
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,48,48
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,6,6
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,39,39
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,119,119
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,20,20
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,105,105
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,21,21
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,23,23
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,297,297
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,7,7
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,106,106
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,255,255
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,26,26
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,12,12
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,24,24
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,429,429
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,13,13
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,5,5
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,64,64
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-05-01,3,3
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,31,31
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,130,130
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,42,42
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,148,148
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,11,11
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,43,43
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,3,3
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,14,14
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,69,69
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,101,101
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,26,26
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,102,102
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,117,117
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,41,41
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,8,8
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,13,13
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,6,6
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,39,39
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,127,127
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,3,3
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,44,44
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,3,3
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,1,1
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,3,3
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,2,2
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,218,218
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,86,86
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,7,7
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,8,8
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,35,35
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,29,29
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,56,56
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,21,21
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,10,10
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,46,46
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,18,18
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,57,57
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,187,187
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,62,62
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,38,38
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,11,11
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,72,72
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,32,32
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,8,8
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,39,39
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,57,57
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,11,11
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,34,34
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,22,22
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,81,81
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,159,159
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,946,946
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,120,120
"COLCHA ""K""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,9,9
COLLANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,6,6
COLOMI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,102,102
COLQUECHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,155,155
COLQUENCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,37,37
COLQUIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,80,80
COMANCHE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,15,15
COMBAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,15,15
COPACABANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,34,34
CORIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,28,28
CORO CORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,22,22
COROICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis vitamina a,2009-06-01,18,18
