,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,9,10,2,0,11,10,21
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,13,8,1,4,14,12,26
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,977,821,21,21,998,842,1840
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,8,10,0,0,8,10,18
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,11,12,1,1,12,13,25
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,0,6,1,0,1,6,7
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,2,1,0,4,2,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,2,1,0,4,2,6
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,5,0,2,4,7,11
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,0,2,0,2,0,4,4
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,4,0,0,4,4,8
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,5,5,1,2,6,7,13
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,16,13,3,2,19,15,34
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,7,2,0,2,7,4,11
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,3,1,2,4,5,9
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,20,17,3,4,23,21,44
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,1,5,2,7,3,10
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,3,0,1,2,4,6
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,7,3,6,3,13,6,19
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,199,196,7,5,206,201,407
TACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,4,3,1,4,5,9
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,7,4,3,3,10,7,17
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,1,2,7,3,8,11
TAHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,1,1,0,2,1,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,10,13,3,9,13,22,35
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,8,2,1,6,9,15
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,6,4,0,0,6,4,10
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,8,5,3,2,11,7,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,154,167,7,5,161,172,333
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,7,4,4,8,11,19
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,12,7,4,6,16,13,29
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,7,2,0,5,7,12
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,6,6,10,10,16,16,32
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,6,2,2,6,8,14
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,27,25,7,7,34,32,66
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,5,4,10,9,15,13,28
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,2,1,0,3,2,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,3,0,0,3,3,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,0,2,0,1,0,3,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,2,15,5,19,7,26
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,4,1,0,4,4,8
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,6,2,1,1,7,3,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,13,10,8,6,21,16,37
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,3,0,0,2,3,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,1,0,0,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,80,89,3,4,83,93,176
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,31,38,2,2,33,40,73
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,0,0,2,1,2,3
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,3,3,4,5,7,12
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,15,12,5,2,20,14,34
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,9,11,1,0,10,11,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,6,1,0,0,6,1,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,13,9,0,4,13,13,26
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,0,3,1,1,1,4,5
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,15,9,0,0,15,9,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,25,37,3,1,28,38,66
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,2,1,1,3,3,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,5,4,3,1,8,5,13
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,32,25,6,7,38,32,70
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,2,1,1,2,3,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,4,1,1,3,5,8
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,8,2,2,5,10,15
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,64,55,5,7,69,62,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,6,4,2,1,8,5,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,36,35,4,4,40,39,79
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,16,28,3,1,19,29,48
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,3,1,4,4,7,11
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,5,1,0,0,5,1,6
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,105,83,1,6,106,89,195
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,2,1,1,3,3,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,54,65,9,7,63,72,135
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,2,3,0,0,2,3,5
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,4,0,0,4,4,8
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,28,34,9,13,37,47,84
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,1,1,0,2,1,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,4,2,1,2,5,4,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,1,1,5,6,6,7,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-03-01,3,0,5,0,8,0,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,0,1,1,3,1,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,13,7,0,4,13,11,24
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,10,3,6,2,16,5,21
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,14,10,5,10,19,20,39
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,1,3,2,3,3,6
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,3,1,4,2,7,9
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,9,0,0,6,9,15
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,5,0,5,6,10,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,0,1,0,3,0,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,3,0,0,2,3,5
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,0,3,2,3,2,5
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,11,7,11,5,22,12,34
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,1,0,1,1,2,3
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,7,1,1,7,8,15
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,12,8,3,2,15,10,25
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,6,1,4,5,10,15
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,25,27,1,0,26,27,53
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,5,2,4,5,9,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,1,2,2,3,3,6
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,3,1,1,3,4,7
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,2,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,14,4,6,7,20,11,31
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,4,5,5,9,9,18
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,8,1,2,1,10,11
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,2,1,1,4,3,7
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,0,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,1,2,2,3,3,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,22,19,0,1,22,20,42
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,10,11,5,3,15,14,29
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,2,0,0,3,2,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,1,3,0,3,1,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,3,0,0,3,3,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,8,8,1,0,9,8,17
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,9,7,3,4,12,11,23
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,5,5,1,2,6,7,13
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,5,1,1,7,6,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,6,0,0,3,6,9
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,0,0,1,0,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,4,1,2,4,6,10
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,5,8,1,2,6,10,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,1,0,0,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,22,14,0,0,22,14,36
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,15,12,1,0,16,12,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,7,0,1,3,8,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,9,4,2,10,11,21
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,33,24,2,3,35,27,62
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,14,9,0,1,14,10,24
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,5,9,3,1,8,10,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,1,1,6,3,7,10
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,3,0,4,0,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,19,15,2,7,21,22,43
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,3,0,0,4,3,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,5,7,5,8,10,15,25
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,1,0,0,2,1,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,7,1,2,7,9,16
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,17,5,2,6,19,11,30
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,2,1,3,1,4
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,8,11,0,0,8,11,19
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,1,1,1,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,2,4,6,6,8,14
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,2,4,3,7,5,12
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,11,17,4,3,15,20,35
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,31,38,13,6,44,44,88
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,7,8,10,9,17,17,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,391,377,12,15,403,392,795
COIPASA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,21,23,0,0,21,23,44
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,7,9,0,1,7,10,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,3,0,0,0,3,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,11,11,3,1,14,12,26
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,5,0,0,2,5,7
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,11,12,11,15,22,27,49
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,2,0,0,2,2,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,3,1,2,5,5,10
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,1,0,0,3,1,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,10,6,0,0,10,6,16
COMBAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,1,2,0,4,1,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,23,4,2,4,25,8,33
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,4,0,4,0,8,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,16,5,0,0,16,5,21
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,2,0,0,3,2,5
COROICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,6,4,2,8,8,16
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,0,0,3,3,3,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,10,8,4,4,14,12,26
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,14,18,6,2,20,20,40
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,19,9,4,1,23,10,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,0,1,2,2,2,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,1,2,0,0,1,2,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,6,6,1,2,7,8,15
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,3,3,2,6,5,11
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,0,1,1,1,1,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,0,1,1,0,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,301,286,109,114,410,400,810
EL CHORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,2,3,1,0,3,3,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,9,2,1,6,10,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,4,5,4,3,8,8,16
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,22,29,4,3,26,32,58
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-04-01,3,0,1,0,4,0,4
