,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,0,5,8,6,8,14
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,1,1,1,1,2,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,3,0,0,2,3,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,7,5,2,1,9,6,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,1,2,7,4,8,12
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,1,1,4,3,5,8
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,2,3,1,5,3,8
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,19,20,1,0,20,20,40
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,13,4,0,6,13,19
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,2,2,3,2,5,7
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,25,30,4,4,29,34,63
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,5,9,6,9,11,18,29
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,7,5,6,3,13,8,21
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,5,3,16,3,21,6,27
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,307,271,4,8,311,279,590
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,0,1,0,2,0,2
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,7,2,1,6,8,14
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,3,1,5,2,8,10
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,2,3,3,5,5,10
TAHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,0,0,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,8,7,7,2,15,9,24
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,17,7,10,10,27,17,44
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,3,0,1,1,4,5
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,6,2,1,4,7,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,153,185,12,14,165,199,364
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,3,5,2,7,5,12,17
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,9,13,2,2,11,15,26
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,9,6,3,12,12,18,30
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,6,7,15,14,21,21,42
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,3,3,2,4,5,7,12
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,9,10,4,5,13,15,28
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,5,3,7,7,12,19
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,0,1,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,0,1,2,2,2,4
TODOS SANTOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,2,0,0,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,2,2,0,4,2,6
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,0,2,0,3,0,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,5,4,2,2,7,6,13
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,6,1,0,5,6,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,3,7,9,9,12,21
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,6,5,4,3,10,8,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,4,0,1,2,5,7
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,2,2,1,2,3,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,123,106,13,6,136,112,248
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,36,36,11,7,47,43,90
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,2,4,2,5,4,9
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,3,3,0,7,3,10
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,12,10,15,9,27,19,46
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,11,9,4,2,15,11,26
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,5,3,3,7,8,15
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,17,17,1,2,18,19,37
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,0,9,12,9,12,21
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,13,16,1,1,14,17,31
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,61,49,6,5,67,54,121
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,1,0,0,2,1,3
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,12,5,2,4,14,9,23
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,27,33,12,7,39,40,79
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,2,0,1,0,3,3
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,8,9,7,10,15,25
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,3,5,2,1,5,6,11
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,78,70,13,19,91,89,180
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,5,4,5,8,10,18
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,25,18,10,10,35,28,63
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,16,33,2,3,18,36,54
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,3,1,4,2,7,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,5,1,0,0,5,1,6
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,119,110,9,11,128,121,249
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,4,5,1,3,5,8,13
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,61,59,27,16,88,75,163
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,2,3,2,4,4,8
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,5,4,1,0,6,4,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,40,24,30,20,70,44,114
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,0,4,0,5,0,9,9
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,3,3,2,1,5,4,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,1,0,2,2,3,2,5
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-04-01,2,3,1,3,3,6,9
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,4,5,1,5,5,10
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,18,17,6,7,24,24,48
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,4,5,5,13,9,22
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,17,12,18,20,35,32,67
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,4,1,4,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,1,0,1,2,2,4
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,11,1,0,5,11,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,10,1,4,10,14,24
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,1,2,2,3,3,6
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,1,1,2,3,3,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,6,2,3,6,9,8,17
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,12,12,4,4,16,16,32
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,1,2,1,3,2,5
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,15,2,2,10,17,27
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,22,20,2,4,24,24,48
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,7,9,9,15,16,24,40
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,49,52,1,0,50,52,102
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,4,0,2,8,6,14
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,3,0,0,2,3,5
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,1,0,0,1,1,2
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,5,0,0,2,5,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,10,28,23,37,33,70
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,6,4,2,12,8,20
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,6,11,4,4,10,15,25
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,10,7,2,11,12,23
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,2,1,2,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,8,1,8,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,29,33,5,7,34,40,74
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,16,10,15,4,31,14,45
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,1,3,3,5,4,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,6,1,3,3,9,4,13
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,11,11,5,20,16,36
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,21,20,25,22,46,42,88
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,7,3,1,4,8,7,15
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,4,4,2,7,6,13
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,11,1,0,9,11,20
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,0,5,6,6,6,12
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,9,0,0,8,9,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,7,0,5,3,12,15
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,0,0,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,25,39,7,3,32,42,74
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,19,23,3,2,22,25,47
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,5,4,2,0,7,4,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,12,6,4,8,16,24
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,33,32,4,1,37,33,70
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,4,10,14,19,18,37
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,2,6,9,8,11,19
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,5,2,6,6,11,8,19
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,18,18,11,17,29,35,64
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,6,1,1,3,7,10
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,18,14,18,32,36,46,82
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,1,1,0,1,1,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,2,5,4,7,6,13
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,21,26,5,3,26,29,55
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,3,1,3,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,11,5,2,3,13,8,21
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,5,1,3,3,8,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,4,3,2,6,6,12
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,7,4,6,4,13,8,21
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,15,3,11,12,26,38
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,47,52,34,35,81,87,168
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,11,9,20,19,31,28,59
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,636,591,9,9,645,600,1245
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,1,0,0,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,51,58,7,2,58,60,118
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,14,7,1,3,15,10,25
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,1,0,1,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,11,21,0,0,11,21,32
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,11,8,4,7,15,15,30
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,10,17,24,18,34,35,69
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,4,5,4,8,8,16
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,3,20,17,24,20,44
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,0,4,2,5,2,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,15,17,1,0,16,17,33
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,2,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,22,23,7,5,29,28,57
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,3,6,2,9,5,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,10,20,6,4,16,24,40
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,1,4,7,6,8,14
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,3,3,4,12,7,19
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,3,1,1,4,4,8
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,21,5,3,13,24,37
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,71,77,21,18,92,95,187
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,31,12,10,5,41,17,58
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,4,3,4,3,7
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,2,0,5,2,7,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,5,6,4,15,9,24
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,2,1,2,3,4,7
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,0,3,2,4,2,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,6,2,0,5,6,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,557,564,246,268,803,832,1635
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,1,0,0,2,1,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,7,6,4,14,11,25
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,2,5,8,5,10,15
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,54,51,16,10,70,61,131
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,3,0,3,9,6,15
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,16,11,9,5,25,16,41
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,49,43,1,4,50,47,97
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,0,0,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,2,4,2,6,4,10
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,5,1,1,2,6,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,0,0,5,1,5,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,7,11,4,7,11,18,29
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,3,8,11,10,14,24
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,14,27,2,5,16,32,48
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,2,3,3,12,5,17
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,4,7,11,9,15,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,2,3,2,6,4,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,62,35,31,38,93,73,166
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,8,12,11,9,19,21,40
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,5,8,0,4,5,12,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,0,0,0,3,0,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,4,11,6,12,10,22
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,1,0,0,2,1,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,1,3,0,6,1,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,0,1,0,3,0,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,2,0,1,3,3,6
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,3,1,0,4,3,7
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,2,0,0,0,2,2
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,0,0,6,4,6,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,6,1,8,5,14,6,20
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,2,0,0,0,2,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,6,0,12,9,18,9,27
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,5,4,6,6,11,10,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,9,6,3,1,12,7,19
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,7,2,7,5,14,7,21
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,40,25,3,4,43,29,72
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,100,92,39,19,139,111,250
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,557,529,4,2,561,531,1092
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,6,3,4,8,10,11,21
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,15,18,3,1,18,19,37
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,1,5,7,5,8,13
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,1,1,1,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,21,13,41,33,62,46,108
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,4,0,1,3,5,8
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,0,2,2,6,2,8
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,4,0,0,2,4,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,3,5,0,1,3,6,9
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,6,4,7,8,13,21
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,13,8,5,5,18,13,31
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,14,10,8,3,22,13,35
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,1,0,1,4,2,4,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,10,8,0,0,10,8,18
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,7,1,2,3,9,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,15,17,7,6,22,23,45
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,16,14,19,16,35,30,65
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,7,5,4,6,11,11,22
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,2,3,4,2,6,5,11
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,16,24,4,0,20,24,44
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,168,147,10,5,178,152,330
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,1,0,1,0,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,5,6,10,10,15,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,0,0,3,5,3,5,8
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2017-05-01,4,1,6,5,10,6,16
