,group,variable,month,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,12,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,10,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN RAFAEL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
SAN RAMON BENI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN RAMON SCZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
SANTA ANA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,15,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,571,601,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,617,1208
SANTA ROSA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SANTIVAÑES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
SAPAHAQUI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SENA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,8,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SHINAOTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,16,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,35
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,8,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
SICAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SIPE SIPE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,39,42,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,92
SOPACHUY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SORACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
SORATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,9,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
SUCRE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,161,145,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,149,312
TACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TACOPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TAPACARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,14,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32
TARABUCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TARACO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
TARATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
TARIJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,134,88,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,90,229
TARVITA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
TEOPONTE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
TIAHUANACU,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TINGUIPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
TIPUANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TIQUIPAYA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,27,33,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,68
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,4,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
TOCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
TOLATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
TOLEDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOMAVE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
TOMINA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TORO TORO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,4,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TOTORA(CBBA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,14,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
TRIGAL,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRINIDAD,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,76,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,129
TUPIZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,23,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,45
TURCO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
UMALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
UNCIA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,12,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,32
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
URUBICHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UYUNI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,16,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,36
VACAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VALLEGRANDE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,9,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
VIACHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,29,33,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,76
VILA VILA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
VILLA CHARCAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
VILLA MONTES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,16,26,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,49
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA RIVERO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
VILLA SERRANO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA TUNARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,61,51,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,54,122
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLAZON,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,23,25,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,51
VINTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,23,16,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,76
VITICHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
WARNES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,66,92,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,96,162
YACO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
YACUIBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,42,31,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,82
YAMPARAEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
YANACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
YAPACANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,10,12,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,43
YOCALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
YOTALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
YUNCHARA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ZUDAÑEZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-02-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ACACIO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ACHACACHI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,9,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
ACHOCALLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,20,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,38
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,15,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35
ALCALA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
APOLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,14,15,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ARANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
ARQUE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,24,25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
AUCAPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
AYATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,12,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,20,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,14,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,5,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,15,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,31
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,32,25,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,61
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,23
CARIPUYO,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
CATACORA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHACARILLA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,16,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,44
CHAQUI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CHARAGUA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,12,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,49
CHARAÑA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHAYANTA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
CHIMORE,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
CHUA COCANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
CHUMA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CLIZA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,11,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
COBIJA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,24,23,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,38,72
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,9,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,413,406,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,442,886
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,28,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,44
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
COLOMI,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,15,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 2da dosis,2024-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
