,group,variable,month,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (7 A 11 M) 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ANDAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ANTEQUERA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ANZALDO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
APOLO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,9,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
ARAMPAMPA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ARANI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
ARBIETO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,8,5,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30
ARQUE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,28
ATOCHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
AUCAPATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
AYATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,10,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30
AZURDUY,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
BATALLAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
BAURES,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BELEN DE URMIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BELLA FLOR,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BERMEJO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,9,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
BETANZOS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,15,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32
BOLIVAR,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,6,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
CABEZAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,17,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,35
CAIROMA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
"CAIZA ""D""",vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CAJUATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CALACOTO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
CAMARGO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,14,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
CAPINOTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,9,14,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,33
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20
CARANAVI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
CARAPARI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CARIPUYO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CHALLAPATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,19,21,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,48
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,15,11,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19
CHIMORE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,16,17,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,49
CHIPAYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
CHUMA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CKOCHAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
CLIZA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,17,12,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
COBIJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,28,24,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,38,85
COCAPATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,9,8,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,28
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,269,284,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,299,584
COLCAPIRHUA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,16,29,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,66
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
COLOMI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,21,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,44
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLQUECHACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,8,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
COLQUENCHA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,16
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,14,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
COPACABANA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CORO CORO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COROICO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,7,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
CORQUE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
COTAGAITA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
COTOCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,34,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,64
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,12,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,31
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CUEVO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CULPINA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,15,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,28
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
DESAGUADERO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,259,246,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,294,601
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,31,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,52
EL VILLAR,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,10,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,46,54,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,68,120
ESCARA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,16
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,18,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,37
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
GUANAY,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,15,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
HUACHACALLA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,6,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
INCAHUASI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,7,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
JESUS DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,27,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,55
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,73,56,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,57,132
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,220,213,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,218,443
LAGUNILLAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
LAJA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
LAS CARRERAS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
LICOMA PAMPA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,27,27,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,88,165
LLICA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LORETO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MACHARETI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
MALLA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPIRI,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,12,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
MINEROS,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,14,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35
MIZQUE,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,5,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional (7 a 11 m) 2da dosis,2024-07-01,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
