,group,variable,month,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - D,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA < A 1 AÑO - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - D,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 12 A 23 MESES - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - D,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 2 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - D,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 3 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - D,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,ANTIAMARILICA DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
YAPACANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-02-01,0,0,0,0,15,17,18,31,0,0,0,0,1,0,0,0,2,0,0,1,36,49,85
YOCALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-02-01,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
YOTALA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-02-01,0,0,0,0,2,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,6,8,14
YUNCHARA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
YUNGUYO DE LITORAL,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ZUDAÑEZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-02-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ACHACACHI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,8,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,13,8,21
ACHOCALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,12,16,0,1,2,1,0,0,1,0,0,0,0,0,0,0,15,18,33
AIQUILE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,11,4,7,0,1,0,0,0,0,0,0,0,1,0,0,10,20,30
ALALAY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ALCALA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALTO BENI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,8,10,18
ANCORAIMES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
ANDAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
ANTEQUERA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,1,6,7
ANZALDO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
APOLO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,15,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,8,26
ARAMPAMPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ARANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
ARBIETO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,11,2,3,0,0,1,0,0,1,0,0,0,0,0,0,10,15,25
ARQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,22,32,7,6,3,0,1,1,0,1,0,0,0,1,0,1,33,42,75
ATOCHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
AUCAPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
AYATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5,5,10
AYO AYO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,8,9,7,0,0,0,0,0,0,0,0,0,0,0,0,14,15,29
AZURDUY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
BATALLAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,7,13,20
BAURES,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,4,10
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
BERMEJO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,11,7,0,1,0,1,0,0,1,0,0,0,0,0,1,0,13,9,22
BETANZOS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,12,12,5,9,0,0,0,0,0,0,0,0,0,0,0,0,17,21,38
BOLIVAR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4
BOYUIBE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
BUENA VISTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
CABEZAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,15,10,15,8,0,0,0,3,1,1,2,0,1,1,2,0,36,23,59
CAIROMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
"CAIZA ""D""",vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,14,7,21
CAJUATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CALACOTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CALAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,8,14
CAMARGO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,4,7,2,0,0,2,0,0,0,0,0,0,0,0,0,14,6,20
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CAMIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,8,13,6,5,0,1,1,0,0,0,0,0,0,0,0,1,15,20,35
CAPINOTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,10,0,3,0,0,1,1,0,1,1,0,2,1,1,0,12,16,28
CAQUIAVIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CARACOLLO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
CARANAVI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,16,17,3,8,1,0,3,1,0,1,0,0,0,0,0,0,23,27,50
CARAPARI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
CARIPUYO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,12,8,20
CATACORA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHACARILLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHALLAPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,8,6,11,2,0,1,1,0,1,0,2,0,0,0,0,14,23,37
CHAQUI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
CHARAGUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,9,47,43,2,0,4,1,0,0,0,0,0,1,0,2,58,56,114
CHARAÑA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CHAYANTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,4,6,10
CHIMORE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,17,25,1,2,1,0,1,0,1,1,1,0,0,1,0,0,22,29,51
CHOQUE COTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,5,8
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,10,5,2,0,1,0,0,0,0,2,1,0,0,2,0,15,14,29
CHUMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CKOCHAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CLIZA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,14,13,4,3,0,0,0,1,0,0,1,0,0,0,0,0,19,17,36
COBIJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,18,11,26,33,0,1,2,2,0,0,1,0,0,0,0,0,47,47,94
COCAPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,13,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,17,15,32
COCHABAMBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,406,360,26,21,19,21,27,6,5,5,3,2,8,7,6,6,500,428,928
COLCAPIRHUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,22,16,6,3,1,0,2,2,0,1,0,0,0,0,0,0,31,22,53
"COLCHA ""K""",vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,10,9,19
COLLANA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLOMI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,21,9,9,9,1,1,2,1,0,2,0,2,1,0,1,1,35,25,60
COLPA BELGICA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,10
COLQUECHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,10,5,7,6,1,1,0,1,1,0,0,0,7,3,0,0,26,16,42
COLQUENCHA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
COLQUIRI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,9,7,12,2,0,0,0,0,0,0,0,0,1,0,1,0,23,9,32
COMANCHE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3
COMARAPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
CONCEPCION,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,11,16,4,3,0,0,0,0,1,2,0,1,0,0,1,0,17,22,39
CORIPATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,16
CORO CORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,5,6,11
COROICO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,14,7,5,3,1,1,0,1,0,1,0,0,0,0,0,0,20,13,33
CORQUE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
COTAGAITA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,8,15
COTOCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,47,35,12,9,0,3,2,0,2,0,0,0,1,0,0,0,64,47,111
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,12,17,8,11,0,0,0,0,0,0,0,0,0,0,0,0,20,28,48
CUEVO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
CULPINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,12,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CURVA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
DESAGUADERO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,2,1,2,0,0,1,0,0,1,0,1,0,0,2,4,6,10,16
EL ALTO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,366,358,234,205,49,46,43,55,36,24,49,54,28,24,58,50,863,816,1679
EL CHORO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
EL TORNO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,39,32,1,0,0,1,0,1,0,0,0,0,0,1,0,0,40,35,75
EL VILLAR,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,9,17
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,27,26,10,18,0,1,1,1,0,0,0,1,0,0,0,0,38,47,85
ESCOMA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
EUCALIPTUS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,3,8
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,4,8,3,0,0,0,0,0,0,0,0,0,0,0,8,9,17
FILADELFIA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,0,8,9,0,0,0,2,0,0,0,0,0,0,0,0,10,11,21
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,8,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,10,9,19
GIA-TIM,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
GUANAY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,6,9,12,0,0,2,1,0,0,0,0,0,0,1,1,17,20,37
GUAQUI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
GUAYARAMERIN,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,27,27,11,9,2,2,4,3,0,1,1,0,0,1,0,0,45,43,88
GUTIERREZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,11,16,3,5,0,1,0,0,0,0,0,0,0,0,0,0,14,22,36
HUACARAJE,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5
HUACARETA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
HUACHACALLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUANUNI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,8,5,4,4,0,1,0,0,1,0,0,0,0,0,0,0,13,10,23
HUARINA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
HUATAJATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUMANATA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
ICHOCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ICLA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INCAHUASI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,5,5,4,1,1,0,0,0,0,0,0,0,1,0,0,10,11,21
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INQUISIVI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,6,5,3,7,1,0,0,0,1,1,0,0,1,0,0,0,12,13,25
IXIAMAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,2,2,5,0,0,0,0,0,0,0,1,0,0,0,0,6,8,14
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,9,7,16
LA ASUNTA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,25,24,3,2,0,0,0,0,0,0,0,0,1,0,0,0,29,26,55
LA GUARDIA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,84,91,2,1,2,2,0,0,0,2,0,0,1,2,0,0,89,98,187
LA PAZ,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,364,350,9,10,25,26,7,6,4,6,0,0,18,13,11,1,438,412,850
LAGUNILLAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
LAJA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
LAS CARRERAS,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
LLALLAGUA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,15,13,21,34,0,0,1,1,0,0,1,0,0,0,1,0,39,48,87
LLICA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LORETO,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,4,4,6,5,0,0,3,0,1,0,0,0,1,0,0,0,15,9,24
LURIBAY,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,15
MACHACAMARCA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MACHARETI,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
MAGDALENA,vacunacion en menores  de 5 anos,antiamarilica dosis unica,2024-03-01,0,0,0,0,8,11,6,10,0,0,0,1,0,0,0,0,0,0,0,0,14,22,36
