,group,variable,month,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,16,16,11,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,20,48
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,13,12,13,13,0,0,1,1,1,0,3,4,0,0,0,0,0,0,0,0,31,30,61
CHARAÑA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,11,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
CHUA COCANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
CHUMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CKOCHAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CLIZA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,11,5,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,9,21
COBIJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,24,24,10,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,35,41,76
COCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
COCHABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,408,400,31,36,5,3,2,2,7,3,2,2,3,0,2,3,0,1,0,2,460,452,912
COLCAPIRHUA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,28,13,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,14,46
"COLCHA ""K""",vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
COLOMI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,15,12,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,21,13,34
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,14,6,7,1,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,0,23,11,34
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31
COMARAPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
COMBAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,19,14,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,18,40
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,6,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,7,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,10,19
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,15,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,49,31,6,10,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,57,42,99
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,12,14,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,18,34
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,8,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,434,412,168,169,6,8,7,8,12,10,13,9,3,4,11,12,3,1,12,10,669,643,1312
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,27,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,48
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,7,8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,10,19
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,25,20,3,4,1,1,3,0,1,0,0,1,0,0,1,1,0,0,0,0,34,27,61
ESCARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ESMERALDA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,10
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,20,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,7,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,6,14
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,6,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,34,23,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,38,25,63
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,29
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUACHACALLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,2,3,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,8,13
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,35,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,64
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,89,64,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,92,66,158
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,346,335,4,9,5,2,1,0,5,0,1,0,1,0,0,0,0,1,1,0,364,347,711
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,6,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,19
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,13,15,31,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,39,84
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,8
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,7,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,8,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,10,10,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,11,27
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,12,27
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,84,75,9,9,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,94,87,181
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,12
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,6,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,142,162,14,17,1,3,3,2,1,1,3,1,0,1,0,1,0,0,1,4,165,192,357
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,20,12,2,5,0,0,1,1,0,0,2,2,0,1,1,0,0,0,3,0,29,21,50
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,16,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,33
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,15,10,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,18,38
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,13
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,13,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,7,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,28
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,13,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,168,160,21,13,4,3,1,0,0,2,1,0,0,3,0,1,0,0,6,5,201,187,388
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,14,14,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,41
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,9,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,30
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 2da dosis,2024-03-01,51,50,14,14,1,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,69,69,138
