,group,variable,month,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,13,14,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,27,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,22,52
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,8,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,29,17,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,19,49
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,9,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOLPEBRA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,14,7,6,4,0,0,1,0,2,1,2,8,0,0,2,0,0,0,0,0,27,20,47
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,17,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,10,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,15,25
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,26,37,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,69
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,15,14,3,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,21,41
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,15,10,30,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,38,84
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,23,16,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,18,44
CHOQUE COTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,10,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,8,20
CHUMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CKOCHAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CLIZA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
COBIJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,17,27,22,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,44,84
COCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,14,9,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,39
COCHABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,383,381,19,17,0,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,405,403,808
COIPASA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,20,22,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,47
"COLCHA ""K""",vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
COLLANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
COLOMI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,13,9,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,11,28
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,13,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,15,25
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
COMANCHE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,9
COMBAYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,16,16,13,13,0,0,7,3,0,0,2,1,0,0,0,1,0,0,0,0,38,34,72
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,31,21,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,63
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,15,11,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,398,355,196,190,5,4,7,12,3,3,8,5,0,2,8,9,4,2,10,4,639,586,1225
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,33,28,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,29,63
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,25,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,63
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ESMERALDA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EXALTACION,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,9,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,6,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,34,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,75
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,9,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,4,14,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,12,32
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,5
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,12,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,20
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,29,44,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,79
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,71,96,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77,102,179
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,379,359,11,10,3,2,0,0,0,1,0,0,0,1,0,0,2,2,1,1,396,376,772
LA RIVERA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,5,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,12,19,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,35,77
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,15,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,9,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,28
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,5,13
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,16,12,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
MOJINETE,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 1ra dosis,2024-05-01,14,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,31
