,group,variable,month,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - D,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - D,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - F,ANTIROTAVIRICA 2DA DOSIS < A 1 AÑO - F,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - D,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - D,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - F,ANTIROTAVIRICA 2DA DOSIS 12 A 23 MESES - F,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 2 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 3 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - D,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - F,ANTIROTAVIRICA 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
YUNCHARA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-03-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-03-01,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
ACACIO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22
ACHOCALLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,14,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
AIQUILE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,11,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,21
ALALAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18
ANCORAIMES,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ANDAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANTEQUERA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
APOLO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,13,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,29
ARANI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ARBIETO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,17
ARQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,20,26,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,64
ATOCHA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
AUCAPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
AYO AYO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,29
AZURDUY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
BATALLAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
BAURES,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BELLA FLOR,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
BERMEJO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32
BETANZOS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,8,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
BOLIVAR,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BOLPEBRA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BOYUIBE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BUENA VISTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
CABEZAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
CAIROMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
"CAIZA ""D""",vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CAJUATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,11,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26
CALAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CAMARGO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CAMIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
CAPINOTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22
CAQUIAVIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
CARACOLLO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
CARANAVI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,28,28,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,69
CARAPARI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
CARIPUYO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
CATACORA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHACARILLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,13,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,34
CHAQUI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
CHARAGUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,6,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44
CHARAÑA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHAYANTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14
CHIMORE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,18,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,34
CHIPAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CHOQUE COTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CHUA COCANI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,10,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
CHUMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
CKOCHAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
CLIZA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,15,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,30
COBIJA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,45,35,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,58,110
COCAPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,10,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,34
COCHABAMBA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,376,387,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,418,824
COIPASA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,14,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
"COLCHA ""K""",vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
COLLANA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COLOMI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,8,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,25
COLPA BELGICA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COLQUECHACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,7,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
COLQUENCHA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
COLQUIRI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
COMARAPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
COMBAYA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,23,24,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,60
CORIPATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CORO CORO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
COROICO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,12,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
CORQUE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9
COTAGAITA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
COTOCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,40,33,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,47,104
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,14,17,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,37
CUEVO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CULPINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
DESAGUADERO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
EL ALTO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,395,354,183,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,492,1070
EL CHORO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
EL TORNO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,27,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,49
EL VILLAR,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,13,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,26,32,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,41,71
ESCOMA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ESMERALDA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUCALIPTUS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
EXALTACION,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,7,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19
FILADELFIA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
GIA-TIM,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
GUANAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
GUAQUI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
GUAYARAMERIN,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,42
GUTIERREZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
HUACARAJE,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUACARETA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
HUACHACALLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22
HUARINA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
HUATAJATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
HUMANATA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ICHOCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ICLA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INCAHUASI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,9,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
INQUISIVI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,6,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
IXIAMAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
LA ASUNTA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,35,33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,71
LA GUARDIA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,81,87,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,92,179
LA PAZ,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,365,379,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,384,755
LA RIVERA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LAGUNILLAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
LAJA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,11,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,24
LAS CARRERAS,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LLALLAGUA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,13,16,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,36,67
LLICA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LORETO,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LURIBAY,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
MACHACAMARCA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
MACHARETI,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
MAGDALENA,vacunacion en menores  de 5 anos,antirotavirica 2da dosis,2024-04-01,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
