,group,variable,month,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - D,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA < A 1 AÑO - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - D,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 12 A 23 MESES - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 2 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 3 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - D,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,INFLUENZA ESTACIONAL DOSIS UNICA 4 AÑOS - F,TOTALES,TOTALES,TOTALES
LICOMA PAMPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,36,42,67,57,2,2,14,14,1,1,7,11,4,4,21,18,152,149,301
LLICA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
LORETO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,1,5,8,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,5,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,15,21
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,1,0,1,2,2,0,2,0,1,2,3,3,0,6,6,15,16,31
MACHARETI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,6,2,6,1,1,3,6,0,0,6,1,2,0,0,0,20,20,40
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,12,18,2,3,0,0,0,0,0,0,0,0,0,0,0,0,14,21,35
MAIRANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,23,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,48
MALLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
MAPIRI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,11,22,9,5,0,0,0,0,0,0,0,0,0,0,0,0,20,27,47
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23
MINEROS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,46,31,4,6,0,0,0,0,0,0,0,0,0,0,0,0,50,37,87
MIZQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,26,26,9,13,0,0,0,0,0,0,0,0,0,0,0,0,35,39,74
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,17,14,15,19,0,3,8,4,0,1,5,2,2,1,13,7,60,51,111
MOJINETE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,8,8,0,3,1,3,4,3,1,3,5,4,0,2,6,5,25,31,56
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,30,51
MONTERO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,149,134,4,9,0,0,0,0,0,0,0,0,0,0,0,0,153,143,296
MORO MORO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOROCHATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,4,19,4,0,0,0,0,0,0,0,0,0,0,0,0,23,8,31
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
OCURI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,5,14,11,0,0,0,0,0,0,0,0,0,0,0,0,18,16,34
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,20,2,3,4,1,7,11,3,3,17,10,2,3,9,13,63,64,127
OMEREQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,0,0,1,1,0,5,4,0,0,4,2,0,0,2,0,13,7,20
ORURO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,353,371,14,15,56,54,15,16,41,48,41,39,36,31,223,226,779,800,1579
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,15,14,7,2,2,4,1,0,3,2,1,1,1,3,3,4,33,30,63
PADILLA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,10,9,1,1,3,2,2,2,2,1,2,4,2,4,5,2,27,25,52
PAILON,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,22,21,15,13,0,0,0,0,0,0,0,0,0,0,0,0,37,34,71
PALCA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,16,19,6,9,0,0,0,0,0,0,0,0,0,0,0,0,22,28,50
PALOS BLANCOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,25,28,24,24,0,0,0,0,0,0,0,0,0,0,0,0,49,52,101
PAMPA GRANDE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,15,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,16,13,29
PAPEL PAMPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
PASORAPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PATACAMAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,21,15,12,0,0,0,0,0,0,0,0,0,0,0,0,34,33,67
PAZÑA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PELECHUCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,17,21
POCOATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,14,21,20,18,0,0,0,0,0,0,0,0,0,0,0,0,34,39,73
POCONA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,7,13,20,20,0,0,0,0,0,0,0,0,0,0,0,0,27,33,60
POJO (CBBA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,21,20,18,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78
POOPO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,5,2,10,15,2,3,3,4,3,2,3,0,0,1,8,6,34,33,67
PORCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42
POROMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,12,10,5,6,1,1,0,0,2,4,1,1,1,1,2,2,24,25,49
PORONGO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,12,14,3,7,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36
PORTACHUELO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,28,28,1,4,0,0,0,0,0,0,0,0,0,0,0,0,29,32,61
PORVENIR,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
POSTRER VALLE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
POTOSI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,333,325,61,26,4,13,2,3,0,0,0,0,0,0,0,0,400,367,767
PRESTO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,9,6,6,5,3,3,4,5,3,5,4,5,2,1,13,15,44,45,89
PUCARA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,5,4,0,0,2,1,0,0,0,5,0,0,3,5,0,0,10,15,25
PUCARANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,22,11,3,5,0,4,1,3,0,2,6,1,2,4,8,8,42,38,80
PUERTO ACOSTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,7,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
PUERTO CARABUCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,11,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,15,9,24
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
PUERTO PEREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,33
PUERTO RICO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,9,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,18,12,30
PUERTO SILES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,29,28,2,9,0,0,0,0,0,0,0,0,0,0,0,0,31,37,68
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,91,90,24,19,0,0,0,0,0,0,0,0,0,0,0,0,115,109,224
PUNA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,9,11,12,18,0,0,0,0,0,0,0,0,0,0,0,0,21,29,50
PUNATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,25,34,24,21,30,25,21,21,6,13,19,13,10,4,38,34,173,165,338
QUIABAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
QUILLACOLLO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,129,131,152,160,0,0,0,0,0,0,0,0,0,0,0,0,281,291,572
QUIME,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
QUIRUSILLAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
RAVELO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
REYES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,13,11,0,0,2,5,0,0,0,6,3,1,2,0,0,0,20,23,43
RIBERALTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,61,59,0,0,2,0,0,0,2,3,0,0,1,3,0,0,66,65,131
ROBORE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,17,17,7,4,0,0,0,0,0,0,0,0,0,0,0,0,24,21,45
RURRENABAQUE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,53,38,9,11,5,2,1,2,5,5,4,3,3,8,3,4,83,73,156
SABAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SACABA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,188,218,72,70,49,55,34,33,45,41,47,35,40,37,55,68,530,557,1087
SACABAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,1,1,1,1,3,2,1,0,2,1,2,1,1,3,2,11,13,24
SACACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,11,16,26,17,1,0,0,1,1,0,1,0,0,0,2,4,42,38,80
SAIPINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,14,20
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
SAMAIPATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,13,11,6,3,0,0,0,0,0,0,0,0,0,0,0,0,19,14,33
SAN AGUSTIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN ANDRES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,8,13,9,8,0,0,0,0,0,0,0,0,0,0,0,0,17,21,38
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,4,7,10,4,3,3,2,0,4,1,0,0,0,6,9,21,32,53
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
SAN BENITO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,1,9,9,3,1,9,16,4,1,2,2,4,2,10,5,44,37,81
SAN BORJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,49,65,32,32,0,0,0,0,0,0,0,0,0,0,0,0,81,97,178
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,2,7,2,0,0,0,0,0,0,1,0,0,0,1,2,12,6,18
SAN CARLOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,34,41,2,3,0,0,0,0,0,0,0,0,0,0,0,0,36,44,80
SAN IGNACIO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,37,33,16,15,0,0,0,0,0,0,0,0,0,0,0,0,53,48,101
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,95,83,10,20,0,0,0,0,0,0,0,0,0,0,0,0,105,103,208
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SAN JAVIER(STC),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,35,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,25,61
SAN JOAQUIN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,4,5,2,0,1,1,2,1,2,1,0,0,1,0,0,11,12,23
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,21,20,6,6,0,0,0,0,0,0,0,0,0,0,0,0,27,26,53
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,16,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,40
SAN JULIAN,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,87,82,10,13,0,0,0,0,0,0,0,0,0,0,0,0,97,95,192
SAN LORENZO(PND),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,23,19,7,4,0,0,0,0,0,0,0,0,0,0,0,0,30,23,53
SAN LUCAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,18,14,17,13,40,47,27,22,30,39,32,23,23,21,48,43,235,222,457
SAN MATIAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,10,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,19,20,39
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SAN PEDRO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,10,6,7,0,0,0,0,0,0,0,0,0,0,0,0,25,17,42
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,27,23,45,43,0,0,0,0,0,0,0,0,0,0,0,0,72,66,138
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,20,34,27,13,0,0,0,0,0,0,0,0,0,0,0,0,47,47,94
SAN PEDRO DE QUEMES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
SAN PEDRO(PND),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN RAFAEL,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30
SAN RAMON BENI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,1,4,10,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SAN RAMON SCZ,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,12,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,25
SANTA ANA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,21,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,34
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1471,1399,72,56,0,0,0,0,0,0,0,0,0,0,0,0,1543,1455,2998
SANTA ROSA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,11,31
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,21,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0,31,28,59
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SANTIVAÑES,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,3,5,7,4,2,5,10,1,3,4,3,2,3,7,2,30,33,63
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAPAHAQUI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,8,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,11,7,18
SENA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,13,19,20,11,0,0,0,0,0,0,0,0,0,0,0,0,33,30,63
SHINAOTA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,55,52,7,5,10,7,0,2,3,2,2,2,7,2,8,13,92,85,177
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,19,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,20,22,42
SICAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,9,5,2,4,0,0,0,8,0,0,0,1,0,0,1,0,12,18,30
SIPE SIPE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,87,84,24,31,12,15,8,8,9,5,20,10,4,7,23,9,187,169,356
SOPACHUY,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,3,1,5,8,0,1,3,4,1,1,1,0,0,0,3,4,16,19,35
SORACACHI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,15,18,3,5,2,0,2,3,2,2,1,4,1,2,12,10,38,44,82
SORATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,15,15,11,8,1,4,1,0,1,2,1,2,1,0,0,0,31,31,62
SUCRE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,350,314,14,19,108,118,20,29,64,69,29,28,62,71,54,55,701,703,1404
TACACHI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,1,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,4,5,9
TACACOMA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TACOBAMBA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,6,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
TACOPAYA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,2,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
TAHUA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TAPACARI,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,22,17,18,16,0,0,0,0,0,0,0,0,0,0,0,0,40,33,73
TARABUCO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,16,12,6,2,9,6,6,9,6,8,3,2,3,2,4,6,53,47,100
TARACO,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,7,7,0,5,3,5,2,7,0,0,3,0,1,0,7,8,23,32,55
TARATA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,11,15,2,4,3,1,0,1,0,3,2,2,1,1,11,13,30,40,70
TARIJA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,164,173,37,22,61,60,32,33,52,48,44,32,51,49,137,167,578,584,1162
TARVITA,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,4,6,1,10,1,1,1,2,1,3,1,3,0,1,8,0,17,26,43
TEOPONTE,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,10,17,9,9,0,0,0,0,0,0,0,0,0,0,0,0,19,26,45
TIAHUANACU,vacunacion en menores  de 5 anos,influenza estacional dosis unica,2024-06-01,0,0,0,0,15,21,3,6,1,7,1,1,1,1,1,0,0,0,0,0,22,36,58
