,group,variable,month,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
TIQUIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,25,23,6,3,2,1,1,0,0,0,0,1,2,1,0,0,36,29,65
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,6,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,15,13,28
TOCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,5,10
TODOS SANTOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOLATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,6
TOLEDO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TOMAVE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,8
TOMINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,8
TORO TORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,3,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,10,4,14
TOTORA(CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,6,8,7,0,1,1,1,0,1,1,0,1,0,0,0,0,16,11,27
TOTORA(ORR),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
TRIGAL,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,52,53,2,0,5,4,0,1,1,0,0,0,5,2,0,0,65,60,125
TUPIZA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,22,25,6,1,3,0,1,3,1,1,0,0,0,0,0,1,33,31,64
TURCO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
UMALA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
UNCIA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,8,13,5,1,2,1,2,0,0,1,3,0,0,0,0,0,20,16,36
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,7,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9,9,18
URUBICHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
UYUNI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,14,14,4,0,1,1,0,0,1,1,0,0,1,0,0,0,21,16,37
VACAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,6,7,13
VALLEGRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,25
VIACHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,12,18,5,8,2,1,1,0,1,2,0,2,0,0,0,0,21,31,52
VILA VILA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
VILLA CHARCAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,4,2,1,6,0,1,0,0,0,0,0,0,0,0,0,0,5,9,14
VILLA MONTES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,22,20,9,4,0,1,4,2,2,1,0,3,1,1,0,1,38,33,71
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA RIVERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,5,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,7,6,13
VILLA SERRANO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
VILLA TUNARI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,73,59,8,10,2,4,0,2,2,1,1,1,1,2,0,0,87,79,166
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
VILLAZON,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,22,16,1,5,0,1,0,0,1,1,1,0,0,0,0,0,25,23,48
VINTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,24,22,25,21,2,0,2,0,3,2,5,1,0,3,2,1,63,50,113
VITICHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,3,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,4,5,9
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
WARNES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,63,57,0,1,11,11,2,4,0,0,0,0,2,0,0,0,78,73,151
YACO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
YACUIBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,28,41,13,12,3,4,8,4,0,2,7,9,2,1,3,4,64,77,141
YAMPARAEZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
YANACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,15,14,26,24,0,0,0,0,2,0,1,4,0,0,0,0,44,42,86
YOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
YOTALA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,5,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
YUNCHARA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ZUDAÑEZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-02-01,0,0,0,0,4,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,6,5,11
ACACIO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ACHACACHI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,9,6,9,1,1,1,0,0,0,0,0,1,0,0,0,17,19,36
ACHOCALLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,23,14,0,1,0,0,1,1,0,1,0,0,0,1,0,0,24,18,42
AIQUILE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,6,12,1,3,2,0,0,0,0,0,0,0,0,0,1,1,10,16,26
ALCALA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALTO BENI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,4,1,2,0,2,0,0,0,0,0,0,0,0,0,0,3,8,11
ANCORAIMES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,6,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ANTEQUERA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
ANZALDO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,4,8
APOLO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,11,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,16,28
ARAMPAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ARANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,1,2,3,0,1,0,1,0,0,1,0,0,0,0,0,4,6,10
ARBIETO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,5,7,6,1,0,1,1,0,0,0,1,0,0,0,0,17,13,30
ARQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,19,17,3,3,7,2,3,1,0,2,0,0,0,1,0,0,32,26,58
ATOCHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,7,4,1,2,1,1,0,0,0,0,0,0,1,0,0,0,10,7,17
AUCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
AYATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
AYO AYO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,10,9,6,8,0,0,0,1,0,0,1,3,0,0,0,0,17,21,38
AZURDUY,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,6,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
BATALLAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,8,15
BAURES,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,3,0,3,2,0,0,0,0,0,0,4,3,0,0,0,0,10,5,15
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
BELLA FLOR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4
BERMEJO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,14,16,0,3,1,3,2,2,0,3,0,3,0,0,0,0,17,30,47
BETANZOS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,10,11,10,2,0,1,0,0,0,0,0,1,0,0,0,0,20,15,35
BOLIVAR,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
BOLPEBRA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOYUIBE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
CABEZAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,10,7,8,0,0,1,2,0,0,4,3,0,1,0,0,20,24,44
CAIROMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,5,2,0,6,1,0,0,0,0,0,0,0,0,0,0,12,6,18
"CAIZA ""D""",vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CAJUATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,6,4,1,2,6,0,0,0,0,1,0,0,0,0,0,0,13,7,20
CALACOTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CALAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,11,3,14
CAMARGO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,11,2,4,8,1,0,0,0,1,0,0,0,0,0,0,0,17,10,27
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
CAMIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,11,8,3,1,1,0,0,1,0,0,0,0,2,5,4,4,21,19,40
CAPINOTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,7,2,4,0,2,1,1,0,0,3,1,1,0,0,0,15,15,30
CAQUIAVIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,10
CARACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,12,11,1,4,0,2,1,0,0,0,0,0,0,0,0,0,14,17,31
CARANAVI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,21,21,3,0,1,1,6,2,0,0,0,0,0,0,0,0,31,24,55
CARAPARI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,7,13
CARIPUYO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,6
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,5,1,6,0,0,1,0,0,0,1,0,0,0,1,0,5,11,16
CATACORA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHACARILLA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,2,5
CHALLAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,15,15,6,3,2,0,2,2,1,2,0,0,0,0,1,0,27,22,49
CHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
CHARAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,11,7,13,12,5,2,13,18,2,0,3,8,0,0,0,0,47,47,94
CHARAÑA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHAYANTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,7,5,3,8,0,0,0,2,1,1,0,0,0,0,0,0,11,16,27
CHIMORE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,21,19,3,6,3,0,3,1,1,0,5,4,1,0,7,3,44,33,77
CHIPAYA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
CHOQUE COTA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
CHUA COCANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,4,0,1,0,0,1,0,2,1,0,0,1,0,0,0,8,6,14
CHUMA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CKOCHAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,5,7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,15
CLIZA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,7,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
COBIJA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,12,19,15,24,1,6,4,14,4,2,3,0,0,2,0,1,39,68,107
COCAPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,16,13,3,2,0,0,0,0,2,0,0,0,0,0,0,0,21,15,36
COCHABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,318,264,40,37,40,41,23,10,15,8,20,12,24,15,23,19,503,406,909
COIPASA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
COLCAPIRHUA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,20,11,8,4,6,0,3,2,0,1,0,0,0,0,0,0,37,18,55
"COLCHA ""K""",vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,11,10,21
COLLANA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3
COLOMI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,10,11,2,1,0,0,1,1,0,1,0,0,1,0,1,0,15,14,29
COLPA BELGICA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,2,2,3,1,0,1,0,0,1,0,1,0,1,0,0,6,8,14
COLQUECHACA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,10,5,7,4,0,0,1,0,1,1,0,1,0,2,1,0,20,13,33
COLQUENCHA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
COLQUIRI,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,5,11,3,3,1,0,0,1,0,0,2,2,0,0,0,0,11,17,28
COMARAPA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,9,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,20
CONCEPCION,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,11,15,0,2,1,1,0,1,0,1,1,3,0,0,0,0,13,23,36
CORIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,10,7,17
CORO CORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,7,6,3,0,2,0,0,0,1,1,0,0,0,0,0,0,13,7,20
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,14,3,3,2,0,0,0,0,0,0,0,0,0,0,0,13,17,30
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,42,45,3,7,6,4,3,1,2,1,1,1,1,0,0,0,58,59,117
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,11,8,2,2,0,0,3,5,1,0,0,1,0,0,0,0,17,16,33
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,8,12,4,9,1,0,1,0,0,0,0,0,0,0,0,0,14,21,35
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,6
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,272,266,155,163,50,56,98,89,44,42,91,95,21,32,57,62,788,805,1593
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 4ta dosis,2024-03-01,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,2,17
