,group,variable,month,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - D,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS < A 1 AÑO - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - D,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 12 A 23 MESES - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - D,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 2 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - D,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 3 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - D,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,PENTAVALENTE 4TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
YANACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,12,14,21,18,1,0,1,0,0,0,1,2,1,0,0,0,37,34,71
YOCALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,5,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,3,9
YOTALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,2,0,2,4,1,0,0,3,0,0,0,0,0,0,0,0,5,7,12
YUNCHARA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-03-01,0,0,0,0,4,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
ACACIO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,11,3,4,4,3,0,1,1,0,0,0,0,0,0,0,13,19,32
ACHOCALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,18,12,2,0,4,2,0,0,1,1,0,0,1,1,0,0,26,16,42
AIQUILE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,11,6,2,0,1,1,0,0,0,0,1,0,0,0,0,9,15,24
ALALAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALCALA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ALTO BENI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,6,0,5,1,2,1,0,0,0,0,0,0,0,0,0,7,13,20
ANCORAIMES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,8,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,4,14
ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
ANZALDO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,6,1,0,0,0,0,0,0,1,1,0,0,0,0,8,2,10
APOLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,11,5,2,4,2,0,2,0,1,0,0,0,0,0,0,0,18,9,27
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
ARANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5,5,10
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,13,12,3,4,1,1,7,1,0,0,2,2,0,0,0,0,26,20,46
ARQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,25,15,11,14,3,2,7,16,3,2,6,4,0,0,2,4,57,57,114
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
AYATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,4,7
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,8
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,8,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,10
BAURES,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BELEN DE ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,14,14,0,0,1,1,1,0,0,1,0,0,0,0,0,0,16,16,32
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,15,14,7,2,0,0,0,0,1,0,1,0,0,0,0,0,24,16,40
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,7,9
BOYUIBE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,7,11
CABEZAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,18,5,16,3,3,6,4,1,0,1,2,0,0,1,1,22,44,66
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,4,1,2,1,0,0,0,2,0,0,0,0,0,0,0,6,6,12
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CALAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,8,6,14
CAMARGO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11,2,13
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CAMIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,14,18,2,3,0,1,0,0,0,0,2,0,0,0,0,0,18,22,40
CAPINOTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,7,10,2,2,0,1,1,1,1,1,0,0,0,0,1,2,12,17,29
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,7,9,16
CARACOLLO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,9,6,0,3,1,0,1,0,0,0,3,0,0,0,1,15,15,30
CARANAVI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,23,18,7,4,3,1,0,0,0,0,3,0,0,0,0,0,36,23,59
CARAPARI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
CARIPUYO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,3,1,5,0,0,2,0,0,0,1,0,1,0,0,1,5,9,14
CATACORA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,12,15,5,5,1,4,1,4,0,0,1,1,1,0,0,0,21,29,50
CHAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHARAGUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,8,5,5,4,2,4,2,0,1,2,2,0,0,0,0,21,20,41
CHARAÑA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHAYANTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,3,4,2,1,0,0,0,1,0,2,0,0,0,0,1,13,6,19
CHIMORE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,12,13,0,1,2,0,1,0,1,1,0,0,1,0,0,0,17,15,32
CHIPAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,4,7
CHOQUE COTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,9,14,5,1,0,0,2,2,1,1,1,1,1,1,1,0,20,20,40
CHUMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,4,2,0,0,0,2,0,0,0,1,0,0,0,0,5,6,11
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4
CKOCHAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,9,5,14
CLIZA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,8,7,5,4,0,1,1,2,0,0,2,0,0,0,0,0,16,14,30
COBIJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,15,24,14,9,1,2,6,8,1,1,0,1,1,1,0,0,38,46,84
COCAPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,7,6,8,6,1,0,0,1,0,0,0,0,0,0,0,0,16,13,29
COCHABAMBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,280,293,54,54,36,34,34,26,19,13,26,19,6,5,13,14,468,458,926
COLCAPIRHUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,22,16,2,2,1,2,3,0,1,1,0,0,0,1,0,0,29,22,51
"COLCHA ""K""",vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,9,3,0,0,0,0,0,0,0,1,0,0,0,0,0,7,9,16
COLLANA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COLOMI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,17,12,0,1,1,1,0,0,0,1,0,0,0,1,1,0,19,16,35
COLPA BELGICA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5
COLQUECHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,5,2,5,0,0,1,3,0,0,0,0,0,0,0,1,9,14,23
COLQUENCHA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,10,19
COLQUIRI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,8,4,3,0,1,0,0,0,0,2,0,0,0,1,1,9,13,22
COMANCHE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COMARAPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,10,8,1,0,3,1,0,0,0,0,0,0,0,0,0,0,14,9,23
COMBAYA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CONCEPCION,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,19,10,5,2,1,2,1,1,1,1,3,0,0,0,0,0,30,16,46
CORIPATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,11,3,0,0,3,0,0,0,1,4,0,0,0,0,0,0,15,7,22
CORO CORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
COROICO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,9,2,4,5,1,0,0,1,0,0,1,1,0,0,1,0,16,9,25
CORQUE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
COTAGAITA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,9,12,2,2,0,1,0,0,0,1,0,0,0,0,0,0,11,16,27
COTOCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,38,38,20,21,3,4,4,16,2,3,2,3,0,0,0,1,69,86,155
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,11,5,6,0,2,3,0,0,0,1,0,1,0,0,1,16,20,36
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CUEVO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CULPINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,11,0,2,0,0,0,2,0,0,0,0,0,0,0,0,3,15,18
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
CURVA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
DESAGUADERO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
EL ALTO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,250,237,189,144,35,44,58,31,23,28,79,67,14,12,69,54,717,617,1334
EL CHORO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,4,4,6,2,2,4,5,0,0,1,0,0,0,1,1,17,18,35
EL PUENTE(TJA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,6,9
EL TORNO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,33,30,1,0,4,2,0,0,0,0,0,0,0,0,1,0,39,32,71
EL VILLAR,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,7
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,9,8,3,1,0,0,1,0,0,1,0,0,0,0,0,0,13,10,23
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,10,28,7,5,2,3,4,3,0,0,3,2,0,0,1,2,27,43,70
ESCOMA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
ESMERALDA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EUCALIPTUS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EXALTACION,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,3
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,3,3,5,0,0,1,0,0,0,1,0,0,0,0,0,11,8,19
FILADELFIA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,1,2,8,10
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,4,3,7
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,10,4,1,0,3,2,0,0,1,0,0,0,2,0,0,0,17,6,23
GIA-TIM,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,1,0,0,0,0,0,0,1,3,0,0,2,1,0,0,5,5,10
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,4,5,1,0,0,0,2,0,0,0,0,0,0,0,0,10,7,17
GUANAY,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,4,8,5,1,0,0,2,0,0,0,1,2,0,0,0,0,12,11,23
GUAQUI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,18,17,0,0,1,3,0,0,5,2,0,0,1,2,1,0,26,24,50
GUTIERREZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,6,2,7,0,1,0,0,1,0,0,0,0,0,0,0,6,14,20
HUACARAJE,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7
HUACARETA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,6,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,9,9,18
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,2,4,6
HUACHACALLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
HUANUNI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,6,5,7,1,2,1,2,0,0,2,2,0,0,0,0,12,19,31
HUARINA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,7
HUATAJATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3
HUMANATA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ICHOCA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ICLA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
INCAHUASI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,4,6,6,5,0,0,0,0,1,0,0,0,0,0,0,0,11,11,22
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,4
INQUISIVI,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,11
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,4,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,12,8,20
IXIAMAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,3,1,4,1,0,2,0,0,0,3,0,0,0,0,0,10,7,17
JESUS DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,4,7,1,2,0,0,1,0,0,0,0,0,0,0,0,0,6,9,15
LA ASUNTA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,18,20,0,2,2,6,1,0,0,1,0,0,0,0,0,0,21,29,50
LA GUARDIA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,67,53,12,16,15,5,17,19,1,6,8,9,0,1,7,6,127,115,242
LA PAZ,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,245,238,7,4,43,49,5,4,15,16,10,9,20,20,7,6,352,346,698
LA RIVERA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LAGUNILLAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
LAJA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,10,7,3,1,1,0,1,1,1,0,0,1,0,0,0,0,16,10,26
LAS CARRERAS,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
LICOMA PAMPA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
LLALLAGUA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,12,8,24,19,1,0,1,2,1,1,2,0,0,0,0,0,41,30,71
LLICA,vacunacion en menores  de 5 anos,pentavalente 4ta dosis,2024-04-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
