,group,variable,month,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS < A 1 AÑO - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 12 A 23 MESES - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 2 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 3 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - D,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,INFLUENZA ESTACIONAL (6 A 11 M) 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CAIROMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,13,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30
"CAIZA ""D""",vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
CAJUATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,7,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
CALACOTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
CALAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
CAMARGO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,18,10,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,43
CAPINOTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,14,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31
CAQUIAVIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
CARACOLLO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,18,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,40
CARANAVI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,25,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,49
CARAPARI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,8,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,26
CARIPUYO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CATACORA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHACARILLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CHALLAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,17,22,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50
CHAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15
CHARAGUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,22,13,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,62
CHAYANTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,27
CHIMORE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,21,16,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,48
CHIPAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHUA COCANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
CHUMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CKOCHAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CLIZA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,17,18,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,46
COBIJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,30,36,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,66,127
COCAPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,16,16,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,49
COCHABAMBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,449,468,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,489,958
COLCAPIRHUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,24,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,47
"COLCHA ""K""",vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,19
COLLANA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COLOMI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,25,26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,53
COLPA BELGICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
COLQUECHACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,20,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,41
COLQUENCHA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
COLQUIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,21
COMANCHE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
COMARAPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
CONCEPCION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,17,22,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,54
CORIPATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CORO CORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
COROICO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,11,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,26
CORQUE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
COTAGAITA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,7,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,29
COTOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,55,62,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,64,119
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,17,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,44
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CUEVO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CULPINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,12,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
CURVA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
DESAGUADERO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
EL ALTO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,427,360,135,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,506,1068
EL CHORO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EL PUENTE(STC),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
EL PUENTE(TJA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
EL TORNO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,38,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,37,76
EL VILLAR,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,14,13,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,41,44,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,95
ESCARA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ESCOMA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ESMERALDA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
EUCALIPTUS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EXALTACION,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
FILADELFIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,18,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38
GIA-TIM,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,14,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
GUANAY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
GUAQUI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
GUAYARAMERIN,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,34,27,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,64
GUTIERREZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,7,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,40
HUACARAJE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
HUACARETA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
HUACHACALLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUANUNI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,12,7,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,37
HUARINA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUATAJATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUAYLLAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
HUMANATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ICHOCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ICLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
INCAHUASI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
INQUISIVI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,11,13,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38
IXIAMAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
JESUS DE MACHACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
LA ASUNTA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,31,43,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,44,79
LA GUARDIA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,83,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,75,160
LA PAZ,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,367,361,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,367,743
LAGUNILLAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
LAJA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,13,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
LAS CARRERAS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
LICOMA PAMPA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LLALLAGUA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,22,14,53,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,63,138
LLICA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
LORETO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
LURIBAY,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
MACHACAMARCA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MACHARETI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
MAGDALENA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,11,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,32
MAIRANA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
MALLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPIRI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,11,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,24
MECAPACA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
MINEROS,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,5,22,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,33
MIZQUE,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,16,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,37
MOCOMOCO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
MOJOCOYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
MONTEAGUDO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,8,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23
MONTERO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,98,111,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,112,214
MOROCHATA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,6,3,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,27
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
OCURI,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,3,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
OKINAWA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
ORURO,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,208,192,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,202,416
PADCAYA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,8,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
PADILLA,vacunacion en menores  de 5 anos,influenza estacional (6 a 11 m) 1ra dosis,2024-06-01,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16
