,group,variable,month,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - D,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS < A 1 AÑO - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - D,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 12 A 23 MESES - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - D,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 2 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - D,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 3 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - D,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,PENTAVELENTE 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
PAMPA GRANDE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PAPEL PAMPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PASORAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,15,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
PAZÑA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
POCOATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,8,4,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,10,26
POCONA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
POJO (CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,7,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,17
POOPO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,4,10
PORCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
POROMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,6,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
PORONGO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PORTACHUELO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,6,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
PORVENIR,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
POSTRER VALLE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,163,168,10,18,2,4,2,1,2,1,1,0,3,2,1,2,2,0,3,4,189,200,389
PRESTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUCARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,16,10,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
PUERTO ACOSTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PUERTO CARABUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15
PUERTO RICO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO SILES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SUAREZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,44,52,14,9,0,1,4,3,0,1,3,6,0,0,0,1,0,0,0,1,65,74,139
PUNA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
PUNATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,13,13,10,9,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,1,26,27,53
QUIABAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
QUILLACOLLO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,50,57,53,40,5,6,6,3,4,2,3,6,0,2,2,0,2,1,1,0,126,117,243
QUIME,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
QUIRUSILLAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,6
RAVELO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
REYES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
RIBERALTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,74,70,6,8,3,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,86,82,168
ROBORE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,9,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,10,21
RURRENABAQUE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,19,15,2,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,23,21,44
SABAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
SACABA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,83,59,13,8,5,4,2,4,1,0,5,3,1,0,0,1,0,1,0,1,110,81,191
SACABAMBA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
SAIPINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAMAIPATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,10,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SAN AGUSTIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN ANDRES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,6,3,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8,10,18
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SAN BENITO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SAN BORJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,29,33,6,1,4,3,4,6,3,1,2,2,1,0,4,1,0,0,0,1,53,48,101
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN CARLOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN IGNACIO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,7,11,1,2,0,0,3,3,0,0,1,3,0,0,0,0,0,0,1,0,13,19,32
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,25,35,9,9,0,3,1,2,1,0,0,0,0,0,2,0,1,0,0,0,39,49,88
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,2,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,3,6,9
SAN JAVIER(STC),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
SAN JOAQUIN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,7,3,13,6,0,1,6,7,0,0,1,4,0,0,0,2,0,0,0,2,27,25,52
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAN JULIAN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,32,30,4,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,39,76
SAN LORENZO(PND),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SAN LUCAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,13,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39
SAN MATIAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,15,3,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,11,34
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,9,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,7,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,3,3,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,7,6,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SANTA ANA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,13,23
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,581,594,58,58,28,31,29,27,14,11,12,14,8,5,5,10,7,6,5,8,747,764,1511
SANTA ROSA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,10,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,7
SENA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,5,2,2,0,1,2,1,5,2,3,1,0,0,0,1,1,0,1,0,17,13,30
SHINAOTA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,15,17,3,1,0,3,2,3,0,1,0,0,0,0,2,0,1,0,2,2,25,27,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,8,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SICAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,27,30,4,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,34,37,71
SOPACHUY,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
SORACACHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,11
SORATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,8,5,6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,17,25
SUCRE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,149,151,4,2,2,1,2,0,1,4,0,1,0,1,1,0,0,0,0,1,159,161,320
TACACOMA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TACOPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
TAHUA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TAPACARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,10,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27
TARABUCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
TARACO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TARATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
TARIJA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,106,119,4,5,1,2,1,0,0,1,0,1,0,0,0,1,1,0,2,1,115,130,245
TARVITA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,2,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,17
TEOPONTE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,4,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
TIAHUANACU,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
TIPUANI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,6,5,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10,10,20
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,18,28,4,9,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,25,40,65
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,8,7,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,15,27
TOCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
TOLATA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,3,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,6,10
TOLEDO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOMAVE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
TOMINA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TORO TORO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,9,4,6,4,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,19,9,28
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRIGAL,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TRINIDAD,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,66,73,3,6,3,4,0,0,2,0,0,0,1,2,3,0,1,0,2,2,81,87,168
TUPIZA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,26,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,25,54
TURCO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
UMALA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
UNCIA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,9,13,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,33
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
URUBICHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
UYUNI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,12,14,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
VACAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
VIACHA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,26,19,7,12,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,35,33,68
VILA VILA,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
VILLA MONTES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,24,24,4,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,30,27,57
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,5,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,6,13
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,55,59,7,14,2,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,68,75,143
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
VILLAZON,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,19,25,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,26,51
VINTO,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,18,17,21,12,1,0,1,2,0,0,0,0,1,1,0,1,1,0,0,0,43,33,76
VITICHI,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,5
WARNES,vacunacion en menores  de 5 anos,pentavelente 3ra dosis,2024-03-01,79,59,2,3,5,2,0,1,3,0,2,1,0,1,0,0,0,0,0,0,91,67,158
