,group,variable,month,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - D,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS < A 1 AÑO - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - D,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 12 A 23 MESES - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - D,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 2 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - D,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 3 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - D,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,PENTAVALENTE 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
SAN PEDRO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,7,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,11,19
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,7,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,27
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,7,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SAN PEDRO(PND),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN RAMON SCZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
SANTA ANA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,16,22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1096,1099,56,61,1,4,2,2,2,2,3,4,2,0,5,5,3,3,3,4,1173,1184,2357
SANTA ROSA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,10
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,9,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAPAHAQUI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SENA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,10,9,6,5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18,15,33
SHINAOTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,28,31,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,62
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SICAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,37,34,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,39,40,79
SOPACHUY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SORACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,14
SORATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,8,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
SUCRE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,208,170,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212,174,386
TACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TACACOMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
TACOBAMBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
TACOPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,6,2,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,11,15
TAPACARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,7,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27
TARABUCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TARACO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TARATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
TARIJA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,125,135,7,7,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,137,143,280
TARVITA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
TEOPONTE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
TIAHUANACU,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
TINGUIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
TIPUANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
TIQUIPAYA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,29,26,13,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44,31,75
TIRAQUE (CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18
TOCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
TOLATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
TOLEDO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,2,7
TOMAVE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
TOMINA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
TORO TORO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
TOTORA(CBBA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,8,5,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
TOTORA(ORR),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
TRIGAL,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
TRINIDAD,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,93,73,5,7,1,1,0,1,2,1,0,1,0,0,0,0,1,0,0,0,102,84,186
TUPIZA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,24,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,53
TURCO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
UMALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
UNCIA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,10,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,31
URIONDO (A. CONCEPCION),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13
URUBICHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
UYUNI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,22,25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,51
VACAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
VALLEGRANDE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21
VIACHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,48,51,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52,52,104
VILA VILA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
VILLA CHARCAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,19
VILLA MONTES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,28,28,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,32,70
VILLA NUEVA (LOMA ALTA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
VILLA RIVERO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
VILLA SERRANO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
VILLA TUNARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,79,65,3,9,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,84,77,161
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
VILLAZON,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,25,14,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,17,44
VINTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,27,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,35,73
VITICHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
WALDO BALLIVIAN,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,113,104,7,2,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,125,109,234
YACO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
YACUIBA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,54,51,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,58,117
YAMPARAEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
YANACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
YAPACANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,19,24,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,55,98
YOCALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
YOTALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YUNCHARA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ZUDAÑEZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-04-01,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
ACACIO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ACHACACHI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,16,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
ACHOCALLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,15,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32
AIQUILE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,11,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,23
ALALAY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ALCALA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ALTO BENI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,3,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,12
ANCORAIMES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
ANDAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANTEQUERA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
ANZALDO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
APOLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,12,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32
ARAMPAMPA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ARANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
ARBIETO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,13,14,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36
ARQUE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,12
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,27,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,22,52
ATOCHA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,6,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
AUCAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
AYATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
AYO AYO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,8,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27
AZURDUY,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
BATALLAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
BAURES,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
BELEN DE URMIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BELLA FLOR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BERMEJO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,29,17,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,19,49
BETANZOS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,9,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
BOLIVAR,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BOLPEBRA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BOYUIBE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
BUENA VISTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,9,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15
CABEZAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,14,7,6,4,0,0,1,0,2,1,2,8,0,0,2,0,0,0,0,0,27,20,47
CAIROMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
"CAIZA ""D""",vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
CAJUATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
CALACOTO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CALAMARCA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,12
CAMARGO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CAMIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,17,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,32
CAPINOTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,10,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,15,25
CAQUIAVIRI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7
CARACOLLO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
CARANAVI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,26,37,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,69
CARAPARI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13
CARIPUYO,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,8,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
CHACARILLA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHALLAPATA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,15,14,3,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,21,41
CHAQUI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CHARAGUA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,14,10,29,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,80
CHAYANTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,5,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
CHIMORE,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,23,16,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,18,44
CHOQUE COTA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,10,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,8,20
CHUMA,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
CKOCHAS,vacunacion en menores  de 5 anos,pentavalente 1ra dosis,2024-05-01,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
