,group,variable,month,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - D,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS < A 1 AÑO - F,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - D,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 12 A 23 MESES - F,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - D,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 2 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - D,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 3 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - D,SRP 1RA DOSIS 4 AÑOS - F,SRP 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
CHARAGUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,5,9,47,43,2,0,4,1,0,0,0,0,0,1,0,2,58,56,114
CHARAÑA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CHAYANTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,4,8
CHIMORE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,16,24,1,3,1,0,1,0,1,1,0,0,0,1,0,0,20,29,49
CHOQUE COTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHUA COCANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,3,5,8
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,10,5,2,0,1,0,0,0,0,2,1,0,0,2,0,15,14,29
CHUMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
CKOCHAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CLIZA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,14,13,4,3,0,0,0,1,0,0,1,0,0,0,0,0,19,17,36
COBIJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,18,11,26,33,0,1,2,2,0,0,1,0,1,0,0,0,48,47,95
COCAPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,13,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,17,15,32
COCHABAMBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,405,362,26,22,16,19,4,4,6,3,2,5,8,6,4,8,471,429,900
COLCAPIRHUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,22,16,6,3,1,0,2,2,0,1,0,0,0,0,0,0,31,22,53
"COLCHA ""K""",vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,9,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,8,20
COLLANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLOMI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,21,9,9,9,0,1,2,1,0,2,0,2,1,0,2,1,35,25,60
COLPA BELGICA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
COLQUECHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,10,6,7,6,0,1,1,1,1,0,0,0,5,3,0,0,24,17,41
COLQUENCHA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
COLQUIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,10,12,2,0,0,0,0,0,0,0,0,1,0,1,0,20,12,32
COMANCHE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COMARAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
COMBAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CONCEPCION,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,11,16,4,3,0,0,0,0,1,2,0,1,0,0,1,0,17,22,39
CORIPATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,12,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,3,16
CORO CORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,5,6,11
COROICO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,14,6,5,3,1,1,0,1,0,1,0,0,0,0,0,0,20,12,32
CORQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
COTAGAITA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,5,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,7,8,15
COTOCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,50,36,12,8,0,3,2,0,1,0,0,0,1,0,0,0,66,47,113
CRUZ DE MACHACAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,12,17,8,11,0,0,0,0,0,0,0,0,0,0,0,0,20,28,48
CUEVO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CULPINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,12,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
CURVA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,6
DESAGUADERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,1,2,0,0,1,0,0,1,0,1,0,0,2,4,6,10,16
EL ALTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,395,382,307,282,56,56,101,112,45,29,91,107,42,32,100,104,1137,1104,2241
EL CHORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
EL PUENTE(TJA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
EL TORNO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,40,32,1,0,0,2,0,0,0,0,0,0,0,1,0,0,41,35,76
EL VILLAR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,10,18
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,27,26,10,18,0,1,1,1,0,0,0,1,0,0,0,0,38,47,85
ESCOMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
EUCALIPTUS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,5,3,8
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17
FILADELFIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,0,8,9,0,0,0,1,0,0,0,0,0,0,0,0,10,10,20
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,8,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9,9,18
GIA-TIM,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
GUANAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,5,6,9,12,0,0,2,1,0,0,0,0,0,0,1,1,17,20,37
GUAQUI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
GUAYARAMERIN,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,27,26,7,5,1,1,3,2,1,1,1,2,0,1,0,1,40,39,79
GUTIERREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,11,16,3,5,0,1,0,0,0,0,0,0,0,0,0,0,14,22,36
HUACARAJE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5
HUACARETA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4
HUACHACALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUANUNI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,8,5,4,4,0,1,0,0,1,0,0,0,0,0,0,0,13,10,23
HUARINA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
HUATAJATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUAYLLAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
HUMANATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,5,6
ICHOCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ICLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
INCAHUASI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,5,6,4,3,1,1,0,0,0,0,0,0,0,0,0,0,10,10,20
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INQUISIVI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,4,3,7,1,0,0,1,1,1,0,0,1,0,0,0,12,13,25
IXIAMAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,2,2,5,0,0,0,0,0,0,0,1,0,0,0,0,6,8,14
JESUS DE MACHACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,1,9,7,16
LA ASUNTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,25,24,3,2,0,0,0,0,0,0,0,0,1,0,0,0,29,26,55
LA GUARDIA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,83,91,5,1,1,2,2,0,0,1,0,0,1,2,0,0,92,97,189
LA PAZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,373,357,8,9,22,25,6,5,4,6,0,0,3,8,15,11,431,421,852
LAGUNILLAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
LAJA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
LAS CARRERAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
LICOMA PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,1,6
LLALLAGUA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,15,14,22,34,0,0,1,1,0,0,0,0,0,0,0,0,38,49,87
LLICA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
LORETO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,4,6,5,0,0,3,0,0,0,0,0,1,0,0,0,14,9,23
LURIBAY,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,12,15
MACHACAMARCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
MACHARETI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
MAGDALENA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,8,11,6,10,0,0,0,1,0,0,0,0,0,0,0,0,14,22,36
MAIRANA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
MALLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MAPIRI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,14,18,2,2,2,0,1,0,0,0,0,0,2,1,0,0,21,21,42
MECAPACA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,9,6,15
MINEROS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,9,15,2,3,2,1,0,0,1,0,0,0,1,0,0,0,15,19,34
MIZQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,10,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,15,7,22
MOCOMOCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8
MOJINETE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
MOJOCOYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,12,11,3,2,0,0,1,0,0,0,0,0,0,0,0,0,16,13,29
MONTERO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,62,63,8,23,1,1,3,0,0,0,0,0,0,0,0,2,74,89,163
MORO MORO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MOROCHATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,1,6,4,0,0,0,2,0,0,1,0,0,0,0,0,7,7,14
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
OCURI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,4,1,3,0,0,0,0,2,0,0,0,0,0,0,0,6,7,13
OKINAWA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,7,4,2,0,0,0,0,0,0,0,0,0,0,1,1,11,10,21
OMEREQUE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
ORURO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,209,217,49,43,8,4,15,9,7,7,11,9,5,5,13,23,317,317,634
PADCAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18
PADILLA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
PAILON,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,13,9,10,8,2,7,1,2,2,1,0,0,0,0,3,1,31,28,59
PALCA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,10,6,9,10,2,0,0,0,1,0,0,1,0,0,0,1,22,18,40
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
PASORAPA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PATACAMAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17
PAZÑA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
PELECHUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
POCOATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
POCONA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
POJO (CBBA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16
POOPO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PORCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,10,10,14,5,0,0,0,0,2,1,0,0,0,0,0,0,26,16,42
POROMA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,11,9,20
PORONGO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
PORTACHUELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,14,9,2,1,0,0,1,0,0,0,0,0,0,1,0,0,17,11,28
PORVENIR,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,4,3,7
POSTRER VALLE,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
POTOSI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,159,152,14,15,4,4,3,0,3,4,0,2,0,4,3,0,186,181,367
PRESTO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUCARA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,12,19,7,3,0,0,0,0,0,0,0,0,1,0,0,0,20,22,42
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,10,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,12,24
PUERTO RICO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,0,4,2,0,0,0,1,0,0,0,0,0,0,0,1,5,4,9
PUERTO SILES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,18,11,10,2,0,0,0,0,1,0,0,0,0,0,0,0,29,13,42
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,35,35,19,27,1,3,5,5,0,0,2,0,0,0,0,0,62,70,132
PUNA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,6,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19
PUNATA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,7,8,13,20,0,1,0,0,0,0,1,0,0,0,0,2,21,31,52
QUIABAYA,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,58,58,59,59,3,1,7,2,1,1,5,1,1,1,4,3,138,126,264
QUIME,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
RAVELO,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,2,2,8,3,0,0,0,0,0,0,1,0,0,0,0,0,11,5,16
REYES,vacunacion en menores  de 5 anos,srp 1ra dosis,2024-03-01,0,0,0,0,8,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,9,18
