,group,variable,month,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - D,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS < A 1 AÑO - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - D,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 12 A 23 MESES - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 2 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 3 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - D,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,ANTINEUMOCOCICA 1RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
AIQUILE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,10,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
ALALAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ALCALA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
ALTO BENI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
ANCORAIMES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
ANDAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ANTEQUERA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
ANZALDO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
APOLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,12,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25
ARAMPAMPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
ARANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
ARBIETO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
ARQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,20
ASCENCION DE GUARAYOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,19,29,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,53
ATOCHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
AUCAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
AYATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11
AYO AYO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,11,8,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36
AZURDUY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BATALLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
BAURES,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
BELLA FLOR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
BERMEJO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,29
BETANZOS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,13,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,32
BOLIVAR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
BOYUIBE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
BUENA VISTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
CABEZAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,13,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,41
CAIROMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
"CAIZA ""D""",vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
CAJUATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,13,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,27
CALACOTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
CALAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,10
CAMARGO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17
CAMATAQUI (C. VILLA ABECIA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,14,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
CAPINOTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,10,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
CAQUIAVIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
CARACOLLO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,26
CARANAVI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,24,24,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,53
CARAPARI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
CARIPUYO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CARMEN RIVERO TORREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
CATACORA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHACARILLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHALLAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,10,14,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,33
CHAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
CHARAGUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,14,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,66
CHARAÑA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CHAYANTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
CHIMORE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,15,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
CHIPAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHUA COCANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CHUMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CKOCHAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CLIZA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,23
COBIJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,25,28,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,46,81
COCAPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,28
COCHABAMBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,433,413,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,416,856
COLCAPIRHUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,19,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,46
"COLCHA ""K""",vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12
COLLANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COLOMI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21
COLPA BELGICA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
COLQUECHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,22
COLQUENCHA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
COLQUIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,13,7,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,40
COMANCHE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COMARAPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
COMBAYA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,25,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,47
CORIPATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17
CORO CORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
COROICO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
CORQUE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
COTAGAITA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18
COTOCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,60,62,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,65,129
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,14,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUEVO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
CULPINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CURVA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
DESAGUADERO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
EL ALTO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,518,441,184,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,652,1354
EL CHORO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
EL TORNO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,56
EL VILLAR,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,40,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31,74
ESCOMA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
EUCALIPTUS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
EXALTACION,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
FILADELFIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,22
GIA-TIM,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
GUANAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,6,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,25
GUAQUI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
GUAYARAMERIN,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,32,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,60
GUTIERREZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,10,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
HUACARAJE,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
HUACARETA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
HUANUNI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
HUARINA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
HUATAJATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
HUMANATA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
ICHOCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
ICLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
INCAHUASI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INQUISIVI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,16
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16
IXIAMAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,4,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
LA ASUNTA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,37,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,60
LA GUARDIA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,100,82,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,84,187
LA PAZ,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,361,346,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,371,758
LA RIVERA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LAGUNILLAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
LAJA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,9,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25
LAS CARRERAS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LICOMA PAMPA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LLALLAGUA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,14,14,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46,80
LLICA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
LORETO,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
LURIBAY,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
MACHACAMARCA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MACHARETI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9
MAGDALENA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
MAIRANA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
MALLA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17
MECAPACA,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
MINEROS,vacunacion en menores  de 5 anos,antineumococica 1ra dosis,2024-03-01,17,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
