,group,variable,month,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - D,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS < A 1 AÑO - F,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - D,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 12 A 23 MESES - F,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - D,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 2 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - D,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 3 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - D,SRP 2DA DOSIS 4 AÑOS - F,SRP 2DA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
ICHOCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ICLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
INCAHUASI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,8,12,7,2,0,0,0,0,0,0,0,0,1,0,0,26,16,42
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,5,7
INQUISIVI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,5,9
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,6,6,2,0,0,0,0,0,1,0,0,0,0,1,0,11,9,20
IXIAMAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,5,10
JESUS DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,7,10
LA ASUNTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,24,31,3,1,1,1,0,0,1,1,0,0,3,5,0,0,32,39,71
LA GUARDIA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,140,127,5,7,5,7,1,6,1,2,2,0,2,2,5,2,161,153,314
LA PAZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,252,234,8,7,80,77,10,24,26,16,9,6,36,55,39,44,460,463,923
LA RIVERA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5
LAGUNILLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
LAJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,16,8,24
LAS CARRERAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,2,8,0,0,2,0,0,0,1,0,0,0,0,1,9,14,23
LICOMA PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,4
LLALLAGUA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,13,23,25,0,0,2,3,1,0,8,0,0,0,0,0,46,41,87
LLICA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LORETO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,0,0,0,1,2,5,2,0,1,0,0,0,0,0,6,6,12
LURIBAY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,9
MACHACAMARCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,3,2,1,0,0,6,2,0,0,0,0,0,0,1,1,10,7,17
MACHARETI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,6,5,9,0,0,2,0,0,0,0,0,0,0,1,1,12,16,28
MAGDALENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,7,14
MAIRANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,8,1,0,0,1,1,1,1,0,0,0,0,0,0,0,11,10,21
MALLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MAPIRI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,11,4,2,1,0,2,1,0,0,0,0,0,0,0,0,21,14,35
MECAPACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,5,3,1,5,2,1,0,0,0,0,0,4,1,0,0,14,9,23
MINEROS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,27,24,11,4,0,0,1,4,0,0,1,0,0,0,0,1,40,33,73
MIZQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,6,5,1,0,1,0,0,0,0,0,0,1,0,0,0,14,8,22
MOCOMOCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,4,5,1,0,0,1,1,0,0,0,0,0,0,0,0,7,6,13
MOJOCOYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
MONTEAGUDO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,35,30,11,4,0,0,2,0,0,0,1,0,0,0,2,1,51,35,86
MONTERO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,52,66,15,15,3,6,8,6,0,0,1,1,1,2,7,4,87,100,187
MORO MORO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
MOROCHATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,4,8,8,11,19
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,6
OCURI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,3,4,7
OKINAWA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,20,9,9,8,0,3,1,2,0,0,0,0,1,0,0,0,31,22,53
OMEREQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
ORURO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,343,327,63,51,26,14,32,26,12,21,26,30,8,7,53,45,563,521,1084
PADCAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,6,19
PADILLA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,18,18,1,3,0,0,0,0,0,0,0,0,0,0,0,0,19,21,40
PAILON,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,14,12,11,2,1,7,1,1,1,2,0,1,2,3,5,42,35,77
PALCA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,8,3,3,0,1,1,0,1,0,0,0,1,1,1,0,19,13,32
PALOS BLANCOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,6,3,1,0,1,3,0,0,1,0,1,1,1,0,0,21,11,32
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,5
PAMPA GRANDE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,7,0,0,0,2,0,0,0,0,1,0,0,0,1,0,10,9,19
PAPEL PAMPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
PASORAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,10,0,3,2,0,0,0,0,0,0,0,1,0,0,0,17,13,30
PAZÑA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,3,6,7,2,0,0,1,0,0,0,0,0,0,1,0,13,11,24
PELECHUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,6,12
POCOATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,11,14,9,11,1,1,1,0,0,0,0,0,1,0,0,0,23,26,49
POCONA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,5,4,4,5,1,2,0,0,0,0,0,0,1,0,0,0,11,11,22
POJO (CBBA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,3,1,2,2,1,0,1,1,0,0,0,0,0,0,11,9,20
POOPO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,5,9,6,0,0,0,0,0,0,0,0,0,1,1,0,13,12,25
PORCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,18,18,3,4,0,0,0,1,4,4,0,0,0,0,1,0,26,27,53
POROMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,20,12,17,18,0,1,0,0,1,0,1,0,0,0,0,0,39,31,70
PORONGO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,9,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,12,3,15
PORTACHUELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,19,7,2,1,2,0,0,1,0,0,0,0,0,0,0,0,23,9,32
PORVENIR,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,4,5,9
POSTRER VALLE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
POTOSI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,123,125,9,9,22,12,5,5,11,13,2,10,10,4,15,15,197,193,390
PRESTO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
PUCARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUCARANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,11,4,6,0,1,1,1,0,0,1,0,0,0,0,0,20,19,39
PUERTO ACOSTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,3,2,0,0,3,1,0,0,0,2,0,0,0,0,6,5,11
PUERTO CARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11
PUERTO PEREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,9,1,2,0,0,2,0,1,1,0,0,1,3,2,0,15,15,30
PUERTO SILES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,20,9,5,6,0,0,0,0,0,0,0,2,0,3,1,1,26,21,47
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,36,37,19,20,5,4,21,15,3,2,1,5,1,0,5,3,91,86,177
PUNA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,7,6,8,7,1,0,2,1,0,0,0,0,0,1,3,0,21,15,36
PUNATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,12,9,16,2,1,7,3,1,1,1,3,0,1,2,2,36,39,75
QUIABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6
QUILLACOLLO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,42,53,71,55,5,9,19,18,4,5,5,7,4,7,14,27,164,181,345
QUIME,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7
QUIRUSILLAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,7
RAVELO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
REYES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
RIBERALTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,43,53,1,2,9,7,11,4,1,0,7,4,8,2,33,43,113,115,228
ROBORE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,26,24,0,0,0,1,1,0,0,0,0,0,1,1,1,2,29,28,57
RURRENABAQUE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,15,11,4,2,0,1,0,0,0,2,0,0,0,0,0,0,19,16,35
SABAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,1,0,1,1,1,3,1,0,1,1,1,1,0,3,6,12,12,24
SACABA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,101,106,45,55,12,6,25,21,3,4,19,15,4,2,13,12,222,221,443
SACABAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SACACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,10,4,0,0,2,3,0,0,1,0,2,0,0,0,19,12,31
SAIPINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,4
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,7,6,11,0,0,0,0,0,0,1,0,0,0,0,3,13,21,34
SAMAIPATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,10,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,9,20
SAN ANDRES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,4,5,1,1,3,1,0,1,0,1,0,0,1,0,0,13,9,22
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SAN BENITO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,8,0,3,2,1,0,0,1,0,0,0,0,0,0,0,9,12,21
SAN BORJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,23,21,10,4,4,8,3,4,0,0,2,11,1,1,0,2,43,51,94
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,6,8
SAN CARLOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,6,3,3,2,4,0,1,1,2,0,0,2,2,0,0,14,18,32
SAN IGNACIO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,19,8,3,4,2,3,0,4,0,1,1,1,0,0,1,0,26,21,47
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,37,38,9,15,1,3,8,4,0,1,3,0,0,0,1,0,59,61,120
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,2,2,1,1,0,1,0,0,1,0,2,0,0,0,0,7,6,13
SAN JAVIER(STC),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,17,10,0,2,0,0,0,0,0,0,0,0,7,3,0,0,24,15,39
SAN JOAQUIN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,4,2,6
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,7,5,10,6,1,1,2,4,0,0,2,2,1,1,0,1,23,20,43
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,3,5,3,0,0,2,1,0,0,0,0,0,0,0,0,8,7,15
SAN JULIAN,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,29,21,6,3,0,4,0,1,0,3,0,2,2,1,3,2,40,37,77
SAN LORENZO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,3,1,1,1,2,1,2,1,1,1,0,1,3,2,1,12,13,25
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,10,13,2,1,2,0,1,0,0,0,0,0,1,0,2,1,18,15,33
SAN LUCAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,51,41,23,35,2,1,0,1,0,1,0,0,0,0,2,0,78,79,157
SAN MATIAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,0,2,2,2,0,0,0,0,1,0,3,1,0,0,10,10,20
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,18,11,13,10,0,1,0,1,0,0,0,0,0,0,0,0,31,23,54
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,5
SAN PEDRO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,8,2,1,0,1,0,3,0,0,0,0,0,0,0,0,6,13,19
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,8,7,7,16,1,0,1,0,0,0,2,1,0,0,0,0,19,24,43
SAN PEDRO DE CURAHUARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,7,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,14,4,18
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO(PND),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,14,2,12,11,3,0,3,6,0,0,1,3,0,0,1,3,34,25,59
SAN RAMON BENI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11
SAN RAMON SCZ,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTA ANA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,4,0,0,1,3,0,0,0,0,0,0,1,0,5,4,9,11,20
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,733,711,96,103,106,90,62,71,35,32,47,47,90,85,105,117,1274,1256,2530
SANTA ROSA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,1,0,0,1,2,0,0,1,0,0,0,0,2,2,2,7,7,14
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,16
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,6,6
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,6,13,5,0,2,0,0,0,0,0,0,0,0,0,0,17,13,30
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,7
SANTIVAÑES,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,4,1,0,0,1,0,1,0,0,1,0,0,0,0,7,4,11
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,1,0,4,7,5,12
SAPAHAQUI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,4,9
SENA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,12,2,2,1,4,4,2,0,0,5,9,2,6,9,9,29,44,73
SHINAOTA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,13,19,15,13,1,2,2,1,1,0,2,2,1,2,2,5,37,44,81
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,7,0,0,0,2,0,0,1,0,0,0,2,0,0,0,9,9,18
SICAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,4
SIPE SIPE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,37,32,9,9,3,4,5,3,4,1,0,3,6,1,2,2,66,55,121
SOPACHUY,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,7,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
SORACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,12,23,6,4,0,0,0,0,1,1,0,0,0,1,0,0,19,29,48
SORATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,7,6,13
SUCRE,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,431,427,18,22,19,11,11,5,7,3,6,3,4,6,7,11,503,488,991
TACACHI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3
TACACOMA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
TACOBAMBA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACOPAYA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,8,6,14
TAPACARI,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,6,6,12,7,0,0,1,1,0,0,1,0,2,1,1,4,23,19,42
TARABUCO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12
TARACO,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,4,7
TARATA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,1,4,1,1,0,1,0,1,0,0,0,0,0,2,6,14,20
TARIJA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,110,94,14,16,8,9,5,5,5,7,9,11,11,4,12,21,174,167,341
TARVITA,vacunacion en menores  de 5 anos,srp 2da dosis,2024-03-01,0,0,0,0,4,5,2,7,0,0,0,0,0,0,0,1,0,0,0,0,6,13,19
