,group,variable,month,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 3RA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4
ICHOCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,5
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,8,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,20
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,34,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,32,67
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,55,52,2,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,60,56,116
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,309,301,33,30,18,14,2,0,7,9,0,0,1,1,0,0,1,1,3,1,374,357,731
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,6,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,7,18
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,17,14,25,28,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43,43,86
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,4,8
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,10
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,11
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,12,12,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,1,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,7,5,12
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,12,6,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,18,15,33
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,10
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,50,64,8,6,4,0,2,3,1,0,0,1,0,0,1,1,0,0,2,0,68,75,143
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,3,6,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,7,15
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,144,118,11,16,5,4,2,3,2,4,5,2,1,2,2,1,0,1,1,3,173,154,327
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,12,6,8,1,0,0,0,1,0,2,0,0,0,1,2,0,0,0,1,17,23,40
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,13,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,13,23
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,30
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,33
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,4,8,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,10,26
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,3,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,17
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,4,10
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
POSTRER VALLE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,164,168,10,18,2,4,3,1,2,1,1,0,7,3,1,2,9,2,3,4,202,203,405
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,16,10,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,18,43
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
PUERTO PEREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,16
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,44,52,14,9,0,1,4,3,0,1,3,6,0,0,0,1,0,0,0,1,65,74,139
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,13,13,10,9,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,1,26,27,53
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,50,57,53,40,5,6,6,3,4,2,3,6,0,2,2,0,2,1,1,0,126,117,243
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,10
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,6
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,74,70,6,8,4,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,86,83,169
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,10,21
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,19,15,2,4,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,23,21,44
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,83,59,13,8,5,4,2,4,1,0,5,3,1,0,0,1,0,1,0,1,110,81,191
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,23
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,10,4,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11,7,18
SAN AGUSTIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,6,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,9,17
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,28,33,6,1,4,3,2,9,3,0,0,2,1,0,4,1,0,0,0,1,48,50,98
SAN BUENA VENTURA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
SAN CARLOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,6,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
SAN IGNACIO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,11,3,2,0,0,4,3,1,0,1,3,0,0,1,0,0,0,1,0,18,19,37
SAN IGNACIO DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,25,35,9,9,0,1,1,2,1,0,0,0,0,0,2,0,1,0,0,0,39,47,86
SAN JAVIER(BNI),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,2,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,3,6,9
SAN JAVIER(STC),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
SAN JOAQUIN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,10
SAN JOSE DE CHIQUITOS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,3,13,6,0,1,6,7,0,0,1,4,0,0,0,2,0,0,0,2,27,25,52
SAN JUAN DE YAPACANI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10
SAN JULIAN,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,32,29,4,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,37,74
SAN LORENZO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SAN LORENZO(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
SAN LUCAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,13,15,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,39
SAN MATIAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,25
SAN MIGUEL DE VELASCO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,3,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,11,34
SAN PABLO DE LIPEZ,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
SAN PEDRO,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SAN PEDRO DE BUENA VISTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,44
SAN PEDRO DE MACHA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,7,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,21
SAN PEDRO DE TIQUINA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAN PEDRO(PND),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN RAFAEL,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,3,3,1,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,7,6,13
SAN RAMON BENI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
SANTA ANA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,13,23
SANTA CRUZ DE LA SIERRA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,581,593,58,58,34,37,29,27,10,11,12,14,10,4,5,10,6,5,5,8,750,767,1517
SANTA ROSA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,10,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21
SANTA ROSA DEL SARA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14
SANTIAGO DE CALLAPA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
SANTIAGO DE HUATA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,4
SANTIAGO DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
SANTUARIO DE QUILLACAS,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,7
SENA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,3,5,2,2,0,1,2,1,5,2,3,1,0,0,0,1,1,0,1,0,17,13,30
SHINAOTA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,15,17,3,1,0,3,2,3,0,1,0,0,0,0,2,0,1,0,2,2,25,27,52
SICA SICA (VILLA AROMA),vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,8,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
SICAYA,vacunacion en menores  de 5 anos,antipoliomelitica 3ra dosis,2024-03-01,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
