,group,variable,month,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - D,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS < A 1 AÑO - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - D,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 12 A 23 MESES - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 2 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 3 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - D,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,ANTIPOLIOMELITICA 5TA DOSIS 4 AÑOS - F,TOTALES,TOTALES,TOTALES
COROICO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,6,12,14,26
CORQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,7,2,9
COTAGAITA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,2,5,15,20
COTOCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,61,51,85,69,154
CUATRO CAÑADAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,11,12,23,35
CUCHUMUELA (V. G. VILLARROEL),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
CUEVO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,4,1,5
CULPINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,1,3,10,9,19
CURAHUARA DE CARANGAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,4,4,8
CURVA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
DESAGUADERO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,4,3,7
EL ALTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161,405,358,566,519,1085
EL CHORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
EL PUENTE(STC),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,6,19,10,29
EL PUENTE(TJA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,5,8
EL TORNO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,31,4,3,51,34,85
EL VILLAR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,5,6
ENTRE RIOS TRJ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,4,3,14,18,32
ENTRE RIOS CBBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,24,29,32,39,71
ESCOMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,3,6
EUCALIPTUS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
EUREKA (SANTOS MERCADO),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
FERNANDEZ ALONSO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,8,5,13
FILADELFIA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,9,4,13
GAIOC JATUN AYLLU YURA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,4,5
GENERAL SAAVEDRA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,4
GIA-TIM,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,4,7,11
GUANAY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,8,9,9,18
GUAQUI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,2,6
GUAYARAMERIN,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,27,25,51,47,98
GUTIERREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,5,8,13
HUACARAJE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HUACARETA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,6,7,8,15
HUACAYA (VILLA DE HUACAYA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,5,3,8
HUACHACALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
HUANUNI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9,13,12,14,26
HUARINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,5,4,9
HUATAJATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
HUAYLLAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
HUMANATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ICLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,4,1,5
INCAHUASI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,8,8,16
INGAVI (HUMAITA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3
INQUISIVI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
IRUPANA (VILLA DE LANZA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,8,8,13,21
IXIAMAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,4,6,10
JESUS DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,3,8,11
LA ASUNTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,9,6,26,21,47
LA GUARDIA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,53,39,97,88,185
LA PAZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,134,80,105,243,239,482
LAGUNILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,5,3,8
LAJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,5,4,7,11
LAS CARRERAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,4,6
LICOMA PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,5,6
LLALLAGUA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,19,17,23,22,45
LLICA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,6,2,8
LORETO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,5,8
LURIBAY,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,2,8,9,17
MACHACAMARCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,6,3,9
MACHARETI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,4,8
MAGDALENA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,6,6,12
MAIRANA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,8,6,14
MALLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
MAPIRI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,6,9,9,18
MECAPACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,6,4,10
MINEROS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,17,9,27,29,56
MIZQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,12,10,19,29
MOCOMOCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,8,4,12
MOJOCOYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,5,2,7
MONTEAGUDO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,6,7,19,19,38
MONTERO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,33,33,54,55,109
MORO MORO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOROCHATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,8,6,14
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,4,2,6
NAZACARA DE PACAJES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
OCURI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,5
OKINAWA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,6,2,8
OMEREQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,8
ORURO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,78,122,123,199,201,400
PADCAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,3,6,10,16
PADILLA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,2,10,6,16
PAILON,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,26,23,38,35,73
PALCA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,11,20,18,38
PALOS BLANCOS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,11,19,19,32,51
PAMPA AULLAGAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
PAMPA GRANDE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,8,5,13
PAPEL PAMPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
PASORAPA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PATACAMAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,18,11,23,13,36
PAZÑA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,5
PELECHUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,6,5,11
POCOATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,8,12,13,25
POCONA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,4,3,7
POJO (CBBA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,9,7,11,13,24
POOPO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PORCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,6,7,13
POROMA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,3,6
PORONGO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,6,6,12
PORTACHUELO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,6,14,18,32
PORVENIR,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,6,5,11
POSTRER VALLE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POTOSI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,78,137,127,223,205,428
PRESTO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,4,6,10
PUCARA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
PUCARANI,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,16,21,22,35,57
PUERTO ACOSTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,8,1,9
PUERTO CARABUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,6,5,11
PUERTO GONZALO MORENO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,10,6,16
PUERTO QUIJARRO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,4,19,9,28
PUERTO RICO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,6,7,6,13
PUERTO SILES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6
PUERTO SUAREZ,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,17,15,33,30,63
PUERTO VILLARROEL,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,25,18,42,38,80
PUNA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,10,10,17,27
PUNATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,13,8,24,17,41
QUIABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,4,2,6
QUILLACOLLO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,53,47,79,70,149
QUIME,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6
QUIRUSILLAS,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
RAQAYPAMPA(ETA),vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,6,7,13
RAVELO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,9,14,10,24
REYES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,4,8,5,13
RIBERALTA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,6,5,17,32,49
ROBORE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,15,11,17,18,35
RURRENABAQUE,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,4,12,15,27
SABAYA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
SACABA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,37,27,80,70,150
SACABAMBA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,3
SACACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,5,4,10,14
SAIPINA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,5,6,11
SALINAS DE GARCI MENDOZA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,7,8,15
SAMAIPATA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,6,13,19
SAN ANDRES,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,7,13,10,23
SAN ANDRES DE MACHACA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
SAN ANTONIO DE ESMORUCO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,4,4,8
SAN BENITO,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,8,8,16
SAN BORJA,vacunacion en menores  de 5 anos,antipoliomelitica 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,26,24,47,40,87
