municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,3,7,3,10
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,7,5,7,12
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,86,135,86,135,221
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,274,321,274,321,595
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
REYES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,75,79,75,79,154
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,12,14,12,14,26
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,21,16,21,16,37
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,56,52,56,52,108
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,85,89,85,89,174
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,1,8,1,9
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,1,3,1,4
SAN ANDRES DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,11,5,11,16
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,3,2,3,5
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,12,6,12,18
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,55,89,55,89,144
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,4,2,4,6
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,10,7,10,7,17
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,24,55,24,55,79
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,14,32,14,32,46
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,19,20,19,20,39
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,9,7,9,16
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,25,30,25,30,55
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,22,14,22,14,36
SAN LORENZO(PND),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,15,5,15,20
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,19,47,19,47,66
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,34,55,34,55,89
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,4,8,4,12
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,17,13,17,13,30
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
SAN PEDRO DE CURAHUARA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,7,1,7,8
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,8,4,8,12
SAN RAFAEL,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,20,31,20,31,51
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,2,1,2,3
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,82,163,82,163,245
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3031,4749,3031,4749,7780
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,4,8,4,12
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,18,14,18,14,32
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,9,4,9,13
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,0,4,0,4
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,6,3,6,9
SICAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,14,6,14,20
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,4,2,4,6
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,3,4,3,7
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1360,1857,1360,1857,3217
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,5,2,5,7
TACACOMA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,0,4,0,4
TACOPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,1,2,1,3
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,3,1,3,4
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,19,43,19,43,62
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,4,1,4,5
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,2,0,2,0,2
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1436,1930,1436,1930,3366
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,3,1,3,4
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,4,6,4,10
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,0,1,0,1
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,10,5,10,15
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,8,8,8,16
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,7,6,7,13
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
TOLATA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,4,1,4,5
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,5,7,5,7,12
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,238,249,238,249,487
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,46,66,46,66,112
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,71,64,71,64,135
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,8,13,8,13,21
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,47,36,47,36,83
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,13,11,13,11,24
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,201,254,201,254,455
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,133,139,133,139,272
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,81,78,81,78,159
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,5,7,5,12
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,6,9,6,9,15
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,23,23,23,23,46
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,4,0,4,4
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,43,75,43,75,118
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,14,39,14,39,53
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,9,19,9,19,28
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,1,1,1,1,2
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,6,3,6,9
YACO,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,1,4,1,5
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,149,207,149,207,356
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,8,7,8,15
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,1,0,1,1
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,4,11,4,11,15
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,0,5,0,5,5
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,11,11,11,11,22
YUNCHARA,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,3,6,3,6,9
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2006-04-01,7,5,7,5,12
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,20,22,20,22,42
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,52,61,52,61,113
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,3,2,3,5
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,3,4,3,7
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
ANTEQUERA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
ANZALDO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,2,2,2,4
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,7,10,7,10,17
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,5,4,5,9
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,4,3,4,7
ARQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,1,0,1,1
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,35,68,35,68,103
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,4,1,4,5
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
AYO AYO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,1,3,1,4
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,1,0,1,1
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,2,1,2,3
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,7,1,7,8
BELEN DE URMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,1,0,1,1
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,52,53,52,53,105
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,40,88,40,88,128
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,6,3,6,3,9
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,37,21,37,21,58
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,0,2,0,2
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,11,3,11,3,14
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,3,2,3,5
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,4,1,4,5
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,6,0,6,0,6
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,2,2,2,4
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,12,24,12,24,36
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,2,3,2,5
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,48,53,48,53,101
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,9,9,9,9,18
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,4,4,4,8
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,9,13,9,13,22
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,25,24,25,24,49
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,21,12,21,12,33
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,7,4,7,4,11
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,1,0,1,1
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,15,4,15,19
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,11,4,11,15
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,16,7,16,7,23
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,6,8,6,8,14
CLIZA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,1,2,1,3
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,8,3,8,3,11
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,5485,6881,5485,6881,12366
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,85,84,85,84,169
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,4,1,4,5
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,1,0,1,1
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,1,2,1,3
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,22,19,22,19,41
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,8,6,8,6,14
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,14,3,14,3,17
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,2,2,2,4
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,7,17,7,17,24
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,3,3,3,6
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,8,2,8,2,10
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,1,2,1,3
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,46,49,46,49,95
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,8,1,8,9
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,11,18,11,18,29
COTOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,38,34,38,34,72
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,1,3,1,4
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,2,3,2,5
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,5,4,5,4,9
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,719,723,719,723,1442
EL CHORO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,8,3,8,11
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,303,324,303,324,627
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,1,0,1,1
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,6,4,6,4,10
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,5,13,5,13,18
EXALTACION,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,1,4,1,5
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,2,0,2,2
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,1,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,4,1,4,5
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,212,222,212,222,434
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,5,2,5,2,7
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,8,13,8,13,21
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,191,187,191,187,378
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,6,7,6,7,13
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,2,3,2,5
ICHOCA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,0,2,0,2,2
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,1,1,1,2
INGAVI (HUMAITA),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,0,1,0,1
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,4,2,4,2,6
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,9,10,9,10,19
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,7,4,7,4,11
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,1,6,1,6,7
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,9485,13848,9485,13848,23333
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,2,6,2,6,8
LAS CARRERAS,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,3,5,3,5,8
LLALLAGUA,consulta externa,repetidas en personas de 60 anos o mas,2006-05-01,38,37,38,37,75
