municipality,group,variable,month,Pulpotomías,TOTAL
TOMINA,consultas odontologicas,pulpotomias,2007-04-01,97,97
TORO TORO,consultas odontologicas,pulpotomias,2007-04-01,40,40
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-04-01,34,34
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-04-01,5,5
TRIGAL,consultas odontologicas,pulpotomias,2007-04-01,12,12
TRINIDAD,consultas odontologicas,pulpotomias,2007-04-01,189,189
TUPIZA,consultas odontologicas,pulpotomias,2007-04-01,184,184
TURCO,consultas odontologicas,pulpotomias,2007-04-01,13,13
UMALA,consultas odontologicas,pulpotomias,2007-04-01,17,17
UNCIA,consultas odontologicas,pulpotomias,2007-04-01,89,89
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-04-01,115,115
URUBICHA,consultas odontologicas,pulpotomias,2007-04-01,16,16
UYUNI,consultas odontologicas,pulpotomias,2007-04-01,115,115
VACAS,consultas odontologicas,pulpotomias,2007-04-01,6,6
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-04-01,75,75
VIACHA,consultas odontologicas,pulpotomias,2007-04-01,156,156
VILLA MONTES,consultas odontologicas,pulpotomias,2007-04-01,175,175
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2007-04-01,28,28
VILLA RIVERO,consultas odontologicas,pulpotomias,2007-04-01,3,3
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-04-01,187,187
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-04-01,20,20
VILLAZON,consultas odontologicas,pulpotomias,2007-04-01,154,154
VINTO,consultas odontologicas,pulpotomias,2007-04-01,15,15
VITICHI,consultas odontologicas,pulpotomias,2007-04-01,15,15
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-04-01,17,17
WARNES,consultas odontologicas,pulpotomias,2007-04-01,58,58
YACO,consultas odontologicas,pulpotomias,2007-04-01,19,19
YACUIBA,consultas odontologicas,pulpotomias,2007-04-01,166,166
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-04-01,34,34
YANACACHI,consultas odontologicas,pulpotomias,2007-04-01,8,8
YAPACANI,consultas odontologicas,pulpotomias,2007-04-01,51,51
YOCALLA,consultas odontologicas,pulpotomias,2007-04-01,13,13
YOTALA,consultas odontologicas,pulpotomias,2007-04-01,32,32
YUNCHARA,consultas odontologicas,pulpotomias,2007-04-01,5,5
ZUDAÑEZ,consultas odontologicas,pulpotomias,2007-04-01,20,20
ACACIO,consultas odontologicas,pulpotomias,2007-05-01,8,8
ACHACACHI,consultas odontologicas,pulpotomias,2007-05-01,175,175
ACHOCALLA,consultas odontologicas,pulpotomias,2007-05-01,37,37
AIQUILE,consultas odontologicas,pulpotomias,2007-05-01,41,41
ALCALA,consultas odontologicas,pulpotomias,2007-05-01,55,55
ANCORAIMES,consultas odontologicas,pulpotomias,2007-05-01,72,72
ANDAMARCA,consultas odontologicas,pulpotomias,2007-05-01,11,11
ANTEQUERA,consultas odontologicas,pulpotomias,2007-05-01,19,19
ANZALDO,consultas odontologicas,pulpotomias,2007-05-01,17,17
APOLO,consultas odontologicas,pulpotomias,2007-05-01,46,46
ARAMPAMPA,consultas odontologicas,pulpotomias,2007-05-01,19,19
ARBIETO,consultas odontologicas,pulpotomias,2007-05-01,6,6
ARQUE,consultas odontologicas,pulpotomias,2007-05-01,33,33
ASCENCION DE GUARAYOS,consultas odontologicas,pulpotomias,2007-05-01,97,97
ATOCHA,consultas odontologicas,pulpotomias,2007-05-01,262,262
AYATA,consultas odontologicas,pulpotomias,2007-05-01,45,45
AYO AYO,consultas odontologicas,pulpotomias,2007-05-01,43,43
AYOPAYA (V. DE INDEPENDENCIA),consultas odontologicas,pulpotomias,2007-05-01,110,110
AZURDUY,consultas odontologicas,pulpotomias,2007-05-01,45,45
BATALLAS,consultas odontologicas,pulpotomias,2007-05-01,55,55
BAURES,consultas odontologicas,pulpotomias,2007-05-01,34,34
BELEN DE URMIRI,consultas odontologicas,pulpotomias,2007-05-01,41,41
BELLA FLOR,consultas odontologicas,pulpotomias,2007-05-01,11,11
BERMEJO,consultas odontologicas,pulpotomias,2007-05-01,176,176
BETANZOS,consultas odontologicas,pulpotomias,2007-05-01,38,38
BOLIVAR,consultas odontologicas,pulpotomias,2007-05-01,43,43
BOLPEBRA,consultas odontologicas,pulpotomias,2007-05-01,13,13
BOYUIBE,consultas odontologicas,pulpotomias,2007-05-01,140,140
BUENA VISTA,consultas odontologicas,pulpotomias,2007-05-01,97,97
CABEZAS,consultas odontologicas,pulpotomias,2007-05-01,40,40
CAIROMA,consultas odontologicas,pulpotomias,2007-05-01,116,116
"CAIZA ""D""",consultas odontologicas,pulpotomias,2007-05-01,21,21
CAJUATA,consultas odontologicas,pulpotomias,2007-05-01,38,38
CALACOTO,consultas odontologicas,pulpotomias,2007-05-01,7,7
CALAMARCA,consultas odontologicas,pulpotomias,2007-05-01,63,63
CAMARGO,consultas odontologicas,pulpotomias,2007-05-01,83,83
CAMATAQUI (C. VILLA ABECIA),consultas odontologicas,pulpotomias,2007-05-01,19,19
CAMIRI,consultas odontologicas,pulpotomias,2007-05-01,183,183
CAPINOTA,consultas odontologicas,pulpotomias,2007-05-01,75,75
CAQUIAVIRI,consultas odontologicas,pulpotomias,2007-05-01,41,41
CARACOLLO,consultas odontologicas,pulpotomias,2007-05-01,81,81
CARANAVI,consultas odontologicas,pulpotomias,2007-05-01,198,198
CARAPARI,consultas odontologicas,pulpotomias,2007-05-01,85,85
CARIPUYO,consultas odontologicas,pulpotomias,2007-05-01,6,6
CATACORA,consultas odontologicas,pulpotomias,2007-05-01,39,39
CHALLAPATA,consultas odontologicas,pulpotomias,2007-05-01,175,175
CHAQUI,consultas odontologicas,pulpotomias,2007-05-01,25,25
CHARAGUA,consultas odontologicas,pulpotomias,2007-05-01,157,157
CHARAÑA,consultas odontologicas,pulpotomias,2007-05-01,63,63
CHAYANTA,consultas odontologicas,pulpotomias,2007-05-01,64,64
CHIMORE,consultas odontologicas,pulpotomias,2007-05-01,32,32
CHULUMANI (V. DE LA LIBERTAD),consultas odontologicas,pulpotomias,2007-05-01,54,54
CHUMA,consultas odontologicas,pulpotomias,2007-05-01,136,136
CLIZA,consultas odontologicas,pulpotomias,2007-05-01,40,40
COBIJA,consultas odontologicas,pulpotomias,2007-05-01,142,142
COCHABAMBA,consultas odontologicas,pulpotomias,2007-05-01,2286,2286
COLCAPIRHUA,consultas odontologicas,pulpotomias,2007-05-01,48,48
"COLCHA ""K""",consultas odontologicas,pulpotomias,2007-05-01,11,11
COLLANA,consultas odontologicas,pulpotomias,2007-05-01,34,34
COLOMI,consultas odontologicas,pulpotomias,2007-05-01,61,61
COLPA BELGICA,consultas odontologicas,pulpotomias,2007-05-01,27,27
COLQUECHACA,consultas odontologicas,pulpotomias,2007-05-01,59,59
COLQUENCHA,consultas odontologicas,pulpotomias,2007-05-01,47,47
COLQUIRI,consultas odontologicas,pulpotomias,2007-05-01,53,53
COMARAPA,consultas odontologicas,pulpotomias,2007-05-01,82,82
CONCEPCION,consultas odontologicas,pulpotomias,2007-05-01,9,9
COPACABANA,consultas odontologicas,pulpotomias,2007-05-01,59,59
CORIPATA,consultas odontologicas,pulpotomias,2007-05-01,56,56
CORO CORO,consultas odontologicas,pulpotomias,2007-05-01,19,19
COROICO,consultas odontologicas,pulpotomias,2007-05-01,123,123
CORQUE,consultas odontologicas,pulpotomias,2007-05-01,50,50
COTAGAITA,consultas odontologicas,pulpotomias,2007-05-01,111,111
COTOCA,consultas odontologicas,pulpotomias,2007-05-01,32,32
CUATRO CAÑADAS,consultas odontologicas,pulpotomias,2007-05-01,50,50
CUCHUMUELA (V. G. VILLARROEL),consultas odontologicas,pulpotomias,2007-05-01,8,8
CUEVO,consultas odontologicas,pulpotomias,2007-05-01,20,20
CULPINA,consultas odontologicas,pulpotomias,2007-05-01,78,78
CURAHUARA DE CARANGAS,consultas odontologicas,pulpotomias,2007-05-01,18,18
CURVA,consultas odontologicas,pulpotomias,2007-05-01,10,10
DESAGUADERO,consultas odontologicas,pulpotomias,2007-05-01,59,59
EL ALTO,consultas odontologicas,pulpotomias,2007-05-01,3685,3685
EL PUENTE(STC),consultas odontologicas,pulpotomias,2007-05-01,50,50
EL PUENTE(TJA),consultas odontologicas,pulpotomias,2007-05-01,150,150
EL TORNO,consultas odontologicas,pulpotomias,2007-05-01,72,72
EL VILLAR,consultas odontologicas,pulpotomias,2007-05-01,5,5
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-05-01,11,11
ENTRE RIOS,consultas odontologicas,pulpotomias,2007-05-01,99,99
EUCALIPTUS,consultas odontologicas,pulpotomias,2007-05-01,6,6
FERNANDEZ ALONSO,consultas odontologicas,pulpotomias,2007-05-01,40,40
FILADELFIA,consultas odontologicas,pulpotomias,2007-05-01,38,38
GENERAL SAAVEDRA,consultas odontologicas,pulpotomias,2007-05-01,41,41
GRAL. J.J. PEREZ (CHARAZANI),consultas odontologicas,pulpotomias,2007-05-01,51,51
GUANAY,consultas odontologicas,pulpotomias,2007-05-01,81,81
GUAQUI,consultas odontologicas,pulpotomias,2007-05-01,48,48
GUAYARAMERIN,consultas odontologicas,pulpotomias,2007-05-01,80,80
GUTIERREZ,consultas odontologicas,pulpotomias,2007-05-01,64,64
HUACARETA,consultas odontologicas,pulpotomias,2007-05-01,62,62
HUACAYA (VILLA DE HUACAYA),consultas odontologicas,pulpotomias,2007-05-01,21,21
HUACHACALLA,consultas odontologicas,pulpotomias,2007-05-01,11,11
HUANUNI,consultas odontologicas,pulpotomias,2007-05-01,124,124
HUARACAJE,consultas odontologicas,pulpotomias,2007-05-01,18,18
HUAYLLAMARCA,consultas odontologicas,pulpotomias,2007-05-01,12,12
ICHOCA,consultas odontologicas,pulpotomias,2007-05-01,10,10
ICLA,consultas odontologicas,pulpotomias,2007-05-01,14,14
INCAHUASI,consultas odontologicas,pulpotomias,2007-05-01,32,32
INQUISIVI,consultas odontologicas,pulpotomias,2007-05-01,177,177
IRUPANA (VILLA DE LANZA),consultas odontologicas,pulpotomias,2007-05-01,95,95
IXIAMAS,consultas odontologicas,pulpotomias,2007-05-01,54,54
JESUS DE MACHACA,consultas odontologicas,pulpotomias,2007-05-01,89,89
LA ASUNTA,consultas odontologicas,pulpotomias,2007-05-01,34,34
LA GUARDIA,consultas odontologicas,pulpotomias,2007-05-01,49,49
LA PAZ,consultas odontologicas,pulpotomias,2007-05-01,2939,2939
LAGUNILLAS,consultas odontologicas,pulpotomias,2007-05-01,73,73
LAJA,consultas odontologicas,pulpotomias,2007-05-01,96,96
LAS CARRERAS,consultas odontologicas,pulpotomias,2007-05-01,10,10
LICOMA PAMPA,consultas odontologicas,pulpotomias,2007-05-01,23,23
LLALLAGUA,consultas odontologicas,pulpotomias,2007-05-01,102,102
LLICA,consultas odontologicas,pulpotomias,2007-05-01,21,21
LURIBAY,consultas odontologicas,pulpotomias,2007-05-01,79,79
MACHACAMARCA,consultas odontologicas,pulpotomias,2007-05-01,17,17
MACHARETI,consultas odontologicas,pulpotomias,2007-05-01,15,15
MAGDALENA,consultas odontologicas,pulpotomias,2007-05-01,18,18
MAIRANA,consultas odontologicas,pulpotomias,2007-05-01,6,6
MALLA,consultas odontologicas,pulpotomias,2007-05-01,30,30
MAPIRI,consultas odontologicas,pulpotomias,2007-05-01,70,70
MECAPACA,consultas odontologicas,pulpotomias,2007-05-01,44,44
MINEROS,consultas odontologicas,pulpotomias,2007-05-01,29,29
MIZQUE,consultas odontologicas,pulpotomias,2007-05-01,35,35
MOCOMOCO,consultas odontologicas,pulpotomias,2007-05-01,109,109
MOJOCOYA,consultas odontologicas,pulpotomias,2007-05-01,39,39
MONTEAGUDO,consultas odontologicas,pulpotomias,2007-05-01,41,41
MONTERO,consultas odontologicas,pulpotomias,2007-05-01,263,263
MORO MORO,consultas odontologicas,pulpotomias,2007-05-01,5,5
MOROCHATA,consultas odontologicas,pulpotomias,2007-05-01,73,73
NUEVO MANOA (NUEVA ESPERANZA),consultas odontologicas,pulpotomias,2007-05-01,22,22
OKINAWA,consultas odontologicas,pulpotomias,2007-05-01,24,24
OMEREQUE,consultas odontologicas,pulpotomias,2007-05-01,16,16
ORURO,consultas odontologicas,pulpotomias,2007-05-01,1406,1406
PADCAYA,consultas odontologicas,pulpotomias,2007-05-01,93,93
PADILLA,consultas odontologicas,pulpotomias,2007-05-01,103,103
PAILON,consultas odontologicas,pulpotomias,2007-05-01,30,30
PALCA,consultas odontologicas,pulpotomias,2007-05-01,105,105
PALOS BLANCOS,consultas odontologicas,pulpotomias,2007-05-01,135,135
PAMPA AULLAGAS,consultas odontologicas,pulpotomias,2007-05-01,61,61
PASORAPA,consultas odontologicas,pulpotomias,2007-05-01,13,13
PAZÑA,consultas odontologicas,pulpotomias,2007-05-01,67,67
PELECHUCO,consultas odontologicas,pulpotomias,2007-05-01,21,21
POCOATA,consultas odontologicas,pulpotomias,2007-05-01,20,20
POJO (CBBA),consultas odontologicas,pulpotomias,2007-05-01,26,26
POOPO,consultas odontologicas,pulpotomias,2007-05-01,54,54
PORCO,consultas odontologicas,pulpotomias,2007-05-01,18,18
POROMA,consultas odontologicas,pulpotomias,2007-05-01,163,163
PORONGO,consultas odontologicas,pulpotomias,2007-05-01,11,11
PORTACHUELO,consultas odontologicas,pulpotomias,2007-05-01,87,87
PORVENIR,consultas odontologicas,pulpotomias,2007-05-01,27,27
POSTRER VALLE,consultas odontologicas,pulpotomias,2007-05-01,33,33
POTOSI,consultas odontologicas,pulpotomias,2007-05-01,518,518
PRESTO,consultas odontologicas,pulpotomias,2007-05-01,62,62
PUCARANI,consultas odontologicas,pulpotomias,2007-05-01,179,179
PUERTO ACOSTA,consultas odontologicas,pulpotomias,2007-05-01,205,205
PUERTO CARABUCO,consultas odontologicas,pulpotomias,2007-05-01,98,98
PUERTO GONZALO MORENO,consultas odontologicas,pulpotomias,2007-05-01,12,12
PUERTO PEREZ,consultas odontologicas,pulpotomias,2007-05-01,8,8
PUERTO QUIJARRO,consultas odontologicas,pulpotomias,2007-05-01,190,190
PUERTO RICO,consultas odontologicas,pulpotomias,2007-05-01,48,48
PUERTO SUAREZ,consultas odontologicas,pulpotomias,2007-05-01,66,66
PUERTO VILLARROEL,consultas odontologicas,pulpotomias,2007-05-01,85,85
PUNA,consultas odontologicas,pulpotomias,2007-05-01,117,117
PUNATA,consultas odontologicas,pulpotomias,2007-05-01,53,53
QUIABAYA,consultas odontologicas,pulpotomias,2007-05-01,56,56
QUILLACOLLO,consultas odontologicas,pulpotomias,2007-05-01,217,217
QUIME,consultas odontologicas,pulpotomias,2007-05-01,181,181
QUIRUSILLAS,consultas odontologicas,pulpotomias,2007-05-01,6,6
RAVELO,consultas odontologicas,pulpotomias,2007-05-01,49,49
REYES,consultas odontologicas,pulpotomias,2007-05-01,36,36
RIBERALTA,consultas odontologicas,pulpotomias,2007-05-01,171,171
ROBORE,consultas odontologicas,pulpotomias,2007-05-01,57,57
RURRENABAQUE,consultas odontologicas,pulpotomias,2007-05-01,64,64
SABAYA,consultas odontologicas,pulpotomias,2007-05-01,20,20
SACABA,consultas odontologicas,pulpotomias,2007-05-01,179,179
SACACA,consultas odontologicas,pulpotomias,2007-05-01,23,23
SAIPINA,consultas odontologicas,pulpotomias,2007-05-01,50,50
SALINAS DE GARCI MENDOZA,consultas odontologicas,pulpotomias,2007-05-01,26,26
SAMAIPATA,consultas odontologicas,pulpotomias,2007-05-01,23,23
SAN AGUSTIN,consultas odontologicas,pulpotomias,2007-05-01,19,19
SAN ANDRES DE MACHACA,consultas odontologicas,pulpotomias,2007-05-01,55,55
SAN ANTONIO DE LOMERIO,consultas odontologicas,pulpotomias,2007-05-01,34,34
SAN BENITO,consultas odontologicas,pulpotomias,2007-05-01,25,25
SAN BORJA,consultas odontologicas,pulpotomias,2007-05-01,280,280
SAN BUENA VENTURA,consultas odontologicas,pulpotomias,2007-05-01,32,32
SAN CARLOS,consultas odontologicas,pulpotomias,2007-05-01,44,44
SAN IGNACIO,consultas odontologicas,pulpotomias,2007-05-01,227,227
SAN IGNACIO DE VELASCO,consultas odontologicas,pulpotomias,2007-05-01,183,183
SAN JAVIER(STC),consultas odontologicas,pulpotomias,2007-05-01,232,232
SAN JOAQUIN,consultas odontologicas,pulpotomias,2007-05-01,14,14
SAN JOSE DE CHIQUITOS,consultas odontologicas,pulpotomias,2007-05-01,35,35
SAN JUAN DE YAPACANI,consultas odontologicas,pulpotomias,2007-05-01,17,17
SAN LORENZO(PND),consultas odontologicas,pulpotomias,2007-05-01,20,20
SAN LORENZO(TJA),consultas odontologicas,pulpotomias,2007-05-01,170,170
SAN LUCAS,consultas odontologicas,pulpotomias,2007-05-01,39,39
SAN MATIAS,consultas odontologicas,pulpotomias,2007-05-01,42,42
SAN MIGUEL DE VELASCO,consultas odontologicas,pulpotomias,2007-05-01,60,60
SAN PEDRO,consultas odontologicas,pulpotomias,2007-05-01,34,34
SAN PEDRO DE BUENA VISTA,consultas odontologicas,pulpotomias,2007-05-01,54,54
SAN PEDRO DE CURAHUARA,consultas odontologicas,pulpotomias,2007-05-01,8,8
SAN PEDRO DE TIQUINA,consultas odontologicas,pulpotomias,2007-05-01,20,20
SAN RAFAEL,consultas odontologicas,pulpotomias,2007-05-01,42,42
SAN RAMON,consultas odontologicas,pulpotomias,2007-05-01,15,15
SAN RAMON,consultas odontologicas,pulpotomias,2007-05-01,5,5
SANTA ANA,consultas odontologicas,pulpotomias,2007-05-01,320,320
SANTA CRUZ DE LA SIERRA,consultas odontologicas,pulpotomias,2007-05-01,1764,1764
SANTA ROSA,consultas odontologicas,pulpotomias,2007-05-01,116,116
SANTA ROSA DEL SARA,consultas odontologicas,pulpotomias,2007-05-01,111,111
SANTIAGO DE CALLAPA,consultas odontologicas,pulpotomias,2007-05-01,8,8
SANTIAGO DE HUARI,consultas odontologicas,pulpotomias,2007-05-01,17,17
SANTIAGO DE MACHACA,consultas odontologicas,pulpotomias,2007-05-01,22,22
SANTUARIO DE QUILLACAS,consultas odontologicas,pulpotomias,2007-05-01,15,15
SAPAHAQUI,consultas odontologicas,pulpotomias,2007-05-01,23,23
SENA,consultas odontologicas,pulpotomias,2007-05-01,13,13
SICA SICA (VILLA AROMA),consultas odontologicas,pulpotomias,2007-05-01,51,51
SICAYA,consultas odontologicas,pulpotomias,2007-05-01,4,4
SIPE SIPE,consultas odontologicas,pulpotomias,2007-05-01,76,76
SOPACHUY,consultas odontologicas,pulpotomias,2007-05-01,47,47
SORACACHI,consultas odontologicas,pulpotomias,2007-05-01,9,9
SORATA,consultas odontologicas,pulpotomias,2007-05-01,69,69
SUCRE,consultas odontologicas,pulpotomias,2007-05-01,875,875
TACACOMA,consultas odontologicas,pulpotomias,2007-05-01,93,93
TACOPAYA,consultas odontologicas,pulpotomias,2007-05-01,12,12
TAPACARI,consultas odontologicas,pulpotomias,2007-05-01,40,40
TARABUCO,consultas odontologicas,pulpotomias,2007-05-01,55,55
TARACO,consultas odontologicas,pulpotomias,2007-05-01,78,78
TARATA,consultas odontologicas,pulpotomias,2007-05-01,15,15
TARIJA,consultas odontologicas,pulpotomias,2007-05-01,664,664
TARVITA,consultas odontologicas,pulpotomias,2007-05-01,55,55
TEOPONTE,consultas odontologicas,pulpotomias,2007-05-01,35,35
TIAWANACU,consultas odontologicas,pulpotomias,2007-05-01,186,186
TINGUIPAYA,consultas odontologicas,pulpotomias,2007-05-01,50,50
TIPUANI,consultas odontologicas,pulpotomias,2007-05-01,55,55
TIQUIPAYA,consultas odontologicas,pulpotomias,2007-05-01,85,85
TIRAQUE (CBBA),consultas odontologicas,pulpotomias,2007-05-01,152,152
TOCO,consultas odontologicas,pulpotomias,2007-05-01,12,12
TOLATA,consultas odontologicas,pulpotomias,2007-05-01,15,15
TOLEDO,consultas odontologicas,pulpotomias,2007-05-01,51,51
TOMAVE,consultas odontologicas,pulpotomias,2007-05-01,54,54
TOMINA,consultas odontologicas,pulpotomias,2007-05-01,131,131
TORO TORO,consultas odontologicas,pulpotomias,2007-05-01,45,45
TOTORA(CBBA),consultas odontologicas,pulpotomias,2007-05-01,32,32
TOTORA(ORR),consultas odontologicas,pulpotomias,2007-05-01,5,5
TRIGAL,consultas odontologicas,pulpotomias,2007-05-01,5,5
TRINIDAD,consultas odontologicas,pulpotomias,2007-05-01,451,451
TUPIZA,consultas odontologicas,pulpotomias,2007-05-01,160,160
TURCO,consultas odontologicas,pulpotomias,2007-05-01,63,63
UMALA,consultas odontologicas,pulpotomias,2007-05-01,9,9
UNCIA,consultas odontologicas,pulpotomias,2007-05-01,97,97
URIONDO (A. CONCEPCION),consultas odontologicas,pulpotomias,2007-05-01,58,58
URUBICHA,consultas odontologicas,pulpotomias,2007-05-01,71,71
UYUNI,consultas odontologicas,pulpotomias,2007-05-01,161,161
VACAS,consultas odontologicas,pulpotomias,2007-05-01,16,16
VALLEGRANDE,consultas odontologicas,pulpotomias,2007-05-01,112,112
VIACHA,consultas odontologicas,pulpotomias,2007-05-01,328,328
VILLA MONTES,consultas odontologicas,pulpotomias,2007-05-01,193,193
VILLA NUEVA (LOMA ALTA),consultas odontologicas,pulpotomias,2007-05-01,8,8
VILLA RIVERO,consultas odontologicas,pulpotomias,2007-05-01,6,6
VILLA SERRANO,consultas odontologicas,pulpotomias,2007-05-01,55,55
VILLA TUNARI,consultas odontologicas,pulpotomias,2007-05-01,199,199
VILLA VACA GUZMAN (MUYUPAMPA),consultas odontologicas,pulpotomias,2007-05-01,34,34
VILLAZON,consultas odontologicas,pulpotomias,2007-05-01,179,179
VINTO,consultas odontologicas,pulpotomias,2007-05-01,48,48
VITICHI,consultas odontologicas,pulpotomias,2007-05-01,13,13
WALDO BALLIVIAN,consultas odontologicas,pulpotomias,2007-05-01,28,28
WARNES,consultas odontologicas,pulpotomias,2007-05-01,65,65
YACO,consultas odontologicas,pulpotomias,2007-05-01,25,25
YACUIBA,consultas odontologicas,pulpotomias,2007-05-01,231,231
YAMPARAEZ,consultas odontologicas,pulpotomias,2007-05-01,19,19
YAPACANI,consultas odontologicas,pulpotomias,2007-05-01,78,78
YOCALLA,consultas odontologicas,pulpotomias,2007-05-01,15,15
YOTALA,consultas odontologicas,pulpotomias,2007-05-01,28,28
YUNCHARA,consultas odontologicas,pulpotomias,2007-05-01,93,93
