,group,variable,month,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,1. Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA VIH (1RA PRUEBA) CANTIDAD,TOTALES
CHOQUE COTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
CHUA COCANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,15,15
CHUMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
CKOCHAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,8,8
CLIZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,79,79
COBIJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,56,56
COCAPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,32,32
COCHABAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1297,1297
COLCAPIRHUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,37,37
"COLCHA ""K""",vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
COLLANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
COLOMI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,37,37
COLPA BELGICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
COLQUECHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,29,29
COLQUENCHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
COLQUIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,32,32
COMARAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,39,39
COMBAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
CONCEPCION,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,36,36
COROICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,11,11
CORQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
COTAGAITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,18,18
COTOCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,16,16
CUATRO CAÑADAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,16,16
CUEVO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
CULPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,28,28
CURAHUARA DE CARANGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
CURVA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
DESAGUADERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,13,13
EL ALTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1842,1842
EL CHORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
EL PUENTE(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,5,5
EL PUENTE(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,17,17
EL TORNO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,43,43
EL VILLAR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
ENTRE RIOS TRJ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,18,18
ENTRE RIOS CBBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,84,84
ESCOMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
EUCALIPTUS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
EUREKA (SANTOS MERCADO),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
FERNANDEZ ALONSO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,19,19
GAIOC JATUN AYLLU YURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,8,8
GENERAL SAAVEDRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,26,26
GUANAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
GUAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,5,5
GUAYARAMERIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,27,27
GUTIERREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
HUACARAJE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
HUACARETA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
HUACHACALLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
HUANUNI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,20,20
HUARINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,11,11
HUATAJATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
HUAYLLAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
HUMANATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
ICLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
INCAHUASI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,19,19
INQUISIVI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
IXIAMAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
JESUS DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
LA GUARDIA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,236,236
LA PAZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1226,1226
LAGUNILLAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
LAJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,29,29
LAS CARRERAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
LLALLAGUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,180,180
LLICA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
LURIBAY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
MACHACAMARCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,8,8
MACHARETI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
MAGDALENA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
MAIRANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
MAPIRI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,23,23
MINEROS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,29,29
MIZQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,35,35
MOJOCOYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
MONTEAGUDO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,21,21
MONTERO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,249,249
MORO MORO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
MOROCHATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
OCURI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,13,13
OKINAWA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,21,21
OMEREQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
ORURO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,757,757
PADCAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,16,16
PADILLA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,11,11
PAILON,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,96,96
PALCA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,18,18
PALOS BLANCOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,32,32
PAMPA AULLAGAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
PAMPA GRANDE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
PAPEL PAMPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
PASORAPA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
PATACAMAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,44,44
PAZÑA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
PELECHUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,16,16
POCOATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,25,25
POCONA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,9,9
POJO (CBBA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,26,26
POOPO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
PORCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,13,13
POROMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,16,16
PORONGO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,13,13
PORTACHUELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,20,20
PORVENIR,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
POTOSI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,439,439
PRESTO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
PUCARANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,29,29
PUERTO GONZALO MORENO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
PUERTO QUIJARRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,24,24
PUERTO RICO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
PUERTO SUAREZ,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,52,52
PUERTO VILLARROEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,232,232
PUNA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
PUNATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,153,153
QUILLACOLLO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,456,456
QUIME,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,8,8
RAQAYPAMPA(ETA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,5,5
RAVELO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
REYES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,13,13
RIBERALTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,429,429
ROBORE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,27,27
RURRENABAQUE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,41,41
SABAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,5,5
SACABA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,499,499
SACABAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
SACACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,18,18
SAIPINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,9,9
SALINAS DE GARCI MENDOZA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
SAMAIPATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,13,13
SAN AGUSTIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
SAN ANDRES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
SAN BENITO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,15,15
SAN BORJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,18,18
SAN BUENA VENTURA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,17,17
SAN CARLOS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,19,19
SAN IGNACIO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,9,9
SAN IGNACIO DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,104,104
SAN JAVIER(BNI),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,1,1
SAN JAVIER(STC),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,22,22
SAN JOAQUIN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
SAN JUAN DE YAPACANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
SAN JULIAN,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
SAN LORENZO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,8,8
SAN LORENZO(TJA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,46,46
SAN LUCAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,33,33
SAN MATIAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,31,31
SAN MIGUEL DE VELASCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
SAN PEDRO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,20,20
SAN PEDRO DE BUENA VISTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,43,43
SAN PEDRO DE MACHA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,18,18
SAN PEDRO DE TIQUINA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
SAN PEDRO(PND),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
SAN RAFAEL,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,17,17
SAN RAMON BENI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
SANTA ANA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,64,64
SANTA CRUZ DE LA SIERRA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2995,2995
SANTA ROSA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,6,6
SANTA ROSA DEL SARA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,25,25
SANTIAGO DE HUARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
SANTIAGO DE HUATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,5,5
SANTIAGO DE MACHACA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,3,3
SANTIVAÑES,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,14,14
SANTUARIO DE QUILLACAS,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
SAPAHAQUI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
SHINAOTA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,104,104
SICA SICA (VILLA AROMA),vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,14,14
SICAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
SIPE SIPE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,135,135
SOPACHUY,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,5,5
SORACACHI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
SORATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,9,9
SUCRE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,694,694
TACACOMA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
TACOBAMBA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,10,10
TACOPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
TAHUA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,2,2
TAPACARI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,19,19
TARABUCO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,15,15
TARACO,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,7,7
TARATA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,12,12
TARIJA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,206,206
TARVITA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,4,4
TEOPONTE,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,11,11
TIAHUANACU,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,19,19
TINGUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,27,27
TIPUANI,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,14,14
TIQUIPAYA,vih - sifilis,no de mujeres embarazadas con prueba rapida vih (1ra prueba),2024-05-01,0,160,160
