,group,variable,month,L 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS,L 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,2,4,2,6
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,7,2,7,2,9
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,3,1,3,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,4,0,4,0,4
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,10,4,10,4,14
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,487,123,487,123,610
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,11,4,11,4,15
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,57,59,57,59,116
TACACOMA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,11,7,11,7,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,30,27,30,27,57
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,5,0,5,0,5
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,14,0,14,14
TOCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,6,4,6,4,10
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,18,2,18,2,20
TURCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,0,1,0,1
VACAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,1,2,1,2,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,3,0,3,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,3,2,3,2,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,0,2,0,2
VITICHI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,18,3,18,3,21
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,42,68,42,68,110
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-11-01,2,10,2,10,12
ACACIO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,3,0,3,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,5,1,5,6
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,4,0,4,4
ARBIETO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,5,1,5,1,6
ARQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,5,2,5,7
AZURDUY,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,2,0,2,2
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,8,5,8,5,13
CABEZAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,6,2,6,2,8
CALACOTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,4,0,4,4
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,5,0,5,0,5
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,4,14,4,14,18
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,7,4,7,4,11
CARAPARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,4,2,4,6
CLIZA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,7,0,7,0,7
COBIJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,137,3,137,3,140
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
COMANCHE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,2,0,2,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,30,2,30,2,32
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,13,6,13,6,19
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,15,1,15,1,16
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,5,7,5,7,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,6,0,6,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,57,11,57,11,68
LAJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,5,0,5,0,5
LLICA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,8,4,8,4,12
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,20,0,20,0,20
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,4,25,4,25,29
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,6,3,6,9
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,7,5,7,5,12
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,1,2,1,3
PASORAPA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,6,3,6,9
POOPO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,18,0,18,0,18
PUCARANI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,2,3,2,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,5,3,5,3,8
PUNA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,8,3,8,11
QUIME,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,2,3,2,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,23,2,23,2,25
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,2,0,2,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,2,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,2,0,2,2
SACACA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,2,3,2,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,5,1,5,1,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,20,14,20,14,34
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,3,0,3,3
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,50,3,50,53
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,378,34,378,34,412
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,4,0,4,0,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,17,0,17,0,17
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,6,31,6,31,37
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,0,3,0,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,11,1,11,1,12
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,1,1,1,2
TOCO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,10,1,10,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,5,3,5,8
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,7,2,7,2,9
TUPIZA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,0,2,0,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,2,10,2,10,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,3,0,3,0,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,4,0,4,0,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,17,0,17,0,17
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,26,0,26,0,26
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,21,0,21,0,21
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,23,6,23,6,29
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.7       antipoliomielitica 1ra dosis,2012-12-01,1,0,1,0,1
