,group,variable,month,L 18.6 DPT 4TA DOSIS,L 18.6 DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,43,103,43,103,146
HUACARETA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,10,2,10,2,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,9,1,9,10
HUARINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,0,2,0,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,0,3,0,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,130,4,130,4,134
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,5,0,5,0,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,8,40,8,40,48
MINEROS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,5,0,5,0,5
MIZQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,22,7,22,7,29
MONTERO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,59,3,59,3,62
MORO MORO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,1,1,1,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,14,0,14,0,14
ORURO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,166,10,166,10,176
PADCAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,10,6,10,6,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,15,6,15,6,21
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,7,0,7,0,7
PAZÑA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,0,3,0,3
POCONA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,6,0,6,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,6,4,6,10
POROMA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,7,1,7,8
PORONGO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,2,4,2,6
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,0,4,0,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,136,4,136,4,140
PRESTO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,27,0,27,0,27
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,20,20,20,20,40
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,19,7,19,7,26
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,0,3,0,3
REYES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,18,9,18,9,27
ROBORE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,15,10,15,10,25
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,9,13,9,13,22
SACABA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,41,9,41,9,50
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,4,1,4,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,28,21,28,21,49
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,30,11,30,11,41
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,11,10,11,10,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,10,0,10,0,10
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,5,1,5,6
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,19,4,19,4,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,19,24,19,24,43
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,17,14,17,14,31
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,0,3,0,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,5,0,5,0,5
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,22,4,22,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,14,0,14,0,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,248,40,248,40,288
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,13,11,13,11,24
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,2,3,2,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,1,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,1,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,8,1,8,1,9
SUCRE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,72,4,72,4,76
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,4,1,4,5
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,5,4,5,9
TAPACARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,3,0,3,0,3
TARABUCO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,1,4,1,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,99,24,99,24,123
TARVITA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,12,19,12,19,31
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,2,2,2,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,0,2,0,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,5,14,5,14,19
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,9,2,9,2,11
TRIGAL,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,0,6,0,6,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,61,20,61,20,81
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,15,10,15,10,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,1,2,1,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,22,4,22,4,26
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,60,25,60,25,85
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,1,0,1,0,1
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,17,11,17,11,28
VILLAZON,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,12,0,12,0,12
WARNES,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,43,0,43,0,43
YACUIBA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,52,39,52,39,91
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,2,0,2,0,2
YOTALA,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,9,9,9,9,18
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,l 18.6       dpt 4ta dosis,2012-12-01,4,2,4,2,6
