,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,5,3,1,9,6,15
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,7,12,10,6,17,18,35
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,29,27,2,0,31,27,58
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,7,8,7,6,14,14,28
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,15,9,3,2,18,11,29
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,7,0,1,2,8,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,33,48,49,42,82,90,172
QUIME,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,9,6,2,1,11,7,18
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,9,4,1,0,10,4,14
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,3,9,7,14,10,24
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,11,3,0,0,11,3,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,52,67,2,1,54,68,122
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,13,13,0,0,13,13,26
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,9,7,0,2,9,9,18
SABAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,2,0,0,4,2,6
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,59,70,28,18,87,88,175
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,2,2,3,3,5,8
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,8,3,6,9,14,12,26
SAIPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,2,2,2,7,4,11
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,5,0,4,6,9,15
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,4,1,1,7,5,12
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,4,1,3,6,7,13
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,0,1,1,1,1,2
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,3,3,2,4,5,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,9,4,3,2,12,6,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,28,25,0,2,28,27,55
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,3,2,6,5,9,14
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,17,19,0,0,17,19,36
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,15,11,2,4,17,15,32
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,36,34,5,7,41,41,82
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,1,0,0,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,16,21,0,0,16,21,37
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,15,4,19,12,34,16,50
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,6,4,2,10,8,18
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,30,32,5,2,35,34,69
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,2,8,6,8,8,16
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,12,14,4,2,16,16,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,7,5,1,10,8,18
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,17,12,0,0,17,12,29
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,8,5,6,8,14,22
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,0,0,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,7,11,0,3,7,14,21
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,13,15,9,7,22,22,44
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,0,1,2,2,2,4
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,5,0,0,2,5,7
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,2,0,0,5,2,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,3,3,1,7,4,11
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,9,9,0,0,9,9,18
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,11,3,0,0,11,3,14
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,709,718,33,29,742,747,1489
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,8,4,1,6,9,10,19
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,13,10,1,3,14,13,27
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,0,0,2,2,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,2,4,3,10,5,15
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,2,0,1,3,3,6
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,0,0,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,6,0,0,6,6,12
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,0,0,1,0,1,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,5,3,2,4,7,11
SENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,5,0,0,3,5,8
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,13,7,5,0,18,7,25
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,7,9,7,5,14,14,28
SICAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,6,3,0,5,6,11
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,21,21,5,4,26,25,51
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,5,3,2,6,7,13
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,4,0,1,4,5,9
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,8,5,2,4,10,9,19
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,199,190,12,7,211,197,408
TACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,1,0,3,0,4,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,1,0,3,2,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,1,2,2,6,3,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,3,2,3,6,6,12
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,12,11,8,12,20,23,43
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,7,4,3,10,10,20
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,4,2,2,3,6,9
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,3,5,1,9,4,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,121,133,7,7,128,140,268
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,4,5,3,9,7,16
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,9,3,0,0,9,3,12
TIAHUANACU,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,12,0,1,3,13,16
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,2,13,8,18,10,28
TIPUANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,9,1,0,7,9,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,27,19,17,22,44,41,85
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,6,10,9,15,15,30
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,5,0,1,5,6,11
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,4,6,4,9,8,17
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,1,0,0,2,1,3
TOMAVE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,3,6,5,8,13
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,6,3,1,4,7,11
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,2,7,4,10,6,16
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,10,2,6,1,16,3,19
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,0,1,2,3,5
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,76,63,1,1,77,64,141
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,18,23,5,7,23,30,53
TURCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,1,0,0,0,1,1
UMALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,2,1,0,4,2,6
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,6,6,2,3,8,9,17
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,10,10,2,3,12,13,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,11,7,0,0,11,7,18
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,15,22,5,2,20,24,44
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,4,3,1,3,5,6,11
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,8,5,1,1,9,6,15
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,27,40,7,5,34,45,79
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,1,1,8,1,9,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,7,1,3,6,10,16
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,34,39,1,4,35,43,78
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,0,0,2,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,7,6,0,0,7,6,13
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,0,0,2,2,4
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,57,46,6,3,63,49,112
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,2,2,4,4,8
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,32,23,2,0,34,23,57
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,21,17,9,12,30,29,59
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,5,6,1,0,6,6,12
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,1,0,0,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,81,73,0,8,81,81,162
YACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,1,2,0,1,1,3,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,45,56,10,8,55,64,119
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,3,0,1,2,4,6
YANACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,2,2,2,5,4,9
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,30,28,11,10,41,38,79
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,7,5,1,0,8,5,13
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,2,2,1,1,3,3,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,0,1,5,1,5,2,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-03-01,3,1,2,2,5,3,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,1,1,0,1,1,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,9,12,8,5,17,17,34
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,14,5,1,0,15,5,20
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,8,3,5,2,13,5,18
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,0,1,1,2,1,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,5,8,1,0,6,8,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,5,6,1,2,6,8,14
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,1,0,1,1,2,3
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,1,0,0,1,1,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,1,1,3,2,4,6
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,4,6,6,8,10,14,24
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,0,1,1,2,1,3
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,9,16,1,2,10,18,28
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,12,7,4,6,16,13,29
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,4,6,5,8,9,17
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,21,19,22,16,43,35,78
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,5,3,1,3,6,6,12
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,2,1,2,2,4,6
AYATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,3,3,3,2,6,5,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,0,0,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,11,7,4,6,15,13,28
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,7,6,5,6,12,12,24
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,4,9,0,0,4,9,13
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,5,4,1,0,6,4,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,0,1,0,2,0,2
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,0,1,0,1,0,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,2,2,3,4,5,9
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,24,23,4,5,28,28,56
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,10,10,6,5,16,15,31
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,2,3,4,5,6,11
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,0,2,1,3,1,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,4,5,0,2,4,7,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,14,12,1,5,15,17,32
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,13,11,9,9,22,20,42
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,6,2,1,4,7,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,7,2,2,1,9,3,12
CAJUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,4,4,1,1,5,5,10
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,3,1,1,3,4,4,8
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,3,1,1,3,4,7
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,6,8,4,5,10,13,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,3,0,0,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,29,22,0,0,29,22,51
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,10,14,7,4,17,18,35
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,6,9,0,2,6,11,17
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,2,12,9,14,11,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,29,30,4,8,33,38,71
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,6,9,1,0,7,9,16
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,5,1,1,2,6,8
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,2,1,1,3,3,6
CATACORA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,0,0,1,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,11,19,6,3,17,22,39
CHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,3,1,0,2,3,5
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,7,2,8,10,15,12,27
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,1,0,0,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,5,3,4,0,9,3,12
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,15,16,6,2,21,18,39
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,1,0,0,1,1,2
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,1,2,1,1,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,6,5,4,1,10,6,16
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,3,3,2,2,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,2,0,5,6,7,6,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,9,6,5,3,14,9,23
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,9,9,8,3,17,12,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,35,37,23,32,58,69,127
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,13,2,8,5,21,7,28
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,406,419,13,11,419,430,849
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,23,18,4,6,27,24,51
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,13,9,2,4,15,13,28
COLLANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta. dosis,2019-04-01,17,14,1,3,18,17,35
