,group,variable,month,L 19.9 SRP DOSIS ÚNICA CANTIDAD,L 19.9 SRP DOSIS ÚNICA CANTIDAD,TOTALES
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,6,8
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,3,4
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,26,26
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,0,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,0,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,178,118,296
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,2,3
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,2,3,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,12,20,32
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,2,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,17,25,42
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,4,3,7
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,6,20,26
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,4,4,8
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,8,0,8
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,1,2
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,23,9,32
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,12,37,49
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,1,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,14,8,22
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,0,3,3
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,6,6,12
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,3,3,6
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,9,2,11
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,5,0,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-11-01,5,34,39
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,7,8
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,1,3
ALALAY,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,2,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,19,19
AYATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,3,3
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,1,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,4,3,7
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,10,13
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,3,5
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,2,5
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,2,4
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,5,0,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,4,4
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,45,3,48
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,7,4,11
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,7,10
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,0,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,0,2
COROICO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,3,3
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,8,4,12
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,71,28,99
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,6,1,7
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,3,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,0,3
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,9,10
HUACHACALLA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,2,2
HUARINA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,4,7,11
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,8,0,8
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,98,114,212
LLICA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,2,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,1,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
OCURI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,2,3
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,66,26,92
PAILON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,14,17
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,2,2
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,0,3
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
POSTRER VALLE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,73,3,76
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,4,6
PUNA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,4,0,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,21,38,59
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,2,4
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,17,17
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,7,10,17
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,8,11
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,5,2,7
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,8,8
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,3,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,40,42
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,132,183,315
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,5,15,20
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,6,0,6
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,15,4,19
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,13,6,19
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,4,4
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,13,17,30
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,11,14
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,0,1
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,1,1,2
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,1,3
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,1,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,4,0,4
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,8,0,8
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,3,2,5
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.9       srp dosis unica,2012-12-01,2,53,55
