,group,variable,month,L 19.4 DPT 4TA DOSIS CANTIDAD,L 19.4 DPT 4TA DOSIS CANTIDAD,TOTALES
ALCALA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,0,4
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,0,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,22,1,23
AZURDUY,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,10,10
BAURES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,17,0,17
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,9,9
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,12,19,31
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,12,4,16
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,14,15
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,42,23,65
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,2,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,1,2
CHOQUE COTA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,3,12
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,9,9
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,173,88,261
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,10,39,49
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,0,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,1,1
COMARAPA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,41,50
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,6,12,18
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,14,15,29
CULPINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,21,25
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,77,13,90
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,1,3
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,51,23,74
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,2,3
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,6,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,15,29,44
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,34,270,304
HUACARETA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,19,10,29
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,19,23
ICLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,0,4
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,54,15,69
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,7,7
MACHARETI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,1,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,44,48
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,5,0,5
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,6,0,6
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,3,5
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,26,4,30
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,18,2,20
MORO MORO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,3,3
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,6,12,18
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,0,2
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,3,4
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,68,21,89
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,0,3
PADILLA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,7,1,8
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,0,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,1,4
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,4,13
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,13,17
POROMA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,9,10
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,5,4,9
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,0,3
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,41,8,49
PUCARA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,21,0,21
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,29,45,74
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,1,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,19,37,56
QUIRUSILLAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,8,0,8
REYES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,9,11
ROBORE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,5,6,11
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,27,27
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,38,44,82
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,24,28
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,29,32
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,18,23,41
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,4,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,8,13,21
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,0,9
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,8,1,9
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,39,23,62
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,11,14
SAN RAFAEL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,0,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,61,70
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,6,0,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,277,21,298
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,5,5
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,5,1,6
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,1,4
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,0,2
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,7,0,7
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,1,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,58,5,63
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,17,17
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,8,6,14
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,2,2
TARABUCO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,0,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,44,6,50
TARVITA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,4,11,15
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,2,1,3
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,1,1
TOMINA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,3,4
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,4,4
TRIGAL,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,3,3
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,31,115,146
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,10,17,27
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,3,1,4
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,77,22,99
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,20,24,44
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,6,0,6
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,65,0,65
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,15,67,82
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,1,0,1
YOTALA,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,9,25,34
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.4       dpt 4ta dosis,2012-12-01,0,1,1
