,group,variable,month,L 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,L 19.5 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,3,13,16
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-11-01,1,1,2
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,7,7
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,4,4
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,16,16
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,9,11
ARQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,6,6,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,3,6,9
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,3,2,5
BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,5,1,6
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,3,1,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,5,7
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,5,2,7
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,9,10
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,1,2
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,23,2,25
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,1,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,3,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,17,1,18
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,13,0,13
GUAQUI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,6,8,14
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
HUAYLLAMARCA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,55,21,76
LAJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,4,0,4
LORETO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,8,8
LURIBAY,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,7,7
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,38,40
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,1,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,5,3,8
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,2,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,2,4
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
POCONA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,8,8
PORVENIR,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,0,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,9,0,9
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,5,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,5,4,9
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,19,16,35
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,24,0,24
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,7,2,9
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,10,4,14
SACABA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,3,3
SACACA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,2,2
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,10,10
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,4,1,5
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,9,9
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,6,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,120,121
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,0,2
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,9,18,27
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,3,4,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,77,35,112
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,18,19
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,20,0,20
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,3,0,3
SORATA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,20,8,28
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,7,8
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,4,0,4
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,7,0,7
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,3,5,8
TOCO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,3,3
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,8,9
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,11,12
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,13,1,14
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,14,14
VACAS,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,4,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,4,5
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,4,1,5
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,4,4
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,4,0,4
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,1,0,1
WARNES,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,7,1,8
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,14,12,26
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,2,0,2
YAPACANI,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,1,1
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 19.5       antipoliomielitica 1ra dosis,2012-12-01,0,3,3
