,group,variable,month,L 1910 ANTI AMARÍLICA CANTIDAD,L 1910 ANTI AMARÍLICA CANTIDAD,TOTALES
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
CAMARGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,24,24
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,16,17
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
CARAPARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,10,10
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,11,13
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,9,0,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,7,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,5,5
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,1,4
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,7,9
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,86,50,136
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,10,15,25
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,7,0,7
COLLANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,3,7
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
COMANCHE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,0,3
COROICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
CORQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,3,5
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,11,0,11
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,2,3
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,165,85,250
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,12,0,12
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,10,1,11
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,3,6
ESCOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,7,8,15
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,7,7
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,6,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,5,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,11,2,13
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,80,38,118
LAJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,11,12
LLICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,5,5
LORETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,4,4
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,5,0,5
MAPIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,3,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,13,15
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,9,7,16
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,11,11
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,10,10
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,83,52,135
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,17,18
PALCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,11,4,15
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,9,9
POCONA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,2,3
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,3,5
POROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,23,0,23
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,11,15
PUNA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,4,4
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,3,6
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,35,26,61
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,6,6
REYES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,6,2,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,19,11,30
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,2,3
SABAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,27,29,56
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
SAIPINA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,13,17
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,0,4
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,10,10
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,5,1,6
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,3,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,12,12
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,13,13
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,175,202,377
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,6,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,4,6
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,10,10
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,5,2,7
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,5,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,31,45,76
SORACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,0,2
SUCRE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,10,17,27
TACACOMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,1,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,4,4
TARATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,20,21,41
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
TOLATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
TOLEDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,1,4
TOMAVE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
TORO TORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,17,19
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,9,18,27
TUPIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,5,3,8
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,5,6,11
UYUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,1,5
VIACHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,4,15,19
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,2,2,4
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,10,1,11
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,1,0,1
VILLAZON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,0,3
VINTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,16,0,16
VITICHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,2,2
WARNES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,12,18,30
YACUIBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,3,17,20
YOCALLA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,3,3
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-09-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,8,3,11
AIQUILE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
ANZALDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,4,4
ARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,3,4
ARBIETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,10,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
ATOCHA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,7,10
AYATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,8,9
BELEN DE URMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,4,4
BERMEJO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,5,7
BETANZOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,6,7
CAIROMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
CALAMARCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,1,4
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,5,6
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,5,8
CARANAVI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,7,12
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,11,13
CHAQUI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,0,2
CHUMA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,31,31
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
CLIZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,1,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,8,11
COCAPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,7,10
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,143,18,161
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,25,17,42
COLOMI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,5,10
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
COPACABANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
COROICO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,0,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,5,6
COTOCA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,10,1,11
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,3,6
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
EL ALTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,253,284,537
EL CHORO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,6,2,8
EL TORNO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,1,6
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,4,8,12
ESMERALDA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,4,4
EXALTACION,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,19,12,31
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
HUANUNI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,12,17
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,5,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,10,2,12
LA PAZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,120,37,157
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
LAJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,4,0,4
LICOMA PAMPA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,2,3
LORETO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,7,13,20
MAIRANA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,3,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,6,3,9
MOJINETE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,7,0,7
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,29,0,29
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,7,9
OCURI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,11,12
OKINAWA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,2,4
ORURO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,66,38,104
PADCAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
PAILON,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,9,10
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,2,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,0,2
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,15,17
PAZÑA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,0,2
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,21,22
POCONA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,2,4
PORONGO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,2,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
POTOSI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,39,23,62
PRESTO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,3,3
PUCARANI,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,4,13,17
PUERTO PEREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,5,0,5
PUERTO SILES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,6,7,13
PUNATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,30,58,88
RAVELO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,8,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,9,0,9
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,1,3
SACABA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,16,26,42
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,0,6,6
SACACA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,9,10
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,1,5,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,17,10,27
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,7,6,13
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,3,0,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,l 1910         anti amarilica,2012-10-01,7,0,7
