,group,variable,month,VAGINALES < A 10,VAGINALES < A 10,VAGINALES 10 A 14,VAGINALES 10 A 14,VAGINALES 15 A 19,VAGINALES 15 A 19,VAGINALES 20 A 34,VAGINALES 20 A 34,VAGINALES 35 A 49,VAGINALES 35 A 49,VAGINALES 50 Y +,VAGINALES 50 Y +,TOTALES,TOTALES,TOTALES
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,1,22,0,154,0,12,5,0,0,188,6,194
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,2,0,3,0,0,0,0,1,5,6
TAHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,4,1,8,0,0,0,0,1,12,13
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,3,0,3,0,0,1,6,7
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,9,0,126,1,19,0,0,0,154,1,155
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,1,6,1,2,1,0,0,11,3,14
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,2,10,0,0,0,0,0,11,2,13
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,4,2,1,1,0,0,5,3,8
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,2,4,1,3,0,0,4,7,11
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,11,3,25,4,2,0,0,0,38,7,45
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,12,0,1,0,0,0,13,0,13
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,2,0,0,0,0,2,2,4
TOLEDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,4,1,1,1,0,0,6,3,9
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,0,9,0,3,1,0,0,17,1,18
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,2,0,1,0,0,1,3,4
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,26,0,51,1,10,0,0,0,87,1,88
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,9,0,34,1,5,1,0,0,49,2,51
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,14,1,1,0,0,0,15,1,16
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,2,2,0,0,0,0,3,2,5
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,0,2,0,0,0,4,0,4
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,1,17,3,5,0,0,0,23,4,27
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,4,0,33,1,6,4,0,0,43,5,48
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,1,2,0,1,0,0,0,5,1,6
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,2,1,7,3,1,0,0,0,11,4,15
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,7,1,29,0,9,1,0,0,45,2,47
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
VILLA RIVERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,1,0,12,4,45,9,13,1,0,0,71,14,85
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,2,2,2,0,0,0,4,3,7
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,3,1,22,0,4,0,0,0,29,1,30
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,1,28,2,7,0,0,0,40,3,43
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,2,1,1,1,0,0,3,3,6
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,5,0,54,0,4,0,0,0,63,0,63
YACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,4,1,1,0,0,0,5,1,6
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,7,0,46,0,4,0,0,0,57,0,57
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,2,0,1,0,0,0,5,0,5
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,16,1,28,0,7,0,0,0,51,1,52
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,0,1,1,0,1,0,0,1,2,3
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-03-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,4,9,11,1,0,0,16,10,26
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,6,0,4,0,0,0,0,0,10,0,10
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ALCALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ALTO BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,2,1,6,0,0,0,0,1,8,9
ANDAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANTEQUERA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ANZALDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,3,1,10,4,2,1,0,0,15,6,21
ARAMPAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
ARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,9,1,1,0,0,0,10,1,11
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,1,1,4,0,3,0,0,2,8,10
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,7,0,18,0,1,0,0,0,26,0,26
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,1,0,0,0,4,0,3,0,2,0,0,0,10,0,10
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
AYATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,1,1,1,0,1,0,0,2,3,5
AYO AYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,4,3,5,6,1,2,0,0,10,11,21
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,1,3,2,2,2,0,0,6,5,11
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,2,6,4,0,0,0,0,6,6,12
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,15,0,4,0,0,0,21,0,21
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,11,3,3,0,0,0,16,3,19
BOLIVAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,1,5,0,2,0,0,2,7,9
BOYUIBE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,3,0,8,0,0,0,0,0,11,0,11
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,3,3,0,1,0,0,4,4,8
"CAIZA ""D""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,5,1,0,0,0,0,5,1,6
CALACOTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,1,0,2,0,0,1,3,4
CALAMARCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,3,1,2,3,0,0,0,0,5,4,9
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,6,1,1,1,0,0,8,2,10
CAMATAQUI (C. VILLA ABECIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAPINOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,10,3,3,0,0,0,14,3,17
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,3,4,9,0,5,1,0,0,17,5,22
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,7,0,36,1,5,0,0,0,48,1,49
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,3,2,1,1,0,0,0,3,4,7
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
CHACARILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,3,4,12,10,7,1,0,0,22,15,37
CHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,2,1,2,1,0,0,5,2,7
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,3,14,7,4,2,0,0,20,12,32
CHARAÑA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,2,4,1,0,0,0,0,6,3,9
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,5,1,19,0,7,0,0,0,31,1,32
CHIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHUA COCANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,7,0,5,0,0,0,12,0,12
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,2,0,1,0,1,0,0,1,4,5
CHUQUIHUTA AYLLU JUCUMANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,2,0,8,0,3,0,0,0,13,13
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,2,0,7,0,34,0,3,0,0,0,46,0,46
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,6,0,2,5,1,1,0,0,9,6,15
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,42,0,294,3,74,2,0,0,410,5,415
COIPASA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,14,1,0,0,0,0,15,1,16
"COLCHA ""K""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,0,3,0,0,0,0,1,3,4
COLLANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
COLOMI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,9,0,2,0,0,0,13,0,13
COLPA BELGICA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
COLQUECHACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,4,5,1,0,4,0,0,7,9,16
COLQUENCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,4,0,1,1,0,0,7,1,8
COLQUIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,1,1,3,3,0,1,0,0,4,5,9
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,2,0,9,0,0,0,0,0,11,0,11
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",vaginales,2024-04-01,0,0,0,0,6,0,10,2,2,0,0,0,18,2,20
