,group,variable,month,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO < A 10,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PERSONAL DE SALUD CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,1,2,1,5,1,2,0,0,3,9,12
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,3,1,4,2,0,1,0,0,7,4,11
SAN PEDRO DE TIQUINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAFAEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,1,0,1,0,4,0,1,0,0,0,7,0,7
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,2,0,5,0,17,0,3,0,0,0,27,0,27
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,15,0,7,0,77,0,535,0,71,0,0,0,705,0,705
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTIAGO DE CALLAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTIAGO DE HUARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,1,3,0,0,0,0,1,4,5
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,3,0,2,0,0,0,5,5
TARATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,17,3,39,4,9,0,0,0,65,7,72
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,1,0,0,1,0,0,1,2,3
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,2,0,44,0,160,1,28,0,1,0,235,1,236
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,1,0,0,1,0,2,0,1,1,0,0,4,2,6
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,9,0,3,0,0,0,12,1,13
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
URUBICHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,7,2,5,0,0,0,12,3,15
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,0,0,2,0,2,0,4,0,4
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,9,0,50,0,13,4,0,0,72,4,76
VILA VILA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,2,0,2,0,1,0,0,0,5,0,5
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,1,0,0,0,4,0,1,0,0,0,6,0,6
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,4,0,2,0,0,0,6,0,6
VILLA NUEVA (LOMA ALTA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,4,1,4,1,1,0,0,2,9,11
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,25,1,0,0,0,0,25,1,26
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,13,0,2,0,0,0,15,0,15
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,19,0,58,0,7,0,0,0,84,0,84
YOTALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-03-01,0,0,0,0,2,0,4,0,0,0,0,0,6,0,6
ACACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,8,1,24,1,0,0,32,2,34
ALALAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ANCORAIMES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,2,0,3,0,0,0,0,0,5,5
APOLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ARAMPAMPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
ARBIETO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,5,0,1,0,0,0,6,0,6
ARQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,0,0,1,0,1,0,0,1,2,3
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,7,0,18,0,1,0,0,0,26,0,26
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AUCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,1,0,2,0,1,0,0,0,4,4
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,1,0,2,0,2,0,0,1,5,6
BATALLAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,2,0,2,0,0,0,0,0,4,0,4
BETANZOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,0,0,2,2,0,0,0,3,2,5
BOLIVAR,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,0,1,5,0,2,0,0,2,7,9
BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
CAIROMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3
"CAIZA ""D""","atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAJUATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CALACOTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,0,4,0,0,0,0,0,5,0,5
CAQUIAVIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARAPARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARIPUYO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARMEN RIVERO TORREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
CHACARILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,4,4
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,1,2,6,1,2,0,0,0,9,3,12
CHAYANTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHIMORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,5,1,18,0,7,0,0,0,30,1,31
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHUMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
CKOCHAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,2,0,4,0,1,0,0,0,7,7
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,22,0,0,0,0,0,22,0,22
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
COCAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,3,0,1,3,1,0,0,0,5,3,8
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por personal de salud calificado,2024-04-01,0,0,0,0,39,0,265,0,57,1,0,0,361,1,362
