,group,variable,month,CESAREAS < A 10,CESAREAS < A 10,CESAREAS 10 A 14,CESAREAS 10 A 14,CESAREAS 15 A 19,CESAREAS 15 A 19,CESAREAS 20 A 34,CESAREAS 20 A 34,CESAREAS 35 A 49,CESAREAS 35 A 49,CESAREAS 50 Y +,CESAREAS 50 Y +,TOTALES,TOTALES,TOTALES
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,28,0,4,0,0,0,34,0,34
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,4,0,38,0,9,0,0,0,51,0,51
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,2,0,42,0,7,0,0,0,51,0,51
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-09-01,0,0,0,0,5,0,13,0,4,0,0,0,22,0,22
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,13,0,4,0,0,0,20,0,20
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,8,0,1,0,0,0,9,0,9
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,2,0,13,0,15,0,2,0,0,0,32,0,32
AZURDUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,15,0,2,0,0,0,20,0,20
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,4,0,2,0,0,0,8,0,8
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,6,0,2,0,0,0,10,0,10
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,5,0,17,0,2,0,0,0,24,0,24
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,5,0,19,0,8,0,0,0,32,0,32
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,14,0,3,0,0,0,18,0,18
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,7,0,1,0,0,0,11,0,11
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,3,0,3,0,0,0,8,0,8
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,5,0,15,0,1,0,0,0,21,0,21
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,2,0,9,0,47,0,5,0,0,0,63,0,63
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,2,0,30,0,546,0,163,0,1,0,742,0,742
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,13,0,3,0,0,0,19,0,19
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,5,0,2,0,0,0,9,0,9
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,4,0,5,0,0,0,12,0,12
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,8,0,2,0,0,0,12,0,12
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,29,0,4,0,0,0,36,0,36
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,10,0,1,0,0,0,11,0,11
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,33,0,233,0,51,0,0,0,318,0,318
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,4,0,28,0,3,0,0,0,35,0,35
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
ENTRE RIOS CBBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,5,0,39,0,1,0,0,0,45,0,45
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,12,0,1,0,0,0,14,0,14
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,2,0,29,0,1,0,0,0,33,0,33
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,16,0,379,0,127,0,0,0,522,0,522
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,7,0,18,0,6,0,0,0,31,0,31
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,3,0,2,0,0,0,5,0,5
MINEROS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,4,0,2,0,0,0,7,0,7
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,13,0,5,0,0,0,19,0,19
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,4,0,12,0,115,0,2,0,0,0,133,0,133
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,19,0,205,0,67,0,0,0,292,0,292
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,5,0,5,0,2,0,0,0,12,0,12
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,12,0,1,0,0,0,15,0,15
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,6,0,2,0,0,0,9,0,9
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,2,0,12,0,2,0,0,0,17,0,17
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,2,0,22,0,142,0,37,0,0,0,203,0,203
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,5,0,2,0,0,0,10,0,10
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,7,0,23,0,3,0,0,0,33,0,33
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,7,0,25,0,13,0,0,0,45,0,45
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,14,0,48,0,16,0,0,0,78,0,78
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,2,0,14,0,67,0,4,0,0,0,87,0,87
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,7,0,0,0,0,0,9,0,9
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,16,0,2,0,0,0,19,0,19
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,19,0,62,0,22,0,0,0,104,0,104
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,6,0,1,0,0,0,7,0,7
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,1,0,1,0,0,0,4,0,4
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,7,0,0,0,0,0,9,0,9
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,3,0,30,0,3,0,0,0,37,0,37
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,5,0,13,0,2,0,0,0,20,0,20
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,6,0,26,0,3,0,0,0,35,0,35
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,0,0,2,0,0,0,3,0,3
SAN MATIAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN RAMON BENI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
SANTA ANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,2,0,11,0,1,0,0,0,15,0,15
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,10,0,128,0,985,0,222,0,0,0,1345,0,1345
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,11,0,6,0,0,0,19,0,19
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,28,0,160,0,36,0,0,0,224,0,224
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,9,0,110,0,49,0,0,0,169,0,169
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,24,0,4,0,0,0,30,0,30
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,7,0,59,0,20,0,0,0,86,0,86
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,14,0,6,0,0,0,21,0,21
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,0,0,2,0,5,0,0,0,7,0,7
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,12,0,5,0,0,0,19,0,19
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,11,0,1,0,0,0,15,0,15
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,24,0,6,0,0,0,31,0,31
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,23,0,3,0,0,0,29,0,29
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,1,0,8,0,48,0,9,0,0,0,66,0,66
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,1,0,10,0,5,0,0,0,16,0,16
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,3,0,8,0,3,0,0,0,14,0,14
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,6,0,37,0,8,0,0,0,51,0,51
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,20,0,33,0,0,0,55,0,55
YAPACANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-10-01,0,0,0,0,2,0,14,0,1,0,0,0,17,0,17
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,10,0,2,0,0,0,13,0,13
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
ASCENCION DE GUARAYOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,8,0,17,0,2,0,0,0,27,0,27
ATOCHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BAURES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
BERMEJO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,15,0,2,0,0,0,18,0,18
CABEZAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
CAMARGO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6
CAMIRI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,6,0,20,0,3,0,0,0,29,0,29
CARACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
CARANAVI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,6,0,19,0,4,0,0,0,29,0,29
CHALLAPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,4,0,14,0,3,0,0,0,22,0,22
CHARAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,10,0,3,0,0,0,15,0,15
CHULUMANI (V. DE LA LIBERTAD),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,8,0,2,0,0,0,11,0,11
CLIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10
COBIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,40,0,6,0,0,0,48,0,48
COCHABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,29,0,413,0,168,0,0,0,610,0,610
COLCAPIRHUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,13,0,0,0,0,0,14,0,14
COMARAPA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,4,0,1,0,0,0,6,0,6
CONCEPCION,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,2,0,4,0,3,0,1,0,0,0,10,0,10
COROICO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,5,0,6,0,6,0,0,0,17,0,17
COTOCA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,6,0,16,0,3,0,0,0,25,0,25
CUATRO CAÑADAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,8,0,1,0,0,0,9,0,9
EL ALTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,33,0,294,0,67,0,0,0,395,0,395
EL TORNO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,34,0,1,0,0,0,37,0,37
ENTRE RIOS TRJ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,4,0,1,0,0,0,5,0,5
ESCOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GUANAY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
GUAYARAMERIN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,7,0,18,0,4,0,0,0,29,0,29
HUANUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,4,0,7,0,5,0,0,0,16,0,16
LA GUARDIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,33,0,4,0,0,0,37,0,37
LA PAZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,21,0,318,0,152,0,1,0,493,0,493
LLALLAGUA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,5,0,18,0,7,0,0,0,30,0,30
MAGDALENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MAIRANA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
MIZQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
MONTEAGUDO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,5,0,4,0,0,0,10,0,10
MONTERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,14,0,76,0,8,0,0,0,98,0,98
ORURO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,19,0,176,0,41,0,0,0,237,0,237
PADILLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,3,0,9,0,2,0,0,0,14,0,14
PAILON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,3,0,1,0,0,0,6,0,6
PATACAMAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,5,0,1,0,0,0,7,0,7
PORTACHUELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,7,0,0,0,0,0,9,0,9
POTOSI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,15,0,135,0,31,0,0,0,182,0,182
PUCARANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
PUERTO QUIJARRO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
PUERTO SUAREZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,4,0,14,0,0,0,0,0,18,0,18
PUERTO VILLARROEL,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,4,0,22,0,4,0,0,0,30,0,30
PUNATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,9,0,25,0,3,0,0,0,37,0,37
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,12,0,63,0,27,0,0,0,102,0,102
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,2,0,16,0,53,0,8,0,0,0,79,0,79
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,2,0,6,0,2,0,0,0,10,0,10
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,7,0,0,0,0,0,8,0,8
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,1,0,14,0,70,0,26,0,0,0,111,0,111
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,6,0,4,0,0,0,11,0,11
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,1,0,8,0,0,0,0,0,9,0,9
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",cesareas,2024-11-01,0,0,0,0,3,0,2,0,1,0,0,0,6,0,6
