,group,variable,month,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO < A 10,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 10 A 14,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 15 A 19,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 20 A 34,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 35 A 49,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,PARTOS ATENDIDOS POR PROVEEDOR CALIFICADO 50 Y +,TOTALES,TOTALES,TOTALES
QUIABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
QUILLACOLLO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,32,2,1,0,0,0,34,2,36
QUIME,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,5,2,1,0,0,0,6,2,8
RAQAYPAMPA(ETA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,1,0,2,0,0,0,0,2,3,5
RAVELO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
REYES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,4,0,9,0,0,0,0,0,14,0,14
RIBERALTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,4,0,50,0,140,0,18,0,0,0,212,0,212
ROBORE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,10,0,4,0,3,0,0,0,17,0,17
RURRENABAQUE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,32,0,0,0,0,0,32,0,32
SABAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SACABA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,27,0,155,0,21,0,0,0,203,0,203
SACABAMBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SACACA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,0,2,0,0,0,0,1,3,4
SALINAS DE GARCI MENDOZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
SAMAIPATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
SAN BENITO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN BORJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,3,0,9,0,26,3,3,0,0,0,41,3,44
SAN BUENA VENTURA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN CARLOS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,16,0,2,0,0,0,21,0,21
SAN IGNACIO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,5,0,13,0,1,0,0,0,19,0,19
SAN IGNACIO DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,16,0,55,0,3,0,0,0,74,0,74
SAN JAVIER(STC),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,4,0,13,0,3,0,0,0,20,0,20
SAN JULIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,0,38,0,6,0,0,0,51,0,51
SAN LORENZO(PND),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,2,1,1,0,0,0,4,2,6
SAN LORENZO(TJA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6
SAN LUCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,14,0,1,0,0,0,16,0,16
SAN MIGUEL DE VELASCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
SAN PABLO DE LIPEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,5,3,2,1,0,3,0,0,7,7,14
SAN PEDRO DE CURAHUARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO DE MACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,4,1,2,2,1,0,0,0,7,3,10
SAN RAMON SCZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,4,0,2,0,0,0,7,0,7
SANTA CRUZ DE LA SIERRA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,8,0,0,0,127,0,1193,0,222,0,1,0,1551,0,1551
SANTA ROSA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,7,0,0,0,0,0,10,0,10
SANTA ROSA DEL SARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SANTIVAÑES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SANTUARIO DE QUILLACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAPAHAQUI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,1,0,0,0,0,3,1,4
SENA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
SHINAOTA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,4,0,29,0,6,0,0,0,39,0,39
SICA SICA (VILLA AROMA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SICAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,24,0,7,0,0,0,33,0,33
SOPACHUY,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,1,0,1,0,0,0,5,0,5
SORACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
SORATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,8,1,2,1,0,0,12,2,14
SUCRE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,58,0,320,3,43,0,0,0,422,3,425
TACACOMA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
TACOPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
TAPACARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,2,1,0,0,1,0,0,2,3,5
TARABUCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,2,0,0,0,4,0,0,0,0,0,6,0,6
TARACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
TARIJA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,17,0,209,0,58,0,0,0,284,0,284
TARVITA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,4,0,3,1,3,0,0,0,10,1,11
TEOPONTE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
TIAHUANACU,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,3,0,3,1,0,0,0,0,6,1,7
TINGUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3
TIPUANI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
TIQUIPAYA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,0,6,0,0,0,0,1,6,7
TIRAQUE (CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
TOCO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TOLATA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
TOMAVE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOMINA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
TORO TORO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,2,2,1,1,0,0,4,4,8
TOTORA(CBBA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,0,7,0,0,0,0,0,14,0,14
TOTORA(ORR),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
TRINIDAD,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,33,0,14,0,0,0,47,0,47
UMALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
UNCIA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,1,1,2,1,0,0,0,3,3,6
URIONDO (A. CONCEPCION),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
UYUNI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,9,1,22,0,7,0,0,0,38,1,39
VACAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,4,2,0,0,0,0,4,2,6
VALLEGRANDE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,23,0,0,0,0,0,24,0,24
VIACHA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,5,0,42,0,8,0,0,0,55,0,55
VILLA CHARCAS,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,3,0,1,0,0,0,5,0,5
VILLA MONTES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,7,0,48,0,10,0,0,0,65,0,65
VILLA RIVERO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
VILLA SERRANO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
VILLA TUNARI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,1,0,5,0,46,5,13,0,0,0,65,5,70
VILLA VACA GUZMAN (MUYUPAMPA),"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
VILLAZON,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,26,0,7,0,0,0,34,0,34
VINTO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,6,0,46,0,12,0,0,0,64,0,64
VITICHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,3,1,1,1,0,0,5,2,7
WALDO BALLIVIAN,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,12,0,82,0,14,0,0,0,108,0,108
YACO,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
YACUIBA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,12,1,63,1,10,0,0,0,85,2,87
YAMPARAEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
YANACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
YUNCHARA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ZUDAÑEZ,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-02-01,0,0,0,0,2,0,1,0,1,0,0,0,4,0,4
ACHACACHI,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-03-01,0,0,0,0,3,0,29,7,6,0,0,0,38,7,45
ACHOCALLA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-03-01,0,0,0,0,1,0,6,1,2,0,0,0,9,1,10
AIQUILE,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-03-01,0,0,0,0,10,0,8,0,1,0,0,0,19,0,19
ALCALA,"atencion de parto y puerperio en servicio y domicilio, otro tipo de atenciones ligadas al parto",partos atendidos por proveedor calificado,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
