,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADE CRONICAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,67,0,0,0,0,0,0,30,67,97
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,11,0,18,18
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,42,59,77,53,0,0,0,0,119,118,237
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,946,970,236,229,199,197,43,47,165,196,51,37,918,1203,254,334,6376,9439,1002,2001,724,743,105,183,11019,15579,26598
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,5,9,2,4,1,0,2,0,1,0,0,0,2,6,2,0,20,24,10,28,2,7,6,7,53,85,138
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,4,3,2,0,1,0,0,0,0,2,0,2,7,3,7,46,64,57,102,1,0,11,9,127,196,323
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,0,0,1,1,6,7,13
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,2,7,9
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,10,6,26,39,0,0,0,0,36,51,87
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,7
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,3,11,16,20,31,0,1,13,21,46,76,122
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,12,0,0,0,0,11,14,25
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,2,1,1,1,6,13,19
SENA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,21,0,0,1,2,13,25,38
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,37,5,30,25,40,34,2,3,13,13,124,85,209
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,5,8,1,2,2,2,9,22,31
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,9,23,17,30,1,2,4,3,33,61,94
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,38,36,101,162,5,7,3,7,151,213,364
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,2,5,11,0,1,1,3,0,1,1,0,1,6,1,2,5,19,6,12,12,21,4,5,38,83,121
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,7,0,0,0,2,5,10,15
SORATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,48,26,4,0,5,8,61,39,100
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,41,46,19,30,9,9,6,9,9,8,2,6,77,124,39,63,832,1407,540,917,924,1119,158,231,2656,3969,6625
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,5,8,11,19
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,17,19,55,60,14,8,10,12,97,106,203
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,19,3,0,0,0,13,21,34
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,6,0,0,0,0,8,8,16
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,11,0,0,0,0,9,13,22
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,24,19,29,0,1,1,0,25,55,80
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,11,4,10,13,20,27,43,70
TARACO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26,39,18,41,0,0,0,0,45,81,126
TARATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,16,26,23,48,14,23,7,17,64,116,180
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,46,57,11,14,7,12,3,5,10,6,7,2,43,51,42,49,488,706,495,757,748,873,136,213,2036,2745,4781
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,21,24,40,5,5,8,26,43,92,135
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,5,2,5,12,16,25,26,51
TIAHUANACU,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,19,4,19,0,0,0,0,17,41,58
TINGUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,4,1,1,4,19,3,1,2,9,13,39,52
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,8,23,19,27,27,54
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,2,5,2,7,20,52,74,136,4,6,13,10,115,217,332
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,17,18,28,0,0,0,1,27,47,74
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,3,2,5
TOCO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,7,22,1,1,5,11,17,39,56
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,11,19,8,8,6,11,31,45,76
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,3,4,7
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,24,26,4,0,22,27,53,62,115
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12,44,12,16,32,47,14,25,71,134,205
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,6,4,18,14,35,29,64
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,10,59,3,23,54,185,85,0,0,6,20,276,172,448
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,1,0,0,3,1,10,5,15
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,13,0,1,0,0,7,20,27
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,7,7,4,4,0,0,0,0,4,2,5,1,19,23,9,16,177,219,114,137,36,50,11,10,386,469,855
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,3,7,4,8,2,0,0,0,1,0,1,0,5,4,0,11,85,96,51,83,1,5,7,17,160,231,391
UMALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,3,4,2,0,7,12,19
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,7,91,115,3,3,0,2,99,132,231
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,13,17,19,49,7,22,40,43,81,132,213
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,0,0,5,11,18,33,51
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,6,4,7,1,0,8,15,31,53,36,15,41,0,0,96,121,217
VACAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,11,10,1,4,6,6,23,23,46
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,2,3,0,0,1,0,0,0,0,4,0,0,5,8,0,1,55,99,19,27,55,50,23,30,160,222,382
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,44,76,53,70,0,4,6,13,105,167,272
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,8,19,0,0,0,0,13,23,36
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,15,13,17,15,32
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,3,6,0,0,1,3,0,0,0,1,0,0,12,10,1,2,92,124,80,88,83,77,50,61,322,372,694
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,13,0,0,0,0,5,15,20
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,9,20,22,0,0,3,2,30,36,66
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,5,10,41,74,9,12,65,116,181
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,63,96,109,122,34,37,41,30,252,295,547
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,13,18,21,10,8,10,13,48,56,104
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,3,0,0,0,0,3,0,0,0,0,0,0,4,5,1,1,83,126,42,45,49,62,13,14,195,256,451
VINTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,34,57,57,87,1,3,4,8,99,157,256
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,5,17,0,0,0,1,13,31,44
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,2,0,0,0,9,9,18
WARNES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,2,148,292,180,162,128,179,15,25,472,664,1136
YACO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,4,0,0,2,2,9,12,21
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,6,7,1,1,3,1,0,0,1,2,0,1,10,11,11,17,172,228,132,191,2,2,12,15,350,476,826
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,6,32,21,2,4,12,12,48,47,95
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,9,48,58,0,0,0,0,59,69,128
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,1,4,2,0,0,0,0,0,0,1,1,0,0,3,6,16,20,50,145,1,1,1,3,76,179,255
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,8,14,7,22,2,4,24,47,71
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,4,2,0,0,0,2,0,0,0,0,1,2,0,0,11,14,9,22,0,0,0,2,25,44,69
YUNCHARA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,7,1,2,1,10,7,20,27
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,18,34,7,7,41,46,72,94,166
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,6,17,2,0,3,12,26,55,81
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,3,3,31,26,0,1,3,0,0,0,5,0,2,2,63,19,65,23,74,90,2,1,10,9,258,174,432
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,4,5,0,0,1,0,0,0,2,1,2,1,0,1,9,5,3,2,0,1,0,0,21,16,37
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,2,7,2,5,17,27,21,64,3,7,3,8,49,118,167
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,3,6,0,0,0,0,6,12,18
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,4,3,5,11,18,19,28,47
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,8,6,14,20
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,11,6,1,6,2,1,21,14,35
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,1,56,24,0,0,0,0,60,29,89
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,4,8,7,10,17
APOLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,6,8,9,4,0,0,0,0,20,12,32
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,10,18
ARANI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,15,14,56,0,1,2,2,34,78,112
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,17,22,35,42,2,1,3,3,69,81,150
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,6,11,17,18,0,0,4,4,38,34,72
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,20,1,4,0,0,0,0,12,24,36
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,7,3,32,38,1,0,6,3,0,1,8,7,1,1,8,14,6,0,11,12,24,24,0,0,104,103,207
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,1,1,2,0,0,0,0,0,0,0,0,0,0,12,8,1,0,8,7,0,0,0,0,22,18,40
AYATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,12,0,0,0,0,10,16,26
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,9,13,0,0,0,0,12,17,29
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,11,24,25,21,0,0,0,0,45,46,91
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,1,2,6,0,0,0,0,0,1,0,0,0,0,1,1,4,4,3,5,6,6,2,7,18,31,49
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,14,2,8,1,0,4,3,12,27,39
BAURES,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,5,7,0,0,0,0,10,19,29
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,5,7,12
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,0,0,0,0,5,7,12
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,19,23,0,0,5,3,0,0,7,8,3,2,1,3,25,37,17,49,6,19,9,21,92,165,257
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,31,6,12,12,30,37,86,123
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,8,0,0,0,0,8,15,23
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,2,1,2,0,0,3,1,0,0,1,0,0,1,3,0,7,9,21,45,0,0,0,0,36,60,96
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,15,5,2,3,2,0,0,1,0,0,0,1,5,30,14,1,25,56,12,11,4,5,3,3,82,116,198
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,26,23,104,104,3,5,25,18,1,3,24,22,5,11,94,30,38,41,97,216,17,1,51,60,485,534,1019
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,7,0,0,0,0,18,12,30
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,6,6,4,0,3,4,20,15,35
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,5
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,5
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0,2,0,1,4,8,12
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,13,56,61,7,11,11,22,88,107,195
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,7,2,1,0,0,9,10,19
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,1,4,3,3,0,2,2,2,1,1,1,0,7,10,15,19,44,74,68,102,5,10,10,6,157,233,390
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,1,25,37,42,68,1,1,6,4,83,111,194
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,4,9,13
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,22,2,4,2,19,25,30,57,0,0,0,0,75,86,161
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,2,19,37,17,26,4,7,7,8,51,87,138
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,10,20,13,14,0,1,0,0,26,38,64
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedade cronicas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,25,22,0,0,4,0,35,27,62
