,group,variable,month,SR 5 A 9 - D,SR 5 A 9 - D,SR 5 A 9 - F,SR 5 A 9 - F,SR 10 AÑOS - D,SR 10 AÑOS - D,SR 10 AÑOS - F,SR 10 AÑOS - F,SR 11 AÑOS - D,SR 11 AÑOS - D,SR 11 AÑOS - F,SR 11 AÑOS - F,SR 12 A 20 - D,SR 12 A 20 - D,SR 12 A 20 - F,SR 12 A 20 - F,SR 21 A 59 - D,SR 21 A 59 - D,SR 21 A 59 - F,SR 21 A 59 - F,SR 60 Y MAS - D,SR 60 Y MAS - D,SR 60 Y MAS - F,SR 60 Y MAS - F,TOTALES,TOTALES,TOTALES
IXIAMAS,otras vacunaciones,sr,2024-08-01,3,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,17,25,42
LA ASUNTA,otras vacunaciones,sr,2024-08-01,1,0,15,13,1,2,4,4,1,0,2,2,2,0,3,6,1,3,1,2,0,0,0,0,31,32,63
LA PAZ,otras vacunaciones,sr,2024-08-01,58,73,125,116,3,3,15,7,2,4,12,9,27,31,32,67,80,207,102,120,0,0,0,0,456,637,1093
LA RIVERA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,0,0,0,0,4,6,10
LAGUNILLAS,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,1,0,0,0,0,1,6,7
LAJA,otras vacunaciones,sr,2024-08-01,1,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,39
LICOMA PAMPA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,5,6
LLALLAGUA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,8,4,7,6,0,0,0,0,19,13,32
LURIBAY,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
MAIRANA,otras vacunaciones,sr,2024-08-01,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,6,9
MAPIRI,otras vacunaciones,sr,2024-08-01,0,0,4,5,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16
MECAPACA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
MINEROS,otras vacunaciones,sr,2024-08-01,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,6
MOCOMOCO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,2,6,8
MONTEAGUDO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
MONTERO,otras vacunaciones,sr,2024-08-01,0,0,1,2,0,0,0,0,6,17,0,0,0,0,0,0,23,73,1,1,0,0,0,0,31,93,124
MOROCHATA,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
NAZACARA DE PACAJES,otras vacunaciones,sr,2024-08-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,sr,2024-08-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
OMEREQUE,otras vacunaciones,sr,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,3,2,5
ORURO,otras vacunaciones,sr,2024-08-01,7,11,42,51,2,0,2,8,4,1,3,3,6,10,114,101,59,167,225,199,0,0,0,0,464,551,1015
PADCAYA,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PALCA,otras vacunaciones,sr,2024-08-01,1,0,10,14,1,0,2,2,1,1,3,5,2,2,2,2,1,5,0,1,0,0,0,0,23,32,55
PAMPA AULLAGAS,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAPEL PAMPA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PATACAMAYA,otras vacunaciones,sr,2024-08-01,1,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20
PAZÑA,otras vacunaciones,sr,2024-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,2,0,5,0,0,0,0,5,15,20
PELECHUCO,otras vacunaciones,sr,2024-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
POCOATA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,3,0,0,0,0,2,6,8
POCONA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
POJO (CBBA),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POOPO,otras vacunaciones,sr,2024-08-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,15,3,1,13,10,14,0,0,0,0,28,33,61
PORCO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,8,9
PORTACHUELO,otras vacunaciones,sr,2024-08-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
POTOSI,otras vacunaciones,sr,2024-08-01,1,2,1,0,1,0,0,0,1,1,0,0,4,12,0,2,43,84,0,8,0,0,0,0,51,109,160
PUCARANI,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,1,1,1,0,0,0,0,5,13,18
PUERTO ACOSTA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7
PUERTO CARABUCO,otras vacunaciones,sr,2024-08-01,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,4,4,8
PUERTO PEREZ,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,0,0,3,5,8
PUERTO RICO,otras vacunaciones,sr,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,sr,2024-08-01,1,1,0,3,0,0,1,0,0,0,1,0,30,4,2,4,0,2,2,4,0,0,0,0,37,18,55
PUNA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUNATA,otras vacunaciones,sr,2024-08-01,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,6,8
QUIABAYA,otras vacunaciones,sr,2024-08-01,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,7
QUILLACOLLO,otras vacunaciones,sr,2024-08-01,5,3,9,6,0,0,0,0,0,1,1,1,0,4,0,3,2,6,3,8,0,0,0,0,20,32,52
QUIME,otras vacunaciones,sr,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,1,0,0,0,0,7,7,14
RAVELO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
REYES,otras vacunaciones,sr,2024-08-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
SABAYA,otras vacunaciones,sr,2024-08-01,1,1,16,21,0,0,3,0,0,0,0,4,1,0,4,5,1,0,11,24,0,0,0,0,37,55,92
SACABA,otras vacunaciones,sr,2024-08-01,2,5,5,1,0,0,0,0,0,0,0,0,0,2,0,0,2,8,2,2,0,0,0,0,11,18,29
SACABAMBA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,1,5
SALINAS DE GARCI MENDOZA,otras vacunaciones,sr,2024-08-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,3,8,11
SAN ANDRES DE MACHACA,otras vacunaciones,sr,2024-08-01,0,0,4,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,7,3,10
SAN BENITO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,3,5
SAN BORJA,otras vacunaciones,sr,2024-08-01,3,4,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,7,9,16
SAN BUENA VENTURA,otras vacunaciones,sr,2024-08-01,1,1,4,6,0,0,1,1,0,0,0,1,0,2,0,2,1,8,0,0,0,0,0,0,7,21,28
SAN CARLOS,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN IGNACIO,otras vacunaciones,sr,2024-08-01,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,sr,2024-08-01,0,0,7,7,0,0,3,1,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,18,9,27
SAN LUCAS,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,6,11,17
SAN MATIAS,otras vacunaciones,sr,2024-08-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
SAN PEDRO,otras vacunaciones,sr,2024-08-01,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,13,21,4,2,0,0,0,0,19,27,46
SAN PEDRO DE QUEMES,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2024-08-01,0,2,2,1,0,0,2,1,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,0,6,10,16
SANTA ANA,otras vacunaciones,sr,2024-08-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2024-08-01,34,29,5,10,3,1,0,0,1,2,0,0,6,9,1,2,51,154,19,12,0,0,0,0,120,219,339
SANTIAGO DE HUARI,otras vacunaciones,sr,2024-08-01,0,0,10,12,0,0,2,0,0,0,0,0,0,0,5,4,2,2,7,4,0,0,0,0,26,22,48
SANTIAGO DE HUATA,otras vacunaciones,sr,2024-08-01,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,4,18
SANTIAGO DE MACHACA,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,2,5
SANTIVAÑES,otras vacunaciones,sr,2024-08-01,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,5,10,15
SANTUARIO DE QUILLACAS,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,1,0,0,0,0,1,3,9,13,4,7,3,16,0,0,0,0,18,40,58
SAPAHAQUI,otras vacunaciones,sr,2024-08-01,3,0,9,11,0,0,1,0,0,0,1,0,2,0,0,0,3,1,0,0,0,0,0,0,19,12,31
SENA,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SHINAOTA,otras vacunaciones,sr,2024-08-01,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,3,8,11
SICA SICA (VILLA AROMA),otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,sr,2024-08-01,0,2,2,3,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,3,0,0,0,0,4,12,16
SORACACHI,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SORATA,otras vacunaciones,sr,2024-08-01,0,0,18,10,0,0,3,0,0,0,5,2,0,0,4,2,3,0,7,3,0,0,0,0,40,17,57
SUCRE,otras vacunaciones,sr,2024-08-01,1,1,2,4,0,1,0,0,0,0,1,0,3,3,1,1,13,32,16,52,0,0,0,0,37,94,131
TACACOMA,otras vacunaciones,sr,2024-08-01,0,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,1,1,0,2,0,0,0,0,2,9,11
TACOPAYA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,4,1,5
TAPACARI,otras vacunaciones,sr,2024-08-01,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,7,9
TARABUCO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
TARACO,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
TARIJA,otras vacunaciones,sr,2024-08-01,1,7,14,8,0,2,0,2,0,1,1,1,0,2,8,7,4,18,25,43,0,0,0,0,53,91,144
TARVITA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
TEOPONTE,otras vacunaciones,sr,2024-08-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TIAHUANACU,otras vacunaciones,sr,2024-08-01,6,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,14,13,27
TIPUANI,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3
TIQUIPAYA,otras vacunaciones,sr,2024-08-01,0,1,8,7,0,0,0,1,0,0,0,0,0,0,2,3,2,8,3,4,0,0,0,0,15,24,39
TIRAQUE (CBBA),otras vacunaciones,sr,2024-08-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,0,0,7,6,13
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,sr,2024-08-01,0,0,3,7,0,0,2,0,0,0,2,0,0,0,1,6,0,3,0,0,0,0,0,0,8,16,24
TODOS SANTOS,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,7,12,19
TOLATA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TOLEDO,otras vacunaciones,sr,2024-08-01,2,3,2,2,0,1,0,1,0,0,0,2,4,8,3,4,3,8,2,9,0,0,0,0,16,38,54
TOMINA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
TOTORA(ORR),otras vacunaciones,sr,2024-08-01,11,3,12,6,0,0,1,1,1,0,2,1,0,0,0,0,1,0,1,1,0,0,0,0,29,12,41
TRINIDAD,otras vacunaciones,sr,2024-08-01,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,3,5,8
TUPIZA,otras vacunaciones,sr,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,8,14,0,1,0,0,0,0,13,25,38
TURCO,otras vacunaciones,sr,2024-08-01,2,0,4,5,0,0,1,1,0,0,1,0,0,5,7,12,0,3,85,64,0,0,0,0,100,90,190
URUBICHA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
UYUNI,otras vacunaciones,sr,2024-08-01,2,1,0,1,0,2,2,0,0,1,0,0,1,1,4,0,9,8,2,4,0,0,0,0,20,18,38
VACAS,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,4
VIACHA,otras vacunaciones,sr,2024-08-01,3,2,10,8,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,17,12,29
VILLA MONTES,otras vacunaciones,sr,2024-08-01,3,7,4,0,1,0,0,0,0,0,0,1,6,6,1,1,8,11,3,9,0,0,0,0,26,35,61
VILLA RIVERO,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
VILLA TUNARI,otras vacunaciones,sr,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,9,3,1,0,0,0,0,7,12,19
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,3,5,8
VILLAZON,otras vacunaciones,sr,2024-08-01,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,9,1,0,0,0,0,0,6,12,18
VINTO,otras vacunaciones,sr,2024-08-01,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,5,0,1,0,0,0,0,3,9,12
WARNES,otras vacunaciones,sr,2024-08-01,1,0,7,5,3,0,0,0,0,0,0,0,3,1,45,4,5,11,158,57,0,0,0,0,222,78,300
YACO,otras vacunaciones,sr,2024-08-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
YACUIBA,otras vacunaciones,sr,2024-08-01,1,2,3,13,0,0,0,0,0,0,0,0,0,0,124,2,1,0,14,4,0,0,0,0,143,21,164
YANACACHI,otras vacunaciones,sr,2024-08-01,0,0,3,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,5,11
YUNCHARA,otras vacunaciones,sr,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACHACACHI,otras vacunaciones,sr,2024-09-01,2,5,14,26,0,1,3,6,0,0,2,5,5,5,28,9,4,3,6,6,0,0,0,0,64,66,130
AIQUILE,otras vacunaciones,sr,2024-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,4
ALTO BENI,otras vacunaciones,sr,2024-09-01,1,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
ANCORAIMES,otras vacunaciones,sr,2024-09-01,0,0,8,10,0,0,4,2,0,0,3,6,0,0,8,7,0,0,0,0,0,0,0,0,23,25,48
ANDAMARCA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,2,6,8
ANTEQUERA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,4,24,0,0,0,0,9,43,52
ANZALDO,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
APOLO,otras vacunaciones,sr,2024-09-01,3,6,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,36
ARANI,otras vacunaciones,sr,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ARBIETO,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ARQUE,otras vacunaciones,sr,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2
ASCENCION DE GUARAYOS,otras vacunaciones,sr,2024-09-01,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,11,35,0,0,0,0,0,0,13,38,51
ATOCHA,otras vacunaciones,sr,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,4,5,9
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,sr,2024-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
AZURDUY,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BATALLAS,otras vacunaciones,sr,2024-09-01,2,3,7,7,0,0,2,2,0,0,0,1,1,1,1,6,0,3,2,3,0,0,0,0,15,26,41
BAURES,otras vacunaciones,sr,2024-09-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4
BERMEJO,otras vacunaciones,sr,2024-09-01,0,0,3,4,0,0,0,0,0,0,0,0,1,0,1,3,0,11,8,14,0,0,0,0,13,32,45
BOLIVAR,otras vacunaciones,sr,2024-09-01,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
BOLPEBRA,otras vacunaciones,sr,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
BUENA VISTA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CAJUATA,otras vacunaciones,sr,2024-09-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,6
CALACOTO,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CALAMARCA,otras vacunaciones,sr,2024-09-01,0,1,8,4,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,11,7,18
CAPINOTA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,sr,2024-09-01,1,1,16,14,1,0,2,3,0,0,5,5,0,4,2,8,5,6,2,6,0,0,0,0,34,47,81
CARANAVI,otras vacunaciones,sr,2024-09-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5,5,11,0,0,0,0,8,20,28
CARAPARI,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,8,0,8
CARMEN RIVERO TORREZ,otras vacunaciones,sr,2024-09-01,0,0,4,7,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,6,12,18
CHALLAPATA,otras vacunaciones,sr,2024-09-01,0,0,14,8,0,0,4,1,0,0,5,4,1,0,1,1,0,7,0,1,0,0,0,0,25,22,47
CHARAÑA,otras vacunaciones,sr,2024-09-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHIMORE,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CHUA COCANI,otras vacunaciones,sr,2024-09-01,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,sr,2024-09-01,0,3,6,9,0,0,0,2,0,1,1,0,1,1,2,2,2,9,1,0,0,0,0,0,13,27,40
CKOCHAS,otras vacunaciones,sr,2024-09-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
CLIZA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
COBIJA,otras vacunaciones,sr,2024-09-01,0,1,16,21,0,0,2,4,0,0,4,1,0,1,9,10,4,2,11,13,0,0,0,0,46,53,99
COCHABAMBA,otras vacunaciones,sr,2024-09-01,16,14,17,18,1,0,0,3,1,2,5,5,8,11,14,23,24,47,16,22,0,0,0,0,102,145,247
COLCAPIRHUA,otras vacunaciones,sr,2024-09-01,1,0,4,3,0,0,1,0,0,0,0,0,0,1,2,1,1,3,6,12,0,0,0,0,15,20,35
"COLCHA ""K""",otras vacunaciones,sr,2024-09-01,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,4
COLOMI,otras vacunaciones,sr,2024-09-01,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
COLQUECHACA,otras vacunaciones,sr,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
COLQUIRI,otras vacunaciones,sr,2024-09-01,2,6,1,6,0,1,2,3,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,10,16,26
COMBAYA,otras vacunaciones,sr,2024-09-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
COPACABANA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CORIPATA,otras vacunaciones,sr,2024-09-01,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
CORO CORO,otras vacunaciones,sr,2024-09-01,0,1,1,0,0,0,2,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,5,6,11
COROICO,otras vacunaciones,sr,2024-09-01,2,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,15
CORQUE,otras vacunaciones,sr,2024-09-01,2,1,0,0,0,2,0,0,0,0,0,0,1,1,3,6,0,1,9,5,0,0,0,0,15,16,31
COTAGAITA,otras vacunaciones,sr,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,19,0,0,0,0,4,24,28
COTOCA,otras vacunaciones,sr,2024-09-01,0,0,8,2,0,0,3,7,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,12,12,24
CURAHUARA DE CARANGAS,otras vacunaciones,sr,2024-09-01,0,0,4,5,0,0,0,2,0,0,0,2,0,0,4,1,0,0,5,5,0,0,0,0,13,15,28
