,group,variable,month,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - D,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 5 A 9 - F,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - D,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 10 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - D,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 11 AÑOS - F,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - D,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 12 A 20 - F,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - D,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 21 A 59 - F,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - D,INFLUENZA ESTACIONAL 60 Y MAS - F,INFLUENZA ESTACIONAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ESCARA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ESCOMA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,7,9,28,31,59
ESMERALDA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,4,5,9
EUCALIPTUS,otras vacunaciones,influenza estacional,2024-06-01,7,1,69,90,0,0,21,16,0,3,30,19,0,1,11,11,0,1,4,10,1,0,21,21,164,173,337
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
EXALTACION,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,16,7,16,23
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,10,13,17,30
FILADELFIA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,7,15,8,23
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,12,15,25,40
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,41,53,70,72,142
GIA-TIM,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,50,32,65,50,115
GUANAY,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,26,30,28,32,60
GUAQUI,otras vacunaciones,influenza estacional,2024-06-01,21,12,42,36,3,4,7,8,4,0,10,6,3,7,225,48,11,8,25,19,35,33,22,32,408,213,621
GUAYARAMERIN,otras vacunaciones,influenza estacional,2024-06-01,3,2,261,209,1,0,50,46,0,0,51,44,3,0,19,18,0,1,0,0,41,31,43,35,472,386,858
GUTIERREZ,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,50,91,62,97,159
HUACARAJE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,5,2,17,16,33
HUACARETA,otras vacunaciones,influenza estacional,2024-06-01,0,6,4,9,1,0,0,0,0,1,0,1,1,1,0,1,11,15,11,14,21,19,30,55,79,122,201
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,18,19,20,20,40
HUANUNI,otras vacunaciones,influenza estacional,2024-06-01,11,14,53,53,1,4,11,8,2,1,14,14,18,16,50,101,60,87,96,208,25,25,36,87,377,618,995
HUARINA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,4,9,13,25,38
HUATAJATA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,28,25,53
HUAYLLAMARCA,otras vacunaciones,influenza estacional,2024-06-01,3,6,41,34,0,4,10,17,5,1,8,7,1,0,5,6,0,1,1,2,6,4,31,31,111,113,224
HUMANATA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43,30,2,5,45,38,83
ICHOCA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,20,17,22,23,45
ICLA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,99,146,134,207,341
INCAHUASI,otras vacunaciones,influenza estacional,2024-06-01,31,29,141,163,5,5,37,40,9,8,34,43,6,6,17,19,0,1,0,0,22,13,20,34,322,361,683
INGAVI (HUMAITA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,1,12,3,15
INQUISIVI,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,52,44,85,74,159
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,73,78,89,93,182
IXIAMAS,otras vacunaciones,influenza estacional,2024-06-01,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,10,12,14,15,28,31,59
JESUS DE MACHACA,otras vacunaciones,influenza estacional,2024-06-01,1,3,50,53,0,0,11,8,0,0,16,14,3,1,34,45,2,2,10,11,37,36,49,42,213,215,428
LA ASUNTA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,37,21,17,85,54,139
LA GUARDIA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,84,41,47,110,131,241
LA PAZ,otras vacunaciones,influenza estacional,2024-06-01,126,143,602,663,24,16,156,169,15,18,150,175,78,93,287,533,208,561,324,416,1578,1937,493,667,4041,5391,9432
LA RIVERA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
LAGUNILLAS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,7,14
LAJA,otras vacunaciones,influenza estacional,2024-06-01,9,2,213,247,0,0,57,60,0,6,37,34,0,2,13,24,2,2,1,0,22,31,50,51,404,459,863
LAS CARRERAS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,51,71,53,77,130
LICOMA PAMPA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,13,32,17,49
LLALLAGUA,otras vacunaciones,influenza estacional,2024-06-01,2,3,30,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,7,58,62,141,183,236,273,509
LLICA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,74,79,82,96,178
LORETO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,7,5,8,13
LURIBAY,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,39,51,40,110,79,189
MACHACAMARCA,otras vacunaciones,influenza estacional,2024-06-01,3,5,36,45,0,1,10,13,0,1,16,11,0,0,4,1,0,0,2,4,2,4,33,34,106,119,225
MACHARETI,otras vacunaciones,influenza estacional,2024-06-01,2,1,4,6,1,2,3,0,0,0,1,0,2,2,8,9,8,11,14,23,7,4,9,15,59,73,132
MAGDALENA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,9,17,10,27
MAIRANA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,3,9,9,18
MALLA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,9,8,9,17
MAPIRI,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,5,5,21,14,35
MECAPACA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,20,1,1,27,21,48
MINEROS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,2,8,18,25,43
MIZQUE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,132,172,158,195,353
MOCOMOCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,75,61,0,0,16,24,0,0,16,23,0,1,18,9,0,0,0,0,38,45,102,141,265,304,569
MOJINETE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,4,8
MOJOCOYA,otras vacunaciones,influenza estacional,2024-06-01,2,1,1,4,0,0,1,1,0,0,1,0,3,4,5,3,19,13,33,30,19,19,48,42,132,117,249
MONTEAGUDO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,71,63,97,88,185
MONTERO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,194,57,67,242,261,503
MORO MORO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,14,12,17,17,34
MOROCHATA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,37,124,112,149,149,298
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,14,9,18,11,29
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,11
OCURI,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,46,45,55,55,110
OKINAWA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,13,21,16,37
OMEREQUE,otras vacunaciones,influenza estacional,2024-06-01,0,0,13,13,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,17,18,35
ORURO,otras vacunaciones,influenza estacional,2024-06-01,93,140,1738,2032,23,20,380,426,12,21,347,456,19,48,696,782,77,133,1301,603,331,327,214,257,5231,5245,10476
PADCAYA,otras vacunaciones,influenza estacional,2024-06-01,0,0,18,23,0,1,5,7,0,0,2,4,0,0,7,8,2,0,2,6,45,49,85,82,166,180,346
PADILLA,otras vacunaciones,influenza estacional,2024-06-01,8,12,24,16,2,4,3,4,0,2,3,8,0,0,1,2,0,0,0,4,26,25,54,51,121,128,249
PAILON,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,30,26,44,43,87
PALCA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,11,27,22,37,59
PALOS BLANCOS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,89,77,125,111,236
PAMPA AULLAGAS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,6,8,14
PAMPA GRANDE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,7,13,23,27,50
PAPEL PAMPA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,62,54,66,57,123
PASORAPA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,8,18,14,32
PATACAMAYA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,70,82,99,112,211
PAZÑA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,11,20,15,35
PELECHUCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,21,30,29,36,65
POCOATA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,248,317,260,334,594
POCONA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,85,110,94,125,219
POJO (CBBA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,96,94,119,110,229
POOPO,otras vacunaciones,influenza estacional,2024-06-01,3,1,86,76,0,0,12,16,0,0,12,12,0,0,18,22,3,4,16,66,27,5,30,40,207,242,449
PORCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,20,21,30,51
POROMA,otras vacunaciones,influenza estacional,2024-06-01,0,1,16,6,1,0,2,5,0,0,10,4,0,5,34,27,8,10,25,45,65,51,107,104,268,258,526
PORONGO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,14,14,28
PORTACHUELO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,3,11,9,20
PORVENIR,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,6
POSTRER VALLE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,2,7,9
POTOSI,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,211,156,324,326,535,861
PRESTO,otras vacunaciones,influenza estacional,2024-06-01,1,0,63,76,1,0,25,14,0,0,18,19,1,0,63,75,1,2,47,72,8,13,49,67,277,338,615
PUCARA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,19,11,30
PUCARANI,otras vacunaciones,influenza estacional,2024-06-01,3,1,128,159,0,0,22,26,0,1,18,24,1,2,22,39,4,8,9,17,79,109,121,126,407,512,919
PUERTO ACOSTA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,19,42,56,60,76,136
PUERTO CARABUCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,34,118,105,143,139,282
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
PUERTO PEREZ,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,58,39,69,41,110
PUERTO QUIJARRO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
PUERTO RICO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,6,13
PUERTO SUAREZ,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,20,6,44,37,81
PUERTO VILLARROEL,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,68,101,95,113,208
PUNA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,60,154,247,205,307,512
PUNATA,otras vacunaciones,influenza estacional,2024-06-01,50,34,254,267,5,6,76,63,1,8,55,65,15,12,213,385,1,7,5,4,86,105,130,183,891,1139,2030
QUIABAYA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,29,33,36,41,77
QUILLACOLLO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,329,582,815,826,1144,1970
QUIME,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,9,8,14,18,32
QUIRUSILLAS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,4,1,5
RAQAYPAMPA(ETA),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,56,23,39,66,95,161
RAVELO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,148,127,164,152,316
REYES,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,3,6
RIBERALTA,otras vacunaciones,influenza estacional,2024-06-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,52,3,2,53,58,111
ROBORE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,10,11,16,27
RURRENABAQUE,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,18,25,66,48,114
SABAYA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,14,22,36
SACABA,otras vacunaciones,influenza estacional,2024-06-01,118,101,716,758,20,18,127,164,14,14,138,162,19,9,80,83,4,9,14,20,204,241,464,635,1918,2214,4132
SACABAMBA,otras vacunaciones,influenza estacional,2024-06-01,2,0,26,29,0,0,7,11,0,0,2,3,0,0,1,0,0,0,1,0,8,17,16,20,63,80,143
SACACA,otras vacunaciones,influenza estacional,2024-06-01,0,0,63,60,0,0,21,9,0,0,24,16,0,0,28,26,0,3,3,2,5,9,77,105,221,230,451
SAIPINA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,18,20,23,43
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,36,40,47,46,93
SAMAIPATA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,53,45,70,62,132
SAN AGUSTIN,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,10,11,19,30
SAN ANDRES,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,111,78,118,81,199
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional,2024-06-01,0,0,54,46,0,5,9,13,0,1,10,3,0,0,29,36,1,1,2,3,21,19,49,59,175,186,361
SAN ANTONIO DE ESMORUCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,7,11,24,30,54
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,18,18,35,24,59
SAN BENITO,otras vacunaciones,influenza estacional,2024-06-01,7,1,67,61,1,0,14,18,0,2,4,10,2,1,3,4,0,1,2,3,7,18,74,114,181,233,414
SAN BORJA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,33,59,56,82,138
SAN BUENA VENTURA,otras vacunaciones,influenza estacional,2024-06-01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,2,6,8,17,24,29,35,64
SAN CARLOS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,6,16,17,33
SAN IGNACIO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,30,24,39,29,68
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,156,119,129,277,285,562
SAN JAVIER(BNI),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
SAN JAVIER(STC),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,1,7,9,16
SAN JOAQUIN,otras vacunaciones,influenza estacional,2024-06-01,0,1,83,54,0,0,28,19,0,0,21,12,0,3,42,4,1,0,6,3,1,3,1,3,183,102,285
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,2,6,16,19,35
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,10,6,23,16,39
SAN JULIAN,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,32,58,36,119,68,187
SAN LORENZO(PND),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,14,14,14,28
SAN LORENZO(TJA),otras vacunaciones,influenza estacional,2024-06-01,17,11,80,93,5,3,23,28,2,1,16,22,1,4,20,14,5,12,18,39,40,45,37,64,264,336,600
SAN LUCAS,otras vacunaciones,influenza estacional,2024-06-01,91,87,408,394,25,29,113,82,18,12,96,104,8,10,80,64,11,15,20,26,87,102,113,150,1070,1075,2145
SAN MATIAS,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,7,15,15,30
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,32,48,44,64,108
SAN PABLO DE LIPEZ,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,2,4,7,14,21
SAN PEDRO,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,6
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,222,268,259,304,563
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,8,14
SAN PEDRO DE MACHA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,69,176,251,235,320,555
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,6,7,13
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,31,41,42,50,92
SAN PEDRO(PND),otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
SAN RAFAEL,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,12,8,20
SAN RAMON BENI,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,4,11
SAN RAMON SCZ,otras vacunaciones,influenza estacional,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,7,13
