,group,variable,month,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - D,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 5 A 9 - F,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - D,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 10 AÑOS - F,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - D,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 11 AÑOS - F,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - D,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 12 A 20 - F,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - D,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 21 A 59 - F,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - D,DT 1RA DOSIS 60 Y MAS - F,DT 1RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
SABAYA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,2,5,3,5,0,0,6,5,8,0,0,0,0,15,20,35
SACABA,otras vacunaciones,dt 1ra dosis,2024-04-01,3,3,57,58,1,2,13,13,2,2,22,22,16,38,74,115,31,84,72,111,0,0,0,0,291,448,739
SACABAMBA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,2,0,0,0,0,0,2,0,0,0,3,6,0,0,2,0,3,0,0,0,0,6,12,18
SACACA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,5,6,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,2,0,0,0,0,6,14,20
SAIPINA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,3,1,0,0,0,0,0,0,1,0,1,0,7,13,1,4,6,15,0,0,0,0,19,33,52
SAMAIPATA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,3
SAN AGUSTIN,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,2,0,0,1,0,8,3,11
SAN ANDRES,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,17,8,0,0,12,2,0,0,10,5,1,9,21,15,0,2,0,2,0,0,1,0,62,43,105
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,8,8,0,0,0,0,1,3,0,0,37,47,0,0,0,2,0,0,0,0,0,0,47,60,107
SAN BENITO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,10,0,0,9,28,0,0,8,6,3,3,17,36,4,3,12,14,0,0,0,0,54,100,154
SAN BORJA,otras vacunaciones,dt 1ra dosis,2024-04-01,2,5,22,29,0,0,20,17,2,0,24,29,5,22,182,174,11,32,48,57,0,0,9,3,325,368,693
SAN BUENA VENTURA,otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,0,1,1,0,2,0,0,1,1,0,0,0,3,9,2,6,7,15,0,0,0,1,18,33,51
SAN CARLOS,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,2,0,0,0,2,0,1,4,16,0,0,4,0,1,0,0,0,0,21,9,30
SAN IGNACIO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,48,37,0,1,25,40,0,0,9,25,9,8,38,34,3,4,44,31,2,0,10,8,188,188,376
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,3,9
SAN JAVIER(BNI),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,2,0,1,0,1,2,0,3,3,1,1,2,5,8,0,0,0,2,13,18,31
SAN JAVIER(STC),otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,24,0,1,0,0,0,0,3,33,36
SAN JOAQUIN,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,8,0,1,2,3,1,0,0,1,0,0,10,15,1,7,25,35,0,0,1,2,41,72,113
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,19,14,0,6,0,0,0,0,1,0,0,0,5,6,1,5,2,0,1,1,0,0,29,32,61
SAN JUAN DE YAPACANI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,3,0,0,0,0,2,0,0,0,1,0,0,2,3,2,0,10,13,0,0,0,0,17,19,36
SAN JULIAN,otras vacunaciones,dt 1ra dosis,2024-04-01,1,1,2,3,1,1,2,1,0,0,0,2,5,11,2,3,12,45,15,31,1,0,8,4,49,102,151
SAN LORENZO(PND),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1,1,0,14,0,0,0,0,0,21,2,23
SAN LORENZO(TJA),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,17,0,1,1,0,0,0,4,22,26
SAN LUCAS,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,1,2,0,1,0,0,0,0,5,10,15
SAN MATIAS,otras vacunaciones,dt 1ra dosis,2024-04-01,1,1,3,10,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,8,13,21
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,5,10,2,6,0,0,0,0,8,22,30
SAN PABLO DE LIPEZ,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN PEDRO,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,2,1,2,0,0,0,0,0,0,3,8,11
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-04-01,1,6,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,14,0,8,0,0,0,0,1,39,40
SAN PEDRO DE CURAHUARA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,2,2,0,0,0,0,5,8,13
SAN PEDRO DE MACHA,otras vacunaciones,dt 1ra dosis,2024-04-01,4,5,2,0,0,1,0,0,0,0,0,0,0,13,36,34,4,7,0,0,0,0,0,0,46,60,106
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,3,0,0,0,0,1,0,0,3,1,2,2,5,6,4,4,25,0,0,0,0,0,42,14,56
SAN PEDRO(PND),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,5,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,13,18
SAN RAFAEL,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,12,22,0,0,2,5,17,36,53
SAN RAMON BENI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,3,4,0,0,1,1,0,0,2,1,0,1,6,8,0,0,5,20,0,0,0,0,17,35,52
SAN RAMON SCZ,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,9,20,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,74,127
SANTA ANA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,1,0,0,0,0,0,1,0,0,0,6,0,2,2,5,5,8,1,0,2,0,11,23,34
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 1ra dosis,2024-04-01,65,64,292,279,21,19,120,152,18,20,161,141,74,195,675,927,271,548,220,200,4,4,1,0,1922,2549,4471
SANTA ROSA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,0,0,0,0,28,28
SANTA ROSA DEL SARA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,12,21,0,2,5,6,0,1,2,1,1,5,5,3,6,17,10,22,2,1,4,9,47,88,135
SANTIAGO DE CALLAPA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,6,5,0,0,0,1,0,1,11,8,2,3,28,23,0,0,0,2,47,43,90
SANTIAGO DE HUATA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,1,0,0,0,3,6,9
SANTIAGO DE MACHACA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,3,2,0,1,0,0,0,0,2,0,4,3,8,9,0,0,0,1,0,0,0,0,17,16,33
SANTIVAÑES,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,1,0,0,0,0,9,3,12
SANTUARIO DE QUILLACAS,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,0,0,1,0,0,0,1,0,1,0,0,1,2,3,0,2,5,13,0,0,0,0,10,20,30
SAPAHAQUI,otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,1,1,0,0,0,0,0,0,1,0,0,0,21,10,2,4,1,0,0,0,1,0,29,15,44
SENA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,1,0,1,1,3,0,0,4,0,1,5,1,1,4,4,0,2,0,0,0,0,12,17,29
SHINAOTA,otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,1,3,0,0,0,0,0,45,1,46
SICA SICA (VILLA AROMA),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,4,1,7,0,1,0,0,0,0,9,22,31
SIPE SIPE,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,0,2,0,0,0,1,0,0,0,4,0,2,8,17,2,3,1,2,0,0,0,0,11,32,43
SOPACHUY,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
SORACACHI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,10,7,0,0,2,1,0,0,7,2,0,3,70,56,1,5,2,5,0,0,0,0,92,79,171
SORATA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,1,0,0,6,1,0,0,3,4,0,0,9,8,1,6,16,17,0,0,1,1,36,38,74
SUCRE,otras vacunaciones,dt 1ra dosis,2024-04-01,11,2,1,4,5,0,1,0,1,1,1,3,42,29,151,123,87,82,21,29,3,7,1,1,325,281,606
TACACHI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TACACOMA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,1,0,0,4,2,0,0,3,0,1,0,14,15,0,2,2,4,0,0,0,0,25,24,49
TACOBAMBA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,5,0,0,0,0,1,10,11
TACOPAYA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,12,8,0,0,3,2,0,0,3,1,0,1,19,16,0,0,6,4,0,0,0,0,43,32,75
TAHUA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,3
TAPACARI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,11,8,0,0,2,0,0,1,0,0,4,8,1,4,1,7,4,1,0,0,0,0,23,29,52
TARABUCO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,4,1,0,0,0,0,0,0,8,9,17
TARACO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
TARATA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,14,10,0,0,4,4,0,0,13,5,1,0,2,3,2,0,0,0,0,0,0,0,36,22,58
TARIJA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,4,15,0,1,1,4,0,2,0,1,23,45,50,44,89,170,29,48,3,4,0,0,199,335,534
TARVITA,otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
TEOPONTE,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,7,0,0,0,0,0,0,0,0,5,7,12
TIAHUANACU,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,7,7,0,0,0,0,0,0,1,0,0,3,0,0,4,5,1,1,0,0,0,0,13,16,29
TINGUIPAYA,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,6
TIPUANI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,4,5,78,50,0,0,4,2,0,0,0,0,0,0,0,0,86,57,143
TIQUIPAYA,otras vacunaciones,dt 1ra dosis,2024-04-01,1,1,2,3,2,1,1,2,0,2,4,4,22,26,16,17,7,22,33,34,0,0,0,0,88,112,200
TIRAQUE (CBBA),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,10,5,0,0,4,6,0,0,1,0,4,8,2,5,8,13,9,12,0,0,0,0,38,49,87
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3
TOCO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
TOLATA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,3,0,0,10,3,0,0,3,0,2,1,4,1,0,2,10,9,0,0,0,0,30,19,49
TOLEDO,otras vacunaciones,dt 1ra dosis,2024-04-01,1,2,4,11,0,0,1,3,0,0,3,1,2,8,10,10,0,2,32,17,0,0,3,1,56,55,111
TOMAVE,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2
TOMINA,otras vacunaciones,dt 1ra dosis,2024-04-01,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,4,0,0,0,0,0,0,6,10,16
TORO TORO,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,2,0,0,0,0,2,10,12
TOTORA(CBBA),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,1,11,18,4,0,0,0,0,19,26,45
TOTORA(ORR),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,6,0,0,2,1,0,0,0,0,1,1,0,2,2,2,14,12,0,0,0,0,20,24,44
TRIGAL,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,4
TRINIDAD,otras vacunaciones,dt 1ra dosis,2024-04-01,10,29,3,2,0,2,1,1,2,0,0,0,12,27,212,14,36,131,45,45,4,5,1,0,326,256,582
TUPIZA,otras vacunaciones,dt 1ra dosis,2024-04-01,4,2,0,0,2,1,4,4,6,13,0,0,247,258,0,0,28,53,0,0,2,0,0,0,293,331,624
TURCO,otras vacunaciones,dt 1ra dosis,2024-04-01,2,0,0,0,3,1,0,0,1,0,1,0,2,3,9,13,1,4,12,5,0,0,0,0,31,26,57
UMALA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,0,2,0,0,0,0,0,0,0,0,2,1,7,5,0,1,0,0,0,0,0,0,9,10,19
UNCIA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,2,0,0,16,16,0,0,38,37,0,10,16,2,3,19,0,17,0,0,0,0,74,103,177
URIONDO (A. CONCEPCION),otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,0,3,13,0,1,0,1,0,1,6,19,25
URUBICHA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,1,0,0,0,1,0,0,0,3,0,2,2,7,0,1,20,17,0,0,0,0,23,32,55
UYUNI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,2,7,69,7,10,22,5,3,1,0,0,0,88,39,127
VACAS,otras vacunaciones,dt 1ra dosis,2024-04-01,9,5,4,1,0,0,1,3,0,0,0,0,0,0,19,20,2,1,1,1,0,0,0,0,36,31,67
VALLEGRANDE,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,3,2,39,16,0,0,0,0,44,22,66
VIACHA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,10,65,8,5,40,17,9,2,0,0,0,89,67,156
VILA VILA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
VILLA CHARCAS,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,16,16,0,0,6,5,0,0,7,8,2,10,1,4,2,6,0,5,0,1,0,0,34,55,89
VILLA MONTES,otras vacunaciones,dt 1ra dosis,2024-04-01,5,0,1,0,0,0,0,0,0,0,0,0,2,5,3,0,15,26,2,6,0,0,0,0,28,37,65
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,0,0,1,0,1,0,0,0,0,1,1,3,2,0,1,3,1,0,0,0,0,8,7,15
VILLA RIVERO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,10,10,0,0,2,2,0,0,1,1,1,2,30,25,8,2,0,2,0,0,0,0,52,45,97
VILLA TUNARI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,43,29,0,0,11,18,0,0,4,3,5,7,4,12,24,22,32,23,0,0,0,0,123,114,237
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,6,0,6
VILLAZON,otras vacunaciones,dt 1ra dosis,2024-04-01,1,1,3,2,0,0,4,1,0,0,1,0,3,10,6,3,7,23,13,12,1,1,0,3,39,56,95
VINTO,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,0,0,0,0,0,0,1,2,0,1,1,8,2,3,2,19,3,3,0,0,0,0,10,36,46
VITICHI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,3,0,34,44,1,5,0,3,0,0,0,0,38,53,91
WALDO BALLIVIAN,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,8,15,0,0,0,0,0,0,11,17,28
WARNES,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,88,113,224,236,0,0,0,0,0,0,0,0,312,349,661
YACO,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,2,3,0,0,1,1,0,1,0,0,0,12,9,2,0,2,0,0,0,0,0,0,12,21,33
YACUIBA,otras vacunaciones,dt 1ra dosis,2024-04-01,2,1,23,24,0,0,11,22,2,0,24,23,6,16,46,36,25,56,18,34,1,0,0,0,158,212,370
YAMPARAEZ,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,5,2,7
YANACACHI,otras vacunaciones,dt 1ra dosis,2024-04-01,0,1,1,1,0,0,0,3,0,0,1,0,1,1,1,2,3,6,10,14,0,0,0,0,17,28,45
YAPACANI,otras vacunaciones,dt 1ra dosis,2024-04-01,1,0,35,36,0,0,5,3,0,0,4,5,2,4,24,38,9,31,13,26,0,0,0,0,93,143,236
YOCALLA,otras vacunaciones,dt 1ra dosis,2024-04-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,11,15
YOTALA,otras vacunaciones,dt 1ra dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
YUNCHARA,otras vacunaciones,dt 1ra dosis,2024-04-01,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,2,0,0,0,0,8,5,13
YUNGUYO DE LITORAL,otras vacunaciones,dt 1ra dosis,2024-04-01,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,10
ACACIO,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
ACHACACHI,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,3,4,0,0,4,0,0,2,0,2,1,6,59,13,4,15,1,3,0,0,0,0,72,45,117
ACHOCALLA,otras vacunaciones,dt 1ra dosis,2024-05-01,1,0,0,1,0,0,0,1,0,1,0,0,0,3,8,2,4,34,0,0,0,0,0,0,13,42,55
AIQUILE,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,14,15,0,0,4,4,0,0,15,12,1,1,42,43,3,5,1,0,1,0,0,0,81,80,161
ALTO BENI,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,0,1,0,0,0,0,0,0,7,6,13
ANCORAIMES,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,1,5,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,4,8,12
ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,1,2,0,0,1,0,1,0,0,4,1,1,0,0,2,1,0,1,0,0,0,0,6,9,15
ANTEQUERA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ANZALDO,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,3,4
APOLO,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,8,8,0,0,0,0,0,0,1,1,0,4,2,2,1,5,1,0,2,0,0,0,15,20,35
ARAMPAMPA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,6,0,0,0,0,4,10,14
ARANI,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,6,3,0,0,1,6,0,0,9,8,0,2,8,8,1,1,2,6,0,0,0,0,27,34,61
ARBIETO,otras vacunaciones,dt 1ra dosis,2024-05-01,0,2,2,1,1,0,3,0,2,1,1,0,1,1,1,1,3,3,1,1,0,0,0,0,15,10,25
ARQUE,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,2,5,0,0,1,5,0,0,0,6,1,1,4,2,0,0,1,0,0,0,0,0,9,19,28
ASCENCION DE GUARAYOS,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,10,14,0,0,0,0,15,27,42
ATOCHA,otras vacunaciones,dt 1ra dosis,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,14,7,5,0,0,0,0,20,29,49
AUCAPATA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
AYATA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
AYO AYO,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,5,4,8,0,0,0,1,5,18,23
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 1ra dosis,2024-05-01,1,0,0,0,1,0,0,2,0,0,0,0,2,5,2,5,6,17,2,2,0,0,0,0,14,31,45
AZURDUY,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,3,4
BATALLAS,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,12,1,10,0,0,0,0,0,0,19,26,45
BAURES,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
BELEN DE ANDAMARCA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,2,8,10
BELEN DE URMIRI,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,5,3,0,0,0,2,0,0,0,2,0,0,5,4,0,0,1,0,0,0,0,0,11,11,22
BERMEJO,otras vacunaciones,dt 1ra dosis,2024-05-01,0,1,0,0,0,1,0,0,1,1,0,0,6,6,0,0,47,34,0,0,2,1,0,0,56,44,100
BETANZOS,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,0,0,0,2,11,13
BOLIVAR,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,7,6,0,0,3,8,0,0,4,4,0,0,32,44,0,0,2,1,1,0,0,0,49,63,112
BOLPEBRA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,7,14,0,0,7,3,0,0,0,4,0,3,8,9,0,0,0,1,0,0,0,0,22,34,56
BUENA VISTA,otras vacunaciones,dt 1ra dosis,2024-05-01,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,4,13,0,0,0,2,0,1,6,22,28
CABEZAS,otras vacunaciones,dt 1ra dosis,2024-05-01,2,2,1,1,0,0,1,1,1,0,0,0,2,6,3,8,5,14,3,2,2,1,3,1,23,36,59
CAIROMA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,3,0,0,0,0,0,0,5,5,10
"CAIZA ""D""",otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,3,10,1,2,0,0,0,0,7,16,23
CAJUATA,otras vacunaciones,dt 1ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,2,8,10
