,group,variable,month,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 5 A 9 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 10 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 11 AÑOS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 12 A 20 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 21 A 59 - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - D,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,HEPATITIS B 2DA DOSIS TRABAJADORES DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
MOROCHATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,43,76,2,9,0,1,0,0,48,92,140
PADILLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33,0,0,0,0,0,0,10,33,43
PAILON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
PALCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,3,5
PAMPA AULLAGAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PATACAMAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAZÑA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POOPO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PORONGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PORVENIR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
POTOSI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,2,10,0,1,0,0,7,33,40
PRESTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PUCARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PUERTO QUIJARRO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
PUERTO RICO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUERTO SUAREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
PUNATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,3,4,7
QUILLACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,36,0,0,0,0,0,0,25,36,61
RAVELO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,4,5
RIBERALTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ROBORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
SACABA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,2,9,0,0,0,0,6,28,34
SALINAS DE GARCI MENDOZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
SAN JOSE DE CHIQUITOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
SAN JULIAN,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN LORENZO(TJA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAN LUCAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,194,23,8,2,2,0,0,115,204,319
SANTIAGO DE HUARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTIAGO DE MACHACA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3
SANTUARIO DE QUILLACAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SAPAHAQUI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SENA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,3
SIPE SIPE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,5,0,0,0,0,3,10,13
SORACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SORATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
SUCRE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,18,25,0,2,1,0,35,55,90
TACOPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
TAPACARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
TARATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
TARIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,51,0,0,0,0,0,0,23,51,74
TARVITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TEOPONTE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TIAHUANACU,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
TINGUIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TIQUIPAYA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
TOCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
TOLATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLEDO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TOMINA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
TORO TORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TRINIDAD,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,5,0,0,0,0,5,29,34
TUPIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,4,5
TURCO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,2,7,9
UNCIA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,7,7
URUBICHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
UYUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
VACAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,3,4
VALLEGRANDE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VIACHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
VILLA MONTES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
VILLA NUEVA (LOMA ALTA),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,4
VILLA SERRANO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
VILLA TUNARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
VILLAZON,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,1,8,9
VINTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,0,0,0,0,0,10,34,44
YACUIBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,1,7,8
YAMPARAEZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
YAPACANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ACHACACHI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACHOCALLA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AIQUILE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,4,7
ALALAY,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ANTEQUERA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ARAMPAMPA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ARBIETO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ATOCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
AYO AYO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
BATALLAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,10,12
BETANZOS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BUENA VISTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CABEZAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"CAIZA ""D""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAMARGO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CAMIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAPINOTA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAQUIAVIRI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CARANAVI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
CARAPARI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,3,3,6
CARIPUYO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHALLAPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,2,4,6
CHARAGUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
CHIMORE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,2,2,0,0,0,0,8,8,16
COCHABAMBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,12,0,1,0,0,16,18,34
COLCAPIRHUA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,10
"COLCHA ""K""",otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COLLANA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLOMI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLQUENCHA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CONCEPCION,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,2,6,8
CORIPATA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
CORQUE,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
COTAGAITA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,9
COTOCA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CUATRO CAÑADAS,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
EL ALTO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,6,11,1,0,0,0,25,43,68
EL CHORO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL PUENTE(STC),otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
EL TORNO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2,11,13
EL VILLAR,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
ENTRE RIOS CBBA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
GAIOC JATUN AYLLU YURA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
GUTIERREZ,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUANUNI,otras vacunaciones,hepatitis b 2da dosis trabajadores de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
