,group,variable,month,COVID-19 DOSIS ANUAL 5 A 9 - D,COVID-19 DOSIS ANUAL 5 A 9 - D,COVID-19 DOSIS ANUAL 5 A 9 - F,COVID-19 DOSIS ANUAL 5 A 9 - F,COVID-19 DOSIS ANUAL 10 AÑOS - D,COVID-19 DOSIS ANUAL 10 AÑOS - D,COVID-19 DOSIS ANUAL 10 AÑOS - F,COVID-19 DOSIS ANUAL 10 AÑOS - F,COVID-19 DOSIS ANUAL 11 AÑOS - D,COVID-19 DOSIS ANUAL 11 AÑOS - D,COVID-19 DOSIS ANUAL 11 AÑOS - F,COVID-19 DOSIS ANUAL 11 AÑOS - F,COVID-19 DOSIS ANUAL 12 A 20 - D,COVID-19 DOSIS ANUAL 12 A 20 - D,COVID-19 DOSIS ANUAL 12 A 20 - F,COVID-19 DOSIS ANUAL 12 A 20 - F,COVID-19 DOSIS ANUAL 21 A 59 - D,COVID-19 DOSIS ANUAL 21 A 59 - D,COVID-19 DOSIS ANUAL 21 A 59 - F,COVID-19 DOSIS ANUAL 21 A 59 - F,COVID-19 DOSIS ANUAL 60 Y MAS - D,COVID-19 DOSIS ANUAL 60 Y MAS - D,COVID-19 DOSIS ANUAL 60 Y MAS - F,COVID-19 DOSIS ANUAL 60 Y MAS - F,TOTALES,TOTALES,TOTALES
MOROCHATA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,2,5,3,8
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
NAZACARA DE PACAJES,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,27,6,3,48,49,20,26,87,107,194
PADILLA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
PAMPA AULLAGAS,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,1,5,4,9
PAZÑA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
PELECHUCO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,10
POCONA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,3,5,7,12
POJO (CBBA),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,2,3,0,0,0,6,6,17,15,32
POROMA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
PORONGO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,3,4,7
PORVENIR,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
POSTRER VALLE,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,11,13,24
POTOSI,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,8,30,26,7,6,4,1,2,47,52,99
PUCARA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PUERTO CARABUCO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,2,4
PUERTO SUAREZ,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
QUILLACOLLO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,17,22,39,28,67
RAVELO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,7,9,7,16
RIBERALTA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ROBORE,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
SACABA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,9,5,6,10,1,0,11,7,27,25,52
SACACA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BORJA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
SAN IGNACIO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,8,4,12
SAN PABLO DE LIPEZ,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,8,0,0,2,2,0,0,9,13,22
SAN PEDRO DE TIQUINA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,2,14,29,41,28,265,139,53,52,68,29,42,26,483,305,788
SANTIAGO DE HUARI,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,8,6,0,0,4,2,17,10,27
SANTIAGO DE MACHACA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3,2,5,4,9
SENA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
SHINAOTA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,3,8
SUCRE,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,1,16,13,5,1,30,16,46
TACOBAMBA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,2,0,0,0,0,4,10,14
TACOPAYA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,5,7,6,13
TAPACARI,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,4,7,7,14
TARABUCO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,4,1,0,0,1,2,6,9,15
TARATA,otras vacunaciones,covid-19 dosis anual,2024-04-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
TARIJA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,2,2,21,22,43
TINGUIPAYA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TIQUIPAYA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,10,17,16,19,35
TIRAQUE (CBBA),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TODOS SANTOS,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,11,7,18
TOLATA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,5,3,8
TOMINA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
TOTORA(CBBA),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4
TOTORA(ORR),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,17,18,24,42
TRINIDAD,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
TUPIZA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,16,1,3,7,20,27
TURCO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,1,1,6,8,14
URIONDO (A. CONCEPCION),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,3,5,0,0,0,35,17,52
URUBICHA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,0,0,0,0,14,17,31
VIACHA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
VILLA MONTES,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,4
VILLA RIVERO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,9
VILLA SERRANO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,5,12
VILLA TUNARI,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,8,9,17
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,2,3,5
VILLAZON,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
VINTO,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
WARNES,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,3,4,5,4,21,17,9,6,0,0,0,0,0,0,0,0,38,31,69
YACUIBA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,7,0,3,5,4,4,20,12,32
YAMPARAEZ,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,4,12,16
YANACACHI,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,14,12,18,30
YOTALA,otras vacunaciones,covid-19 dosis anual,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,12,13,13,20,33
AIQUILE,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,0,2,2,0,0,0,6,5,11
ALCALA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
ANDAMARCA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5
ASCENCION DE GUARAYOS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,4,4,8,12
ATOCHA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,19,23,5,5,0,32,27,59
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,6,3,4,11,3,6,14,18,28,42,70
BATALLAS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
BELEN DE ANDAMARCA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,4,4,0,0,0,0,7,9,16
BELLA FLOR,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,4,6
BERMEJO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,3,0,1,0,0,0,19,10,29
BOYUIBE,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,1,0,0,0,0,0,9,1,10
CABEZAS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
CAMARGO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,4
CAMIRI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,1,0,0,0,19,7,26
CAPINOTA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,1,0,1,1,4,9,13
CAQUIAVIRI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,4,2,6
CARACOLLO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,9,14,1,4,2,5,3,2,20,34,54
CARMEN RIVERO TORREZ,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,7,2,0,3,2,4,2,12,12,24
CHALLAPATA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,7,4,5,6,0,0,1,1,15,17,32
CHAQUI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHARAGUA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,11
CHIMORE,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1,0,9,2,1,0,0,0,54,2,56
CHIPAYA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,0,1,5,6,0,2,1,1,8,19,27
CLIZA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,5,0,0,6,1,0,0,13,10,23
COBIJA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,3,4,7
COCAPATA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,2,9,1,0,1,3,9,16,25
COCHABAMBA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,6,12,128,149,108,116,101,123,148,149,15,31,506,580,1086
COIPASA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,0,21,0,21
COLCAPIRHUA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,9,17,5,3,7,6,31,40,71
COLOMI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
COLQUIRI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,5,5,32,53,1,0,1,8,56,88,144
CORO CORO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,1,1,5,8,13
CORQUE,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,9,9,27,26,3,3,1,2,53,70,123
CRUZ DE MACHACAMARCA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,3,6,10,0,1,0,0,15,18,33
CUATRO CAÑADAS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,2,6,8
CUEVO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,2,3,5
CURAHUARA DE CARANGAS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL ALTO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,5,0,0,0,0,0,0,0,0,2,1,1,7,31,33,30,35,49,32,7,9,120,122,242
EL CHORO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,11,8,19
EL PUENTE(TJA),otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,4,4,6,10
EL TORNO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
ENTRE RIOS CBBA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,0,5,4,10,3,0,0,0,1,30,9,39
ESMERALDA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,9
HUACHACALLA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
HUANUNI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,39,50,3,3,10,11,0,0,59,76,135
HUAYLLAMARCA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,6
INCAHUASI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,4,3,7
LA ASUNTA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
LA GUARDIA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,99,13,2,5,12,5,3,2,119,30,149
LA PAZ,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,3,52,87,31,30,47,52,5,7,140,192,332
LA RIVERA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,11,7,13,20
LAGUNILLAS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,9,0,0,1,0,15,14,29
LAJA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,10
LLALLAGUA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,2,5,4,23,27,1,2,3,4,42,39,81
LLICA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,3,1,6,5,11
MACHACAMARCA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,1,0,0,0,2,7,9
MAIRANA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,5,4,8,10,18
MONTERO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,3,4,0,0,0,0,5,9,14
MORO MORO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
ORURO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,24,23,86,16,108,164,90,39,239,247,26,6,573,495,1068
PAMPA AULLAGAS,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,0,0,7,10,0,0,13,19,32
PAMPA GRANDE,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1,1,0,0,3,6,9
PAZÑA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,0,0,0,1,9,14,23
PELECHUCO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,7,2,9
POCOATA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,3,2,5
POCONA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,4,4,8
POJO (CBBA),otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,0,0,1,0,3,6,9
POROMA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PORONGO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,8,0,8
POSTRER VALLE,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
POTOSI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,4,22,39,17,31,27,26,1,0,69,112,181
PUCARA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,4,5
PUCARANI,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,0,1,0,0,0,0,3,9,12
PUERTO SUAREZ,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,5,1,6
PUERTO VILLARROEL,otras vacunaciones,covid-19 dosis anual,2024-05-01,3,5,29,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,35,57,92
QUILLACOLLO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,18,52,60,56,42,22,17,16,9,154,156,310
RAVELO,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,7,0,0,4,7,10,20,30
RIBERALTA,otras vacunaciones,covid-19 dosis anual,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
