,group,variable,month,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - D,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 5 A 9 - F,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - D,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 10 AÑOS - F,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - D,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 11 AÑOS - F,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - D,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 12 A 20 - F,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - D,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 21 A 59 - F,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - D,DT 2DA DOSIS 60 Y MAS - F,DT 2DA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,4,4,8
OCURI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,1,0,1,1,0,0,0,0,1,1,3,0,1,0,5,5,13,1,0,0,0,8,25,33
OKINAWA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,3,198,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,177,375
OMEREQUE,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,1,0,0,0,0,3,7,10
ORURO,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,2,0,0,0,7,0,0,0,2,2,8,46,36,18,67,194,59,52,2,0,0,1,183,314,497
PADCAYA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,3,6,9
PADILLA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,1,30,0,0,0,0,5,4,2,0,0,0,0,0,0,0,9,34,43
PALOS BLANCOS,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,3,8,3,13,0,0,1,0,10,25,35
PAMPA AULLAGAS,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4,5
PAMPA GRANDE,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,4
PASORAPA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PATACAMAYA,otras vacunaciones,dt 2da dosis,2024-03-01,1,2,0,0,1,0,0,0,5,4,2,1,5,23,104,0,0,10,7,0,0,0,0,0,125,40,165
PAZÑA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,0,0,0,1,7,8
PELECHUCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,0,0,0,0,1,5,6
POCOATA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,2,1,1,0,0,0,0,7,6,13
POCONA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,6,1,5,0,0,0,0,4,16,20
POJO (CBBA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,9
POOPO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,3,0,0,0,0,0,9,9
PORCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,0,0,0,0,0,10,10
POROMA,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,1,8,9
PORTACHUELO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,4,12,0,1,0,0,1,0,5,18,23
PORVENIR,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,0,7,4,11
POSTRER VALLE,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
POTOSI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,2,0,0,0,0,0,0,0,4,35,0,1,14,144,6,12,2,0,0,0,28,192,220
PRESTO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,4
PUCARANI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,3,1,3,0,0,0,0,3,11,14
PUERTO ACOSTA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO CARABUCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,4,0,1,0,1,1,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,9,5,14
PUERTO PEREZ,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO QUIJARRO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,18,8,0,0,0,0,19,10,29
PUERTO RICO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,1,0,0,0,2,1,0,6,80,3,0,3,10,0,0,0,0,0,94,13,107
PUERTO SUAREZ,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,2,1,5,3,6,4,2,0,0,0,0,0,15,9,24
PUERTO VILLARROEL,otras vacunaciones,dt 2da dosis,2024-03-01,2,17,3,2,1,0,0,0,1,0,0,0,2,2,12,13,6,12,7,7,0,0,0,0,34,53,87
PUNA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,5,1,1,0,0,0,0,3,10,13
PUNATA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,1,0,0,0,2,0,1,2,1,1,2,3,13,6,11,12,30,0,0,0,0,25,61,86
QUILLACOLLO,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,1,1,0,0,0,0,1,0,1,1,9,14,13,32,33,41,30,32,0,0,0,0,88,122,210
QUIME,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
RAQAYPAMPA(ETA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RAVELO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,1,0,0,2,0,0,0,0,1,0,4,0,0,0,1,0,3,0,0,0,0,3,10,13
REYES,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,2,4,0,0,0,0,0,45,3,48
RIBERALTA,otras vacunaciones,dt 2da dosis,2024-03-01,0,7,7,0,0,3,76,57,0,1,2,0,4,7,205,3,7,16,14,5,0,0,0,0,315,99,414
ROBORE,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,4
RURRENABAQUE,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,1,1,12,13,2,0,0,0,0,118,16,134
SABAYA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,2,3,5
SACABA,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,3,7,0,0,2,2,0,0,0,1,4,13,16,21,10,29,30,54,0,0,0,0,65,128,193
SACABAMBA,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,5,0,0,0,0,0,8,4,12
SACACA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,7,7
SAIPINA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,3,1,2,0,0,0,0,8,7,15
SAN ANDRES,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,4,5,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,4
SAN BENITO,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,3,2,0,0,2,1,0,0,1,6,0,2,0,2,5,3,3,3,0,0,0,0,15,19,34
SAN BORJA,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,1,1,0,0,0,0,0,0,0,0,0,7,27,13,3,16,1,0,0,0,0,0,33,37,70
SAN BUENA VENTURA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
SAN CARLOS,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,2,5,0,0,0,0,0,0,6,8,14
SAN IGNACIO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,5,6,0,0,3,3,0,5,11,6,4,6,0,0,0,0,0,0,23,26,49
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,2,0,0,2,0,0,0,1,0,0,3,4,74,0,0,4,0,0,0,0,0,0,80,11,91
SAN JAVIER(BNI),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,1,0,0,0,0,7,4,11
SAN JAVIER(STC),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,13,0,0,0,0,0,0,2,15,17
SAN JOAQUIN,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,3,1,0,0,2,0,0,0,1,2,0,2,4,4,1,2,0,3,0,0,0,0,11,14,25
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
SAN JULIAN,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,6,2,0,0,1,1,0,0,0,0,0,4,3,1,6,40,1,2,0,0,0,0,18,50,68
SAN LORENZO(PND),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
SAN LORENZO(TJA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,10,10
SAN LUCAS,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,2,0,0,0,0,0,11,11
SAN MATIAS,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,2,2,8,3,0,0,0,0,12,12,24
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,3,2,0,0,1,0,0,1,1,2,1,1,6,2,3,1,4,0,0,0,0,9,19,28
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,1,0,7,5,12
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 2da dosis,2024-03-01,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,8,1,4,0,0,0,0,1,25,26
SAN PEDRO DE MACHA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,3,9,0,4,0,0,0,0,3,23,26
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,5,2,7
SAN PEDRO(PND),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,5,4,9
SAN RAFAEL,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN RAMON BENI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,6,6
SAN RAMON SCZ,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,4
SANTA ANA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1,0,3,3,6
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 2da dosis,2024-03-01,14,21,87,65,7,12,45,41,2,5,66,60,78,252,518,330,314,827,190,233,6,1,2,0,1329,1847,3176
SANTA ROSA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
SANTA ROSA DEL SARA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,2,0,0,0,0,0,0,6,1,1,4,7,2,2,1,0,0,0,11,16,27
SANTIAGO DE CALLAPA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,1,1,3,4,0,0,0,0,7,7,14
SANTIVAÑES,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6
SAPAHAQUI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SENA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,3,2,0,0,0,0,0,0,2,0,1,3,3,10,3,0,7,6,0,0,1,0,20,21,41
SHINAOTA,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,2,5,10,0,0,0,0,12,20,32
SICA SICA (VILLA AROMA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,3,2,0,0,0,0,5,12,17
SIPE SIPE,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,2,0,0,5,4,9,1,8,1,7,0,0,0,0,9,29,38
SOPACHUY,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
SORACACHI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,3,13,16
SORATA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,0,0,0,3,5,8
SUCRE,otras vacunaciones,dt 2da dosis,2024-03-01,4,5,1,0,4,3,1,0,2,0,0,0,4,2,105,10,24,41,14,8,5,2,0,0,164,71,235
TACACOMA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,3,0,0,2,4,0,0,0,0,6,9,15
TACOPAYA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,2,2,0,0,0,0,0,7,6,13
TAPACARI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,3,4,0,0,6,3,0,1,2,1,1,2,1,1,0,4,1,4,0,0,0,0,14,20,34
TARABUCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
TARATA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,4,2,5,8,4,0,0,0,0,30,14,44
TARIJA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,5,19,29,2,37,159,62,24,0,0,0,0,133,205,338
TARVITA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,3
TEOPONTE,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,4,0,0,0,0,0,0,0,0,8,7,15
TINGUIPAYA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,3,5,8
TIPUANI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,1,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14
TIQUIPAYA,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,1,1,0,0,1,2,0,0,2,1,0,3,8,3,1,4,21,10,0,0,0,0,35,24,59
TIRAQUE (CBBA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,1,3,1,1,0,0,1,4,8,2,8,2,13,5,11,0,0,0,0,17,43,60
TOCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,1,0,0,0,0,0,5,5,10
TOLATA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,1,0,4,3,0,0,0,0,0,55,5,60
TOLEDO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,4,0,0,0,0,5,6,11
TORO TORO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,0,0,0,0,2,5,7
TOTORA(CBBA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3,3,6
TOTORA(ORR),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,2,3,5
TRIGAL,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
TRINIDAD,otras vacunaciones,dt 2da dosis,2024-03-01,0,6,0,0,0,3,0,0,0,4,0,0,1,19,8,1,14,81,0,5,0,0,0,0,23,119,142
TUPIZA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,5,21,2,0,1,0,0,0,10,28,38
TURCO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,4,3,7
UNCIA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,1,0,0,1,0,0,1,0,0,1,6,52,1,1,10,3,1,0,0,0,0,58,20,78
URIONDO (A. CONCEPCION),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,8,0,1,0,0,0,0,1,11,12
URUBICHA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,4
UYUNI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,5,25,2,0,0,0,0,0,14,29,43
VACAS,otras vacunaciones,dt 2da dosis,2024-03-01,1,2,4,6,1,1,0,0,2,0,0,0,1,1,3,4,1,3,0,0,0,0,0,0,13,17,30
VALLEGRANDE,otras vacunaciones,dt 2da dosis,2024-03-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,7,11
VIACHA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,1,1,0,0,7,52,0,3,34,4,10,1,0,0,0,61,52,113
VILA VILA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
VILLA CHARCAS,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,7,7
VILLA MONTES,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,24,5,96,5,6,21,4,4,0,0,1,0,131,35,166
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,5,3,8
VILLA RIVERO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,0,1,0,0,1,2,0,2,4,6,3,1,0,0,0,0,0,0,9,12,21
VILLA SERRANO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
VILLA TUNARI,otras vacunaciones,dt 2da dosis,2024-03-01,2,0,1,0,0,0,7,3,1,2,3,1,3,10,186,10,16,29,10,11,0,0,0,0,229,66,295
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
VILLAZON,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,3,9,0,0,0,0,0,0,8,14,22
VINTO,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,8,0,0,0,0,2,10,12
VITICHI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,4
WALDO BALLIVIAN,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,23,53,88,100,5,5,0,0,0,0,0,0,116,158,274
YACUIBA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,1,0,0,0,0,0,0,0,1,1,3,7,4,4,8,47,7,6,0,0,0,0,24,65,89
YAMPARAEZ,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
YANACACHI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,2,1,0,0,0,0,0,0,7,12,19
YAPACANI,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,1,14,3,2,9,0,0,0,0,19,18,37
YOCALLA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
YOTALA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YUNCHARA,otras vacunaciones,dt 2da dosis,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ACACIO,otras vacunaciones,dt 2da dosis,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
ACHACACHI,otras vacunaciones,dt 2da dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,6,14,12,0,0,0,0,20,23,43
ACHOCALLA,otras vacunaciones,dt 2da dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,8,0,0,0,0,0,0,3,12,15
AIQUILE,otras vacunaciones,dt 2da dosis,2024-04-01,1,2,0,1,1,0,0,1,0,0,4,3,0,2,6,6,1,4,0,0,0,0,0,0,13,19,32
ALTO BENI,otras vacunaciones,dt 2da dosis,2024-04-01,0,0,0,0,0,0,0,0,5,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,11,19
ANCORAIMES,otras vacunaciones,dt 2da dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,5,2,4,0,0,0,0,4,11,15
ANDAMARCA,otras vacunaciones,dt 2da dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0,2,0,0,0,0,2,7,9
