,group,variable,month,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - D,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 5 A 9 - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 10 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - D,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 11 AÑOS - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - D,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 12 A 20 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - D,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 21 A 59 - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - D,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,VPH 1RA DOSIS (DOSIS UNICA) 60 Y MAS - F,TOTALES,TOTALES,TOTALES
COBIJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,2,113,88,0,0,0,29,0,2,0,42,0,0,0,0,0,0,0,0,114,163,277
COCAPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,11,2,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,56,58
COCHABAMBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,38,79,628,776,0,31,0,335,0,11,0,290,0,0,0,0,0,0,0,0,666,1522,2188
COIPASA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
COLCAPIRHUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,5,7,29,44,0,0,0,23,0,3,0,74,0,0,0,0,0,0,0,0,34,151,185
"COLCHA ""K""",otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,17,10,79,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96,69,165
COLLANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COLOMI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,3,2,51,34,0,1,0,3,0,0,0,12,0,0,0,0,0,0,0,0,54,52,106
COLPA BELGICA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
COLQUECHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,1,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,21,58
COLQUENCHA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,31,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,16,47
COLQUIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
COMANCHE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COMARAPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
COMBAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
CONCEPCION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,13,7,68,36,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,81,60,141
CORIPATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,56,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,18,74
COROICO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,8,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,67
CORQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,16,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,14,30
COTAGAITA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,30,45,49,44,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,79,96,175
COTOCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,1,62,71,0,0,0,11,0,0,0,21,0,0,0,0,0,0,0,0,64,104,168
CRUZ DE MACHACAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,2,112,147,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,114,175,289
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
CUEVO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13
CULPINA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,1,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,49
CURAHUARA DE CARANGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
CURVA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
EL ALTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,235,418,1429,1362,0,89,0,374,0,138,0,376,0,0,0,0,0,0,0,0,1664,2757,4421
EL CHORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,8,11
EL PUENTE(STC),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,14,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,4,18
EL PUENTE(TJA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,22
EL TORNO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,2,4,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,19
EL VILLAR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
ENTRE RIOS TRJ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,3,4,46,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,49,14,63
ENTRE RIOS CBBA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,29
ESCARA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
ESCOMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,30,15,0,0,0,4,0,1,0,15,0,0,0,0,0,0,0,0,30,36,66
ESMERALDA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
EUREKA (SANTOS MERCADO),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
EXALTACION,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,11,11
FERNANDEZ ALONSO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6
FILADELFIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,30,19,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,30,26,56
GENERAL SAAVEDRA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,41,2,18,15,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,59,23,82
GIA-TIM,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,5,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,8,14,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,9,23,32
GUANAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
GUAQUI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
GUAYARAMERIN,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,24,24
GUTIERREZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,26,18,46,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,72,37,109
HUACARETA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,8,19,24,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21,35,56
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,4,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14
HUACHACALLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
HUANUNI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,3,52,15,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,53,32,85
HUATAJATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,5,6
HUAYLLAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,6
HUMANATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
ICHOCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,4,11,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,17,22
ICLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,4,2,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,27
INCAHUASI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,5,1,58,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,63,28,91
INGAVI (HUMAITA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
INQUISIVI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,5,1,6,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,17,28
IRUPANA (VILLA DE LANZA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,23,33,0,1,0,31,0,5,0,4,0,0,0,0,0,0,0,0,23,74,97
IXIAMAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
JESUS DE MACHACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
LA ASUNTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,21,49,63,61,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,84,123,207
LA GUARDIA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,3,9,193,135,0,0,0,55,0,0,0,74,0,0,0,0,0,0,0,0,196,273,469
LA PAZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,58,166,800,639,0,130,0,386,0,48,0,196,0,0,0,0,0,0,0,0,858,1565,2423
LA RIVERA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
LAGUNILLAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5
LAJA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,50
LAS CARRERAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
LICOMA PAMPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LLALLAGUA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,20,34,197,193,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,217,230,447
LLICA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,5,4,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,33
LORETO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9
LURIBAY,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
MACHACAMARCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4
MACHARETI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,18
MAIRANA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,3,0,87,48,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,90,55,145
MAPIRI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
MECAPACA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,51
MINEROS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,4,4,117,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,42,163
MIZQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,42,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,61
MOCOMOCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,7,33
MOJINETE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,3,16
MONTEAGUDO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,2,72,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,142,216
MONTERO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,3,156,418,0,0,0,10,0,5,0,3,0,0,0,0,0,0,0,0,157,439,596
MORO MORO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,4,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,22
MOROCHATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,73,10,0,0,0,4,0,1,0,18,0,0,0,0,0,0,0,0,73,34,107
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,16,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,24
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,13,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
OCURI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,3,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10,13
OKINAWA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11
OMEREQUE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,37
ORURO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,18,26,406,450,0,7,0,123,0,10,0,339,0,0,0,0,0,0,0,0,424,955,1379
PADCAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,8,7,70,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,39,117
PADILLA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,45
PAILON,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,4,2,28,35,0,0,0,15,0,0,0,18,0,0,0,0,0,0,0,0,32,70,102
PALCA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,71,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,74,145
PALOS BLANCOS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,3,10,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,52,62
PAMPA AULLAGAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
PAMPA GRANDE,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,20,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36
PAPEL PAMPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
PASORAPA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,13
PATACAMAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,8,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28
PAZÑA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,5,9
PELECHUCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
POCOATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
POCONA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,35,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,35,18,53
POJO (CBBA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,118,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,15,134
POOPO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,3,14,8,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,14,17,31
PORCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,87,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,105,105
POROMA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35
PORONGO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,1,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,21
PORTACHUELO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,3,47,21,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,47,39,86
PORVENIR,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,13,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,30
POTOSI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,11,49,848,742,0,24,0,21,0,1,0,7,0,0,0,0,0,0,0,0,859,844,1703
PRESTO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,3,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20
PUCARANI,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,4,86,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,32,119
PUERTO ACOSTA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,16,9,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,17,23,40
PUERTO CARABUCO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,8,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45
PUERTO GONZALO MORENO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
PUERTO QUIJARRO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,70,79,0,0,0,20,0,1,0,22,0,0,0,0,0,0,0,0,70,123,193
PUERTO RICO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12
PUERTO SUAREZ,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,5,16,30,0,0,0,4,0,2,0,19,0,0,0,0,0,0,0,0,18,60,78
PUERTO VILLARROEL,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,3,65,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,46,113
PUNA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,2,3,79,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,63,144
PUNATA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,4,101,48,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,101,56,157
QUIABAYA,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,1,21,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,17,38
QUILLACOLLO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,26,21,483,334,0,9,0,100,0,23,0,214,0,0,0,0,0,0,0,0,509,701,1210
QUIME,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,7,57,67,0,0,0,23,0,0,0,3,0,0,0,0,0,0,0,0,57,100,157
QUIRUSILLAS,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RAQAYPAMPA(ETA),otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,16,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16,12,28
RAVELO,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,34,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,12,46
REYES,otras vacunaciones,vph 1ra dosis (dosis unica),2024-05-01,0,0,0,0,0,0,9,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,12,21
