,group,variable,month,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - D,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 5 A 9 - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - D,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 10 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - D,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 11 AÑOS - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - D,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 12 A 20 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - D,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 21 A 59 - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - D,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,ANTIAMARILICA DOSIS UNICA 60 Y MAS - F,TOTALES,TOTALES,TOTALES
MAGDALENA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,2,2,1,0,0,0,0,9,5,14
MINEROS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MIZQUE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MOCOMOCO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,4,1,5
MONTEAGUDO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
MONTERO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,10,22,1,13,0,0,0,0,17,37,54
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,1,1,5,0,0,0,0,12,8,20
OKINAWA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
OMEREQUE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
ORURO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,3,3,3,4,0,0,1,0,0,1,0,0,5,12,8,14,48,67,7,22,0,0,0,0,75,123,198
PADILLA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PAILON,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,5,3,2,0,0,4,2,0,0,0,0,1,1,0,3,1,9,1,0,0,0,0,0,11,22,33
PALCA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
PALOS BLANCOS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,10,13,0,0,0,0,12,16,28
PASORAPA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,1,7,0,0,0,0,5,11,16
POCOATA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,3,2,5
POCONA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,0,0,2,1,0,0,0,0,24,1,25
POJO (CBBA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
POOPO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,6,7
PORONGO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
PORTACHUELO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,4,5
PORVENIR,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
POTOSI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,36,25,0,1,0,0,0,0,41,33,74
PUCARA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUCARANI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,14,1,2,0,0,0,0,3,22,25
PUERTO ACOSTA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,8,4,0,0,0,0,15,11,26
PUERTO CARABUCO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,6,11,0,0,1,3,0,3,0,0,4,2,2,3,0,2,0,0,0,0,0,0,13,24,37
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,2,11,13
PUERTO PEREZ,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,6,1,2,2,1,0,0,0,0,7,10,17
PUERTO QUIJARRO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,3,31,0,0,0,0,0,38,5,43
PUERTO RICO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,6,0,0,0,4,1,0,0,1,2,1,0,79,3,1,0,12,9,0,0,0,0,104,15,119
PUERTO SUAREZ,otras vacunaciones,antiamarilica dosis unica,2024-03-01,2,2,0,0,0,0,0,0,0,0,0,0,1,0,193,8,2,3,27,3,0,0,0,0,225,16,241
PUERTO VILLARROEL,otras vacunaciones,antiamarilica dosis unica,2024-03-01,2,3,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,0,0,12,18,30
PUNATA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,8,13,0,0,0,0,9,17,26
QUIABAYA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,5,4,9
QUILLACOLLO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,2,0,2,2,0,0,1,2,0,0,0,0,7,14,1,4,22,14,43,37,0,0,0,0,78,73,151
REYES,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
RIBERALTA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,2,166,191,1,0,62,56,0,7,14,5,139,1,5,3,52,9,30,16,0,0,0,0,470,290,760
ROBORE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,0,0,0,3,5,8
RURRENABAQUE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,41,19,0,0,0,0,43,19,62
SACABA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,2,0,0,0,0,0,0,0,0,0,2,6,0,4,26,47,6,17,0,0,0,0,37,74,111
SACACA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN ANDRES,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,6,9,0,2,0,0,0,0,18,19,37
SAN BORJA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,4,20,27,0,4,10,10,0,2,4,15,13,25,49,94,11,15,49,65,0,0,0,0,157,261,418
SAN BUENA VENTURA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,12,13,0,0,1,0,0,0,0,0,0,0,1,1,3,8,0,2,0,0,0,0,17,24,41
SAN IGNACIO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,29,29,0,1,2,0,0,0,0,1,1,0,4,1,1,4,36,17,0,0,0,0,74,53,127
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,0,0,0,0,0,1,0,0,1,0,0,2,197,1,8,26,18,12,0,0,0,0,225,42,267
SAN JAVIER(BNI),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,2,0,0,0,0,0,1,0,0,0,8,15,0,5,5,5,0,0,0,0,16,25,41
SAN JOAQUIN,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,1,14,0,0,1,2,0,0,8,3,0,3,120,112,4,7,42,72,0,0,0,0,176,213,389
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,1,1,2,0,0,3,3,0,0,1,1,3,0,1,0,1,1,2,3,0,0,0,0,13,11,24
SAN JULIAN,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3,8,2,4,0,0,0,0,6,15,21
SAN LORENZO(PND),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,7,1,2,11,21,0,0,0,0,17,34,51
SAN LORENZO(TJA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN LUCAS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN MATIAS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,5,2,7
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3
SAN PEDRO(PND),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,0,0,0,0,3,6,9
SAN RAMON SCZ,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SANTA ANA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,2,1,5,8,0,0,0,0,0,1,1,0,0,2,67,1,0,0,11,15,0,0,0,0,86,28,114
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,12,14,3,12,2,4,5,4,3,3,6,11,97,203,49,58,612,728,71,103,0,0,0,0,860,1140,2000
SANTA ROSA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,13,0,0,0,0,6,14,20
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,5,14,3,8,0,0,0,0,13,24,37
SANTIAGO DE CALLAPA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,0,0,0,0,3,5,8
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,9,5,0,0,0,0,13,5,18
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAPAHAQUI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6,0,0,0,0,1,8,9
SENA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,8,11,0,0,1,3,0,0,4,1,0,15,18,22,5,4,47,58,0,0,0,0,83,114,197
SHINAOTA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,1,3,1,0,0,0,0,0,0,1,0,0,2,1,4,3,4,2,4,0,0,0,0,10,16,26
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,3,8,11
SORATA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,7,4,11
SUCRE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,2,3,0,0,0,1,0,0,0,2,2,0,9,16,7,0,50,80,6,10,0,0,0,0,76,112,188
TACACOMA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,3,5
TARACO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,10,8,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,13,13,26
TARATA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3,4
TARIJA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,2,1,0,0,0,0,0,0,1,0,0,8,8,0,0,63,42,0,1,0,0,0,0,73,54,127
TEOPONTE,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,2,6,8
TIAHUANACU,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,18,15,0,0,0,0,20,23,43
TINGUIPAYA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,8,0,2,0,0,0,0,3,11,14
TIRAQUE (CBBA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
TOCO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,3
TOLATA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
TOLEDO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
TRINIDAD,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,1,2,0,2,4,1,1,0,0,0,0,2,6,41,16,20,22,346,309,0,0,0,0,415,359,774
TUPIZA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,0,0,0,0,0,0,1,9,10
UNCIA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,5
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,9,2,0,0,8,4,0,0,6,7,2,0,2,1,1,1,1,7,0,0,0,0,29,22,51
UYUNI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,7,3,4,0,0,0,0,13,13,26
VACAS,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,0,0,3,0,0,0,2,4,0,0,1,3,2,3,0,0,0,0,9,11,20
VIACHA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
VILLA MONTES,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,17,2,2,0,0,0,0,8,21,29
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,1,0,0,0,5,1,0,0,1,1,0,0,2,10,0,0,3,5,0,0,0,0,12,17,29
VILLA RIVERO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,3
VILLA SERRANO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,5
VILLA TUNARI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,2,1,1,0,2,0,0,0,0,0,0,0,2,249,4,9,10,17,3,0,0,0,0,276,24,300
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLAZON,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,1,0,0,0,2,0,0,0,0,0,0,2,1,2,1,12,35,13,15,0,0,0,0,29,55,84
VINTO,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,1,1,0,0,0,1,0,0,0,0,0,1,2,4,2,5,8,15,0,0,0,0,14,27,41
WALDO BALLIVIAN,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
WARNES,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,2,2,0,0,29,37,11,14,1,1,0,0,0,0,0,0,43,54,97
YACUIBA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,5,3,0,1,0,0,0,0,6,7,13
YANACACHI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,1,0,0,0,5,5,1,3,7,3,2,4,1,6,0,0,15,25,0,0,0,0,32,46,78
YAPACANI,otras vacunaciones,antiamarilica dosis unica,2024-03-01,1,0,0,1,0,0,1,0,0,0,0,0,13,63,0,3,31,35,4,13,0,0,0,0,50,115,165
YUNCHARA,otras vacunaciones,antiamarilica dosis unica,2024-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,7
ACACIO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,8,7,4,8,0,0,0,0,16,18,34
ACHOCALLA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4
ALCALA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,7,7
ALTO BENI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,1,0,3,1,1,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23
ANDAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
APOLO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
ARANI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,2,1,0,0,0,0,5,3,8
ARBIETO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,6
ARQUE,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,11,18,0,0,0,0,20,19,39
AYO AYO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,4
BATALLAS,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,5,6
BAURES,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,6,0,0,0,0,0,45,0,45
BELEN DE ANDAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BELLA FLOR,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,17
BERMEJO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,11,4,15
BOLPEBRA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,4,5
CABEZAS,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAIROMA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,6,6
"CAIZA ""D""",otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,2,5
CALAMARCA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAMARGO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,1,1,0,0,1,1,0,0,0,1,0,2,0,0,1,4,0,0,0,0,0,0,3,9,12
CAMIRI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,2,0,0,0,0,18,7,25
CAPINOTA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CARACOLLO,otras vacunaciones,antiamarilica dosis unica,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,1,5,0,0,0,0,4,15,19
CARANAVI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,1,0,0,0,0,0,0,0,0,1,1,1,7,0,3,12,12,7,11,0,0,0,0,21,35,56
CARAPARI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
CATACORA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,5,6
CHALLAPATA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,4,8,12
CHARAGUA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,5,5
CHIMORE,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,4,9,11,0,0,0,0,10,20,30
CHUA COCANI,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,1,0,1,0,0,1,0,3,0,3,6,9,7,8,0,0,0,0,15,24,39
CKOCHAS,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
CLIZA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
COBIJA,otras vacunaciones,antiamarilica dosis unica,2024-04-01,0,0,5,2,0,1,1,1,0,0,2,1,6,16,39,27,10,17,54,63,0,0,0,0,117,128,245
