,group,variable,month,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - D,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 5 A 9 - F,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - D,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 10 AÑOS - F,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - D,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 11 AÑOS - F,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - D,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 12 A 20 - F,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - D,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 21 A 59 - F,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - D,DT 5TA DOSIS 60 Y MAS - F,DT 5TA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
IXIAMAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,0,0,0,1,6,7
JESUS DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,1,4,6,0,0,0,0,0,0,0,0,2,7,5,3,2,4,1,1,0,0,0,0,14,22,36
LA GUARDIA,otras vacunaciones,dt 5ta dosis,2024-04-01,1,0,3,1,0,0,0,2,0,0,1,1,0,2,11,7,23,24,53,129,1,0,21,17,114,183,297
LA PAZ,otras vacunaciones,dt 5ta dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,1,2,6,6,6,17,99,7,16,1,1,0,1,34,130,164
LAGUNILLAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
LAJA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,1,0,0,0,0,2,6,8
LAS CARRERAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,1,2,7,9
LLALLAGUA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,4,3,0,0,0,1,5,11,16
LLICA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LORETO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,2,5,7
MAGDALENA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAIRANA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
MALLA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MINEROS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,6,6
MIZQUE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,4,6,0,0,1,0,0,0,0,0,0,1,4,2,2,2,0,1,0,0,0,0,11,12,23
MOCOMOCO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MOJOCOYA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTEAGUDO,otras vacunaciones,dt 5ta dosis,2024-04-01,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,2,6,4,20,1,1,5,4,15,33,48
MONTERO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,3,15,13,2,19,22,9,0,0,0,0,39,45,84
MOROCHATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OKINAWA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
OMEREQUE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
ORURO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,27,4,23,0,0,0,2,9,57,66
PADILLA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PAILON,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,14,0,0,0,0,0,0,0,0,9,16,25
PALCA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
PAMPA GRANDE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,5,6
PATACAMAYA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PAZÑA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
PELECHUCO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
POCONA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
POOPO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,1,8,9
PORONGO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,3,4,1,1,1,3,9,12,21
PORTACHUELO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,14,23,0,0,3,4,18,33,51
PORVENIR,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,3,4,7
POTOSI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,1,0,0,2,1,7,17,24
PUCARANI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,12,0,1,1,0,0,0,0,0,5,16,21
PUERTO GONZALO MORENO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,2,0,0,0,0,6,6,12
PUERTO QUIJARRO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,1,0,2,2,10,9,19
PUERTO RICO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,3
PUERTO SUAREZ,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,5,1,2,0,1,4,10,14
PUERTO VILLARROEL,otras vacunaciones,dt 5ta dosis,2024-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,5,11,0,0,0,0,6,24,30
PUNA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,10,0,2,0,1,0,0,0,0,13,14,27
PUNATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,0,0,0,0,3,6,9
QUILLACOLLO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,6,30,25,0,0,0,0,44,33,77
QUIME,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,4
RAQAYPAMPA(ETA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
RAVELO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,4,3,0,0,2,3,0,0,2,0,0,0,4,6,0,0,1,3,0,0,0,0,13,15,28
RIBERALTA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ROBORE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,10,0,10
RURRENABAQUE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,1,6,7
SACABA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,6,19,15,16,2,0,0,0,27,45,72
SACABAMBA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SACACA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,5
SAMAIPATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,6,0,0,0,0,3,11,14
SAN ANDRES,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SAN ANDRES DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN BENITO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,2,0,0,0,0,0,0,5,5,10
SAN BORJA,otras vacunaciones,dt 5ta dosis,2024-04-01,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,1,0,19,21,40
SAN BUENA VENTURA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
SAN CARLOS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,2,6,8
SAN IGNACIO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,1,3,3,6
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,1,14,6,1,0,0,1,0,0,6,0,1,0,7,11,7,15,28,98,2,1,9,12,75,145,220
SAN JAVIER(BNI),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
SAN JAVIER(STC),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,7,8
SAN JUAN DE YAPACANI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,4,2,6
SAN JULIAN,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,3,5
SAN LORENZO(PND),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,4,5
SAN MATIAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,1,3,0,0,0,0,2,14,16
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN PEDRO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,3,1,0,0,0,0,0,0,0,11,11,22
SAN PEDRO DE BUENA VISTA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SAN PEDRO DE MACHA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN PEDRO DE TIQUINA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
SAN RAFAEL,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA ANA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,dt 5ta dosis,2024-04-01,2,1,2,2,0,0,1,0,0,0,0,0,3,2,2,4,28,80,52,140,6,5,27,35,123,269,392
SANTA ROSA DEL SARA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,3
SANTIAGO DE HUARI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
SANTIAGO DE MACHACA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SENA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,17,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,8,0,0,1,0,29,22,51
SHINAOTA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,0,0,0,0,4,6,10
SICAYA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SIPE SIPE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,5,3,0,0,0,0,9,6,15
SOPACHUY,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,6,12
SORACACHI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
SUCRE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,1,1,0,0,0,0,0,0,0,0,2,5,203,2,17,38,12,13,4,6,2,1,241,66,307
TACACOMA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
TAPACARI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,7,7
TARATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,24,2,0,0,0,0,27,2,29
TARIJA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,1,4,0,2,0,0,3,15,18
TIAHUANACU,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,3,3,0,0,0,0,7,5,12
TIQUIPAYA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,6,15,0,0,0,0,10,16,26
TIRAQUE (CBBA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,7,0,0,0,0,0,11,11
TOCO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,2,3
TOLATA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLEDO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,3
TOMINA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,31,30,6,4,0,3,0,1,0,0,0,1,37,39,76
TORO TORO,otras vacunaciones,dt 5ta dosis,2024-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TOTORA(CBBA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,4
TRINIDAD,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,0,1,0,0,3,7,10
UMALA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
UNCIA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,3,3,6
URUBICHA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,13,12,0,0,0,1,15,23,38
UYUNI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,2,4
VACAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,0,2,0,0,0,0,0,0,11,11,22
VALLEGRANDE,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,3,5
VILA VILA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,0,4,1,0,0,0,0,12,17,29
VILLA CHARCAS,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA MONTES,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
VILLA NUEVA (LOMA ALTA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
VILLA RIVERO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
VILLA SERRANO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VILLA TUNARI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,11,0,0,0,0,6,16,22
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,4
VILLAZON,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,7,1,0,1,0,0,0,4,11,15
VINTO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
VITICHI,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
WALDO BALLIVIAN,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,5
WARNES,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,7,23,15,0,2,1,4,0,0,0,0,26,28,54
YACO,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,8
YACUIBA,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,4,0,0,0,0,6,6,12
YAMPARAEZ,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ZUDAÑEZ,otras vacunaciones,dt 5ta dosis,2024-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ACHACACHI,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,3
ACHOCALLA,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
AIQUILE,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,16,1,2,5,2,0,0,0,0,16,21,37
ALALAY,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,9,2,11
ALCALA,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,4
ALTO BENI,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ANTEQUERA,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANZALDO,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,3
APOLO,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,2,4,6
ARAMPAMPA,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,1,6,7
ARANI,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,4,5
ARBIETO,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1,6,7
ARQUE,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,5,6
ATOCHA,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AUCAPATA,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,1,0,1,0,0,0,0,9,15,24
BATALLAS,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,2,4
BELLA FLOR,otras vacunaciones,dt 5ta dosis,2024-05-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,7,0,2,35,42,0,0,1,0,40,53,93
