,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 5 A 9 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 10 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 11 AÑOS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 12 A 20 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 21 A 59 - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - D,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,INFLUENZA ESTACIONAL A PERSONAL DE SALUD 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ACHOCALLA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,12,3,15
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,2,6,1,0,1,0,8,19,27
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,4
ALCALA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,1,4,5,9
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,0,0,0,0,6,7,13
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
APOLO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,5
ARANI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,5,0,0,0,0,4,9,13
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,0,0,0,5,6,11
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,7,0,0,0,0,5,10,15
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,0,1,1,2,0,0,5,45,50
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,2,1,30,31,0,0,43,48,91
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,1,0,0,0,0,0,5,7,12
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,7,12
BAURES,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,5,0,0,0,0,8,36,44
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,0,0,0,3,0,14,6,20
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,7,2,9
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,5,5,10
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,5,4,9
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,11
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,6,4,10
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,1,3,4,7
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,0,0,0,0,7,6,13
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,2,1,0,1,8,8,16
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,62,0,5,0,0,0,0,57,67,124
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,22,0,0,0,0,12,34,46
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,1,0,0,0,0,10,15,25
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,18,2,0,0,0,0,34,62,96
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,3,0,0,0,0,9,7,16
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,40,2,3,2,2,0,0,24,48,72
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,2,5,7
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,2,6,8
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,5,7,12
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,8,0,0,0,0,6,17,23
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUA COCANI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,2,4,15,19
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,4,5
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,10,4,1,0,17,8,25
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,8,1,8,2,0,1,1,8,21,29
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,39,22,40,0,2,0,6,35,88,123
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,11,4,15
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,337,660,190,343,15,24,2,1,545,1030,1575
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,36,43,75,0,0,0,0,65,111,176
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,10,11
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,0,0,0,0,2,12,14
COLPA BELGICA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,6,7,13
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,1,6,7
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,8,1,0,0,2,9,17,26
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,4,6
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,5,4,9
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,1,4
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,5,5,10
COROICO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,5,0,0,0,0,6,18,24
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,3,5
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,2,1,0,2,0,0,13,18,31
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,3,4,0,0,0,0,13,31,44
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,6
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,10,9,19
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5,0,5
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,5,5,10
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,2,4
CURVA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,8,12,28,86,119,267,283,419,3,6,6,2,447,792,1239
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,2,5,7
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,1,0,0,0,0,6,14,20
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,3,5,8
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,9,0,0,0,0,11,18,29
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,7,20,0,0,0,0,21,54,75
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,2,13,15
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,3,5
EXALTACION,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,3,10,13
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,1,1,0,0,0,10,7,17
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,4,3,7
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,1,0,4,11,15
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,1,0,0,0,8,6,14
HUACARAJE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,2,6
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1,5,6
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,2,4
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,47,4,20,2,1,1,0,24,70,94
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,2,4,6
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,4
ICLA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,9
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,5,0,0,0,0,7,10,17
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,4
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,4,3,7
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,2,13,15
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,5,15,0,0,1,0,20,56,76
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,303,552,466,696,12,21,7,3,791,1275,2066
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LAJA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1,0,0,0,0,4,9,13
LICOMA PAMPA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,7,49,34,66,69,0,0,0,2,117,116,233
LLICA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,2,4,6
LORETO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,2,6,0,0,0,0,5,11,16
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,3,3,6
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,12,15
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,0,0,4,7,11
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,9,9
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,3
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
