,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 5 A 9 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 10 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 11 AÑOS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 12 A 20 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 21 A 59 - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - D,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
CAJUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,14,0,4,0,0,0,0,0,36,36
CALACOTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3
CALAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,7,7
CAMARGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,11,11
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,15,0,3,0,0,0,0,0,26,26
CAPINOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,0,13,13
CAQUIAVIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,8
CARACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,29,0,15,0,0,0,0,0,50,50
CARANAVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,52,0,5,0,0,0,0,0,74,74
CARAPARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,0,0,0,0,0,12,12
CARIPUYO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,7,7
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,8,8
CATACORA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHACARILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,30,0,2,0,0,0,0,0,42,42
CHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,3,0,0,0,0,0,16,16
CHARAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,15,0,11,0,0,0,0,0,42,42
CHAYANTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,24,0,3,0,0,0,0,0,34,34
CHIMORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,26,0,4,0,0,0,0,0,38,38
CHIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHOQUE COTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHUA COCANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,2,0,0,0,0,0,18,18
CHUMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,0,0,0,0,0,10,10
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,6,0,0,0,0,0,17,17
CKOCHAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,2,0,0,0,0,0,15,15
CLIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,5,0,0,0,0,0,20,20
COBIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,30,0,29,0,0,0,0,0,79,79
COCAPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,19,0,9,0,0,0,0,0,45,45
COCHABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,21,0,373,0,173,0,0,0,0,0,639,639
COLCAPIRHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,26,0,63,0,0,0,0,0,102,102
"COLCHA ""K""",otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,13,13
COLLANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,33,0,2,0,0,0,0,0,51,51
COLPA BELGICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
COLQUECHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,15,0,9,0,0,0,0,0,34,34
COLQUENCHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,18,18
COLQUIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,7,0,9,0,0,0,0,0,21,21
COMARAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,10,10
CONCEPCION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,7,0,0,0,0,0,15,15
CORIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,18,18
CORO CORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,11,11
COROICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,3,0,0,0,0,0,13,13
CORQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
COTAGAITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,4,0,0,0,0,0,13,13
COTOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,53,0,2,0,0,0,0,0,69,69
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,10,10
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CUEVO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,6,6
CULPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,0,11,11
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CURVA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,7,7
EL ALTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,118,0,54,0,717,0,502,0,0,0,0,0,1392,1392
EL CHORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3
EL PUENTE(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,2,0,0,0,0,0,13,13
EL PUENTE(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,5,5
EL TORNO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,56,0,2,0,0,0,0,0,70,70
EL VILLAR,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,24,0,4,0,0,0,0,0,36,36
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,20,0,7,0,0,0,0,0,34,34
ESCOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
EUCALIPTUS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
EXALTACION,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,8,8
FILADELFIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,3,0,0,0,0,0,10,10
GAIOC JATUN AYLLU YURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,6,6
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,11,0,3,0,0,0,0,0,19,19
GIA-TIM,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,0,3,0,0,0,0,0,31,31
GUANAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4
GUAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,8,8
GUAYARAMERIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,66,0,15,0,0,0,0,0,102,102
GUTIERREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,5,0,12,0,0,0,0,0,28,28
HUACARAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
HUACARETA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,3,0,0,0,0,0,11,11
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,11,0,4,0,0,0,0,0,19,19
HUARINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
HUATAJATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ICHOCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,11,11
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,2,0,0,0,0,0,15,15
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,5
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,6,0,3,0,0,0,0,0,18,18
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,9,0,5,0,0,0,0,0,18,18
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,10,0,3,0,0,0,0,0,18,18
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,9,9
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,62,0,9,0,0,0,0,0,80,80
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56,0,7,0,0,0,0,0,64,64
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,65,0,15,0,461,0,112,0,0,0,0,0,654,654
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,1,0,0,0,0,0,15,15
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,5,5
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,35,0,58,0,44,0,0,0,0,0,155,155
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
LORETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
LURIBAY,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHACAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,4,4
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,4
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,3,0,0,0,0,0,9,9
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,0,0,11,11
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,7,7
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,8,0,0,0,0,0,0,0,13,13
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,36,0,2,0,0,0,0,0,51,51
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,26,0,1,0,0,0,0,0,41,41
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,2,0,0,0,0,0,12,12
MOJINETE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,4
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,10,10
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,185,0,3,0,0,0,0,0,218,218
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,6,0,0,0,0,0,13,13
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OCURI,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,4
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,3,0,296,0,34,0,0,0,0,0,382,382
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,1,0,0,0,0,0,15,15
PADILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,7
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,2,0,0,0,0,0,32,32
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,10,0,6,0,0,0,0,0,23,23
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,17,0,21,0,0,0,0,0,47,47
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,4,4
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,8,8
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,5,0,0,0,0,0,36,36
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,13,13
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,11,0,6,0,0,0,0,0,31,31
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,7,0,0,0,0,0,14,14
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,15,0,11,0,0,0,0,0,31,31
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,13,0,0,0,0,0,20,20
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,29,0,6,0,0,0,0,0,37,37
