,group,variable,month,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - D,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 5 A 9 - F,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - D,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 10 AÑOS - F,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - D,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 11 AÑOS - F,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - D,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 12 A 20 - F,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - D,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 21 A 59 - F,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - D,DT 3RA DOSIS 60 Y MAS - F,DT 3RA DOSIS 60 Y MAS - F,TOTALES,TOTALES,TOTALES
ANZALDO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,4
APOLO,otras vacunaciones,dt 3ra dosis,2024-05-01,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,4,5,9
ARAMPAMPA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,0,0,0,3,6,9
ARANI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,1,4
ARBIETO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,10,1,3,0,0,0,0,3,19,22
ARQUE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,1,0,0,0,3,4,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,9,4,13
ASCENCION DE GUARAYOS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,9,1,0,0,0,3,13,16
ATOCHA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,4,0,0,0,0,0,0,11,9,20
AUCAPATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,6
AYATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,1,8,4,0,0,0,0,0,0,1,1,0,1,1,3,0,1,2,6,0,0,0,0,12,17,29
AYO AYO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,1,1,0,0,0,2,2,5,5,0,5,1,2,0,0,0,0,9,15,24
AZURDUY,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BATALLAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,2,4,6
BAURES,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,3,4
BELLA FLOR,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,11,9,1,0,4,4,0,0,9,13,1,0,55,54,2,1,63,30,0,0,0,0,146,111,257
BERMEJO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,2,8,10
BETANZOS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,10,14
BOLIVAR,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,3,0,0,0,0,0,0,0,0,7,4,11
BOLPEBRA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,1,1,0,0,1,2,0,0,3,0,0,0,14,11,8,2,34,29,0,0,0,0,61,45,106
BOYUIBE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CABEZAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4,1,2,1,0,0,1,1,8,9,17
CAIROMA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,29,0,1,0,0,0,0,0,0,38,31,69
"CAIZA ""D""",otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
CAJUATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,6,7
CALACOTO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,2,0,0,0,0,0,11,11
CALAMARCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,1,3,1,0,0,0,0,0,5,10,15
CAMARGO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CAMIRI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,4,0,0,0,0,0,0,8,5,13
CAPINOTA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,1,4,3,0,0,5,1,0,2,1,11,0,2,0,3,0,0,0,0,10,23,33
CARACOLLO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,9,0,1,0,0,0,0,3,14,17
CARANAVI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,7,27,2,8,35,8,11,0,1,0,0,44,56,100
CARAPARI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
CARIPUYO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CARMEN RIVERO TORREZ,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,3,3,6
CHALLAPATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,7,1,2,15,3,2,0,0,0,0,12,20,32
CHAQUI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,4
CHARAGUA,otras vacunaciones,dt 3ra dosis,2024-05-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,2,0,0,1,0,0,0,0,8,8,16
CHARAÑA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
CHAYANTA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,28,0,1,0,0,0,0,0,0,29,30,59
CHIMORE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,1,0,0,0,0,0,1,0,0,0,0,2,4,1,2,2,10,1,3,0,0,0,0,6,21,27
CHIPAYA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,3,5,8
CHOQUE COTA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,2,4,7,8,0,0,0,0,12,14,26
CHUMA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,4
CKOCHAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,otras vacunaciones,dt 3ra dosis,2024-05-01,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,6,6,8,0,0,0,0,12,20,32
COBIJA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,4,3,0,0,3,1,0,0,3,2,3,4,68,53,5,21,122,174,0,0,0,0,208,258,466
COCAPATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,1,0,1,0,0,4,2,0,0,1,2,6,6,57,70,7,8,1,4,0,0,0,0,76,94,170
COCHABAMBA,otras vacunaciones,dt 3ra dosis,2024-05-01,1,0,1,3,4,1,2,0,3,5,4,4,13,33,69,97,40,162,91,145,2,6,0,1,230,457,687
COIPASA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
COLCAPIRHUA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,1,1,0,1,0,1,0,4,4,16,25,47,60,0,0,0,0,70,90,160
"COLCHA ""K""",otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,2,0,0,0,0,11,5,16
COLLANA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
COLOMI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,17,4,5,0,1,0,0,0,0,10,28,38
COLPA BELGICA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,3,6,21,0,0,0,0,14,24,38
COLQUECHACA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,6,0,0,0,2,0,0,0,0,2,13,15
COLQUENCHA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,2,4,6
COLQUIRI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,7,7
COMARAPA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
COMBAYA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,otras vacunaciones,dt 3ra dosis,2024-05-01,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,0,0,0,2,7,9
CORIPATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,1,6,7
CORO CORO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,7,0,0,0,0,0,41,1,42
COROICO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,1,0,0,0,0,0,0,0,0,0,0,1,2,11,4,1,2,0,2,0,0,0,0,13,11,24
CORQUE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,1,6,7
COTAGAITA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,3,0,0,0,0,0,0,4,7,11
COTOCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,9,0,3,0,0,0,0,3,19,22
CRUZ DE MACHACAMARCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,3,4,7
CUATRO CAÑADAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,1,3,0,1,1,4,0,0,1,2,0,7,3,2,2,3,30,46,1,0,0,0,39,68,107
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,6
CURAHUARA DE CARANGAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,3,0,0,0,0,3,7,10
DESAGUADERO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL ALTO,otras vacunaciones,dt 3ra dosis,2024-05-01,4,3,17,24,6,0,8,18,3,0,18,23,15,51,129,217,36,259,78,222,0,1,0,0,314,818,1132
EL CHORO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,5,7
EL PUENTE(STC),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,1,3,0,0,0,0,5,6,11
EL PUENTE(TJA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,4,6,10
EL TORNO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,1,0,0,10,8,1,1,32,40,19,20,26,18,4,3,93,91,184
EL VILLAR,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,4,2,6
ENTRE RIOS TRJ,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,0,0,0,0,0,3,6,9
ENTRE RIOS CBBA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,2,1,0,4,0,3,2,22,2,1,0,0,0,0,7,31,38
ESCOMA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ESMERALDA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,2,1,0,0,0,0,7,9,16
EUCALIPTUS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,3,4,7
EXALTACION,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
FILADELFIA,otras vacunaciones,dt 3ra dosis,2024-05-01,1,0,11,3,0,0,8,5,0,0,3,10,2,4,93,74,4,0,74,65,0,0,0,0,196,161,357
GENERAL SAAVEDRA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,0,2,0,0,0,0,0,0,6,9,15
GIA-TIM,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,9,0,0,0,0,4,12,16
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
GUANAY,otras vacunaciones,dt 3ra dosis,2024-05-01,3,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,31
GUAQUI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,2,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,7,8
GUAYARAMERIN,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,2,8,9,12,5,27,4,7,0,0,0,0,20,55,75
HUACARETA,otras vacunaciones,dt 3ra dosis,2024-05-01,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,4,3,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
HUANUNI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,1,3,2,0,9,11,2,5,5,5,0,0,0,0,20,24,44
HUARINA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,7,11,0,0,0,0,12,19,31
HUATAJATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4
HUAYLLAMARCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,3
INCAHUASI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,6,6
INGAVI (HUMAITA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
INQUISIVI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,1,2,0,0,0,0,7,2,9
IXIAMAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,21,0,0,0,0,0,0,3,25,28
JESUS DE MACHACA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
LA ASUNTA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,2,3,0,0,0,4,0,0,1,4,0,0,0,0,0,0,3,11,14
LA GUARDIA,otras vacunaciones,dt 3ra dosis,2024-05-01,2,1,0,0,1,1,0,0,3,0,0,0,3,5,3,1,22,11,3,3,0,0,0,0,37,22,59
LA PAZ,otras vacunaciones,dt 3ra dosis,2024-05-01,3,7,15,15,0,1,0,1,1,1,2,3,16,43,45,26,72,238,150,79,4,3,0,0,308,417,725
LAGUNILLAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,10,0,0,0,0,6,15,21
LAJA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,5,4,9
LAS CARRERAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,29,10,11,0,0,0,0,11,47,58
LLICA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,7
LORETO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,2,0,0,2,2,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,1,5,9,14
MACHACAMARCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MACHARETI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
MAGDALENA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,0,0,10,21,0,0,6,3,22,34,56
MAIRANA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,5,0,0,0,0,2,14,16
MALLA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAPIRI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
MINEROS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,1,1,0,1,0,0,0,0,0,0,0,3,7,2,0,5,1,13,0,0,0,0,9,25,34
MIZQUE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,7,6,0,0,2,0,0,0,7,4,0,1,4,7,4,6,0,0,0,0,0,0,24,24,48
MOJINETE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,8
MOJOCOYA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTEAGUDO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,0,0,4,3,7
MONTERO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,0,0,2,1,0,0,10,6,1,7,36,41,2,36,3,18,0,0,0,0,54,110,164
MORO MORO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,7
MOROCHATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,1,0,0,0,0,0,2,0,16,19,6,4,2,8,4,15,1,0,0,0,32,46,78
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,1,0,0,0,0,0,1,2,1,0,4,5,0,0,4,0,0,0,0,0,11,7,18
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,4,1,0,0,0,0,19,4,23
OCURI,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,3,0,2,3,4,0,0,0,0,7,10,17
OKINAWA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,10,0,2,0,0,0,0,6,14,20
OMEREQUE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,4,0,1,2,2,0,0,0,0,14,7,21
ORURO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,1,1,0,0,1,0,1,1,7,15,17,24,38,107,49,83,2,1,1,1,117,234,351
PADCAYA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
PADILLA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
PAILON,otras vacunaciones,dt 3ra dosis,2024-05-01,2,1,2,4,0,0,2,2,0,0,8,3,0,1,32,31,1,5,51,27,0,0,0,0,98,74,172
PALCA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
PALOS BLANCOS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PAMPA AULLAGAS,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
PAMPA GRANDE,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
PAPEL PAMPA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,3,8,11
PASORAPA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,1,1,0,0,0,1,0,0,1,1,0,0,8,2,1,0,0,0,0,0,0,0,11,5,16
PATACAMAYA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,1,0,0,2,1,0,0,0,3,2,0,0,1,0,3,0,0,0,0,0,0,4,9,13
PAZÑA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
PELECHUCO,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
POCOATA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
POCONA,otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,0,0,0,0,1,0,0,0,0,1,1,0,8,5,1,1,4,4,0,0,0,0,15,11,26
POJO (CBBA),otras vacunaciones,dt 3ra dosis,2024-05-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,34,46,1,0,1,1,0,0,0,0,38,48,86
