municipality,group,variable,month,Total 11.3 Nacidos vivos,TOTAL
SAN ANDRES,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
SAN ANDRES DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SAN BENITO,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
SAN BORJA,atencion de partos en servicios,nacidos vivos,2014-04-01,70,70
SAN BUENA VENTURA,atencion de partos en servicios,nacidos vivos,2014-04-01,23,23
SAN CARLOS,atencion de partos en servicios,nacidos vivos,2014-04-01,39,39
SAN IGNACIO,atencion de partos en servicios,nacidos vivos,2014-04-01,42,42
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-04-01,111,111
SAN JAVIER(BNI),atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
SAN JAVIER(STC),atencion de partos en servicios,nacidos vivos,2014-04-01,41,41
SAN JOAQUIN,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,nacidos vivos,2014-04-01,38,38
SAN JUAN DE YAPACANI,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
SAN JULIAN,atencion de partos en servicios,nacidos vivos,2014-04-01,77,77
SAN LORENZO(PND),atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
SAN LUCAS,atencion de partos en servicios,nacidos vivos,2014-04-01,34,34
SAN MATIAS,atencion de partos en servicios,nacidos vivos,2014-04-01,17,17
SAN MIGUEL DE VELASCO,atencion de partos en servicios,nacidos vivos,2014-04-01,18,18
SAN PEDRO,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
SAN RAFAEL,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
SAN RAMON BENI,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,nacidos vivos,2014-04-01,19,19
SANTA ANA,atencion de partos en servicios,nacidos vivos,2014-04-01,58,58
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos vivos,2014-04-01,3967,3967
SANTA ROSA,atencion de partos en servicios,nacidos vivos,2014-04-01,22,22
SANTA ROSA DEL SARA,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
SANTIAGO DE CALLAPA,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
SANTIAGO DE HUATA,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SANTIAGO DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SANTIVAÑES,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
SANTUARIO DE QUILLACAS,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
SAPAHAQUI,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
SENA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
SHINAOTA,atencion de partos en servicios,nacidos vivos,2014-04-01,56,56
SICA SICA (VILLA AROMA),atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
SICAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
SIPE SIPE,atencion de partos en servicios,nacidos vivos,2014-04-01,31,31
SOPACHUY,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SORACACHI,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
SORATA,atencion de partos en servicios,nacidos vivos,2014-04-01,7,7
SUCRE,atencion de partos en servicios,nacidos vivos,2014-04-01,594,594
TACACHI,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
TACACOMA,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
TACOPAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
TAPACARI,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
TARABUCO,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
TARATA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
TARIJA,atencion de partos en servicios,nacidos vivos,2014-04-01,517,517
TARVITA,atencion de partos en servicios,nacidos vivos,2014-04-01,12,12
TEOPONTE,atencion de partos en servicios,nacidos vivos,2014-04-01,15,15
TIAWANACU,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
TINGUIPAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
TIPUANI,atencion de partos en servicios,nacidos vivos,2014-04-01,11,11
TIQUIPAYA,atencion de partos en servicios,nacidos vivos,2014-04-01,85,85
TIRAQUE (CBBA),atencion de partos en servicios,nacidos vivos,2014-04-01,18,18
TOCO,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
TOLATA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
TOLEDO,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
TOMAVE,atencion de partos en servicios,nacidos vivos,2014-04-01,6,6
TOMINA,atencion de partos en servicios,nacidos vivos,2014-04-01,12,12
TORO TORO,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
TOTORA(CBBA),atencion de partos en servicios,nacidos vivos,2014-04-01,25,25
TOTORA(ORR),atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
TRIGAL,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos vivos,2014-04-01,343,343
TUPIZA,atencion de partos en servicios,nacidos vivos,2014-04-01,61,61
UMALA,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
UNCIA,atencion de partos en servicios,nacidos vivos,2014-04-01,24,24
URIONDO (A. CONCEPCION),atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
URUBICHA,atencion de partos en servicios,nacidos vivos,2014-04-01,12,12
UYUNI,atencion de partos en servicios,nacidos vivos,2014-04-01,51,51
VACAS,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
VALLEGRANDE,atencion de partos en servicios,nacidos vivos,2014-04-01,32,32
VIACHA,atencion de partos en servicios,nacidos vivos,2014-04-01,45,45
VILA VILA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
VILLA CHARCAS,atencion de partos en servicios,nacidos vivos,2014-04-01,14,14
VILLA MONTES,atencion de partos en servicios,nacidos vivos,2014-04-01,110,110
VILLA RIVERO,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
VILLA SERRANO,atencion de partos en servicios,nacidos vivos,2014-04-01,9,9
VILLA TUNARI,atencion de partos en servicios,nacidos vivos,2014-04-01,186,186
VILLAZON,atencion de partos en servicios,nacidos vivos,2014-04-01,52,52
VINTO,atencion de partos en servicios,nacidos vivos,2014-04-01,76,76
VITICHI,atencion de partos en servicios,nacidos vivos,2014-04-01,3,3
WARNES,atencion de partos en servicios,nacidos vivos,2014-04-01,143,143
YACO,atencion de partos en servicios,nacidos vivos,2014-04-01,5,5
YACUIBA,atencion de partos en servicios,nacidos vivos,2014-04-01,210,210
YAMPARAEZ,atencion de partos en servicios,nacidos vivos,2014-04-01,2,2
YANACACHI,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
YAPACANI,atencion de partos en servicios,nacidos vivos,2014-04-01,102,102
YOCALLA,atencion de partos en servicios,nacidos vivos,2014-04-01,4,4
YOTALA,atencion de partos en servicios,nacidos vivos,2014-04-01,10,10
YUNCHARA,atencion de partos en servicios,nacidos vivos,2014-04-01,1,1
ZUDAÑEZ,atencion de partos en servicios,nacidos vivos,2014-04-01,8,8
ACACIO,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
ACHACACHI,atencion de partos en servicios,nacidos vivos,2014-05-01,23,23
ACHOCALLA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
AIQUILE,atencion de partos en servicios,nacidos vivos,2014-05-01,22,22
ALALAY,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
ALCALA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
ALTO BENI,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
ANCORAIMES,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
ANTEQUERA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
ANZALDO,atencion de partos en servicios,nacidos vivos,2014-05-01,6,6
APOLO,atencion de partos en servicios,nacidos vivos,2014-05-01,19,19
ARAMPAMPA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
ARANI,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
ARBIETO,atencion de partos en servicios,nacidos vivos,2014-05-01,10,10
ARQUE,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos vivos,2014-05-01,57,57
ATOCHA,atencion de partos en servicios,nacidos vivos,2014-05-01,10,10
AYATA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
AYO AYO,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos vivos,2014-05-01,17,17
AZURDUY,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
BATALLAS,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
BAURES,atencion de partos en servicios,nacidos vivos,2014-05-01,6,6
BELLA FLOR,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
BERMEJO,atencion de partos en servicios,nacidos vivos,2014-05-01,57,57
BETANZOS,atencion de partos en servicios,nacidos vivos,2014-05-01,30,30
BOYUIBE,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
BUENA VISTA,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
CABEZAS,atencion de partos en servicios,nacidos vivos,2014-05-01,19,19
CAIROMA,atencion de partos en servicios,nacidos vivos,2014-05-01,10,10
"CAIZA ""D""",atencion de partos en servicios,nacidos vivos,2014-05-01,6,6
CAJUATA,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
CALAMARCA,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
CAMARGO,atencion de partos en servicios,nacidos vivos,2014-05-01,28,28
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
CAMIRI,atencion de partos en servicios,nacidos vivos,2014-05-01,88,88
CAPINOTA,atencion de partos en servicios,nacidos vivos,2014-05-01,20,20
CAQUIAVIRI,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
CARACOLLO,atencion de partos en servicios,nacidos vivos,2014-05-01,18,18
CARANAVI,atencion de partos en servicios,nacidos vivos,2014-05-01,81,81
CARAPARI,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
CARIPUYO,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,nacidos vivos,2014-05-01,11,11
CHALLAPATA,atencion de partos en servicios,nacidos vivos,2014-05-01,40,40
CHAQUI,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
CHARAGUA,atencion de partos en servicios,nacidos vivos,2014-05-01,68,68
CHAYANTA,atencion de partos en servicios,nacidos vivos,2014-05-01,10,10
CHIMORE,atencion de partos en servicios,nacidos vivos,2014-05-01,13,13
CHIPAYA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos vivos,2014-05-01,41,41
CHUMA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,nacidos vivos,2014-05-01,11,11
CKOCHAS,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
CLIZA,atencion de partos en servicios,nacidos vivos,2014-05-01,33,33
COBIJA,atencion de partos en servicios,nacidos vivos,2014-05-01,135,135
COCAPATA,atencion de partos en servicios,nacidos vivos,2014-05-01,7,7
COCHABAMBA,atencion de partos en servicios,nacidos vivos,2014-05-01,1697,1697
COIPASA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
COLCAPIRHUA,atencion de partos en servicios,nacidos vivos,2014-05-01,44,44
"COLCHA ""K""",atencion de partos en servicios,nacidos vivos,2014-05-01,6,6
COLLANA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
COLOMI,atencion de partos en servicios,nacidos vivos,2014-05-01,22,22
COLPA BELGICA,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
COLQUECHACA,atencion de partos en servicios,nacidos vivos,2014-05-01,17,17
COLQUENCHA,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
COLQUIRI,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
COMARAPA,atencion de partos en servicios,nacidos vivos,2014-05-01,41,41
CONCEPCION,atencion de partos en servicios,nacidos vivos,2014-05-01,25,25
COPACABANA,atencion de partos en servicios,nacidos vivos,2014-05-01,7,7
CORIPATA,atencion de partos en servicios,nacidos vivos,2014-05-01,12,12
CORO CORO,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
COROICO,atencion de partos en servicios,nacidos vivos,2014-05-01,28,28
CORQUE,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
COTAGAITA,atencion de partos en servicios,nacidos vivos,2014-05-01,15,15
COTOCA,atencion de partos en servicios,nacidos vivos,2014-05-01,81,81
CUATRO CAÑADAS,atencion de partos en servicios,nacidos vivos,2014-05-01,22,22
CUEVO,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
CULPINA,atencion de partos en servicios,nacidos vivos,2014-05-01,12,12
CURAHUARA DE CARANGAS,atencion de partos en servicios,nacidos vivos,2014-05-01,7,7
DESAGUADERO,atencion de partos en servicios,nacidos vivos,2014-05-01,7,7
EL ALTO,atencion de partos en servicios,nacidos vivos,2014-05-01,1301,1301
EL CHORO,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
EL PUENTE(STC),atencion de partos en servicios,nacidos vivos,2014-05-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,nacidos vivos,2014-05-01,7,7
EL TORNO,atencion de partos en servicios,nacidos vivos,2014-05-01,111,111
EL VILLAR,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos vivos,2014-05-01,25,25
ENTRE RIOS CBBA,atencion de partos en servicios,nacidos vivos,2014-05-01,30,30
ESCOMA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
EUCALIPTUS,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
EXALTACION,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos vivos,2014-05-01,12,12
FILADELFIA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,nacidos vivos,2014-05-01,6,6
GUANAY,atencion de partos en servicios,nacidos vivos,2014-05-01,9,9
GUAQUI,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
GUAYARAMERIN,atencion de partos en servicios,nacidos vivos,2014-05-01,124,124
GUTIERREZ,atencion de partos en servicios,nacidos vivos,2014-05-01,13,13
HUACARETA,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
HUACHACALLA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
HUANUNI,atencion de partos en servicios,nacidos vivos,2014-05-01,35,35
HUARACAJE,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
HUARINA,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
HUATAJATA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
HUMANATA,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
ICHOCA,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
ICLA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
INCAHUASI,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
INGAVI (HUMAITA),atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos vivos,2014-05-01,13,13
IXIAMAS,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
JESUS DE MACHACA,atencion de partos en servicios,nacidos vivos,2014-05-01,10,10
LA ASUNTA,atencion de partos en servicios,nacidos vivos,2014-05-01,49,49
LA GUARDIA,atencion de partos en servicios,nacidos vivos,2014-05-01,61,61
LA PAZ,atencion de partos en servicios,nacidos vivos,2014-05-01,1664,1664
LAGUNILLAS,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
LAJA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
LICOMA PAMPA,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
LLALLAGUA,atencion de partos en servicios,nacidos vivos,2014-05-01,70,70
LLICA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
LORETO,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
MACHACAMARCA,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
MACHARETI,atencion de partos en servicios,nacidos vivos,2014-05-01,7,7
MAGDALENA,atencion de partos en servicios,nacidos vivos,2014-05-01,23,23
MAIRANA,atencion de partos en servicios,nacidos vivos,2014-05-01,23,23
MAPIRI,atencion de partos en servicios,nacidos vivos,2014-05-01,27,27
MECAPACA,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
MINEROS,atencion de partos en servicios,nacidos vivos,2014-05-01,17,17
MIZQUE,atencion de partos en servicios,nacidos vivos,2014-05-01,25,25
MOCOMOCO,atencion de partos en servicios,nacidos vivos,2014-05-01,2,2
MOJINETE,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
MONTEAGUDO,atencion de partos en servicios,nacidos vivos,2014-05-01,49,49
MONTERO,atencion de partos en servicios,nacidos vivos,2014-05-01,316,316
MORO MORO,atencion de partos en servicios,nacidos vivos,2014-05-01,1,1
MOROCHATA,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
OCURI,atencion de partos en servicios,nacidos vivos,2014-05-01,6,6
OKINAWA,atencion de partos en servicios,nacidos vivos,2014-05-01,14,14
OMEREQUE,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
ORURO,atencion de partos en servicios,nacidos vivos,2014-05-01,645,645
PADCAYA,atencion de partos en servicios,nacidos vivos,2014-05-01,4,4
PADILLA,atencion de partos en servicios,nacidos vivos,2014-05-01,18,18
PAILON,atencion de partos en servicios,nacidos vivos,2014-05-01,31,31
PALCA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
PALOS BLANCOS,atencion de partos en servicios,nacidos vivos,2014-05-01,27,27
PAMPA AULLAGAS,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
PAMPA GRANDE,atencion de partos en servicios,nacidos vivos,2014-05-01,5,5
PAPEL PAMPA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
PASORAPA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
PATACAMAYA,atencion de partos en servicios,nacidos vivos,2014-05-01,33,33
PAZÑA,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
PELECHUCO,atencion de partos en servicios,nacidos vivos,2014-05-01,3,3
POCOATA,atencion de partos en servicios,nacidos vivos,2014-05-01,8,8
POCONA,atencion de partos en servicios,nacidos vivos,2014-05-01,13,13
POJO (CBBA),atencion de partos en servicios,nacidos vivos,2014-05-01,15,15
