municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,73,73
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,26,26
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,18,18
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,18,18
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,60,60
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,18,18
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
BAURES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
BELEN DE ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,30,30
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,29,29
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,53,53
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,164,164
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,23,23
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,147,147
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,37,37
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,127,127
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,19,19
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,61,61
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,47,47
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,10,10
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,17,17
CHOQUE COTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,73,73
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3757,3757
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,587,587
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,44,44
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,41,41
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,20,20
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,8,8
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,28,28
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,7,7
COROICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,26,26
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,45,45
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,11,11
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
CULPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
CURVA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1290,1290
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
EL PUENTE(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,79,79
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,6,6
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,10,10
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,32,32
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,14,14
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,11,11
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,66,66
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,13,13
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,33,33
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,5,5
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,177,177
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,169,169
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,19,19
HUACHACALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
HUARACAJE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,4,4
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,14,14
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,10,10
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,9,9
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,54,54
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,166,166
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,15,15
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1345,1345
LA RIVERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,11,11
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,15,15
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
LICOMA PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,1,1
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,17,17
LLICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,3,3
MACHACAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,2,2
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,139,139
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2010-06-01,75,75
