,group,variable,month,TOTAL N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
QUILLACOLLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,32,35,67
QUIME,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,3,6
QUIRUSILLAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
RAVELO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,2,3
REYES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,2,4
RIBERALTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,36,33,69
ROBORE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,3,6
SACABA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,49,31,80
SACABAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,2,4
SACACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,8,4,12
SAIPINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,3,7
SAMAIPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,1,2
SAN AGUSTIN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
SAN ANDRES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,2,4
SAN BENITO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,5,5
SAN BORJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,18,8,26
SAN BUENA VENTURA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,1,5
SAN CARLOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,8,5,13
SAN IGNACIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,6,5,11
SAN IGNACIO DE VELASCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,8,10,18
SAN JAVIER(BNI),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,3,3
SAN JAVIER(STC),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,5,5
SAN JUAN DE YAPACANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,5,8
SAN JULIAN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,29,29,58
SAN LORENZO(PND),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,1,2
SAN LORENZO(TJA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,4,8
SAN LUCAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,10,6,16
SAN MATIAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,3,6
SAN MIGUEL DE VELASCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,1,5
SAN PEDRO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,2,3
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,7,10,17
SAN PEDRO DE TIQUINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,1,2
SAN PEDRO(PND),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
SAN RAMON BENI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,0,4
SANTA ANA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,9,7,16
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,596,457,1053
SANTA ROSA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,0,2
SANTA ROSA DEL SARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,10,12,22
SANTIAGO DE HUARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,8,4,12
SANTIAGO DE HUATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,1,4
SANTIAGO DE MACHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,3,4
SANTIVAÑES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,5,8
SANTUARIO DE QUILLACAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,2,5
SENA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,1,3
SHINAOTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,5,6,11
SICA SICA (VILLA AROMA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,0,4
SICAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
SIPE SIPE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,7,3,10
SOPACHUY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,6,2,8
SORACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,4,6
SORATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,6,9
SUCRE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,154,230,384
TACACOMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,4,3,7
TACOBAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,5,5,10
TACOPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,3,6
TAPACARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,6,1,7
TARABUCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,10,6,16
TARACO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,2,2
TARATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,2,2
TARIJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,55,73,128
TARVITA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,7,10
TEOPONTE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,8,4,12
TIAWANACU,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,0,2
TINGUIPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,11,13,24
TIPUANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,30,6,36
TIQUIPAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,21,14,35
TIRAQUE (CBBA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,3,5
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,1,1
TOCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,0,2
TOLATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,4,7
TOLEDO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,1,1
TOMAVE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,1,4
TOMINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,4,6
TORO TORO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,1,3
TOTORA(CBBA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,3,5
TOTORA(ORR),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,1,3
TRINIDAD,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,31,28,59
TUPIZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,7,5,12
TURCO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,2,2
UNCIA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,6,4,10
URIONDO (A. CONCEPCION),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,1,3
URUBICHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,4,6
UYUNI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,5,0,5
VACAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,2,3
VALLEGRANDE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,5,6
VIACHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,12,13,25
VILLA CHARCAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,8,7,15
VILLA MONTES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,15,14,29
VILLA RIVERO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,1,3
VILLA SERRANO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,9,4,13
VILLA TUNARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,54,33,87
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,4,7
VILLAZON,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,6,8,14
VINTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,10,12,22
VITICHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,1,2
WALDO BALLIVIAN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,0,1
WARNES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,46,39,85
YACO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,2,2
YACUIBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,73,55,128
YAMPARAEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,7,0,7
YANACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,2,2
YAPACANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,55,44,99
YOCALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,2,5,7
YOTALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,0,2,2
YUNCHARA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,1,3,4
ZUDAÑEZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-04-01,3,6,9
ACACIO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,1,3
ACHACACHI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,16,12,28
ACHOCALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,0,3
AIQUILE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,11,14,25
ALALAY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
ALCALA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,2,4
ALTO BENI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,6,5,11
ANCORAIMES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,2,4
ANDAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,2,3
ANTEQUERA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,0,3
ANZALDO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,6,7,13
APOLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,2,7
ARANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
ARBIETO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,2,3
ARQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,1,4
ASCENCION DE GUARAYOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,12,4,16
ATOCHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,2,4
AUCAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,1,5
AYATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,8,7,15
AZURDUY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,9,13
BATALLAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
BAURES,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
BELEN DE ANDAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,1,1
BELEN DE URMIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,1,3
BELLA FLOR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
BERMEJO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,10,5,15
BETANZOS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,6,9
BOLIVAR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
BOLPEBRA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
BOYUIBE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
BUENA VISTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,2,3
CABEZAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,7,4,11
"CAIZA ""D""",tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,1,6
CAJUATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,0,4
CALACOTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,1,1
CALAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,2,3
CAMARGO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,3,4
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,1,1
CAMIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,10,8,18
CAPINOTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,11,12,23
CAQUIAVIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,1,4
CARACOLLO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,5,10
CARANAVI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,43,45,88
CARANGAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,1,1
CARAPARI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,6,8
CARIPUYO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,3,6
CARMEN RIVERO TORREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,1,4
CHALLAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,5,9
CHAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
CHARAGUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,4,9
CHAYANTA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,2,7
CHIMORE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,6,5,11
CHUA COCANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,7,7,14
CHUMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,6,3,9
CKOCHAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,3,7
CLIZA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,4,8
COBIJA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,37,18,55
COCAPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,10,5,15
COCHABAMBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,158,122,280
COLCAPIRHUA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,13,17,30
COLOMI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
COLPA BELGICA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,1,4
COLQUECHACA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,10,12,22
COLQUENCHA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
COLQUIRI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,1,3
COMARAPA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,9,14
COMBAYA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
CONCEPCION,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,4,9
CORIPATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,6,3,9
CORO CORO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,2,2
COROICO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,14,16,30
CORQUE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,3,2,5
COTAGAITA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,49,7,56
COTOCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,15,16,31
CUATRO CAÑADAS,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,7,6,13
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
CUEVO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,4,3,7
CULPINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,7,12
CURVA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,1,1
DESAGUADERO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
EL ALTO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,212,229,441
EL PUENTE(STC),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,0,1,1
EL PUENTE(TJA),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,4,5
EL TORNO,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,27,23,50
EL VILLAR,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,4,5
ENTRE RIOS TRJ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,9,6,15
ENTRE RIOS CBBA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,17,21,38
ESCOMA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,2,4
EUREKA (SANTOS MERCADO),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
FILADELFIA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,1,3
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,4,9
GUANAY,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,3,8
GUAQUI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,24,7,31
GUTIERREZ,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
HUACARETA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,1,3
HUACHACALLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
HUANUNI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,44,6,50
HUARACAJE,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,3,4
HUARINA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,0,2
HUATAJATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,4,5
HUAYLLAMARCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,5,0,5
HUMANATA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
ICHOCA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,0,1
ICLA,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,7,5,12
INCAHUASI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,2,4,6
INQUISIVI,tuberculosis y lepra,total n de sintomaticos respiratorios,2015-05-01,1,1,2
