,group,variable,month,TOTAL 1711 NEUMOCÓCICA 2DA. DOSIS CANTIDAD,TOTAL 1711 NEUMOCÓCICA 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,61,27,61,27,88
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,52,20,52,20,72
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,11,23,11,23,34
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,3,3,3,6
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,14,2,14,2,16
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,34,22,34,22,56
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,64,9,64,9,73
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,16,6,16,6,22
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,13,3,13,3,16
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,13,2,13,2,15
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,3,1,3,4
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,4,10,4,14
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,21,3,21,3,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,1,9,1,10
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,83,8,83,8,91
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,83,5,83,5,88
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,2,6,2,8
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,24,10,24,34
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,59,12,59,12,71
CARANGAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,31,5,31,5,36
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,15,10,15,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,12,19,12,19,31
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,79,27,79,27,106
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,16,3,16,3,19
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,21,28,21,28,49
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,1,1,1,2
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,87,6,87,6,93
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,1,6,1,7
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,33,9,33,9,42
CHUMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,13,9,13,22
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,1,9,1,10
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,24,10,24,10,34
CLIZA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,22,15,22,15,37
COBIJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,176,44,176,44,220
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,16,38,16,38,54
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2320,21,2320,21,2341
COIPASA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,2,1,2,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,183,1,183,1,184
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,23,1,23,1,24
COLOMI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,61,12,61,12,73
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,25,10,25,10,35
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,43,72,43,72,115
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,0,9,0,9
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,20,5,20,25
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,2,0,2,2
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,76,16,76,16,92
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,3,0,3,3
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,52,21,52,21,73
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,6,10,6,16
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,29,20,29,20,49
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,7,4,7,4,11
COROICO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,34,7,34,7,41
CORQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,1,4,1,5
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,37,13,37,13,50
COTOCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,109,59,109,59,168
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,42,10,42,10,52
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,0,4,0,4
CUEVO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,13,6,13,6,19
CULPINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,17,14,17,14,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,0,1,0,1
CURVA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,7,2,7,9
DESAGUADERO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,0,6,0,6
EL ALTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1277,181,1277,181,1458
EL CHORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,9,2,9,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,14,14,14,14,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,11,4,11,4,15
EL TORNO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,199,18,199,18,217
EL VILLAR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,0,2,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,34,42,34,42,76
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,124,9,124,9,133
ESCARA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,0,3,0,3
ESCOMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,0,2,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,8,3,8,3,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,37,2,37,2,39
FILADELFIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,18,10,18,28
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,42,7,42,7,49
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,1,4,1,5
GUANAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,22,10,22,10,32
GUAQUI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,3,1,3,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,164,4,164,4,168
GUTIERREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,24,19,24,19,43
HUACARETA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,9,9,9,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,2,4,2,6
HUACHACALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,2,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,64,10,64,10,74
HUARACAJE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,1,5,1,6
HUARINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,1,5,1,6
HUATAJATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,2,3,2,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,0,6,0,6
HUMANATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,3,2,3,5
ICLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,4,10,4,14
INCAHUASI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,8,11,8,11,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,1,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,15,10,15,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,21,7,21,7,28
IXIAMAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,14,0,14,0,14
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,16,1,16,1,17
LA ASUNTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,101,8,101,8,109
LA GUARDIA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,270,17,270,17,287
LA PAZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1558,50,1558,50,1608
LAGUNILLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,13,16,13,16,29
LAJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,21,2,21,2,23
LAS CARRERAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,0,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,80,69,80,69,149
LLICA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,0,2,0,2
LORETO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,1,1,1,2
LURIBAY,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,4,6,4,10
MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,1,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,25,8,25,8,33
MAGDALENA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,49,16,49,16,65
MAIRANA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,7,0,7,0,7
MALLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,3,0,3,3
MAPIRI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,8,0,8,0,8
MECAPACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,2,3,2,5
MINEROS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,104,49,104,49,153
MIZQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,93,27,93,27,120
MOCOMOCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,12,7,12,7,19
MOJINETE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,0,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,16,10,16,10,26
MONTEAGUDO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,51,7,51,7,58
MONTERO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,447,10,447,10,457
MORO MORO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,2,4,2,6
MOROCHATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,16,6,16,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,4,1,4,5
OCURI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,15,16,15,16,31
OKINAWA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,38,0,38,0,38
OMEREQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,17,7,17,7,24
ORURO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,702,65,702,65,767
PADCAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,44,23,44,23,67
PADILLA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,14,6,14,6,20
PAILON,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,62,22,62,22,84
PALCA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,15,4,15,4,19
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,34,10,34,10,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,8,3,8,3,11
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,27,0,27,0,27
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,4,4,4,8
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,4,6,4,10
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,33,2,33,2,35
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,14,3,14,3,17
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,1,3,1,4
POCOATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,24,54,24,54,78
POCONA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,25,22,25,22,47
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,41,4,41,4,45
POOPO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,3,0,3,3
PORCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,14,10,14,24
POROMA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,23,31,23,31,54
PORONGO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,25,3,25,3,28
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,23,0,23,0,23
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,2,10,2,12
POSTRER VALLE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,1,1,1,2
POTOSI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,316,3,316,3,319
PRESTO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,7,0,7,7
PUCARA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,3,3,3,6
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,31,21,31,21,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,7,15,7,15,22
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,8,6,8,6,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,3,0,3,3
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,5,1,5,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,35,23,35,23,58
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,12,2,12,2,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,66,17,66,17,83
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,168,22,168,22,190
PUNA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,30,14,30,14,44
PUNATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,65,0,65,0,65
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,8,2,8,2,10
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,428,162,428,162,590
QUIME,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,1,9,1,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,3,1,3,1,4
RAVELO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,22,12,22,12,34
REYES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,14,6,14,6,20
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,191,2,191,2,193
ROBORE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,32,2,32,2,34
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,9,0,9,0,9
SABAYA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,4,0,4,0,4
SACABA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,439,8,439,8,447
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,4,10,4,14
SACACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,44,51,44,51,95
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,19,6,19,6,25
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,6,14,6,14,20
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,30,4,30,4,34
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,18,6,18,6,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,4,1,4,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,10,12,10,12,22
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,21,6,21,6,27
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,71,1,71,1,72
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,2,5,2,7
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,50,7,50,7,57
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,12,1,12,1,13
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,208,66,208,66,274
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,44,8,44,8,52
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,12,0,12,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,51,15,51,15,66
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,22,7,22,7,29
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,83,39,83,39,122
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,0,3,0,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,41,8,41,8,49
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,25,34,25,34,59
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,31,14,31,14,45
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,53,12,53,12,65
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,2,0,2,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,31,7,31,7,38
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,31,36,31,36,67
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 2da. dosis,2014-05-01,5,2,5,2,7
