,group,variable,month,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTAL 17.2 PENTAVALENTE 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
POSTRER VALLE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,0,1,0,1
POTOSI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,448,9,448,9,457
PRESTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,8,4,8,12
PUCARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,25,24,25,24,49
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,13,1,13,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,10,11,10,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,6,5,6,5,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,3,2,3,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,40,10,40,10,50
PUERTO RICO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,1,4,1,5
PUERTO SILES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,0,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,48,3,48,3,51
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,125,7,125,7,132
PUNA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,23,15,23,15,38
PUNATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,31,1,31,1,32
QUIABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,5,1,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,228,74,228,74,302
QUIME,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,12,6,12,6,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,7,0,7,0,7
RAVELO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,10,13,10,13,23
REYES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,20,3,20,3,23
RIBERALTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,279,26,279,26,305
ROBORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,24,18,24,18,42
RURRENABAQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,54,2,54,2,56
SABAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,2,4,2,6
SACABA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,207,7,207,7,214
SACABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,7,1,7,1,8
SACACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,25,21,25,21,46
SAIPINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,13,3,13,3,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,6,13,6,13,19
SAMAIPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,1,11,1,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,0,2,0,2,2
SAN ANDRES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,24,8,24,8,32
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,9,7,9,7,16
SAN BENITO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,3,11,3,14
SAN BORJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,91,8,91,8,99
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,14,1,14,1,15
SAN CARLOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,48,4,48,4,52
SAN IGNACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,52,4,52,4,56
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,98,12,98,12,110
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,7,3,7,3,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,22,10,22,10,32
SAN JOAQUIN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,1,11,1,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,31,1,31,1,32
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,16,0,16,0,16
SAN JULIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,82,20,82,20,102
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,3,9,3,9,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,20,4,20,4,24
SAN LUCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,31,27,31,27,58
SAN MATIAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,28,0,28,0,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,23,0,23,0,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,8,0,8,0,8
SAN PEDRO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,22,1,22,1,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,27,24,27,24,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,8,1,8,1,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,5,2,5,2,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,10,1,10,1,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,9,4,9,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,17,2,17,2,19
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,31,10,31,10,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,3146,36,3146,36,3182
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,17,8,17,8,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,25,2,25,2,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,2,1,2,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,3,14,3,14,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,2,2,2,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,1,2,1,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,10,1,10,1,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,5,8,5,8,13
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,10,11,10,21
SENA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,15,6,15,6,21
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,45,6,45,6,51
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,30,11,30,11,41
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,3,2,3,5
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,81,7,81,7,88
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,2,4,2,6
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,9,11,9,20
SORATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,16,20,16,20,36
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,537,13,537,13,550
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,1,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,8,0,8,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,8,14,8,14,22
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,13,3,13,3,16
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,0,1,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,28,13,28,13,41
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,17,10,17,10,27
TARACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,2,4,2,6
TARATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,12,5,12,5,17
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,398,10,398,10,408
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,6,6,6,6,12
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,12,3,12,3,15
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,24,4,24,4,28
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,29,16,29,16,45
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,17,3,17,3,20
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,86,6,86,6,92
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,28,15,28,15,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,8,6,8,6,14
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,6,5,6,5,11
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,4,5,4,5,9
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,12,12,12,12,24
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,5,6,5,6,11
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,10,15,10,15,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,22,4,22,4,26
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,1,2,1,3
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,285,5,285,5,290
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,58,12,58,12,70
TURCO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,5,1,5,6
UMALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,2,5,2,5,7
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,39,14,39,14,53
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,25,5,25,5,30
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,11,10,11,10,21
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,54,2,54,2,56
VACAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,8,5,8,5,13
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,24,2,24,2,26
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,107,3,107,3,110
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,2,1,2,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,18,12,18,12,30
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,75,10,75,10,85
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,16,3,16,3,19
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,9,4,9,4,13
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,154,23,154,23,177
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,5,4,5,4,9
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,72,6,72,6,78
VINTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,62,0,62,0,62
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,6,4,6,4,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,267,25,267,25,292
YACO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,7,9,7,9,16
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,170,11,170,11,181
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,7,1,7,1,8
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,10,1,10,1,11
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,115,6,115,6,121
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,14,6,14,6,20
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,6,2,6,2,8
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,3,9,3,9,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-04-01,7,8,7,8,15
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,2,4,2,4,6
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,37,21,37,21,58
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,13,11,13,11,24
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,25,8,25,8,33
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,2,2,2,2,4
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,20,0,20,0,20
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,8,11,8,11,19
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,4,2,4,2,6
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,7,1,7,1,8
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,13,5,13,5,18
APOLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,23,12,23,12,35
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,3,5,3,5,8
ARANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,12,2,12,2,14
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,15,12,15,12,27
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,14,7,14,7,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,61,26,61,26,87
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,16,7,16,7,23
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,3,1,3,1,4
AYATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,7,9,7,9,16
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,12,2,12,2,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,26,27,26,27,53
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,7,5,7,5,12
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,19,5,19,5,24
BAURES,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,13,2,13,2,15
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,0,5,0,5,5
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,42,23,42,23,65
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,30,9,30,9,39
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,4,12,4,12,16
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,1,1,1,1,2
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,8,1,8,1,9
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,24,2,24,2,26
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,53,26,53,26,79
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,15,1,15,1,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,13,5,13,5,18
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,13,0,13,0,13
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,1,4,1,4,5
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,10,8,10,8,18
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,66,9,66,9,75
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,32,3,32,3,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,12,0,12,0,12
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,14,13,14,13,27
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,96,23,96,23,119
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,29,8,29,8,37
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,9,9,9,9,18
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,5,9,5,9,14
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,1,2,1,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,50,22,50,22,72
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,10,5,10,5,15
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,57,36,57,36,93
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,14,14,14,14,28
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,37,4,37,4,41
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,25,6,25,6,31
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,10,2,10,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,14,6,14,6,20
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,19,8,19,8,27
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,27,10,27,10,37
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,123,16,123,16,139
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,22,16,22,16,38
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,1239,19,1239,19,1258
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,85,0,85,0,85
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,19,3,19,3,22
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,22,6,22,6,28
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,14,4,14,4,18
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,25,40,25,40,65
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,13,1,13,1,14
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,20,20,20,20,40
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 1ra. dosis,2014-05-01,3,1,3,1,4
