,group,variable,month,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTAL 17.4 PENTAVALENTE 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,21,13,21,13,34
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,12,2,12,2,14
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,89,40,89,40,129
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,29,11,29,11,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,5,4,5,4,9
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,7,0,7,0,7
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,4,4,4,4,8
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,15,14,15,14,29
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,9,7,9,7,16
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,6,17,6,17,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,17,6,17,6,23
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,6,0,6,0,6
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,0,2,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,185,5,185,5,190
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,73,14,73,14,87
TURCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,4,0,4,0,4
UMALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,3,11,3,11,14
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,22,15,22,15,37
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,27,8,27,8,35
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,1,10,1,10,11
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,45,2,45,2,47
VACAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,6,3,6,3,9
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,15,0,15,0,15
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,115,9,115,9,124
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,3,8,3,8,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,23,5,23,5,28
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,67,26,67,26,93
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,1,2,1,2,3
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,10,3,10,3,13
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,13,5,13,5,18
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,136,14,136,14,150
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,10,5,10,5,15
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,73,6,73,6,79
VINTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,86,0,86,0,86
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,7,4,7,4,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,160,7,160,7,167
YACO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,6,5,6,5,11
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,145,15,145,15,160
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,10,4,10,4,14
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,5,0,5,0,5
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,95,14,95,14,109
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,8,2,8,2,10
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,7,8,7,8,15
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,2,5,2,5,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-03-01,5,9,5,9,14
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,7,5,7,12
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,39,15,39,15,54
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,17,8,17,8,25
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,24,8,24,8,32
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,4,2,4,6
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,1,2,1,3
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,18,0,18,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,9,13,9,13,22
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,1,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,4,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,4,6,4,6,10
APOLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,22,3,22,3,25
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,6,1,6,7
ARANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,13,6,13,6,19
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,18,25,18,25,43
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,10,7,10,7,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,62,5,62,5,67
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,9,11,9,20
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,2,11,2,13
AYATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,7,4,7,4,11
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,9,3,9,3,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,16,28,16,28,44
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,8,11,8,11,19
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,19,9,19,9,28
BAURES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,2,2,2,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,2,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,2,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,38,26,38,26,64
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,40,14,40,14,54
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,4,6,4,6,10
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,0,5,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,18,5,18,5,23
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,25,34,25,34,59
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,13,5,13,5,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,20,4,20,4,24
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,19,3,19,3,22
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,6,1,6,7
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,10,3,10,3,13
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,12,10,12,10,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,2,3,2,5
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,60,3,60,3,63
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,32,0,32,0,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,21,1,21,1,22
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,20,8,20,8,28
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,59,13,59,13,72
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,22,3,22,3,25
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,2,5,2,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,0,3,0,3
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,42,10,42,10,52
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,7,5,7,5,12
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,13,25,13,25,38
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,8,11,8,19
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,37,8,37,8,45
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,24,6,24,6,30
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,3,5,3,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,13,2,13,2,15
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,15,16,15,16,31
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,29,8,29,8,37
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,115,8,115,8,123
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,10,18,10,18,28
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1109,21,1109,21,1130
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,112,1,112,1,113
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,19,3,19,3,22
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,30,11,30,11,41
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,14,1,14,1,15
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,22,34,22,34,56
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,16,0,16,0,16
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,8,25,8,25,33
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,7,0,7,0,7
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,23,11,23,11,34
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,4,1,4,5
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,30,8,30,8,38
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,10,6,10,6,16
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,22,3,22,3,25
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,9,2,9,2,11
COROICO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,19,1,19,1,20
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,4,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,17,17,17,17,34
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,92,5,92,5,97
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,28,4,28,4,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,2,3,2,5
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,24,16,24,16,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,0,3,0,3
CURVA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,1,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,9,3,9,3,12
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1254,179,1254,179,1433
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,7,1,7,1,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,12,3,12,3,15
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,7,4,7,4,11
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,86,1,86,1,87
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,24,6,24,6,30
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,55,20,55,20,75
ESCARA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,0,3,0,3
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,4,2,4,2,6
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,18,0,18,0,18
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,7,6,7,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,18,8,18,8,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,13,3,13,16
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,15,14,15,14,29
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,3,3,3,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,94,13,94,13,107
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,3,5,3,8
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,9,4,9,4,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,3,1,3,4
HUACHACALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,46,1,46,1,47
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,8,0,8,0,8
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,7,6,7,13
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,0,6,0,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,2,5,2,7
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,5,0,5,5
ICLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,4,5,4,9
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,19,11,19,30
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,10,13,10,13,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,9,11,9,20
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,13,5,13,5,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,3,11,3,14
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,61,15,61,15,76
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,150,1,150,1,151
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1110,59,1110,59,1169
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,7,6,7,13
LAJA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,25,6,25,6,31
LAS CARRERAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,4,3,4,3,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,1,5,1,6
LLALLAGUA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,23,25,23,25,48
LLICA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,1,2,1,3
LORETO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,5,2,5,2,7
LURIBAY,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,8,4,8,4,12
MACHACAMARCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,0,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,8,1,8,1,9
MAGDALENA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,3,6,3,9
MAIRANA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,16,2,16,2,18
MALLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,4,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,32,2,32,2,34
MECAPACA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,14,6,14,6,20
MINEROS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,37,10,37,10,47
MIZQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,38,23,38,23,61
MOCOMOCO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,11,7,11,7,18
MOJINETE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,10,2,10,2,12
MONTEAGUDO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,25,5,25,5,30
MONTERO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,202,5,202,5,207
MORO MORO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,1,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,13,2,13,2,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,5,1,5,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,18,23,18,23,41
OKINAWA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,24,10,24,10,34
OMEREQUE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,6,3,6,3,9
ORURO,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,425,3,425,3,428
PADCAYA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,27,2,27,2,29
PADILLA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,14,3,14,3,17
PAILON,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,33,31,33,31,64
PALCA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,19,9,19,9,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,43,7,43,7,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,2,2,2,2,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,12,0,12,0,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,3,4,3,4,7
PASORAPA,vacunaciones en menores de 1 ano,      pentavalente 3ra. dosis,2014-04-01,1,1,1,1,2
