,group,variable,month,TOTAL 17.6 (O.P.V.) ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTAL 17.6 (O.P.V.) ANTIPOLIOMIELÍTICA 2DA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA SERRANO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,7,10,7,10,17
VILLA TUNARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,138,17,138,17,155
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,8,5,8,5,13
VILLAZON,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,49,5,49,5,54
VINTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,74,0,74,0,74
VITICHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,20,6,20,6,26
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,1,1,1,1,2
WARNES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,240,25,240,25,265
YACO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,4,5,4,5,9
YACUIBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,138,10,138,10,148
YAMPARAEZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,7,4,7,4,11
YANACACHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,10,0,10,0,10
YAPACANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,83,9,83,9,92
YOCALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,1,6,1,6,7
YOTALA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,5,5,5,5,10
YUNCHARA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,3,11,3,11,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-04-01,4,13,4,13,17
ACACIO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,2,3,2,5
ACHACACHI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,43,14,43,14,57
ACHOCALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,13,10,13,23
AIQUILE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,22,6,22,6,28
ALALAY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,7,1,7,8
ALCALA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,2,2,2,4
ALTO BENI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,29,1,29,1,30
ANCORAIMES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,14,8,14,22
ANDAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,2,3,2,5
ANTEQUERA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,0,4,0,4
ANZALDO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,8,5,8,13
APOLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,21,13,21,13,34
ARAMPAMPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,7,2,7,9
ARANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,1,10,1,11
ARBIETO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,17,13,17,13,30
ARQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,6,15,6,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,53,15,53,15,68
ATOCHA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,13,13,13,13,26
AUCAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,6,5,6,11
AYATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,5,4,5,9
AYO AYO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,11,6,11,6,17
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,33,36,33,36,69
AZURDUY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,11,7,11,7,18
BATALLAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,12,7,12,7,19
BAURES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,12,0,12,0,12
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,1,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,4,3,4,7
BERMEJO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,42,23,42,23,65
BETANZOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,24,21,24,21,45
BOLIVAR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,9,10,9,19
BOLPEBRA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,2,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,11,0,11,0,11
BUENA VISTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,24,7,24,7,31
CABEZAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,48,17,48,17,65
CAIROMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,5,10,5,15
"CAIZA ""D""",vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,7,1,7,1,8
CAJUATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,22,1,22,1,23
CALACOTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,7,4,7,11
CALAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,16,5,16,5,21
CAMARGO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,18,3,18,3,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,0,4,0,4
CAMIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,70,9,70,9,79
CAPINOTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,41,6,41,6,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,7,4,7,4,11
CARACOLLO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,12,12,12,12,24
CARANAVI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,59,16,59,16,75
CARANGAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,24,2,24,2,26
CARIPUYO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,9,10,9,10,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,8,5,8,13
CHALLAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,47,21,47,21,68
CHAQUI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,13,5,13,5,18
CHARAGUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,43,33,43,33,76
CHARAÑA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,1,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,16,15,16,15,31
CHIMORE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,37,3,37,3,40
CHIPAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,1,4,1,5
CHOQUE COTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,19,4,19,4,23
CHUMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,10,5,10,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,14,1,14,1,15
CKOCHAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,24,12,24,12,36
CLIZA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,38,12,38,12,50
COBIJA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,109,20,109,20,129
COCAPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,25,15,25,40
COCHABAMBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1305,17,1305,17,1322
COIPASA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,2,1,2,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,101,0,101,0,101
"COLCHA ""K""",vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,25,2,25,2,27
COLLANA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,1,4,1,5
COLOMI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,36,5,36,5,41
COLPA BELGICA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,14,4,14,4,18
COLQUECHACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,40,45,40,45,85
COLQUENCHA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,0,10,0,10
COLQUIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,14,32,14,32,46
COMANCHE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,2,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,32,5,32,5,37
COMBAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,0,9,0,9,9
CONCEPCION,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,31,15,31,15,46
COPACABANA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,12,5,12,5,17
CORIPATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,21,16,21,16,37
CORO CORO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,2,15,2,17
COROICO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,14,7,14,7,21
CORQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,3,5,3,8
COTAGAITA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,27,5,27,5,32
COTOCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,106,54,106,54,160
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,29,18,29,18,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,3,8,3,11
CULPINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,25,15,25,15,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,2,2,2,4
CURVA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,7,2,7,9
DESAGUADERO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,1,8,1,9
EL ALTO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1302,289,1302,289,1591
EL CHORO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,5,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,14,15,14,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,2,15,2,17
EL TORNO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,85,10,85,10,95
EL VILLAR,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,24,18,24,18,42
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,56,32,56,32,88
ESCOMA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,1,5,1,6
ESMERALDA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,6,4,6,4,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,0,2,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,6,5,6,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,23,5,23,5,28
FILADELFIA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,14,8,14,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,29,1,29,1,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,2,10,2,12
GUANAY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,16,7,16,7,23
GUAQUI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,6,5,6,5,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,84,6,84,6,90
GUTIERREZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,24,15,24,15,39
HUACARETA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,10,5,10,5,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,6,4,6,4,10
HUACHACALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,0,3,0,3
HUANUNI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,37,7,37,7,44
HUARACAJE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,1,4,1,5
HUARINA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,5,4,5,9
HUATAJATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,2,4,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,2,3,2,5
ICHOCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,7,1,7,1,8
ICLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,5,8,5,13
INCAHUASI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,11,9,11,9,20
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,0,10,0,10,10
INQUISIVI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,13,16,13,16,29
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,23,6,23,6,29
IXIAMAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,0,15,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,17,3,17,3,20
LA ASUNTA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,105,14,105,14,119
LA GUARDIA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,229,25,229,25,254
LA PAZ,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1283,82,1283,82,1365
LAGUNILLAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,8,4,8,12
LAJA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,29,2,29,2,31
LAS CARRERAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,0,8,0,8
LLALLAGUA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,38,38,38,38,76
LLICA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,1,4,1,5
LORETO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,1,4,1,5
LURIBAY,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,5,3,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,2,1,2,3
MACHARETI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,9,8,9,17
MAGDALENA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,28,15,28,15,43
MAIRANA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,21,5,21,5,26
MALLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,0,2,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,31,1,31,1,32
MECAPACA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,20,4,20,4,24
MINEROS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,39,21,39,21,60
MIZQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,51,17,51,17,68
MOCOMOCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,11,14,11,14,25
MOJOCOYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,13,5,13,5,18
MONTEAGUDO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,33,6,33,6,39
MONTERO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,301,7,301,7,308
MORO MORO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,14,3,14,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,2,6,2,6,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,1,2,1,2,3
OCURI,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,6,16,6,16,22
OKINAWA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,23,0,23,0,23
OMEREQUE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,13,3,13,3,16
ORURO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,522,33,522,33,555
PADCAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,15,6,15,6,21
PADILLA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,16,5,16,5,21
PAILON,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,52,54,52,54,106
PALCA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,19,8,19,8,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,41,13,41,13,54
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,6,3,6,3,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,11,0,11,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,4,4,4,4,8
PASORAPA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,3,4,3,4,7
PATACAMAYA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,41,9,41,9,50
PAZÑA,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,9,2,9,2,11
PELECHUCO,vacunaciones en menores de 1 ano,      (o.p.v.) antipoliomielitica 2da dosis,2014-05-01,8,2,8,2,10
