,group,variable,month,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTAL 1710 NEUMOCÓCICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
PUNA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,24,17,24,17,41
PUNATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,70,2,70,2,72
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,9,3,9,3,12
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,403,155,403,155,558
QUIME,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,14,6,14,6,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,5,0,5,0,5
RAVELO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,16,16,16,16,32
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,328,14,328,14,342
ROBORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,59,28,59,28,87
SABAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,5,0,5,0,5
SACABA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,307,9,307,9,316
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,6,2,6,2,8
SACACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,64,53,64,53,117
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,21,3,21,3,24
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,27,36,27,36,63
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,28,1,28,1,29
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,4,1,4,1,5
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,29,13,29,13,42
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,23,12,23,12,35
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,21,4,21,4,25
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,148,2,148,2,150
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,21,11,21,11,32
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,70,24,70,24,94
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,26,0,26,0,26
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,151,37,151,37,188
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,7,6,7,6,13
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,40,19,40,19,59
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,18,2,18,2,20
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,31,0,31,0,31
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,19,3,19,3,22
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,153,40,153,40,193
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,1,10,1,10,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,53,9,53,9,62
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,42,36,42,36,78
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,41,0,41,0,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,42,2,42,2,44
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,14,0,14,0,14
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,14,0,14,0,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,50,39,50,39,89
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,3,0,3,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,4,0,4,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,14,1,14,1,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,34,26,34,26,60
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,19,4,19,4,23
SANTA ANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,35,0,35,0,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,4783,151,4783,151,4934
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,27,6,27,6,33
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,48,1,48,1,49
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,0,3,0,3,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,20,32,20,32,52
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,3,5,3,5,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,7,4,7,4,11
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,13,1,13,1,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,8,17,8,17,25
SAPAHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,3,0,3,0,3
SENA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,6,8,6,8,14
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,57,10,57,10,67
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,18,3,18,3,21
SICAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,3,11,3,11,14
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,128,6,128,6,134
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,15,9,15,9,24
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,34,6,34,6,40
SORATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,23,21,23,21,44
SUCRE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,983,38,983,38,1021
TACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,3,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,8,0,8,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,18,22,18,22,40
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,19,7,19,7,26
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,37,16,37,16,53
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,19,16,19,16,35
TARACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,5,0,5,0,5
TARATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,13,3,13,3,16
TARIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,771,28,771,28,799
TARVITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,25,19,25,19,44
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,17,4,17,4,21
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,23,2,23,2,25
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,35,16,35,16,51
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,18,4,18,4,22
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,185,15,185,15,200
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,37,19,37,19,56
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,2,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,6,6,6,6,12
TOLATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,7,3,7,3,10
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,9,3,9,3,12
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,18,9,18,9,27
TOMINA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,7,13,7,13,20
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,8,26,8,26,34
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,42,10,42,10,52
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,10,3,10,3,13
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,493,13,493,13,506
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,74,12,74,12,86
TURCO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,9,9,9,9,18
UMALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,2,0,2,0,2
UNCIA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,0,3,0,3,3
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,19,7,19,7,26
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,13,10,13,10,23
UYUNI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,76,1,76,1,77
VACAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,12,7,12,7,19
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,55,2,55,2,57
VIACHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,202,7,202,7,209
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,3,4,3,4,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,18,10,18,10,28
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,82,27,82,27,109
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,21,2,21,2,23
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,13,6,13,6,19
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,217,12,217,12,229
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,11,10,11,10,21
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,83,11,83,11,94
VINTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,145,0,145,0,145
VITICHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,10,1,10,1,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,5,1,5,1,6
WARNES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,461,40,461,40,501
YACO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,8,7,8,7,15
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,353,21,353,21,374
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,10,9,10,9,19
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,9,1,9,1,10
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,302,15,302,15,317
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,23,10,23,10,33
YOTALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,9,8,9,8,17
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,9,22,9,22,31
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-04-01,12,10,12,10,22
ACACIO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,5,3,5,8
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,57,25,57,25,82
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,26,24,26,24,50
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,28,9,28,9,37
ALALAY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,2,3,2,3,5
ALCALA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,0,3,0,3
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,62,0,62,0,62
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,22,24,22,24,46
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,5,2,5,2,7
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,12,2,12,2,14
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,16,2,16,2,18
APOLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,19,6,19,6,25
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,4,7,4,7,11
ARANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,14,4,14,4,18
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,28,24,28,24,52
ARQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,14,7,14,7,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,147,60,147,60,207
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,44,42,44,42,86
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,8,3,8,11
AYATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,9,6,9,6,15
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,5,5,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,36,33,36,33,69
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,16,15,16,15,31
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,33,6,33,6,39
BAURES,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,28,0,28,0,28
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,2,3,2,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,0,4,0,4,4
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,8,3,8,11
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,58,28,58,28,86
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,41,25,41,25,66
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,6,12,6,12,18
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,4,1,4,1,5
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,10,1,10,1,11
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,36,4,36,4,40
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,55,20,55,20,75
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,24,12,24,12,36
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,18,3,18,3,21
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,16,3,16,3,19
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,2,5,2,5,7
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,16,8,16,8,24
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,20,7,20,7,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,115,7,115,7,122
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,38,5,38,5,43
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,7,1,7,1,8
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,31,22,31,22,53
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,108,30,108,30,138
CARANGAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,37,11,37,11,48
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,11,14,11,14,25
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,16,3,16,19
CATACORA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,1,2,1,2,3
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,59,21,59,21,80
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,12,7,12,7,19
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,46,43,46,43,89
CHARAÑA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,0,3,0,3
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,60,68,60,68,128
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,49,6,49,6,55
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,2,3,2,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,35,9,35,9,44
CHUMA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,10,2,10,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,24,5,24,5,29
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,15,13,15,13,28
CLIZA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,82,15,82,15,97
COBIJA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,183,38,183,38,221
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,24,27,24,27,51
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,2003,25,2003,25,2028
COIPASA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,114,0,114,0,114
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,66,0,66,0,66
COLOMI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,42,10,42,10,52
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,16,4,16,4,20
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,39,78,39,78,117
COLQUENCHA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,32,0,32,0,32
COLQUIRI,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,19,25,19,25,44
COMANCHE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,29,6,29,6,35
COMBAYA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,6,11,6,11,17
CONCEPCION,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,55,27,55,27,82
COPACABANA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,13,10,13,10,23
CORIPATA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,20,16,20,16,36
CORO CORO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,8,3,8,3,11
COROICO,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,39,3,39,3,42
CORQUE,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,15,21,15,21,36
COTAGAITA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,30,17,30,17,47
COTOCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,141,51,141,51,192
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,39,18,39,18,57
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      neumococica 1ra. dosis,2014-05-01,3,5,3,5,8
