,group,variable,month,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTAL 17.8 ANTIROTAVIRICA 1RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,20,21,20,21,41
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,5,26,5,31
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,7,4,7,11
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,38,14,38,14,52
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,10,8,10,8,18
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,18,11,18,11,29
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,4,7,4,11
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,2,26,2,28
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,6,2,6,8
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,14,26,14,40
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,89,38,89,38,127
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,36,18,36,18,54
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,5,3,5,8
CUEVO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,2,2,2,4
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,19,11,19,11,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,3,3,3,6
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,0,1,0,1,1
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,0,6,0,6
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1345,200,1345,200,1545
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,12,3,12,15
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,14,14,14,14,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,11,3,11,3,14
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,102,3,102,3,105
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,1,5,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,10,26,10,36
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,82,15,82,15,97
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,1,5,1,6
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,0,6,0,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,0,4,0,4,4
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,20,6,20,6,26
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,12,7,12,19
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,44,8,44,8,52
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,6,7,6,13
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,24,11,24,11,35
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,5,2,5,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,91,2,91,2,93
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,18,15,18,15,33
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,14,5,14,5,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,6,3,6,9
HUACHACALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,36,10,36,10,46
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,11,0,11,0,11
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,1,6,1,7
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,0,3,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,3,1,3,4
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,0,3,0,3
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,4,4,4,8
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,7,6,7,13
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,4,7,4,11
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,0,6,0,6,6
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,9,10,9,10,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,10,4,10,4,14
IXIAMAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,10,0,10,0,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,21,3,21,3,24
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,77,17,77,17,94
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,159,15,159,15,174
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1283,40,1283,40,1323
LA RIVERA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,6,2,6,8
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,3,26,3,29
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,0,3,0,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,43,41,43,41,84
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,3,5,3,8
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,1,2,1,3
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,1,6,1,7
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,2,3,2,5
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,5,13,5,18
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,22,15,22,15,37
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,22,2,22,2,24
MALLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,2,3,2,5
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,30,0,30,0,30
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,21,8,21,8,29
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,39,15,39,15,54
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,38,11,38,11,49
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,15,4,15,19
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,3,6,3,9
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,39,9,39,9,48
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,298,6,298,6,304
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,1,3,1,4
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,4,6,4,10
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,5,1,5,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,1,2,1,3
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,8,22,8,22,30
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,20,2,20,2,22
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,5,6,5,11
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,493,22,493,22,515
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,27,13,27,13,40
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,10,3,10,3,13
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,47,30,47,30,77
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,21,15,21,15,36
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,49,3,49,3,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,3,4,3,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,0,13,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,4,4,4,8
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,2,6,2,8
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,24,12,24,12,36
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,2,2,2,4
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,8,13,8,21
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,11,27,11,27,38
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,6,7,6,13
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,16,2,16,2,18
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,2,7,2,9
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,17,2,17,2,19
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,8,10,8,10,18
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,12,6,12,6,18
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,31,1,31,1,32
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,3,5,3,8
POSTRER VALLE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,2,2,2,4
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,405,10,405,10,415
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,9,6,9,15
PUCARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,0,2,0,2
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,24,26,24,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,14,6,14,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,9,7,9,7,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,12,4,12,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,9,3,9,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,31,19,31,19,50
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,19,6,19,6,25
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,23,8,23,8,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,123,13,123,13,136
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,22,16,22,16,38
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,54,1,54,1,55
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,1,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,200,62,200,62,262
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,8,2,8,2,10
QUIRUSILLAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,15,13,15,28
REYES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,22,2,22,2,24
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,199,23,199,23,222
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,35,4,35,4,39
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,35,5,35,5,40
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,4,2,4,6
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,253,4,253,4,257
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,3,2,3,5
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,14,19,14,19,33
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,9,2,9,2,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,4,13,4,17
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,7,0,7,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,15,10,15,10,25
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,0,1,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,9,8,9,8,17
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,20,1,20,1,21
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,104,19,104,19,123
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,21,5,21,5,26
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,32,5,32,5,37
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,39,11,39,11,50
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,141,23,141,23,164
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,28,6,28,6,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,1,13,1,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,55,52,55,52,107
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,23,0,23,0,23
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,96,38,96,38,134
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,18,4,18,22
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,28,1,28,1,29
SAN LUCAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,30,16,30,16,46
SAN MATIAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,40,21,40,21,61
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,19,6,19,6,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,2,2,2,4
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,18,1,18,1,19
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,31,39,31,39,70
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,3,6,3,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,4,3,4,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,10,3,10,3,13
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,9,4,9,4,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,20,1,20,1,21
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,35,0,35,0,35
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2920,94,2920,94,3014
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,24,10,24,10,34
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,24,7,24,7,31
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,0,2,0,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,8,9,8,9,17
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,4,2,4,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,1,5,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,3,13,3,16
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,3,2,3,5
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,4,5,4,9
SENA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,9,5,9,5,14
SHINAOTA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,42,3,42,3,45
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,20,10,20,10,30
SICAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,2,5,2,5,7
SIPE SIPE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,84,1,84,1,85
SOPACHUY,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,12,2,12,2,14
SORACACHI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,15,8,15,8,23
SORATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,22,5,22,27
SUCRE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,451,9,451,9,460
TACACOMA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,12,3,12,15
TACOBAMBA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,8,11,8,11,19
TACOPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,7,6,7,13
TAHUA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,0,2,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,11,13,11,24
TARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,4,9,4,9,13
TARACO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,1,0,1,0,1
TARATA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,22,2,22,2,24
TARIJA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,385,21,385,21,406
TARVITA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,6,14,6,14,20
TEOPONTE,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,13,4,13,4,17
TIAWANACU,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,16,5,16,5,21
TINGUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,24,18,24,18,42
TIPUANI,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,26,4,26,4,30
TIQUIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,96,10,96,10,106
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,23,12,23,12,35
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,3,1,3,1,4
TOCO,vacunaciones en menores de 1 ano,      antirotavirica 1ra. dosis,2014-05-01,5,0,5,0,5
